type,band,a,b,c,d,odds_ratio,conf_low,conf_high,p_value,y
EBOX,head,125,95,105,94,1.17794486215539,0.801116874507743,1.73202455525716,0.432275439664902,1.17794486215539
EBOX,mid,1296,1336,1151,1743,1.46899597850346,1.32034896281439,1.63437791495633,1.72848792012491e-12,1.46899597850346
EBOX,tail,266,454,163,280,1.00645928488419,0.787492197153799,1.28631152891508,1,1.00645928488419
TETO,head,37,183,36,163,0.915452337583485,0.552440341811768,1.51700178093188,0.796775590908517,0.915452337583485
TETO,mid,573,2059,630,2264,1.00007863271584,0.879988853358455,1.13655675046076,1,1.00007863271584
TETO,tail,155,565,95,348,1.00493712156497,0.7533105617339,1.34061391091452,1,1.00493712156497
