pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge,Contrast,Time,Stress,Numerator,Denominator,N_num,N_den,RankStatistic,sig,LeadingEdgeSize,LeadingEdgeHeadFrac
HALLMARK_KRAS_SIGNALING_UP,1.6191709844559586e-4,6.346860672198856e-4,0.47400207423302315,2.0414339095710763,0,147,ETV5;AKAP12;ETV4;ALDH1A3;MALL;DUSP6;CA2;ANGPTL4;KLF4;TMEM158;ITGBL1;PLAT;ITGA2;PLEK2;ANO1;RGS16;EMP1;IL1RL2;G0S2;WNT7A;ETS1;INHBA;ADGRA2;LAPTM5;SCG5;NRP1;HDAC9;ENG;IL7R;PRKG2;MMD;SEMA3B;DCBLD2;MMP11;USP12;PRELID3B;PLAUR;GALNT3,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,3.1974410353175804,38,0.13157894736842105
HALLMARK_MITOTIC_SPINDLE,1.556178026766262e-4,6.346860672198856e-4,0.38474714595315207,1.728092387466476,0,198,TIAM1;EZR;RAPGEF5;LMNB1;CENPJ;BRCA2;SASS6;KIF20B;KNTC1;FBXO5;CDC42EP2;TUBA4A;ANLN;KIF23;CENPE;GEMIN4;NDC80;MYO1E;AURKA;BUB1;PCGF5;EPB41L2;SMC3;CKAP5;SMC1A;TUBGCP3;ARHGAP10;FLNB;RHOF;TRIO;FSCN1;TTK;KIF15;ARHGAP29;TUBGCP5;SHROOM1;NUSAP1;KIF2C;CDK1;CLIP1;DYNLL2;DST;NIN;PLK1;RFC1;DOCK4;RASAL2;VCL;ALMS1;TUBD1;CEP72;KIF11;MID1;ACTN4;CTTN;TPX2;MYH10;ESPL1;DLGAP5;RAPGEF6;PRC1;MAPRE1;INCENP;SPTBN1;CDC27;RACGAP1;RALBP1;DLG1;KIF22;ARHGAP4,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,3.1974410353175804,70,0.21428571428571427
HALLMARK_MTORC1_SIGNALING,1.5723270440251572e-4,6.346860672198856e-4,0.45125223439473,2.015048034738338,0,191,CDC25A;POLR3G;HMGCS1;MCM2;HK2;MCM4;PNP;PSMG1;UNG;RRM2;PNO1;TRIB3;TUBA4A;STIP1;IDI1;P4HA1;ELOVL6;PSAT1;AURKA;UCHL5;MTHFD2;HSPA5;FADS1;TFRC;PDK1;BUB1;SDF2L1;SLC1A4;CCNF;TUBG1;CACYBP;VLDLR;ABCF2;DHCR7;TMEM97;PITPNB;GMPS;PSMD12;ACLY;HSP90B1;TOMM40;PSMD14;FADS2;RRP9;NUFIP1;SORD;NUP205;ACSL3;ETF1;SQLE;ERO1A;HSPE1;EEF1E1;EIF2S2;PSMC4;MAP2K3;HSPA4;RPA1;ASNS;CCT6A;PDAP1;ADIPOR2;PLK1;HSPA9;HMGCR;SLC1A5;EGLN3;LDLR;CTH,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,3.1974410353175804,69,0.34782608695652173
HALLMARK_MYC_TARGETS_V1,1.5595757953836556e-4,6.346860672198856e-4,0.5957101807086176,2.670766043919655,0,195,MCM6;RFC4;MCM2;MCM5;MYC;MCM4;PCNA;USP1;NOLC1;NOP16;NOP56;MCM7;TYMS;EIF3J;CDC45;CTPS1;MAD2L1;SRSF7;U2AF1;SSB;CUL1;RSL1D1;DDX21;PPM1G;POLE3;XPO1;UBA2;CCNA2;EIF2S1;EIF4E;SYNCRIP;G3BP1;KPNA2;XPOT;TRA2B;PRPS2;PSMD7;NCBP2;SNRPG;ABCE1;CCT2;SNRPD1;PSMD14;NME1;ODC1;EXOSC7;SMARCC1;DDX18;RRP9;GNL3;GSPT1;CCT5;UBE2E1;SSBP1;PA2G4;ETF1;DEK;CDK2;RAD23B;HNRNPD;HSPE1;CSTF2;EIF2S2;SRPK1;PSMC4;RANBP1;CBX3;PWP1;HNRNPU;SNRPA1;SERBP1;FBL;CNBP;HNRNPR;EIF1AX;DHX15;CCT7;SNRPB2;PSMD8;RUVBL2;TCP1;LDHA;PTGES3;SRSF2;EIF3D;CDK4;HSP90AB1;TFDP1;IMPDH2;CCT3;NCBP1;PCBP1;SRSF1;GLO1;HSPD1;ACP1;C1QBP;NDUFAB1;LSM7;HDAC2;TARDBP;RPL14;BUB3;PSMD3;HPRT1;VDAC1;XRCC6;STARD7;SRSF3;HDDC2;PSMD1;VDAC3;PSMA6;PGK1;EIF4A1;HNRNPA3;ORC2;KPNB1;ERH;RRM1;APEX1,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,3.1974410353175804,121,0.5537190082644629
HALLMARK_MYC_TARGETS_V2,1.7385257301808066e-4,6.346860672198856e-4,0.7343306444189083,2.7104171248359643,0,57,DUSP2;MCM5;MYC;HK2;MCM4;NOLC1;TCOF1;NOP16;UNG;NOP56;PLK4;WDR43;RRP12;NOP2;NIP7;IMP4;UTP20;NOC4L;PES1;TMEM97;MRTO4;MYBBP1A;PPAN;DDX18;RRP9;GNL3;TFB2M;SORD;PPRC1;PUS1;BYSL;PA2G4;LAS1L;MPHOSPH10;HSPE1;FARSA;CBX3;PLK1;NDUFAF4;PRMT3;GRWD1,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,3.1974410353175804,41,0.2926829268292683
HALLMARK_NOTCH_SIGNALING,0.05832122093023256,0.09768804505813954,0.4543443622817405,1.4441417635556741,320,28,CCND1;FZD5;JAG1;PRKCA;ST3GAL6;CUL1,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,1.0101585814497187,6,0.16666666666666666
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.12016925246826517,0.16773624823695346,-0.24397957948085272,-1.159295129818201,425,200,PDK4;ATP6V1H;GPX4;TCIRG1;NDUFB5;ATP5F1D;UQCR11;MAOB;NDUFA2;ALDH6A1;BDH2;MGST3;ATP6AP1;ECI1;HADHB;ATP1B1;SURF1;SLC25A6;NDUFS8;NDUFB1;ECHS1;NDUFS7;ECH1;COX15;SLC25A3;ETFDH;ATP6V0C;COX6B1;CYC1;ACAA2;PDHX;NDUFB7;COX6C;COX8A;NDUFS6;COX6A1;UQCRH;COX7A2L;ACADM;IDH1;NDUFV1;SDHD;RHOT2;COX4I1;NDUFA7;NDUFS3;ATP6V1D;ETFB;ATP5MG;NDUFC2;UQCRC1;NDUFB8;NDUFS1;ATP5F1B;SLC25A11;NDUFB3;NDUFS2;CS;DECR1;MDH1;COX17;SDHC;OGDH;NDUFB2;ATP5MC3;ATP5PD;ATP5F1A;RHOT1;BCKDHA;UQCRFS1;ATP5MC2;ACAA1;ISCU;ATP5PO;DLD;NDUFA1;MDH2;PHYH;ATP5PB;NDUFC1;ACADVL;NNT;TIMM8B;ACO2;TIMM50,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,0.7753730750911272,85,0.3764705882352941
HALLMARK_P53_PATHWAY,0.005216913783635365,0.010922913234486546,-0.3027341371742188,-1.4336167953382009,18,191,NUPR1;MXD4;ALOX15B;SERTAD3;TP63;TXNIP;ANKRA2;TAX1BP3;BTG1;VWA5A;RXRA;KIF13B;SLC7A11;PLK2;ZFP36L1;PLXNB2;IP6K2;TNFSF9;ITGB4;CD82;MKNK2;ZMAT3;APAF1;DGKA;PIDD1;TRAF4;CTSD;BTG2;HMOX1;TOB1;HEXIM1;PTPN14;CLCA2;RNF19B;NINJ1;CSRNP2;CDKN1A;NOTCH1;ABHD4;FUCA1;TP53;FDXR;TCN2;PMM1;STEAP3;DDIT3;CCNG1;BMP2;RALGDS;NHLH2;ZBTB16,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,1.9616615161251518,51,0.37254901960784315
HALLMARK_PANCREAS_BETA_CELLS,0.7709437963944857,0.8198926088639769,-0.2783217549361374,-0.7788473330132634,3634,15,LMO2;PAK3;MAFB,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,0.0862430286310458,3,0
HALLMARK_PEROXISOME,0.4732077318326401,0.5373714920811337,-0.2362608801220047,-0.9899226695104434,1933,87,HSD11B2;DHRS3;HMGCL;CRABP2;CRAT;PEX6;EPHX2;ACOX1;BCL10;DLG4;PEX11B;EHHADH;PEX11A;SEMA3C;ABCB9;CTBP1;ERCC1;ACSL1;ECH1;FIS1;TSPO;ALDH1A1;SIAH1;ACOT8;ABCD1;CLN8;IDH1;PABPC1;PRDX5;ALDH9A1;MVP;GSTK1;SOD2;HSD17B11;STS,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,0.26972537690592835,35,0.3142857142857143
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.6210950621430971,0.6935561527264584,0.2284347713462717,0.9199416775835023,3697,91,TIAM1;E2F1;TRIB3;THEM4;EGFR;PDK1;UBE2N;EIF4E;RPS6KA3;HSP90B1;PRKAA2;CDK2;PLCB1;MAP2K3;CDK1;CAB39;SFN;TRAF2;MAPK8,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,0.1589183711703689,19,0.21052631578947367
HALLMARK_PROTEIN_SECRETION,0.9974987493746873,1,0.14930540403984,0.6054322737899854,5981,95,CAV2;EGFR;ARFGAP3;KRT18;RPS6KA3;TSPAN8;ZW10;DST;SEC31A;SEC24D;TPD52;GOLGA4;ICA1;DNM1L;LMAN1;STAM;PPT1;NAPG;GLA;USO1;ARCN1;TMED2;M6PR;SNX2;YKT6;RAB5A;COG2,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,-0,27,0.4074074074074074
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.2982859162396183,0.350616778737797,0.31157564693823947,1.105787885852753,1687,46,PFKP;SRXN1;HHEX;MBP;PRNP;OXSR1;HMOX2;ABCC1;SCAF4;ATOX1,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,0.45516730461735666,10,0.2
HALLMARK_TGF_BETA_SIGNALING,0.28462251042149145,0.3405305035399987,-0.29047887373736603,-1.1083687788198036,1228,53,ID3;ID1;SMAD6;ID2;NCOR2;JUNB;SERPINE1;BMPR2;RHOA;BMP2;XIAP;FURIN;SKIL;PPP1CA;ACVR1,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,0.46784397941713185,15,0.3333333333333333
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.017516174846141708,0.03259954763031929,0.3104518526283802,1.3798432299766967,110,183,FOSL1;SPHK1;CLCF1;CCND1;F3;DUSP5;AREG;KLF4;TUBB2A;DUSP2;MYC;CD83;BCL2A1;FUT4;SOCS3;G0S2;DUSP4;INHBA;PANX1;EGR2;JAG1;ATP2B1;IER3;CD44;IL7R;PHLDA1;VEGFA;PTGER4;NR4A3;CXCL11;TLR2;PLAUR;PMEPA1;PFKFB3;IL15RA;FJX1;ETS2;IRS2,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,1.486788426405043,38,0.13157894736842105
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1.6553550736633007e-4,6.346860672198856e-4,0.49603599218003536,2.046259034533965,0,107,STC2;TUBB2A;NOLC1;EXOSC9;NOP56;DDX10;EXOSC2;CHAC1;GEMIN4;PSAT1;MTHFD2;HSPA5;CEBPG;EIF2S1;EIF4E;SLC1A4;DKC1;SDAD1;XPOT;PDIA5;HYOU1;EXOSC10;VEGFA;EIF4EBP1;HSP90B1;FUS;RRP9;SRPRB;ERO1A;BAG3;ASNS;KHSRP;CKS1B;SPCS3;SEC31A;HSPA9;LSM1;ALDH18A1;FKBP14;NOP14;EIF4A3;CNOT4;ATF4;DNAJC3;NFYA;SERP1;EXOSC4;IMP3;MTREX;DNAJA4;TATDN2;SRPRA;CNOT2,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,3.1974410353175804,53,0.3584905660377358
HALLMARK_UV_RESPONSE_DN,0.08475957620211899,0.1269806409630714,0.29777276196589786,1.2597848672540344,519,128,MGLL;F3;HAS2;MYC;ADORA2B;PRKCA;IRS1;ATP2B1;INPP4B;SFMBT1;MET;NRP1;PPARG;SLC7A1;FYN;FHL2;TGFBR3;VLDLR;TJP1;GCNT1;MRPS31;SNAI2;AKT3;CAV1;ABCC1;NR1D2,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,0.8962624850579932,26,0.23076923076923078
HALLMARK_UV_RESPONSE_UP,0.005031650706054212,0.010874857977601038,0.35731460784116525,1.52200974956896,30,135,CA2;CCNE1;FEN1;RFC4;CTSV;ENO2;GRPEL1;POLG2;TUBA4A;PPAT;PARP2;STIP1;AGO2;GLS;DDX21;POLE3;SLC6A8;TFRC;TYRO3;CEBPG;CHRNA5;PPIF;NUP58;TGFBRAP1;CLTB;FKBP4;E2F5;PRPF3;DNAJA1;CDK2;ARRB2;SIGMAR1;HNRNPU;AMD1;ASNS;PDAP1;BTG3;CDC5L;EPCAM;HTR7,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,1.963576406092583,40,0.25
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.07380476277040537,0.11685391500893552,0.4224234453100772,1.3921246091465342,405,33,DKK1;MYC;FZD8;JAG1;TCF7;CUL1;RBPJ;HEY1;SKP2;AXIN1;NOTCH4;KAT2A;JAG2;HDAC2,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,0.9323567326658957,14,0.14285714285714285
HALLMARK_XENOBIOTIC_METABOLISM,5.292405398253506e-4,0.0015417007029694997,-0.3547508047932128,-1.6297235224198943,1,153,ALDH3A1;ATOH8;GABARAPL1;SLC46A3;DDAH2;CES1;GCNT2;CFB;PDK4;VNN1;FBP1;ACOX3;IL1R1;CYP1A1;ID2;AKR1C3;CYP27A1;MAOA;SERTAD1;BLVRB;GSTM4;PINK1;FBLN1;ACP2;HMOX1;AKR1C2;PROS1;CD36;NQO1;GCH1;NINJ1;ACOX1;GSR;PMM1;TNFRSF1A;ESR1;TKFC;SERPINE1;PC;PSMB10,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,2.8119999295698,40,0.1
PID_MYC_ACTIV_PATHWAY,1.7161489617298782e-4,6.346860672198856e-4,0.5261616914432277,2.039830849477709,0,74,FOSL1;CDCA7;CDC25A;MYC;PMAIP1;TERT;RIOX2;TAF4B;TFRC;EIF2S1;EIF4E;NDUFAF2;HMGA1;RUVBL1;HSP90AA1;E2F3;NME1;ODC1;NCL;DDX18;HSPA4;PDCD10;TAF9;ACTL6A;RCC1;RUVBL2;LDHA;CCNB1,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,3.1974410353175804,28,0.39285714285714285
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,1.7998560115190784e-4,6.346860672198856e-4,0.8162500802732152,2.761138464282103,0,37,MCM10;CDC6;CLSPN;CDC25A;MCM6;ORC6;ORC1;RFC4;RFC3;MCM2;MCM5;MCM4;MCM3;RFC5;MCM8;DBF4;MCM7;RPA2;CDC7;CDC45;RFC2;CHEK1,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,3.1974410353175804,22,0
REACTOME_CELL_CYCLE_CHECKPOINTS,1.529753709652746e-4,6.346860672198856e-4,0.6092496830766685,2.7956739808343283,0,241,MCM10;CDC6;CCNE2;CLSPN;CDC25A;MCM6;EXO1;CCNE1;ORC6;ORC1;BLM;RFC4;RFC3;MCM2;MCM5;ERCC6L;MCM4;MCM3;RFC5;RNF168;RMI1;BRIP1;DSN1;RMI2;MCM8;DNA2;BRCA1;CENPK;DBF4;AHCTF1;MCM7;CENPQ;KNTC1;RPA2;MIS12;CCNA1;CDC7;TOP3A;CHEK2;CDC45;MAD2L1;CDCA8;RNF8;RFC2;CHEK1;SPDL1;CENPE;NDC80;YWHAH;CENPU;RBBP8;ITGB3BP;ZWINT;SGO1;XPO1;YWHAG;BUB1;CCNA2;UBE2N;SGO2;PKMYT1;BUB1B;SEH1L;CKAP5;BARD1;KIF18A;CENPA;PSMD7;ZWILCH;CENPO;NUDC;NUP85;ORC5;RANGAP1;PSMD12;WEE1;PSMD14;CENPN;UBE2V2;BRCC3;CENPL;UBE2E1;RANBP2;UIMC1;KIF2C;ATRIP;CDK2;RAD1;ANAPC10;NUF2;NUP107;PSMC4;SPC25;NUP160;CDK1;SKA1;ZW10;CENPP;CLIP1;DYNLL2;RPA1;NUP98;PSMD6;PLK1;AURKB;NSD2;SFN;ANAPC7;ATR;GTSE1;DYNC1LI1;PSMD8,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,3.1974410353175804,112,0.08035714285714286
REACTOME_GLUCOSE_METABOLISM,1.726817475392851e-4,6.346860672198856e-4,0.47146910665149366,1.8061619265819373,0,69,HK2;PFKP;ENO2;NUP35;NUP153;NUP54;SEH1L;SLC37A2;GNPDA1;NUP210;NUP42;NUP85;NUP58;NDC1;NUP88;PFKFB3;NUP205;RANBP2;NUP93;NUP50;NUP107;NUP62;NUP160;NUP155;ADPGK;NUP98,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,3.1974410353175804,26,0.19230769230769232
REACTOME_MITOCHONDRIAL_TRANSLATION,0.003177788927914367,0.007341788212767675,0.40732120718011583,1.647372217796557,18,93,MRPS17;MRPS23;MRPL50;MRPS6;MRPL17;MRPS25;MRPL36;MRPS31;MRPL32;GFM1;MRPL3;MRPS5;MRPL58;MRPS26;MRPS10;MRPS2;MRPL4;PTCD3;MRPL46;MTFMT;MRPL39;MRPS18C;MTIF2;MRPL18;MTRF1L;MRPS21;MRPS11;MRPL16;MRPS18A;MRPL14;MRPL49;MRPL40;MRPS7;MRPL21;MRPL47;MRPL11;MRPL34;MRPL22;MRPL15;MRPS27;MRPL24;TSFM;MRPL35;MRPS22;MTIF3;MRPL33,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,2.1341981476654506,46,0.043478260869565216
REACTOME_MRNA_SPLICING,1.5511090429657206e-4,6.346860672198856e-4,0.5006327725833912,2.261831410602711,0,210,SRSF12;SRSF7;U2AF1;PHF5A;LSM6;HNRNPF;MAGOHB;SF3B4;PNN;SF3A3;POLR2D;PPIL1;PRPF19;CTNNBL1;MFAP1;PRPF4;BUD13;GCFC2;HSPA8;TRA2B;PPP1R8;RBM17;NCBP2;SNRPG;RBM25;SNRPD1;TCERG1;CHERP;YBX1;PRPF40A;SNU13;FUS;PRPF3;LSM5;WBP11;SRRM1;ALYREF;HNRNPD;SNRPF;HNRNPH1;DDX46;CWC22;HNRNPU;DDX41;MAGOH;SNRPA1;USP39;NSRP1;SRRT;POLR2F;U2SURP;CDC5L;HNRNPR;DHX15;SRSF10;PLRG1;SRSF11;SNRPB2;SNRNP40;SNW1;ISY1;DHX9;UPF3B;SRSF2;IK;CWF19L2;DHX35;EIF4A3;PPIG;DNAJC8;CACTIN;POLR2K;GPATCH1;SNRPB;NCBP1;PCBP1;SRSF1;LSM3;PPIE;LSM7;PDCD7;HNRNPK;ZCRB1;PRPF18;SUGP1;MTREX;C9orf78;DDX5;TFIP11;POLR2C;FAM32A;SNRPE;SNRNP25;SRSF3;CWC15;RBMX2;HNRNPA3;SRSF6;HNRNPH2;GTF2F2;PUF60;DDX42;AQR;RBM22;SRSF4;PRKRIP1;RNF113A;SMU1;PRPF38A;PRPF6;CWC27;POLR2B;HTATSF1;HNRNPA2B1;CRNKL1;PPIL4;POLR2J;SF1;RNPS1;PPWD1;CWC25;FAM50A;SRSF9;SF3B6,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,3.1974410353175804,124,0.27419354838709675
WP_ADIPOGENESIS,0.13617021276595745,0.18619192357794181,-0.27566273001057495,-1.190475163317449,543,104,ID3;MEF2D;RXRA;PLIN1;BMP4;STAT2;TNF;STAT5A;CEBPD;NCOA2;GATA3;NCOR2;GADD45B;LIPE;CYP26B1;SLC2A4;CDKN1A;KLF7;CFD;RORA;PPARA;DDIT3;SERPINE1;LPIN3;BMP2,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,0.7300391612795175,25,0.08
WP_AMINO_ACID_METABOLISM,0.7449536927095701,0.8050306034119548,-0.21553834497843866,-0.8649004456618918,3136,69,HMGCS2;HMGCL;PDK4;GLUL;MAOA;MPST;GSR;GCLM;EHHADH;PC;HNMT;ALDH1A1;PPM1L;PDHX;HAL;ACSS1;CPS1;ACADM;IDH1;GOT1,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,0.09418760951994752,20,0.2
WP_APOPTOSIS,0.0910185408138695,0.13257048335933166,-0.30871225014082365,-1.2698241683377856,377,78,CASP10;BBC3;TP63;TNFSF10;BCL2L11;TNF;APAF1;TNFRSF25;NFKBIA;TRADD;BNIP3L;NFKBIE;TP53;MAPK10;BAD;TNFRSF1A;IRF7;BIRC2;XIAP;CASP9,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,0.8775531602534004,20,0.1
WP_APOPTOSIS_MODULATION_AND_SIGNALING,0.11327175498298493,0.16147250178425512,-0.2978128513371244,-1.2335747414018723,465,81,BMF;CASP10;BBC3;TNFSF10;BCL2L11;IL1R1;TNFRSF10C;APAF1;MAPK3;PIDD1;TNFRSF25;NFKBIA;TRADD;TP53;BAD;TNFRSF1A,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,0.791901425903596,16,0.125
WP_CELL_CYCLE,1.6542597187758478e-4,6.346860672198856e-4,0.5918728036110821,2.4671570938928222,0,115,CDC6;CCNE2;CCND1;CDC25A;MCM6;CCNE1;ORC6;ORC1;E2F1;RBL1;MCM2;MCM5;MYC;MCM4;MCM3;PCNA;E2F2;TGFB2;SMC1B;DBF4;MCM7;CCNA1;CDC7;CHEK2;CDC45;CHEK1;CUL1;YWHAH;YWHAG;CDK6;BUB1;CCNA2;PKMYT1;SMC3;SMC1A;E2F3;ORC5;WEE1;TTK;E2F5;CDK2;ANAPC10;CDK1;E2F4;PRKDC;PLK1;SKP2;SFN;ANAPC7;ATR,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,3.1974410353175804,50,0.14
WP_DNA_REPLICATION,1.795654516071108e-4,6.346860672198856e-4,0.8231095737059771,2.8548625887516086,0,42,MCM10;CDC6;MCM6;GMNN;ORC6;ORC1;POLE2;RFC4;RFC3;MCM2;MCM5;MCM4;MCM3;RFC5;PCNA;PRIM1;DBF4;MCM7;RPA2;POLD3;CDC7;CDC45;POLA2;RFC2;POLE;POLA1;CDT1;RPA4;ORC5,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,3.1974410353175804,29,0
WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,0.00124750499001996,0.003214724397359128,-0.3850041090495531,-1.6613988537203357,4,103,NDUFB5;ATP5F1D;MT-ND6;UQCR11;NDUFA2;MT-ND3;SURF1;SLC25A6;NDUFS8;NDUFB1;NDUFS7;COX15;DMAC2L;COX6B1;NDUFB7;COX6C;COX8A;NDUFS6;COX6A1;UQCRH;COX7A2L;NDUFV1;SDHD;COX4I1;NDUFA7;NDUFS3;ATP5MG;NDUFS5;COX7A1;NDUFC2;UQCRC1;NDUFA11;NDUFB8;NDUFS1;ATP5F1B;MT-ATP8;NDUFB3;NDUFS2;COX17;SDHC;NDUFB2;ATP5MC3;ATP5PD;ATP5F1A;UQCRFS1;ATP5MC2;ATP5PO;NDUFA1;ATP5PB;NDUFC1,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,2.492856253793162,50,0.42
WP_PROTEASOME_DEGRADATION,0.8504867872044506,0.8766556114261259,0.2120174901262029,0.7825573403075639,4891,57,PSMD7;PSMD12;PSMC4;PSMD6;PSMD8;PSME3;PSMC3;UBE2D2;UCHL1;UCHL3;PSMB7;PSMC5;PSMC2;PSMD3;PSME2;PSMD11;PSMD1;PSMA6;PSMA4;PSMC1;RPN1,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,0.05717098295260754,21,0.14285714285714285
WP_PYRIMIDINE_METABOLISM,1.7161489617298782e-4,6.346860672198856e-4,0.5633197393735127,2.183885678453689,0,74,POLR3G;POLE2;PRIM1;UPP1;RRM2;TYMS;POLD3;CTPS1;UMPS;POLA2;POLR2D;NT5M;POLE3;UCK2;POLR1B;POLE;POLA1;DHODH;POLR3F;POLR1C;DCK;POLR3E;POLR1E;NME1;POLR3K,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,3.1974410353175804,25,0.04
WP_RAS_SIGNALING,0.25392670157068065,0.3150572038006593,-0.23960443512050036,-1.089808558780372,969,143,CALML5;RASSF5;RGL1;PLA2G4B;SHC3;RGL2;KDR;PIK3R3;RRAS;REL;PLD2;MAPK3;PAK4;RAB5B;PLCE1;KSR1;SOS2;PLA2G10;KSR2;MAP2K2;PAK3;PLA2G6;PLCG2;MAPK10;BAD;GRIN1;RASA4;RHOA;RALGDS;RASAL1;GNG2;GNB2;PLA2G4C;RAC3;PAK6,DT_vs_D,4 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,0.5016105857676059,35,0.11428571428571428
GOBP_MITOCHONDRIAL_GENE_EXPRESSION,1.313370107696349e-4,0.0011775871766029247,0.4717368507810467,2.110782965381872,0,167,MRPS23;MRPS17;TRIT1;PTCD3;GFM1;TRMT10C;SLC25A33;MRPL3;MRPL1;TRMT61B;MRPS31;MRPL33;MRPL47;MRPL36;MRPL58;METTL8;TFAM;MRPS22;MRPL32;MRPL21;MRPS6;FASTKD5;TRNT1;PNPT1;MRPS18C;MRPL22;MRPS35;FASTKD2;MTIF2;MRPS25;GATB;MRPL55;GADD45GIP1;PRORP;MRPL17;MRPL16;MRPL4;TFB2M;MRPL50;THAP11;MRPL20;MRPL13;MRPS5;RARS2;TSFM;MRPS21;MRPL40;MTRF1L;MRPL24;MRPS26;FASTKD1;MRPL45;MALSU1;MRPL48;C1QBP;MTPAP;MRPL11;MPV17L2;MRPL51;MRPL39;CDK5RAP1;MTERF1;MRPL14;MRPS7;IARS2;ALKBH1;MRPS11;YARS2;MRPS10;LARS2;DAP3;MRPL19;SUPV3L1;GATC;MTO1;MRPL30;LRPPRC;MTIF3;TWNK;MRPL44;MRPS15;MRPL35;MTG1;MTERF3;FASTKD3;TRMT5;MRPS16;RMND1;MRPS27;NGRN;HSD17B10;FOXO3;MRPL15;MRPS30;MRPL18;MRPL42;MTRES1;CHCHD1,DT_vs_D,4 hours,CPT_low,DOX+TAM,DOX,2,2,vst_mean_diff,2.9290069322532744,98,0.07142857142857142
