pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge,Contrast,Time,Stress,Numerator,Denominator,N_num,N_den,RankStatistic,sig,LeadingEdgeSize,LeadingEdgeHeadFrac
HALLMARK_IL2_STAT5_SIGNALING,0.022486211285532458,0.03674575990562621,-0.2579161096181515,-1.3163315252017322,52,150,MYC;RRAGD;SH3BGRL2;GUCY1B1;CDC42SE2;TWSG1;DHRS3;TTC39B;ALCAM;GPX4;TNFSF10;SWAP70;CASP3;IKZF2;SMPDL3A;PRNP;PLSCR1;ITGAV;POU2F1;NFIL3;ETFBKMT;IFITM3;GABARAPL1;BMPR2;SLC39A8;IFNGR1;HOPX;CXCL10;LCLAT1;NDRG1;ANXA4;GSTO1;MXD1;PLPP1;SNX9;CAPG;EEF1AKMT1;EMP1;IRF6;TGM2;NT5E;P4HA1,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,1.4347927669424438,42,0.2619047619047619
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.35668991756499685,0.42675400851526407,-0.2421977892401537,-1.0504343495536743,1124,62,LEPR;IL6ST;CXCL1;IL13RA1;STAM2;IFNAR1;SOCS3;HMOX1;PTPN11;IL1R1;GRB2;IFNGR1;CXCL10;STAT1;PDGFC,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,0.36982239085087676,15,0.13333333333333333
HALLMARK_INFLAMMATORY_RESPONSE,0.0020333468889792597,0.004006889457694424,-0.30833520327104563,-1.5466127352878871,4,135,MYC;CXCL8;SLC7A2;IFITM1;SERPINE1;TLR3;NAMPT;KCNJ2;TNFSF10;IL7R;IFNAR1;SRI;ABCA1;AXL;LYN;CCL20;TNFAIP6;IL1R1;GCH1;CXCL10;NMI;SLC31A1;BST2;CD70;FPR1;RNF144B;EIF2AK2;ABI1;HAS2;RHOG;MXD1;TNFSF15;SGMS2;BEST1;GNAI3;RIPK2;PSEN1;CD55;DCBLD2;NFKB1;MET;CD82;TLR1;ATP2C1;HIF1A;CCL22;IL18;HRH1;ICAM1;SLC31A2;AHR,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,2.397192638744127,51,0.21568627450980393
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0063536886692552065,0.011505328130813482,-0.3215108839910985,-1.5100244719640254,17,91,TXNIP;IFITM1;UBE2L6;IFITM2;B2M;PSME1;GBP2;CD47;PSMB8;IFIT3;TMEM140;DDX60;SAMD9;LAP3;PLSCR1;EPSTI1;IFITM3;CXCL10;NMI;TENT5A;BST2;PSMA3;CASP1;IRF2;EIF2AK2;NCOA7;RIPK2;CNP;ELF1;TRIM21;IFIT2;OAS1;NUB1;PROCR;RTP4;IFI44L;IFI30;PARP9;TRIM5,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,1.9391009907832997,39,0.15384615384615385
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.0013513513513513514,0.002985207627873819,-0.31360074077749656,-1.6197576998529204,2,164,SOD2;TXNIP;BPGM;NAMPT;UBE2L6;IFITM2;B2M;SSPN;PSME1;BTG1;TNFSF10;CFH;APOL6;MTHFD2;PSMB8;ISOC1;IFIT3;PLA2G4A;VAMP8;CASP3;ARID5B;EIF4E3;PSMA2;LYSMD2;DDX60;SRI;LAP3;PLSCR1;SOCS3;EPSTI1;CASP4;IFITM3;TNFAIP6;CASP7;GCH1;CXCL10;NMI;BST2;STAT1;PSMA3;CASP1;FPR1;IRF2;MT2A;EIF2AK2,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,2.5250254573305932,45,0.2222222222222222
HALLMARK_KRAS_SIGNALING_DN,0.5327958458595244,0.6154710633204851,0.22712091940603493,0.9638739735648683,3898,109,IDUA;CLSTN3;MSH5;UPK3B;CELSR2;KCND1;ITGB1BP2;TG;STAG3;KMT2D;MYO15A;YBX2;MTHFR;SLC38A3;SPHK2;SPTBN2;P2RX6;RYR2,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,0.21079236082471384,18,0.1111111111111111
HALLMARK_KRAS_SIGNALING_UP,0.010482180293501049,0.018481738938541322,-0.27046250227677593,-1.376662064516084,24,147,CTSS;BPGM;IGFBP3;TFPI;BIRC3;LCP1;PLAT;ZNF277;PECAM1;PIGR;CAB39L;CFH;PSMB8;TSPAN13;PRELID3B;MPZL2;ETS1;IL7R;CDADC1;STRN;MMD;SERPINA3;CPE;SLPI;CBR4;CCL20;USP12;CXCL10;ZNF639;VWA5A;BTBD3;ERO1A;GPNMB;GLRX;CCSER2;TOR1AIP2;GALNT3;EMP1;TMEM100;AMMECR1;DCBLD2;ST6GAL1;IGF2;CBL;GPRC5B;BTC;GADD45G;MTMR10;SATB1;ITGB2;PPBP;MAP3K1,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,1.7332571686200788,52,0.21153846153846154
HALLMARK_MITOTIC_SPINDLE,0.12164846077457796,0.1663356504468719,-0.2156370947495051,-1.1480977636260419,244,198,PCGF5;CDK1;TOP2A;ARHGAP5;WASL;CEP57;NEK2;STAU1;DLGAP5;MARCKS;CD2AP;SYNPO;NCK1;NUSAP1;YWHAE;KIF5B;KIF11;TLK1;STK38L;CDC42;NCK2;RACGAP1;RALBP1;MID1IP1;LRPPRC;AURKA;PPP4R2;ARHGEF3;ARF6;ECT2;BIRC5;UXT;HOOK3;ABI1;TTK;FBXO5;SMC3;MAPRE1;CKAP5;ANLN;PDLIM5;TPX2;WASF2;BUB1;CCNB2;BCL2L11;ARL8A;KIF20B;RFC1;SOS1;RAB3GAP1;CAPZB;PLK1;LMNB1;SMC4;NET1;CDC42EP4;CDC27;KIF4A;BRCA2;PAFAH1B1;PRC1;RANBP9;SAC3D1;DYNLL2;RICTOR;KIFAP3;NDC80;KIF3B,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,0.779014659180754,69,0.2608695652173913
HALLMARK_MTORC1_SIGNALING,4.8756704046806434e-4,0.0014035528741411093,-0.48663572356408863,-2.575849364834343,0,191,NAMPT;NUPR1;CCNG1;IDH1;ELOVL5;TCEA1;SEC11A;SKAP2;MTHFD2;ACTR2;SC5D;TMEM97;HSPE1;PPA1;SCD;HSPD1;EEF1E1;ACSL3;GSR;SERP1;UBE2D3;AK4;SSR1;AURKA;ACTR3;PITPNB;UFM1;PRDX1;VLDLR;DHFR;PHGDH;NFIL3;CCT6A;HSPA4;PSMA4;EIF2S2;TES;CANX;LTA4H;FADS1;RPA1;PLOD2;LDHA;PPIA;GAPDH;PSMC6;RIT1;PSMA3;RAB1A;CACYBP;ETF1;ERO1A;HSPA9;HPRT1;GLRX;PGK1;IMMT;PGM1;ATP6V1D;USO1;PSMC2;UCHL5;PSMD14;TPI1;ATP5MC1;BUB1;ADD3;TXNRD1;PSMD12;ME1;SHMT2;PSMB5;PNO1;CTSC;CYP51A1;PSAT1;P4HA1;ADIPOR2;ENO1;STARD4;M6PR;ITGB2;PLK1;POLR3G;SRD5A1;SQSTM1;ELOVL6;STC1;INSIG1;ALDOA;COPS5;CYB5B;XBP1;TBK1;PIK3R3;NUFIP1;IFI30;GOT1;PSME3;GCLC;RPN1;GMPS;STIP1;GSK3B;DAPP1;RDH11;CD9;BHLHE40;PDAP1;GBE1;PSMG1;UNG;MLLT11,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,2.8527712221352153,113,0.48672566371681414
HALLMARK_MYC_TARGETS_V1,5.002501250625312e-4,0.0014035528741411093,-0.5989476580305013,-3.174788226090251,0,195,MYC;PRDX3;RPL34;HDAC2;NPM1;MAD2L1;NAP1L1;RPL22;USP1;DDX21;CCNA2;PRPS2;TOMM70;VBP1;RPL6;PABPC1;RPS10;UBE2E1;DEK;HSPE1;AP3S1;SET;GLO1;ILF2;HSPD1;YWHAE;CBX3;KPNA2;EEF1B2;SNRPB2;COX5A;PSMA2;HNRNPA1;RRM1;RPS6;CNBP;UBA2;RPS2;MRPS18B;NDUFAB1;YWHAQ;ABCE1;SERBP1;PTGES3;RPLP0;VDAC1;EIF1AX;PA2G4;ERH;RPL14;EIF2S1;RPS3;NHP2;ACP1;RACK1;XRCC6;HNRNPC;LSM2;STARD7;CCT4;PSMA4;RPS5;EIF2S2;CANX;SSB;UBE2L3;LDHA;SYNCRIP;PPIA;PSMC6;AIMP2;KPNB1;HDGF;G3BP1;ETF1;SNRPD2;HSP90AB1;GSPT1;SNRPD3;HPRT1;PGK1;RAD23B;CLNS1A;C1QBP;PSMA6;EIF4E;CCT7;PSMD8;PCBP1;POLE3;EIF4G2;PSMD14;APEX1;PSMB3;RSL1D1;PRDX4;NOLC1;EIF4H;TCP1;IMPDH2;RPL18;GOT2;PSMA1;CCT5;SRPK1;HNRNPR;SLC25A3;CDC20;PSMB2;DDX18;CCT2;SNRPG;CCT3;XPOT;BUB3;PSMA7;COPS5;HDDC2;PABPC4;SRSF3;SMARCC1;LSM7;SF3A1;EIF3J;PSMD7;VDAC3;RAN;PWP1;FBL;PPM1G;SNRPA;NME1;CYC1;TYMS;TRA2B;SNRPD1;CDK4,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,2.8527712221352153,137,0.6715328467153284
HALLMARK_MYC_TARGETS_V2,0.0798240100565682,0.113791673910427,-0.30523851573767324,-1.2987343792373314,253,57,MYC;NPM1;TMEM97;HSPE1;HSPD1;CBX3;PA2G4;WDR43;NDUFAF4;TFB2M;AIMP2;DCTPP1;EXOSC5;NOLC1;PRMT3;DDX18;PLK1,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,0.9438895139255157,17,0.47058823529411764
HALLMARK_NOTCH_SIGNALING,0.661847389558233,0.7515894084813832,0.26259337131219107,0.8597813336692196,4119,28,KAT2A;DTX2;NOTCH3;PSEN2;JAG1;NOTCH1,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,0.12401934867595707,6,0.16666666666666666
HALLMARK_OXIDATIVE_PHOSPHORYLATION,5.027652086475615e-4,0.0014035528741411093,-0.5932818895687454,-3.1626960308800247,0,200,PHYH;COX6C;IDH1;ATP1B1;ALDH6A1;ACADM;PRDX3;PDP1;ACAT1;NDUFA6;NDUFA5;OAT;NDUFA4;TIMM9;COX7C;UQCRB;GPX4;COX7A2;SLC25A5;NDUFB5;TOMM70;UQCRH;SDHD;SUCLG1;COX7B;COX7A2L;NDUFB3;ATP5MG;DECR1;ATP5PB;NDUFS4;MRPL15;ATP5MC2;COX6B1;MDH1;COX4I1;LDHB;MPC1;ATP6V1F;NDUFA8;ATP5PD;DLD;COX5A;NDUFB4;ATP6V1G1;ATP5F1A;GLUD1;ATP6V1E1;CYCS;UQCR10;NDUFAB1;ATP5F1E;COX5B;LRPPRC;ABCB7;MRPS30;VDAC1;ATP5MF;ATP6V0E1;ATP5F1C;NDUFB6;NDUFA2;TIMM10;ATP5ME;NDUFA1;FDX1;COX6A1;COX8A;ATP5F1B;TIMM8B;ATP5PF;MDH2;HADHA;DLAT;ATP6V1C1;ATP5PO;ISCA1;NDUFC2;VDAC2;SDHB;NNT;TOMM22;NDUFV2;MRPL35;CASP7;LDHA;UQCRFS1;FH;ATP5MC3;IDH2;IDH3A;NDUFS1;NDUFB1;PDHB;BDH2;HSPA9;MRPS12;PDHX;SLC25A6;IMMT;NDUFA7;ATP6V1D;AIFM1;ATP5MC1;COX15;SUCLA2;HCCS;NDUFC1;SDHC;ETFA;TIMM17A;PDK4;CS;NDUFS6;GOT2;ECHS1;MRPL11;CYB5A;SLC25A3;MGST3;MRPS15;MRPS22;ECH1;RHOT1;NDUFB8,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,2.8527712221352153,125,0.4
HALLMARK_P53_PATHWAY,0.17893710385177963,0.2305535761167161,-0.2095989792960906,-1.1094446452381312,366,191,TXNIP;NUPR1;CCNG1;RPS12;GM2A;S100A4;BTG1;F2R;NUDT15;TOB1;INHBB;VAMP8;FAM162A;TPD52L1;LDHB;PERP;RPL36;RB1;HINT1;ZMAT3;SLC19A2;ABHD4;RNF19B;HMOX1;RACK1;RPS27L;TPRKB;EI24;DRAM1;NINJ1;VWA5A;NDRG1;FOXO3;CASP1;GPX2;TM4SF1;CEBPA;TRIAP1;MXD1;STOM;RCHY1;PPM1D;AK1,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,0.6372281370502496,43,0.37209302325581395
HALLMARK_PANCREAS_BETA_CELLS,0.0047006432459178625,0.008748419374347133,-0.6031604850457313,-1.817995683265708,18,15,AKT3;SRP14;SRP9;SEC11A;ELP4;SPCS1;FOXO1,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,2.058070406292917,7,0.42857142857142855
HALLMARK_PEROXISOME,3.5112359550561797e-4,0.0014035528741411093,-0.4100384898785226,-1.904414753879884,0,87,SOD2;HSD17B11;IDH1;DHRS3;TOP2A;ELOVL5;PABPC1;CDK7;ISOC1;ACSL4;ALDH9A1;SOD1;STS;ACSL5;PRDX5;CNBP;SIAH1;BCL10;NUDT19;SCP2;PRDX1;HSD17B4;ACOX1;ABCD3;PEX2;FADS1;EHHADH;FIS1;IDH2;YWHAH;PEX13;CRAT;ECI2;ALDH1A1;HMGCL;CAT;ECH1;ACSL1;FABP6;PEX11B;VPS4B,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,2.8527712221352153,41,0.2682926829268293
HALLMARK_PI3K_AKT_MTOR_SIGNALING,7.059654076950229e-4,0.0017518400857617236,-0.3509516236041949,-1.6482973563424188,1,91,CDK1;ARPC3;VAV3;CDKN1B;PTEN;CAB39L;MAP2K6;ACTR2;NCK1;RAC1;RALB;PRKAG1;CLTC;UBE2D3;ACTR3;CAB39;RPS6KA3;PRKAA2;PTPN11;DUSP3;GRB2;YWHAB;PRKAR2A;ATF1;RIT1;EIF4E;PFN1;SMAD2;AP2M1;CFL1;ARF1;PPP1CA;MAPK1;SQSTM1;UBE2N;TBK1;MAP3K7;PIK3R3;PLA2G12A;MAPK9;ECSIT;GSK3B;DAPP1,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,2.756505540314617,43,0.4883720930232558
HALLMARK_PROTEIN_SECRETION,3.6403349108117945e-4,0.0014035528741411093,-0.6334511164309345,-2.994713126175299,0,95,SCAMP1;ANP32E;RAB2A;SSPN;LMAN1;LAMP2;RAB22A;VAMP7;SCRN1;TSG101;TMX1;ARFGAP3;ARFIP1;SOD1;AP3S1;TMED2;RAB5A;STX7;RAB14;GALC;ARCN1;VAMP4;VAMP3;BET1;ABCA1;CLTC;SNX2;CLCN3;RAB9A;YIPF6;CD63;AP2B1;CLTA;SEC22B;TMED10;RPS6KA3;GNAS;CAV2;ADAM10;TPD52;SNAP23;STX12;CLN5;AP2S1;COPB2;USO1;PAM;ZW10;AP1G1;BNIP3;AP2M1;CTSC;PPT1;ARF1;MAPK1;DNM1L;SGMS1;M6PR;VPS4B;STAM;ATP6V1H;NAPG;COPB1;OCRL;ATP1A1;AP3B1,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,2.8527712221352153,66,0.4090909090909091
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,2.9291154071470416e-4,0.0014035528741411093,-0.5174985326296058,-2.1076192630226807,0,46,SOD2;FTL;NDUFA6;GPX4;MGST1;SOD1;GCLM;NDUFB4;GSR;TXN;PDLIM1;PRNP;PRDX1;PRDX6;LAMTOR5;HHEX;GLRX;NQO1;PRDX4;TXNRD1;GLRX2;CAT;PRDX2;HMOX2;CDKN2D;MBP;GCLC,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,2.8527712221352153,27,0.5925925925925926
HALLMARK_TGF_BETA_SIGNALING,0.03929332927200731,0.06225472236176634,-0.332342289464661,-1.3972301841783297,128,53,SERPINE1;PPM1A;RHOA;TGFBR1;UBE2D3;BMPR2;RAB31;XIAP;WWTR1;SKIL;CTNNB1;FKBP1A;PPP1CA;PMEPA1;SMAD1;BMPR1A;MAP3K7;TJP1;KLF10;HIPK2;ACVR1;FNTA;HDAC1;SMURF2;TRIM33;JUNB;APC,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,1.2058276993668626,27,0.3333333333333333
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.015902712815715623,0.0273200450936653,-0.24955411467290733,-1.3133390609763487,33,183,MYC;SOD2;LITAF;SERPINE1;NAMPT;IL6ST;CXCL1;BIRC3;KLF9;BTG1;MARCKS;CEBPD;PNRC1;IL7R;EIF1;HES1;ZBTB10;ABCA1;TNFAIP8;SNN;B4GALT5;MCL1;SOCS3;B4GALT1;RNF19B;SLC16A6;NFIL3;CCL20;TNFAIP6;RCAN1;REL;DRAM1;GCH1;CXCL10;NINJ1;BTG3;NFE2L2;MXD1;PDLIM5;RIPK2;NFKB1;BIRC2;SERPINB8;IFIT2;BCL6;SDC4;DNAJB4;PMEPA1;IL18;SQSTM1;KYNU;F2RL1;FOSL2;ETS2;ICAM1;GEM;NR4A3,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,1.5635185881561768,57,0.3684210526315789
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0014820303816228233,0.003103001111522786,-0.33539456853927,-1.6218155924381912,3,107,DNAJB9;NPM1;SEC11A;RPS14;MTHFD2;DNAJC3;CKS1B;NFYB;CEBPG;BANF1;KIF5B;YWHAZ;SERP1;SSR1;PAIP1;IMP3;EIF2S1;NHP2;DCP2;LSM4;SPCS3;ERO1A;HSPA9;SLC30A5;CNOT6;EIF4E;SPCS1;LSM1;EEF2;EXOSC5;NOLC1;PSAT1;MTREX;POP4;XPOT;DKC1;ATF6;XBP1;PDIA6;EIF4A2;FKBP14;CEBPB;HERPUD1;ATF4;SDAD1;EIF2AK3;ALDH18A1;EIF4A3;CALR;BAG3;SLC1A4;NOP14;DNAJA4,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,2.5082180688476337,53,0.41509433962264153
HALLMARK_UV_RESPONSE_DN,7.936507936507937e-4,0.0018990929705215418,-0.31424014816674095,-1.5651222829251217,1,128,MYC;SERPINE1;PRKAR2B;TFPI;AKT3;MT1E;SNAI2;EFEMP1;CDKN1B;NR1D2;PTEN;DDAH1;CITED2;CAV1;RND3;NR3C1;PTGFR;SRI;NEK7;VLDLR;DAB2;AGGF1;NFIB;KCNMA1;ANXA4;ANXA2;HAS2;PDLIM5;ADD3;NFKB1;MET;TGFBR2;PHF3;ATP2C1;INSIG1;BMPR1A;GCNT1;FHL2;PIK3R3;SPOP;TJP1;NIPBL,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,2.721453773758956,42,0.40476190476190477
HALLMARK_UV_RESPONSE_UP,0.05124034160227735,0.07629117527450183,-0.2520872846380399,-1.2644725632661715,125,135,SOD2;NAT1;IL6ST;EIF2S3;BTG1;DDX21;PPP1R2;RAB27A;GGH;CASP3;HSPA13;CEBPG;ATP6V1F;LYN;GAL;HMOX1;MAOA;CREG1;ATP6V1C1;PPAT;E2F5;PRKACA;GCH1;BTG3;AP2S1;EIF5;POLE3;CDC5L;BCL2L11;DNAJB1;PPT1;AMD1;CNP;DNAJA1;TMBIM6;KLHDC3;SQSTM1;BID;GRPEL1;ALDOA;ICAM1;CYB5B;SLC25A4;FKBP4;SPR;FEN1;CDC34;RPN1;STIP1;CTSV,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,1.1175256946956715,50,0.32
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.6765578635014837,0.7554896142433235,0.25121520717973056,0.8572477114983432,4331,33,KAT2A;HEY1;JAG2;PSEN2;JAG1;NOTCH1;CSNK1E;NKD1,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,0.12177150155370199,8,0.25
HALLMARK_XENOBIOTIC_METABOLISM,0.0012970168612191958,0.002985207627873819,-0.30911755332223034,-1.5825589031924763,2,153,SLC46A3;SERPINE1;CDA;IDH1;TGFB2;VNN1;PAPSS2;ELOVL5;ARPP19;TMEM97;ALDH9A1;UGDH;SAR1B;ADH5;PINK1;GSR;PTGES3;SSR3;CYP4F2;HMOX1;ACOX1;ACP1;MAOA;GABARAPL1;BLVRB;IL1R1;PGD;MCCC2;PTGR1;GCH1;NINJ1;DHRS7;HPRT1;MT2A;DDAH2;GSTO1;CYP2S1;NQO1;CASP6;PDLIM5;PGRMC1;PDK4;SHMT2;AKR1C3;CES1;CYB5A;CAT;TMBIM6;MTHFD1;ECH1;PTGES;PROS1;MAN1A1;PTS;KYNU;PYCR1;AOX1;ARG2;ETS2,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,2.5250254573305932,59,0.2542372881355932
PID_MYC_ACTIV_PATHWAY,3.3233632436025255e-4,0.0014035528741411093,-0.4323633698040917,-1.9469542426627648,0,74,MYC;PRDX3;NPM1;RPL11;NDUFAF2;PEG10;HSPD1;NBN;SMAD4;PTMA;EIF2S1;HSPA4;ACTL6A;LDHA;GAPDH;BIRC5;TAF9;TAF12;EIF4E;HSP90AA1;NME2;BMI1;PMAIP1;MTDH;CCNB1;IREB2;RCC1;DDX18;ENO1;PDCD10;SERPINI1;GPAM;NCL;MAX;SHMT1;POLR3D;NME1;TK1;CDK4;PIM1,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,2.8527712221352153,40,0.475
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,0.9996903545440471,0.9996903545440471,0.12155621346524631,0.4243506597128739,6456,37,RAD9A,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,1.3449813731010202e-4,1,0
REACTOME_CELL_CYCLE_CHECKPOINTS,5.813953488372093e-4,0.001498211091234347,-0.39451054370959165,-2.1475563693607826,0,241,ABRAXAS1;SKA2;PPP1CC;RPS27;CDK1;UBE2D1;UBE2V2;MAD2L1;RPS27A;CDKN1B;CCNA2;ZWILCH;CENPH;UBE2E1;CENPA;UBE2C;SKA1;YWHAE;NBN;DYNLL1;YWHAZ;UBA52;PSMA2;YWHAQ;PPP2R5C;PSMB6;ANAPC16;PPP2R5E;RPA3;CDC26;SGO2;ERCC6L;KNL1;PPP2R5A;RMI2;RFC3;RMI1;UBB;PSMA4;YWHAG;PPP2CB;RHNO1;YWHAB;RPA1;UBC;BIRC5;DYNC1I2;PSMC6;NUF2;ORC5;ITGB3BP;TAOK1;PSMA3;SPDL1;NUP37;YWHAH;ANAPC15;PSMA6;PSMD8;PSMC2;MAPRE1;RAD1;CKAP5;PSMD14;CENPN;PSMA5;PPP2CA;ZW10;SPC25;PSMB3;BARD1;BUB1;CCNB2;PSMD12;PSMC1;UBE2S;PSMB5;SGO1;CCNB1;NSL1;PSMA1;CDC23;CDC20;PSMB2;CENPS;SEM1;PLK1;PSMB1;CDC27;BUB3;UBE2N;PSMA7;PAFAH1B1;NUP133;PMF1;CENPU;DYNLL2;PSMD2;SEH1L;DYNC1LI1;NDC80;KIF2A;PPP2R5D;PSMD7;CDCA8;PSMB4;KIF18A;SPC24;NUP43,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,2.8244269921775405,109,0.21100917431192662
REACTOME_GLUCOSE_METABOLISM,0.7022324359816152,0.7713044788650528,-0.20132136947075824,-0.8909601176106768,2138,69,BPGM;PGM2L1;GNPDA2;PPP2CB;PRKACA;GAPDH;NDC1;NUP37;NUP50;PGK1;TPI1;PPP2CA;ENO1;PRKACB;NUP155;ALDOA;PKM;NUP133;SEH1L;PPP2R5D;NUP43;ALDOC,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,0.11277414673843636,22,0.36363636363636365
REACTOME_MITOCHONDRIAL_TRANSLATION,3.586800573888092e-4,0.0014035528741411093,-0.5594256635152252,-2.637030700798717,0,93,MRPL50;MRPL30;MRPL42;MRPS33;MRPL15;MRPS35;MRPS24;MRPL19;MRPS18B;MRPL18;MTIF3;MRPS30;MRPS28;MRPL44;MRPL24;MRPS14;MRPL13;CHCHD1;MRPL54;MRPL51;MRPL35;MRPS9;MRPL45;MRPL49;MRPL10;MRPS10;MRPL1;MRPS12;MRPS27;GADD45GIP1;MRPL3;MRPS34;MRPL57;MRPL58;MRPL47;MRPL48;MRPL11;MRPL32;MRPS15;MRPS22;MRPL33;MRPL22;MRPL40;TSFM;MRPS16;MRPS18C;MRPL17;MRPL2;MTIF2;MRPS6;MRPL16;GFM1;MRPL14;MTFMT;MRPL12;MRPL37;OXA1L;MRPL39;MRPS2;MRPL36;AURKAIP1;MRPL34;MRPS7;MRPL53;MRPL43;MRPS23;MTRF1L;MRPL27;MRPL9;DAP3,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,2.8527712221352153,70,0.04285714285714286
REACTOME_MRNA_SPLICING,5.296610169491525e-4,0.001419491525423729,-0.3167800111481911,-1.6980922756692656,0,210,RBMX2;SYF2;RBM7;SF3B6;HNRNPH2;ZCRB1;RBM8A;SNRNP48;PPIG;SNRPB2;HNRNPA1;POLR2K;HNRNPF;LSM8;LSM3;SF3B5;SNW1;CDC40;SNRNP27;UBL5;HNRNPK;HNRNPC;LSM2;SAP18;SLU7;RBMX;BUD31;GTF2F2;PPIL4;LSM4;DNAJC8;SMNDC1;SNRPD2;MAGOHB;SNRPD3;SMU1;YBX1;WBP11;PCBP1;CDC5L;SNRPE;FAM32A;C9orf78;PLRG1;LSM5;CRNKL1;PHF5A;HSPA8;HNRNPR;ISY1;MTREX;WBP4;HTATSF1;MFAP1;SDE2;PPP1R8;SNRPG;PPIL3;SRSF8;ALYREF;SNIP1;SNRPB;BCAS2;SRSF3;SRSF9;ZMAT2;LSM7;SF3A1;PCBP2;SNRPC;PPIH;CWC27;IK;PRPF38A;PPIL1;RBM42;SNRPA;GTF2F1;POLR2B;SF3B4;POLR2I;TRA2B;SNRPD1;SNU13;HNRNPL;NKAP;GPKOW;RNF113A;SNRNP40;DDX42;MAGOH;PPIE;TXNL4A;HNRNPA2B1;YJU2;EIF4A3;CTNNBL1,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,2.847867195933261,97,0.20618556701030927
WP_ADIPOGENESIS,0.08862629246676514,0.12370753323485967,-0.2563813216175212,-1.2349607772208309,239,104,SERPINE1;NAMPT;KLF15;IL6ST;NRIP1;CISD1;CEBPD;SCD;MBNL1;MIF;NR3C1;RB1;LIFR;SOCS3;KLF5;PPARA;ZMPSTE24;STAT1;WWTR1;CEBPA;CTNNB1;EPAS1;CREB1;MEF2A;FOXO1;NCOA1;SPOCK1;HIF1A;BMP3;STAT3;AHR;MEF2C,DT_vs_D,24 hours,NoCPT,DOX+TAM,DOX,2,2,vst_mean_diff,0.9076038529762614,32,0.34375
