gene,NRI,rank_early,rank_late,delta_rank
AC006213.7,0.9743589743589743,0.9585031280491305,0.9161453251449234,-0.0423578029042071
AC006230.1,1,0.6858749928255754,0.672214888365953,-0.013660104459622402
AC006238.1,1,0.8767146874820639,0.9843310566492567,0.10761636916719275
AC006252.1,1,0.8945646559145957,0.8597256500028698,-0.03483900591172584
AC006262.1,1,0.7089479423750216,0.6971244906158526,-0.01182345175916899
AC006299.1,1,0.9437525110486139,0.9095448545026689,-0.03420765654594504
AC006329.1,1,0.44366641795328016,0.5275784882052459,0.08391207025196573
AC006333.2,1,0.596682546059806,0.6566607358089881,0.05997818974918212
AC006435.2,1,0.9937439017390806,0.8997302416346209,-0.09401366010445966
AC006449.5,0.9743589743589743,0.7999196464443552,0.850312804913046,0.050393158468690746
AC006449.6,1,0.6890891350513689,0.7254778166791024,0.036388681627733455
AC006460.2,1,0.745336624002755,0.7547494690925788,0.009412845089823763
AC006480.2,1,0.7553234230614705,0.7492395109912185,-0.00608391207025194
AC006483.2,0.9743589743589743,0.9913332950697354,0.9457613499397348,-0.045571945130000624
AC006504.1,1,0.683693967743787,0.6174022843367962,-0.06629168340699076
AC006504.5,1,0.44911898065775124,0.48378580037880964,0.034666819721058395
AC006504.7,1,0.7687539459335361,0.7685817597428686,-1.721861906675004e-4
AC006538.1,1,0.813751937094645,0.8818802732020892,0.06812833610744418
AC006547.2,1,0.907880387992883,0.921081329277392,0.013200941284508994
AC006566.1,1,0.9784193307696722,0.9071342478333237,-0.0712850829363485
AC006946.2,1,0.6804224301211043,0.6269873156172875,-0.05343511450381677
AC006946.3,1,0.8413591229983355,0.772771623715778,-0.06858749928255747
AC007009.1,1,0.6692877231246054,0.7266257246168857,0.0573380014922803
AC007014.2,1,0.9748034207656546,0.96544797107272,-0.00935544969293467
AC007032.1,1,0.7673764564081961,0.8355047925156402,0.06812833610744418
AC007036.2,1,0.9886931068128336,0.905871549101762,-0.08282155771107158
AC007036.3,1,0.7604890087814957,0.817482637892441,0.0569936291109453
AC007038.1,1,0.702347471732767,0.6682546059806004,-0.034092865752166635
AC007038.2,1,0.7282901911266716,0.7433851805085232,0.015094989381851609
AC007064.2,1,0.9212535154680594,0.8368822820409804,-0.08437123342707908
AC007066.2,1,0.7282327957297825,0.7397692705045056,0.011536474774723082
AC007098.1,1,0.8858405555874419,0.9937439017390806,0.10790334615163866
AC007114.1,1,0.7593984962406015,0.8239683177409172,0.06456982150031565
AC007216.3,1,0.7711071572059921,0.7252482350915457,-0.04585892211444642
AC007216.4,1,0.8023302531137003,0.7944096883429949,-0.007920564770705463
AC007240.3,0.9743589743589743,0.8714917063651495,0.8594960684153131,-0.01199563794983638
AC007255.1,1,0.769729667680652,0.7025196579234345,-0.06721000975721747
AC007262.2,1,0.9015094989381851,0.8566836939677438,-0.04482580497044131
AC007279.2,1,0.858462951271308,0.9411123227917121,0.08264937152040408
AC007283.1,1,0.9799116110887907,0.9797394248981232,-1.721861906675004e-4
AC007285.1,1,0.7940653159616599,0.8289617172702749,0.034896401308615044
AC007292.1,1,0.9203351891178327,0.8776904092291798,-0.042644779888652895
AC007292.2,1,0.7598576594157148,0.7276588417608908,-0.03219881765482402
AC007319.1,1,0.9233771451529588,0.9679733685358434,0.0445962233828846
AC007325.2,0.9743589743589743,0.6712965620157263,0.6322102967342019,-0.03908626528152437
AC007325.4,1,0.7107271996785858,0.7452218332089766,0.03449463353039084
AC007336.1,1,0.7721402743499971,0.7743786948286747,0.0022384204786776163
AC007342.1,1,0.991562876657292,0.9575274063020146,-0.03403547035527743
AC007342.4,1,0.6029386443207255,0.61022785972565,0.007289215404924443
AC007342.5,0.9743589743589743,0.5932388222464559,0.6216495437065948,0.0284107214601389
AC007364.1,1,0.8942776789301498,0.8613327211157665,-0.032944957814383224
AC007370.2,1,0.9828387763301383,0.9211387246742812,-0.061700051655857124
AC007383.2,1,0.705045055386558,0.7168111117488377,0.011766056362279675
AC007390.2,0.9743589743589743,0.7234689777879814,0.7305286116053492,0.00705963381736785
AC007406.5,1,0.648166217069391,0.6354818343568845,-0.012684382712506492
AC007448.4,1,0.9206795614991677,0.9450152097801756,0.02433564828100787
AC007448.5,1,0.8773460368478448,0.9967284623773174,0.11938242552947254
AC007529.1,1,0.9553463812202262,0.9085117373586639,-0.04683464386156233
AC007529.2,1,0.9900132009412845,0.9346840383401251,-0.05532916260115939
AC007546.1,0.9743589743589743,0.9113241118062332,0.8329793950525168,-0.07834471675371635
AC007566.1,1,0.6423118865866958,0.6345061126097687,-0.007805773976927055
AC007613.1,0.9743589743589743,0.8192618951960052,0.8466394995121391,0.027377604316133897
AC007620.2,1,0.7906789875451988,0.7591689146530448,-0.03151007289215402
AC007637.1,1,0.9189576995924926,0.8688515181082477,-0.05010618148424495
AC007655.2,0.9743589743589743,0.8330941858462951,0.8724674281122654,0.039373242265970276
AC007663.3,1,0.889628651782127,0.8926132124203638,0.0029845606382368217
AC007663.4,1,0.8531251793606153,0.8587499282557539,0.005624748895138643
AC007666.1,1,0.8719508695402629,0.8732135682718246,0.0012626987315617066
AC007673.1,1,0.8850944154278827,0.8339551167996326,-0.05113929862825006
AC007684.2,1,0.9501234001033118,0.879814038914079,-0.0703093611892327
AC007686.3,1,0.7039545428456638,0.7169832979395052,0.013028755093841382
AC007686.4,1,0.986799058715491,0.9907019457039545,0.0039028869884635276
AC007728.2,1,0.9209665384836137,0.9032313608448602,-0.01773517763875343
AC007728.3,1,0.9450726051770648,0.822533432818688,-0.12253917235837686
AC007743.1,0.9743589743589743,0.8431383803018998,0.8427366125236756,-4.017677782242046e-4
AC007773.1,1,0.8123170521724158,0.8483613614188142,0.036044309246398454
AC007785.3,1,0.8768294782758422,0.804281696607932,-0.0725477816679102
AC007823.1,1,0.7181312058772886,0.7616943121161683,0.04356310623887971
AC007878.1,1,0.6553406416805372,0.6288813637146301,-0.02645927796590708
AC007881.3,1,0.8302818113987258,0.8898582333696837,0.059576421970957916
AC007906.1,1,0.9619468518624806,0.8675314239797968,-0.09441542788268387
AC007906.2,1,0.7478046260689892,0.7242151179475406,-0.023589508121448666
AC007938.1,1,0.8273546461573782,0.8947368421052632,0.06738219594788497
AC007938.2,1,0.9947770188830856,0.9399644148539287,-0.054812604029156886
AC007938.3,1,0.858118578889973,0.8078976066119498,-0.050220972278023246
AC007950.2,1,0.8172530563048843,0.9051254089422028,0.08787235263731852
AC007952.2,0.9743589743589743,0.9893818515755036,0.9595936405900247,-0.029788210985478902
AC007952.4,0.9743589743589743,0.008322332548929575,0.006198702864030305,-0.0021236296848992703
