gene,cluster,module_membership,lfc_sur,pc_loading,NRI,rank_early,rank_late,delta_rank
AL844908.1,M7,0.14302794307237232,0.45519403202130704,0.0052800244292871825,1,0.6838661539344545,0.6663031624863686,-0.01756299144808593
AL845472.1,M3,0.07811522085582057,0.11260183413708091,0.0012894409048944577,1,0.946163117717959,0.9337657119898984,-0.012397405728060584
AL928654.1,M7,0.1691841521202716,0.15137519315275316,0.002512986310562003,1,0.8844630660621018,0.8725822189060437,-0.011880847156058083
AL929091.1,M3,0.6633210410699042,-0.012484366126653157,-7.263446506474432e-5,1,0.9166618837169259,0.9378407851690295,0.02117890145210355
AL929236.1,M7,0.4893760412517477,0.4724952518387395,0.007464482453369338,0.9743589743589743,0.9969006485679849,0.9307811513516616,-0.06611949721632326
ALAD,M2,0.0565784907675122,-0.11882608409390194,-0.003251631118177155,1,0.37708775756184354,0.4039488033059749,0.02686104574413134
ALAS1,M2,0.36529031026278014,-0.24841188197487263,-0.004549411167814135,0.9743589743589743,0.3559662515066292,0.403661826321529,0.04769557481489983
ALCAM,M5,0.6873836764829636,-0.5783809727968112,-0.009212546011896073,1,0.046203294495781436,0.06313493657808644,0.016931642082305007
ALDH16A1,M4,0.14321483243354427,-0.13002271867442694,-0.0019686063442921732,1,0.39757791425127703,0.42713654364919934,0.02955862939792231
ALDH18A1,M5,0.7208141631839244,-0.4479512780421899,-0.005314550009751268,1,0.10583711186362854,0.14199621190380532,0.03615910004017678
ALDH1A1,M3,0.07963619878097283,-0.77855064606175,-0.010186039748734981,0.9743589743589743,0.706709521896344,0.8017562991448086,0.09504677724846466
ALDH1A3,M5,0.6019897281158348,-1.4437631851284305,-0.01370346592425988,1,0.01905527176720427,0.05693623371405613,0.03788096194685186
ALDH1B1,M5,0.27919804275529403,-0.7041591776750611,-0.01063586802693494,1,0.12833610744418297,0.21678241405039317,0.0884463066062102
ALDH1L1,M7,0.32734143766892565,0.3193617952394341,0.0022071933148317497,1,0.9938586925328589,0.954600241060667,-0.03925845147219187
ALDH1L2,M5,0.6158321110310296,-0.5933509287309704,-0.007646912656900622,1,0.11898065775124834,0.1860184813177983,0.06703782356654996
ALDH2,M7,0.4803446566228351,0.2094419921440709,0.0035555024259532712,1,0.8744188716064971,0.8541009011077312,-0.020317970498765936
ALDH3A1,M2,0.284847382052564,-0.3692722766340619,-0.0021675261553731223,1,0.47276588417608906,0.5350972851977271,0.06233140102163809
ALDH3A2,M6,0.26265633766285157,-0.2583246674171047,-0.00216835399766723,1,0.048958273546461574,0.04694943465534064,-0.002008838891120933
ALDH3B1,M5,0.03115221081968722,-0.12720008790719994,-0.004377003683497572,1,0.10199162027205418,0.09923664122137404,-0.0027549790506801314
ALDH3B2,M4,0.6496633881897844,-0.07937112561102921,-5.051975597585251e-4,1,0.5331458417034953,0.5575388853813924,0.024393043677897075
ALDH4A1,M2,0.20251316035295353,-0.32249914073045893,-0.007056485723416409,0.9743589743589743,0.5621305171325259,0.6045457154336222,0.0424151983010963
ALDH5A1,M2,0.5109274947753326,-0.5976278923156055,-0.010105532369889102,1,0.2778511163404695,0.38139241232853127,0.10354129598806178
ALDH6A1,M2,0.24615221773876694,-1.0407831596111272,-0.01635195895011766,1,0.25833668139815186,0.4325891063536704,0.17425242495551857
ALDH7A1,M5,0.20070575467116036,-0.46446218515748683,-0.00791055797301769,1,0.19284853354760947,0.2629857085461746,0.07013717499856512
ALDH8A1,M7,0.8133159133968643,0.35547773204309774,0.0062524718844170525,1,0.8070366756586121,0.7789703265798082,-0.0280663490788039
ALDH9A1,M2,0.0808667953523794,-0.7813318789730292,-0.012388035729756278,1,0.1613958560523446,0.27624404522757273,0.11484818917522813
ALDOA,M5,0.19321527121568194,-1.0762006781906557,-0.015418659270384565,0.9189189189189189,0.003501119210239339,0.005854330482695288,0.002353211272455949
ALDOC,M2,0.38983519534793465,-0.9022758657977246,-0.01523713254300829,1,0.3692819835849165,0.5117373586638352,0.1424553750789187
ALG1,M4,0.10280213513085223,-0.17375014119500065,-8.850579191592286e-4,1,0.35654020547552084,0.39005911725879583,0.033518911783274985
ALG10,M4,0.8276927870439719,0.1850793712979577,7.221161780708378e-4,1,0.578373414452161,0.5775698788957125,-8.035355564484092e-4
ALG10B,M2,0.25634856751196,-0.1533891664362219,-0.004856668411924671,1,0.46214773575159274,0.49807725420421284,0.0359295184526201
ALG11,M6,0.24993576594705924,0.16704284512122491,0.0024923435473447244,0.9743589743589743,0.3226195259140217,0.29610285255122537,-0.02651667336279634
ALG12,M4,0.1756560893936261,0.1376365750667734,0.0035024401937312575,0.9743589743589743,0.39344544567525686,0.37892441026229695,-0.014521035412959904
ALG13,M1,0.6853282082802818,0.5155753492796293,0.007550320482908443,1,0.38684497503300236,0.30471216208460083,-0.08213281294840152
ALG14,M2,0.45288615032705415,-0.6305148149308204,-0.006825758961575174,0.9743589743589743,0.5151236870802962,0.5930092406588992,0.07788555357860294
