Cluster,Description,score,FDR,Count
M5,HALLMARK_COMPLEMENT,1.3205838986307955e-7,0.9999996959243663,39
M5,HALLMARK_HEME_METABOLISM,1.3205838986307955e-7,0.9999996959243663,39
M5,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1.3205838986307955e-7,0.9999996959243663,38
M5,HALLMARK_IL2_STAT5_SIGNALING,1.3205838986307955e-7,0.9999996959243663,37
M5,WP_RAS_SIGNALING,1.3205838986307955e-7,0.9999996959243663,37
M5,HALLMARK_XENOBIOTIC_METABOLISM,1.3205838986307955e-7,0.9999996959243663,36
M5,HALLMARK_DNA_REPAIR,1.3205838986307955e-7,0.9999996959243663,32
M5,GOBP_MITOCHONDRIAL_GENE_EXPRESSION,1.3205838986307955e-7,0.9999996959243663,30
M5,HALLMARK_INTERFERON_GAMMA_RESPONSE,1.3205838986307955e-7,0.9999996959243663,30
M5,GOBP_MITOCHONDRIAL_TRANSLATION,1.3205838986307955e-7,0.9999996959243663,28
M5,HALLMARK_MITOTIC_SPINDLE,1.3205838986307955e-7,0.9999996959243663,28
M5,WP_CELL_CYCLE,1.3205838986307955e-7,0.9999996959243663,23
M5,HALLMARK_COAGULATION,1.3205838986307955e-7,0.9999996959243663,22
M5,GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,1.3205838986307955e-7,0.9999996959243663,21
M5,HALLMARK_KRAS_SIGNALING_UP,1.3205838986307955e-7,0.9999996959243663,21
M5,HALLMARK_UV_RESPONSE_DN,1.3205838986307955e-7,0.9999996959243663,21
M5,REACTOME_MITOCHONDRIAL_TRANSLATION,1.3205838986307955e-7,0.9999996959243663,21
M5,WP_ADIPOGENESIS,1.3205838986307955e-7,0.9999996959243663,21
M5,HALLMARK_INFLAMMATORY_RESPONSE,1.3205838986307955e-7,0.9999996959243663,19
M5,HALLMARK_IL6_JAK_STAT3_SIGNALING,1.3205838986307955e-7,0.9999996959243663,16
M5,WP_APOPTOSIS_MODULATION_AND_SIGNALING,1.3205838986307955e-7,0.9999996959243663,15
M5,HALLMARK_INTERFERON_ALPHA_RESPONSE,1.3205838986307955e-7,0.9999996959243663,14
M5,HALLMARK_MYC_TARGETS_V2,1.3205838986307955e-7,0.9999996959243663,14
M5,WP_PYRIMIDINE_METABOLISM,1.3205838986307955e-7,0.9999996959243663,13
M5,WP_APOPTOSIS,1.3205838986307955e-7,0.9999996959243663,10
M5,HALLMARK_APICAL_SURFACE,1.3205838986307955e-7,0.9999996959243663,8
M5,HALLMARK_KRAS_SIGNALING_DN,1.3205838986307955e-7,0.9999996959243663,8
M5,HALLMARK_WNT_BETA_CATENIN_SIGNALING,1.3205838986307955e-7,0.9999996959243663,8
M5,GOMF_RNA_ENDONUCLEASE_ACTIVITY,1.3205838986307955e-7,0.9999996959243663,7
M5,HALLMARK_ANGIOGENESIS,1.3205838986307955e-7,0.9999996959243663,5
M5,WP_DNA_REPLICATION,1.3205838986307955e-7,0.9999996959243663,5
M5,HALLMARK_NOTCH_SIGNALING,1.3205838986307955e-7,0.9999996959243663,3
M5,HALLMARK_HEDGEHOG_SIGNALING,1.3205838986307955e-7,0.9999996959243663,2
M5,REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,1.3205838986307955e-7,0.9999996959243663,1
M6,HALLMARK_MITOTIC_SPINDLE,6.802326570219911,1.5764254217893106e-7,72
M6,REACTOME_MRNA_SPLICING,5.476746381269603,3.33621183554408e-6,71
M6,HALLMARK_G2M_CHECKPOINT,2.937953843703336,0.0011535758519643996,59
M6,REACTOME_GLUCOSE_METABOLISM,2.090123471874828,0.008125994576389763,25
M6,HALLMARK_MYC_TARGETS_V2,1.4391127358872755,0.03638205818760533,20
M6,WP_CELL_CYCLE,1.1485688327846573,0.07102825860191408,33
M6,GOMF_HEAT_SHOCK_PROTEIN_BINDING,0.7138698642536858,0.19325473154191175,31
M6,PID_MYC_ACTIV_PATHWAY,0.6775628002160283,0.21010539287114494,21
M6,HALLMARK_TGF_BETA_SIGNALING,0.6775628002160283,0.21010539287114494,16
M6,HALLMARK_HEDGEHOG_SIGNALING,0.6775628002160283,0.21010539287114494,9
M6,HALLMARK_HEME_METABOLISM,0.6409468637730523,0.22858784650605776,40
M6,WP_ADIPOGENESIS,0.5993876432361911,0.2515430698437413,27
M6,HALLMARK_E2F_TARGETS,0.4808993922022088,0.3304460826544482,46
M6,WP_APOPTOSIS,0.3872669953637129,0.4099519953983029,20
M6,HALLMARK_UV_RESPONSE_DN,0.29589822221649026,0.5059432169191476,30
M6,HALLMARK_P53_PATHWAY,0.2374402280338693,0.5788416488653951,42
M6,HALLMARK_APICAL_JUNCTION,0.2374402280338693,0.5788416488653951,35
M6,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.2374402280338693,0.5788416488653951,9
M6,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.03003844362515808,0.9331716930455279,23
M6,HALLMARK_NOTCH_SIGNALING,0.03003844362515808,0.9331716930455279,7
M6,REACTOME_CELL_CYCLE_CHECKPOINTS,1.3875929713769271e-10,0.9999999996804949,45
M6,HALLMARK_MYC_TARGETS_V1,1.3875929713769271e-10,0.9999999996804949,37
M6,HALLMARK_ESTROGEN_RESPONSE_EARLY,1.3875929713769271e-10,0.9999999996804949,33
M6,HALLMARK_TNFA_SIGNALING_VIA_NFKB,1.3875929713769271e-10,0.9999999996804949,32
M6,HALLMARK_HYPOXIA,1.3875929713769271e-10,0.9999999996804949,30
M6,HALLMARK_ADIPOGENESIS,1.3875929713769271e-10,0.9999999996804949,29
M6,HALLMARK_COMPLEMENT,1.3875929713769271e-10,0.9999999996804949,29
M6,HALLMARK_APOPTOSIS,1.3875929713769271e-10,0.9999999996804949,28
M6,HALLMARK_INTERFERON_GAMMA_RESPONSE,1.3875929713769271e-10,0.9999999996804949,28
M6,HALLMARK_MTORC1_SIGNALING,1.3875929713769271e-10,0.9999999996804949,28
M6,HALLMARK_DNA_REPAIR,1.3875929713769271e-10,0.9999999996804949,27
M6,HALLMARK_GLYCOLYSIS,1.3875929713769271e-10,0.9999999996804949,27
M6,HALLMARK_IL2_STAT5_SIGNALING,1.3875929713769271e-10,0.9999999996804949,26
M6,HALLMARK_ESTROGEN_RESPONSE_LATE,1.3875929713769271e-10,0.9999999996804949,25
M6,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1.3875929713769271e-10,0.9999999996804949,24
M6,HALLMARK_INFLAMMATORY_RESPONSE,1.3875929713769271e-10,0.9999999996804949,24
M6,WP_RAS_SIGNALING,1.3875929713769271e-10,0.9999999996804949,23
M6,HALLMARK_KRAS_SIGNALING_UP,1.3875929713769271e-10,0.9999999996804949,20
M6,HALLMARK_XENOBIOTIC_METABOLISM,1.3875929713769271e-10,0.9999999996804949,20
M6,HALLMARK_UV_RESPONSE_UP,1.3875929713769271e-10,0.9999999996804949,18
M6,HALLMARK_ANDROGEN_RESPONSE,1.3875929713769271e-10,0.9999999996804949,17
M6,WP_APOPTOSIS_MODULATION_AND_SIGNALING,1.3875929713769271e-10,0.9999999996804949,17
M6,GOBP_MITOCHONDRIAL_GENE_EXPRESSION,1.3875929713769271e-10,0.9999999996804949,16
M6,HALLMARK_PI3K_AKT_MTOR_SIGNALING,1.3875929713769271e-10,0.9999999996804949,16
M6,HALLMARK_PROTEIN_SECRETION,1.3875929713769271e-10,0.9999999996804949,16
M6,HALLMARK_INTERFERON_ALPHA_RESPONSE,1.3875929713769271e-10,0.9999999996804949,14
M6,HALLMARK_OXIDATIVE_PHOSPHORYLATION,1.3875929713769271e-10,0.9999999996804949,14
M6,WP_PYRIMIDINE_METABOLISM,1.3875929713769271e-10,0.9999999996804949,13
M6,HALLMARK_CHOLESTEROL_HOMEOSTASIS,1.3875929713769271e-10,0.9999999996804949,11
M6,HALLMARK_PEROXISOME,1.3875929713769271e-10,0.9999999996804949,11
M6,GOMF_RNA_ENDONUCLEASE_ACTIVITY,1.3875929713769271e-10,0.9999999996804949,10
M6,HALLMARK_FATTY_ACID_METABOLISM,1.3875929713769271e-10,0.9999999996804949,10
M6,HALLMARK_KRAS_SIGNALING_DN,1.3875929713769271e-10,0.9999999996804949,10
M6,HALLMARK_COAGULATION,1.3875929713769271e-10,0.9999999996804949,8
M6,HALLMARK_IL6_JAK_STAT3_SIGNALING,1.3875929713769271e-10,0.9999999996804949,8
M6,WP_AMINO_ACID_METABOLISM,1.3875929713769271e-10,0.9999999996804949,8
M6,WP_DNA_REPLICATION,1.3875929713769271e-10,0.9999999996804949,7
M6,GOBP_MITOCHONDRIAL_TRANSLATION,1.3875929713769271e-10,0.9999999996804949,6
M6,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,1.3875929713769271e-10,0.9999999996804949,6
M6,HALLMARK_APICAL_SURFACE,1.3875929713769271e-10,0.9999999996804949,5
M6,REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,1.3875929713769271e-10,0.9999999996804949,5
M6,REACTOME_MITOCHONDRIAL_TRANSLATION,1.3875929713769271e-10,0.9999999996804949,5
M6,GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,1.3875929713769271e-10,0.9999999996804949,4
M6,HALLMARK_ANGIOGENESIS,1.3875929713769271e-10,0.9999999996804949,4
M6,HALLMARK_PANCREAS_BETA_CELLS,1.3875929713769271e-10,0.9999999996804949,1
M6,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,1.3875929713769271e-10,0.9999999996804949,1
M6,WP_PROTEASOME_DEGRADATION,1.3875929713769271e-10,0.9999999996804949,1
M7,HALLMARK_KRAS_SIGNALING_DN,5.544222835809557,2.85612469429594e-6,20
M7,HALLMARK_INFLAMMATORY_RESPONSE,2.0424489971839224,0.009068824610866926,16
M7,WP_RAS_SIGNALING,1.4780419980975756,0.033262738527563875,15
M7,HALLMARK_COMPLEMENT,0.8260296730082498,0.14926924184428725,14
M7,HALLMARK_APICAL_JUNCTION,0.5934578794366956,0.25500113916733863,13
M7,HALLMARK_UV_RESPONSE_DN,0.5758190050135352,0.2655712116286542,11
M7,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.3437708789131091,0.4531365784805824,12
M7,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.3437708789131091,0.4531365784805824,6
M7,HALLMARK_XENOBIOTIC_METABOLISM,0.2896999513546942,0.5132158359593358,11
M7,HALLMARK_IL2_STAT5_SIGNALING,0.11715448262100507,0.7635641283425213,10
M7,HALLMARK_APICAL_SURFACE,0.06527539712134992,0.8604479473304216,3
M7,WP_ADIPOGENESIS,0.06500774322244501,0.8609784012948429,7
M7,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05423300027813728,0.8826062524999176,9
M7,HALLMARK_KRAS_SIGNALING_UP,0.05423300027813728,0.8826062524999176,9
M7,HALLMARK_INTERFERON_ALPHA_RESPONSE,0.05423300027813728,0.8826062524999176,6
M7,HALLMARK_ESTROGEN_RESPONSE_EARLY,3.712508378789488e-5,0.9999145199891182,7
M7,HALLMARK_HEME_METABOLISM,3.712508378789488e-5,0.9999145199891182,7
M7,GOMF_HEAT_SHOCK_PROTEIN_BINDING,3.712508378789488e-5,0.9999145199891182,6
M7,HALLMARK_ADIPOGENESIS,3.712508378789488e-5,0.9999145199891182,6
M7,HALLMARK_ESTROGEN_RESPONSE_LATE,3.712508378789488e-5,0.9999145199891182,6
M7,HALLMARK_GLYCOLYSIS,3.712508378789488e-5,0.9999145199891182,6
M7,REACTOME_CELL_CYCLE_CHECKPOINTS,3.712508378789488e-5,0.9999145199891182,6
M7,HALLMARK_FATTY_ACID_METABOLISM,3.712508378789488e-5,0.9999145199891182,5
M7,HALLMARK_HYPOXIA,3.712508378789488e-5,0.9999145199891182,5
M7,WP_CELL_CYCLE,3.712508378789488e-5,0.9999145199891182,5
M7,HALLMARK_APOPTOSIS,3.712508378789488e-5,0.9999145199891182,4
M7,HALLMARK_COAGULATION,3.712508378789488e-5,0.9999145199891182,4
M7,HALLMARK_G2M_CHECKPOINT,3.712508378789488e-5,0.9999145199891182,4
M7,HALLMARK_PI3K_AKT_MTOR_SIGNALING,3.712508378789488e-5,0.9999145199891182,4
M7,REACTOME_MRNA_SPLICING,3.712508378789488e-5,0.9999145199891182,4
M7,WP_APOPTOSIS,3.712508378789488e-5,0.9999145199891182,4
M7,WP_APOPTOSIS_MODULATION_AND_SIGNALING,3.712508378789488e-5,0.9999145199891182,4
M7,HALLMARK_PEROXISOME,3.712508378789488e-5,0.9999145199891182,3
M7,HALLMARK_ANDROGEN_RESPONSE,3.712508378789488e-5,0.9999145199891182,2
M7,HALLMARK_DNA_REPAIR,3.712508378789488e-5,0.9999145199891182,2
M7,HALLMARK_HEDGEHOG_SIGNALING,3.712508378789488e-5,0.9999145199891182,2
M7,HALLMARK_MITOTIC_SPINDLE,3.712508378789488e-5,0.9999145199891182,2
M7,HALLMARK_P53_PATHWAY,3.712508378789488e-5,0.9999145199891182,2
M7,HALLMARK_TNFA_SIGNALING_VIA_NFKB,3.712508378789488e-5,0.9999145199891182,2
M7,HALLMARK_UV_RESPONSE_UP,3.712508378789488e-5,0.9999145199891182,2
M7,REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,3.712508378789488e-5,0.9999145199891182,2
M7,WP_DNA_REPLICATION,3.712508378789488e-5,0.9999145199891182,2
M7,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,3.712508378789488e-5,0.9999145199891182,2
M7,GOMF_RNA_ENDONUCLEASE_ACTIVITY,3.712508378789488e-5,0.9999145199891182,1
M7,HALLMARK_CHOLESTEROL_HOMEOSTASIS,3.712508378789488e-5,0.9999145199891182,1
M7,HALLMARK_E2F_TARGETS,3.712508378789488e-5,0.9999145199891182,1
M7,HALLMARK_MTORC1_SIGNALING,3.712508378789488e-5,0.9999145199891182,1
M7,HALLMARK_MYC_TARGETS_V1,3.712508378789488e-5,0.9999145199891182,1
M7,HALLMARK_NOTCH_SIGNALING,3.712508378789488e-5,0.9999145199891182,1
M7,HALLMARK_PANCREAS_BETA_CELLS,3.712508378789488e-5,0.9999145199891182,1
M7,HALLMARK_PROTEIN_SECRETION,3.712508378789488e-5,0.9999145199891182,1
M7,PID_MYC_ACTIV_PATHWAY,3.712508378789488e-5,0.9999145199891182,1
M7,REACTOME_GLUCOSE_METABOLISM,3.712508378789488e-5,0.9999145199891182,1
M7,WP_AMINO_ACID_METABOLISM,3.712508378789488e-5,0.9999145199891182,1
