gene,baseline_mean,region
ENSG00000125848_FLRT3,10.10516247,mid
ENSG00000164068_RNF123,10.10508704,mid
ENSG00000080189_SLC35C2,10.10498659,mid
ENSG00000143514_TP53BP2,10.10491914,mid
ENSG00000065054_SLC9A3R2,10.10430209,mid
ENSG00000147533_GOLGA7,10.10352673,mid
ENSG00000104980_TIMM44,10.10329846,mid
ENSG00000158528_PPP1R9A,10.10303475,mid
ENSG00000005812_FBXL3,10.10295754,mid
ENSG00000264522_OTUD7B,10.10275308,mid
ENSG00000100997_ABHD12,10.10260272,mid
ENSG00000183309_ZNF623,10.10252829,mid
ENSG00000183735_TBK1,10.10195989,mid
ENSG00000152413_HOMER1,10.10187356,mid
ENSG00000165282_PIGO,10.1013732,mid
ENSG00000111911_HINT3,10.1005822,mid
ENSG00000132199_ENOSF1,10.10014993,mid
ENSG00000110497_AMBRA1,10.10003773,mid
ENSG00000133983_COX16,10.09993368,mid
ENSG00000197989_SNHG12,10.09955738,mid
ENSG00000223501_VPS52,10.09952692,mid
ENSG00000112282_MED23,10.09934437,mid
ENSG00000181274_FRAT2,10.09932363,mid
ENSG00000196422_PPP1R26,10.09890066,mid
ENSG00000078403_MLLT10,10.09888649,mid
ENSG00000129071_MBD4,10.09877039,mid
ENSG00000125731_SH2D3A,10.09845385,mid
ENSG00000082996_RNF13,10.09780737,mid
ENSG00000090020_SLC9A1,10.09721334,mid
ENSG00000076928_ARHGEF1,10.09719865,mid
ENSG00000138399_FASTKD1,10.09708179,mid
ENSG00000141698_NT5C3B,10.09680397,mid
ENSG00000065559_MAP2K4,10.09675109,mid
ENSG00000134827_TCN1,10.09621833,mid
ENSG00000076043_REXO2,10.0958623,mid
ENSG00000144597_EAF1,10.0950566,mid
ENSG00000072071_ADGRL1,10.09456033,mid
ENSG00000139977_NAA30,10.0945291,mid
ENSG00000111802_TDP2,10.0944343,mid
ENSG00000143436_MRPL9,10.09425248,mid
ENSG00000152223_EPG5,10.09409,mid
ENSG00000161179_YDJC,10.09353696,mid
ENSG00000172366_MCRIP2,10.09236762,mid
ENSG00000133895_MEN1,10.09236511,mid
ENSG00000023041_ZDHHC6,10.09137309,mid
ENSG00000205726_ITSN1,10.09100089,mid
ENSG00000157259_GATAD1,10.09056057,mid
ENSG00000260916_CCPG1,10.08977928,mid
ENSG00000138073_PREB,10.08963186,mid
ENSG00000285756_BX890604.2,10.08961005,mid
ENSG00000006704_GTF2IRD1,10.08904012,mid
ENSG00000160746_ANO10,10.08759353,mid
ENSG00000156026_MCU,10.08748156,mid
ENSG00000066455_GOLGA5,10.0874669,mid
ENSG00000136770_DNAJC1,10.08733227,mid
ENSG00000188677_PARVB,10.08716149,mid
ENSG00000107036_RIC1,10.08569475,mid
ENSG00000137040_RANBP6,10.08565323,mid
ENSG00000166260_COX11,10.08560211,mid
ENSG00000072682_P4HA2,10.08541948,mid
ENSG00000176454_LPCAT4,10.08539502,mid
ENSG00000112667_DNPH1,10.08530886,mid
ENSG00000143061_IGSF3,10.08527507,mid
ENSG00000149476_TKFC,10.08500766,mid
ENSG00000007047_MARK4,10.08491625,mid
ENSG00000136003_ISCU,10.08424027,mid
ENSG00000168938_PPIC,10.08418016,mid
ENSG00000152778_IFIT5,10.08248624,mid
ENSG00000120727_PAIP2,10.0820761,mid
ENSG00000162517_PEF1,10.08183066,mid
ENSG00000120913_PDLIM2,10.08128379,mid
ENSG00000138303_ASCC1,10.08111264,mid
ENSG00000155827_RNF20,10.08057473,mid
ENSG00000007923_DNAJC11,10.08030373,mid
ENSG00000114423_CBLB,10.07955071,mid
ENSG00000164144_ARFIP1,10.07869548,mid
ENSG00000160445_ZER1,10.07772766,mid
ENSG00000277224_HIST1H2BF,10.0776574,mid
ENSG00000180694_TMEM64,10.07722214,mid
ENSG00000173145_NOC3L,10.07713754,mid
ENSG00000011638_TMEM159,10.07670056,mid
ENSG00000163516_ANKZF1,10.07666635,mid
ENSG00000136943_CTSV,10.07592492,mid
ENSG00000136522_MRPL47,10.07587508,mid
ENSG00000235173_HGH1,10.07586988,mid
ENSG00000197182_MIRLET7BHG,10.07559286,mid
ENSG00000174720_LARP7,10.07538326,mid
ENSG00000140265_ZSCAN29,10.0747313,mid
ENSG00000131381_RBSN,10.07464417,mid
ENSG00000092036_HAUS4,10.07450542,mid
ENSG00000135148_TRAFD1,10.07435485,mid
ENSG00000119801_YPEL5,10.07397338,mid
ENSG00000115286_NDUFS7,10.07358672,mid
ENSG00000162735_PEX19,10.07339347,mid
ENSG00000113583_C5orf15,10.07325919,mid
ENSG00000163463_KRTCAP2,10.07286439,mid
ENSG00000102900_NUP93,10.07263213,mid
ENSG00000006453_BAIAP2L1,10.07247447,mid
ENSG00000159322_ADPGK,10.07156767,mid
ENSG00000178188_SH2B1,10.0712597,mid
ENSG00000141349_G6PC3,10.07086488,mid
ENSG00000177853_ZNF518A,10.07035438,mid
ENSG00000033627_ATP6V0A1,10.07005787,mid
ENSG00000081307_UBA5,10.07004931,mid
ENSG00000147471_PLPBP,10.0699889,mid
ENSG00000128191_DGCR8,10.06961361,mid
ENSG00000172780_RAB43,10.06912212,mid
ENSG00000172661_WASHC2C,10.06899801,mid
ENSG00000157077_ZFYVE9,10.06815061,mid
ENSG00000181852_RNF41,10.06808029,mid
ENSG00000174013_FBXO45,10.06789723,mid
ENSG00000132680_KHDC4,10.06755496,mid
ENSG00000145780_FEM1C,10.06712344,mid
ENSG00000160214_RRP1,10.06684925,mid
ENSG00000107669_ATE1,10.06608198,mid
ENSG00000135912_TTLL4,10.06574009,mid
ENSG00000099622_CIRBP,10.06537854,mid
ENSG00000138604_GLCE,10.06463087,mid
ENSG00000100284_TOM1,10.06417028,mid
ENSG00000244274_DBNDD2,10.06416958,mid
ENSG00000100239_PPP6R2,10.06371368,mid
ENSG00000163166_IWS1,10.06368137,mid
ENSG00000103051_COG4,10.06323092,mid
ENSG00000122390_NAA60,10.06264951,mid
ENSG00000168140_VASN,10.06130046,mid
ENSG00000116266_STXBP3,10.06071144,mid
ENSG00000102103_PQBP1,10.05961592,mid
ENSG00000116337_AMPD2,10.05959043,mid
ENSG00000010322_NISCH,10.05957464,mid
ENSG00000141446_ESCO1,10.05893822,mid
ENSG00000184916_JAG2,10.05878518,mid
ENSG00000165661_QSOX2,10.05865619,mid
ENSG00000100625_SIX4,10.0581882,mid
ENSG00000122126_OCRL,10.05799578,mid
ENSG00000177646_ACAD9,10.05760592,mid
ENSG00000204351_SKIV2L,10.05743755,mid
ENSG00000027001_MIPEP,10.05728723,mid
ENSG00000119760_SUPT7L,10.05682598,mid
ENSG00000105379_ETFB,10.05657452,mid
ENSG00000160584_SIK3,10.05655899,mid
ENSG00000169410_PTPN9,10.05618155,mid
ENSG00000148308_GTF3C5,10.05611783,mid
ENSG00000160049_DFFA,10.05558768,mid
ENSG00000104973_MED25,10.05548803,mid
ENSG00000013523_ANGEL1,10.05485162,mid
ENSG00000110315_RNF141,10.05474723,mid
ENSG00000123472_ATPAF1,10.05439155,mid
ENSG00000160305_DIP2A,10.05324702,mid
ENSG00000080845_DLGAP4,10.05227756,mid
ENSG00000134508_CABLES1,10.05220233,mid
ENSG00000139405_RITA1,10.05216856,mid
ENSG00000159579_RSPRY1,10.05182566,mid
ENSG00000162231_NXF1,10.05158448,mid
ENSG00000175110_MRPS22,10.05130765,mid
ENSG00000165152_TMEM246,10.04993088,mid
ENSG00000136897_MRPL50,10.0496332,mid
ENSG00000129245_FXR2,10.04947658,mid
ENSG00000165105_RASEF,10.04926749,mid
ENSG00000143379_SETDB1,10.04883209,mid
ENSG00000136379_ABHD17C,10.0484675,mid
ENSG00000110063_DCPS,10.04793806,mid
ENSG00000144036_EXOC6B,10.04782613,mid
ENSG00000117174_ZNHIT6,10.04764979,mid
ENSG00000100949_RABGGTA,10.04735018,mid
ENSG00000171848_RRM2,10.0470338,mid
ENSG00000124541_RRP36,10.04654366,mid
ENSG00000179104_TMTC2,10.0464906,mid
ENSG00000129933_MAU2,10.0455637,mid
ENSG00000066855_MTFR1,10.04548136,mid
ENSG00000067829_IDH3G,10.04529468,mid
ENSG00000090061_CCNK,10.0442394,mid
ENSG00000124496_TRERF1,10.04410046,mid
ENSG00000066136_NFYC,10.04387126,mid
ENSG00000158042_MRPL17,10.04337839,mid
ENSG00000068308_OTUD5,10.04294173,mid
ENSG00000064651_SLC12A2,10.0417827,mid
ENSG00000179862_CITED4,10.04099149,mid
ENSG00000110619_CARS,10.04093657,mid
ENSG00000093167_LRRFIP2,10.0394571,mid
ENSG00000033100_CHPF2,10.03880795,mid
ENSG00000072786_STK10,10.03813807,mid
ENSG00000140307_GTF2A2,10.03809046,mid
ENSG00000143217_NECTIN4,10.0380111,mid
ENSG00000179886_TIGD5,10.03787471,mid
ENSG00000156463_SH3RF2,10.03737879,mid
ENSG00000183624_HMCES,10.03690404,mid
ENSG00000095951_HIVEP1,10.03677517,mid
ENSG00000163659_TIPARP,10.03644793,mid
ENSG00000183048_SLC25A10,10.03639643,mid
ENSG00000119778_ATAD2B,10.03632736,mid
ENSG00000196505_GDAP2,10.03585691,mid
ENSG00000174547_MRPL11,10.03563488,mid
ENSG00000164081_TEX264,10.03524934,mid
ENSG00000143079_CTTNBP2NL,10.03498671,mid
ENSG00000156931_VPS8,10.03493833,mid
ENSG00000147642_SYBU,10.03449774,mid
ENSG00000183426_NPIPA1,10.03442131,mid
ENSG00000112294_ALDH5A1,10.03434215,mid
ENSG00000040341_STAU2,10.03420832,mid
ENSG00000138614_INTS14,10.03403092,mid
ENSG00000164292_RHOBTB3,10.03361982,mid
ENSG00000163257_DCAF16,10.03354378,mid
ENSG00000076356_PLXNA2,10.03286532,mid
ENSG00000197982_C1orf122,10.03273873,mid
ENSG00000143499_SMYD2,10.03254035,mid
ENSG00000245910_SNHG6,10.0324306,mid
ENSG00000072121_ZFYVE26,10.0323203,mid
ENSG00000046651_OFD1,10.03145103,mid
ENSG00000157538_VPS26C,10.03130464,mid
ENSG00000213047_DENND1B,10.0309813,mid
ENSG00000070610_GBA2,10.0304985,mid
ENSG00000127838_PNKD,10.03045576,mid
ENSG00000145817_YIPF5,10.02977404,mid
ENSG00000253710_ALG11,10.02957325,mid
ENSG00000174851_YIF1A,10.02922354,mid
ENSG00000277972_CISD3,10.02897446,mid
ENSG00000131037_EPS8L1,10.02883523,mid
ENSG00000182628_SKA2,10.0286312,mid
ENSG00000093183_SEC22C,10.02850105,mid
ENSG00000177034_MTX3,10.02795802,mid
ENSG00000110013_SIAE,10.02784428,mid
ENSG00000232388_SMIM26,10.02776382,mid
ENSG00000013810_TACC3,10.0269055,mid
ENSG00000102710_SUPT20H,10.02690056,mid
ENSG00000186281_GPAT2,10.02678591,mid
ENSG00000086589_RBM22,10.02674589,mid
ENSG00000170881_RNF139,10.0264157,mid
ENSG00000166225_FRS2,10.02618844,mid
ENSG00000085871_MGST2,10.02591571,mid
ENSG00000148444_COMMD3,10.02583808,mid
ENSG00000099949_LZTR1,10.02570158,mid
ENSG00000262160_AC020978.5,10.02533369,mid
ENSG00000168763_CNNM3,10.02524289,mid
ENSG00000182150_ERCC6L2,10.02393828,mid
ENSG00000261609_GAN,10.023155,mid
ENSG00000136104_RNASEH2B,10.02298428,mid
ENSG00000135972_MRPS9,10.02282341,mid
ENSG00000109381_ELF2,10.02251243,mid
ENSG00000136504_KAT7,10.02245991,mid
ENSG00000112855_HARS2,10.02215077,mid
ENSG00000111726_CMAS,10.02178153,mid
ENSG00000119685_TTLL5,10.02097436,mid
ENSG00000114904_NEK4,10.02092503,mid
ENSG00000103415_HMOX2,10.02066221,mid
ENSG00000164951_PDP1,10.02053852,mid
ENSG00000092531_SNAP23,10.02044249,mid
ENSG00000107521_HPS1,10.01959575,mid
ENSG00000116285_ERRFI1,10.01944379,mid
ENSG00000164597_COG5,10.01924005,mid
ENSG00000147457_CHMP7,10.01835379,mid
ENSG00000119705_SLIRP,10.01821548,mid
ENSG00000182512_GLRX5,10.01813778,mid
ENSG00000159873_CCDC117,10.01761859,mid
ENSG00000125734_GPR108,10.01748512,mid
ENSG00000121274_TENT4B,10.0172634,mid
ENSG00000162104_ADCY9,10.01700166,mid
ENSG00000141582_CBX4,10.01589105,mid
ENSG00000163755_HPS3,10.01584264,mid
ENSG00000089022_MAPKAPK5,10.0155192,mid
ENSG00000196747_HIST1H2AI,10.01517619,mid
ENSG00000157456_CCNB2,10.01516351,mid
ENSG00000188419_CHM,10.01473461,mid
ENSG00000112773_TENT5A,10.01459159,mid
ENSG00000165392_WRN,10.01410351,mid
ENSG00000182463_TSHZ2,10.01357445,mid
ENSG00000137216_TMEM63B,10.01310894,mid
ENSG00000156671_SAMD8,10.01254754,mid
ENSG00000050393_MCUR1,10.01254175,mid
ENSG00000135776_ABCB10,10.01211393,mid
ENSG00000176903_PNMA1,10.01139159,mid
ENSG00000160410_SHKBP1,10.01135168,mid
ENSG00000126351_THRA,10.01078517,mid
ENSG00000152749_GPR180,10.01069941,mid
ENSG00000197147_LRRC8B,10.01066691,mid
ENSG00000018699_TTC27,10.01058568,mid
ENSG00000198053_SIRPA,10.01008859,mid
ENSG00000188042_ARL4C,10.00995716,mid
ENSG00000168813_ZNF507,10.00912885,mid
ENSG00000100106_TRIOBP,10.00805468,mid
ENSG00000159063_ALG8,10.00786087,mid
ENSG00000143314_MRPL24,10.00773195,mid
ENSG00000140577_CRTC3,10.0073758,mid
ENSG00000114745_GORASP1,10.00705108,mid
ENSG00000174227_PIGG,10.00697015,mid
ENSG00000175467_SART1,10.00616716,mid
ENSG00000077454_LRCH4,10.00559026,mid
ENSG00000100554_ATP6V1D,10.00357081,mid
ENSG00000011243_AKAP8L,10.00319711,mid
ENSG00000089351_GRAMD1A,10.00264431,mid
ENSG00000130348_QRSL1,10.00155808,mid
ENSG00000170802_FOXN2,10.00151794,mid
ENSG00000100599_RIN3,10.00073463,mid
ENSG00000134014_ELP3,10.00013002,mid
ENSG00000137831_UACA,9.999877185,mid
ENSG00000104140_RHOV,9.999292034,mid
ENSG00000150712_MTMR12,9.999269658,mid
ENSG00000099381_SETD1A,9.997474239,mid
ENSG00000180304_OAZ2,9.997200707,mid
ENSG00000184752_NDUFA12,9.996766776,mid
ENSG00000278828_HIST1H3H,9.996450119,mid
ENSG00000143324_XPR1,9.996374687,mid
ENSG00000139291_TMEM19,9.995992167,mid
ENSG00000146587_RBAK,9.994856707,mid
ENSG00000176731_RBIS,9.994592785,mid
ENSG00000119711_ALDH6A1,9.994312456,mid
ENSG00000166189_HPS6,9.99415131,mid
ENSG00000133641_C12orf29,9.993923676,mid
ENSG00000173272_MZT2A,9.99316418,mid
ENSG00000137054_POLR1E,9.99272213,mid
ENSG00000145868_FBXO38,9.992564877,mid
ENSG00000114631_PODXL2,9.992423208,mid
ENSG00000057294_PKP2,9.991977927,mid
ENSG00000136819_C9orf78,9.991448729,mid
ENSG00000086544_ITPKC,9.991418986,mid
ENSG00000122779_TRIM24,9.990973799,mid
ENSG00000204178_MACO1,9.990096503,mid
ENSG00000117543_DPH5,9.989363889,mid
ENSG00000167118_URM1,9.989133247,mid
ENSG00000105341_DMAC2,9.9891213,mid
ENSG00000187742_SECISBP2,9.98910588,mid
ENSG00000183011_NAA38,9.988975929,mid
ENSG00000171497_PPID,9.988448651,mid
ENSG00000131475_VPS25,9.987803258,mid
ENSG00000110514_MADD,9.987628782,mid
ENSG00000128699_ORMDL1,9.987477644,mid
ENSG00000196756_SNHG17,9.987424558,mid
ENSG00000116667_C1orf21,9.986766509,mid
ENSG00000164808_SPIDR,9.986222118,mid
ENSG00000101199_ARFGAP1,9.986090532,mid
ENSG00000143952_VPS54,9.986058007,mid
ENSG00000243989_ACY1,9.985308619,mid
ENSG00000164985_PSIP1,9.9849255,mid
ENSG00000171928_TVP23B,9.984450977,mid
ENSG00000225190_PLEKHM1,9.984404248,mid
ENSG00000172943_PHF8,9.983562091,mid
ENSG00000088038_CNOT3,9.983198146,mid
ENSG00000088766_CRLS1,9.982442806,mid
ENSG00000137812_KNL1,9.980790451,mid
ENSG00000132603_NIP7,9.980110605,mid
ENSG00000057663_ATG5,9.979979627,mid
ENSG00000275066_SYNRG,9.979635242,mid
ENSG00000197837_HIST4H4,9.979426323,mid
ENSG00000173141_MRPL57,9.979367767,mid
ENSG00000107815_TWNK,9.979052867,mid
ENSG00000182400_TRAPPC6B,9.978712122,mid
ENSG00000166450_PRTG,9.978433546,mid
ENSG00000134030_CTIF,9.978249561,mid
ENSG00000130529_TRPM4,9.978165717,mid
ENSG00000102595_UGGT2,9.977638375,mid
ENSG00000126756_UXT,9.976036734,mid
ENSG00000076053_RBM7,9.975928911,mid
ENSG00000001631_KRIT1,9.975562839,mid
ENSG00000057935_MTA3,9.975551764,mid
ENSG00000110660_SLC35F2,9.975380519,mid
ENSG00000175198_PCCA,9.975300474,mid
ENSG00000163348_PYGO2,9.97517995,mid
ENSG00000133265_HSPBP1,9.974781974,mid
ENSG00000113312_TTC1,9.974532277,mid
ENSG00000123130_ACOT9,9.973939129,mid
ENSG00000115657_ABCB6,9.973888449,mid
ENSG00000172262_ZNF131,9.973775775,mid
ENSG00000131023_LATS1,9.973641776,mid
ENSG00000230124_ACBD6,9.972616545,mid
ENSG00000011566_MAP4K3,9.97259856,mid
ENSG00000188064_WNT7B,9.972003221,mid
ENSG00000126746_ZNF384,9.971780796,mid
ENSG00000110851_PRDM4,9.97174285,mid
ENSG00000160688_FLAD1,9.971458655,mid
ENSG00000158863_FAM160B2,9.971423836,mid
ENSG00000157837_SPPL3,9.971164806,mid
ENSG00000004534_RBM6,9.970935936,mid
ENSG00000171204_TMEM126B,9.970100413,mid
ENSG00000104312_RIPK2,9.969421447,mid
ENSG00000179387_ELMOD2,9.968304893,mid
ENSG00000139436_GIT2,9.96793252,mid
ENSG00000150776_NKAPD1,9.967327065,mid
ENSG00000196369_SRGAP2B,9.967034543,mid
ENSG00000107745_MICU1,9.966659415,mid
ENSG00000196312_MFSD14C,9.966583509,mid
ENSG00000132823_OSER1,9.965664803,mid
ENSG00000104866_PPP1R37,9.965442473,mid
ENSG00000149257_SERPINH1,9.965150726,mid
ENSG00000155115_GTF3C6,9.96499143,mid
ENSG00000154447_SH3RF1,9.964828336,mid
ENSG00000109436_TBC1D9,9.964674062,mid
ENSG00000101544_ADNP2,9.963310092,mid
ENSG00000130940_CASZ1,9.962483338,mid
ENSG00000039523_RIPOR1,9.961845053,mid
ENSG00000213341_CHUK,9.961549932,mid
ENSG00000196177_ACADSB,9.960194252,mid
ENSG00000012171_SEMA3B,9.959524811,mid
ENSG00000106290_TAF6,9.959207199,mid
ENSG00000126226_PCID2,9.958041933,mid
ENSG00000165997_ARL5B,9.957533336,mid
ENSG00000117614_SYF2,9.957532027,mid
ENSG00000143093_STRIP1,9.957459508,mid
ENSG00000110536_PTPMT1,9.957363924,mid
ENSG00000145216_FIP1L1,9.956778421,mid
ENSG00000275342_PRAG1,9.956622745,mid
ENSG00000108506_INTS2,9.956184083,mid
ENSG00000108528_SLC25A11,9.956041441,mid
ENSG00000005194_CIAPIN1,9.955260331,mid
ENSG00000114742_WDR48,9.955079209,mid
ENSG00000121931_LRIF1,9.953915176,mid
ENSG00000164284_GRPEL2,9.953741764,mid
ENSG00000182195_LDOC1,9.952493056,mid
ENSG00000076351_SLC46A1,9.951881755,mid
ENSG00000204590_GNL1,9.950969442,mid
ENSG00000180228_PRKRA,9.950698904,mid
ENSG00000159128_IFNGR2,9.950243556,mid
ENSG00000125971_DYNLRB1,9.950051978,mid
ENSG00000101940_WDR13,9.949692712,mid
ENSG00000118496_FBXO30,9.948294214,mid
ENSG00000165669_FAM204A,9.948227196,mid
ENSG00000172269_DPAGT1,9.947692375,mid
ENSG00000056972_TRAF3IP2,9.947221789,mid
ENSG00000174996_KLC2,9.946871295,mid
ENSG00000198732_SMOC1,9.946605938,mid
ENSG00000134590_RTL8C,9.946364129,mid
ENSG00000136052_SLC41A2,9.946179632,mid
ENSG00000171298_GAA,9.945847738,mid
ENSG00000138382_METTL5,9.945744957,mid
ENSG00000165487_MICU2,9.94459591,mid
ENSG00000137449_CPEB2,9.944117947,mid
ENSG00000213551_DNAJC9,9.942811476,mid
ENSG00000170545_SMAGP,9.942729325,mid
ENSG00000203668_CHML,9.942434475,mid
ENSG00000145439_CBR4,9.942249821,mid
ENSG00000177606_JUN,9.941516868,mid
ENSG00000166797_CIAO2A,9.94143214,mid
ENSG00000156502_SUPV3L1,9.94102268,mid
ENSG00000132591_ERAL1,9.940025773,mid
ENSG00000178761_FAM219B,9.939618305,mid
ENSG00000146802_TMEM168,9.939109342,mid
ENSG00000106991_ENG,9.9385793,mid
ENSG00000227345_PARG,9.938087481,mid
ENSG00000167113_COQ4,9.937607314,mid
ENSG00000196588_MRTFA,9.937603604,mid
ENSG00000173905_GOLIM4,9.937513963,mid
ENSG00000233237_LINC00472,9.936909652,mid
ENSG00000171469_ZNF561,9.935972579,mid
ENSG00000213516_RBMXL1,9.935914137,mid
ENSG00000106638_TBL2,9.935781981,mid
ENSG00000156273_BACH1,9.934976229,mid
ENSG00000118939_UCHL3,9.93489225,mid
ENSG00000147799_ARHGAP39,9.934813681,mid
ENSG00000176248_ANAPC2,9.934737467,mid
ENSG00000136631_VPS45,9.934643572,mid
ENSG00000125877_ITPA,9.934637687,mid
ENSG00000068001_HYAL2,9.934430714,mid
ENSG00000114023_FAM162A,9.934074405,mid
ENSG00000124356_STAMBP,9.933988268,mid
ENSG00000112941_TENT4A,9.933823994,mid
ENSG00000175348_TMEM9B,9.932761767,mid
ENSG00000057252_SOAT1,9.932554777,mid
ENSG00000122299_ZC3H7A,9.932478531,mid
ENSG00000151729_SLC25A4,9.932371299,mid
ENSG00000135250_SRPK2,9.931315838,mid
ENSG00000102978_POLR2C,9.929957578,mid
ENSG00000259820_AC083843.3,9.929651477,mid
ENSG00000175662_TOM1L2,9.929529329,mid
ENSG00000048028_USP28,9.929277792,mid
ENSG00000269713_NBPF9,9.927733905,mid
ENSG00000100647_SUSD6,9.926842791,mid
ENSG00000173442_EHBP1L1,9.925395628,mid
ENSG00000170043_TRAPPC1,9.92468477,mid
ENSG00000181315_ZNF322,9.924676999,mid
ENSG00000142039_CCDC97,9.92410413,mid
ENSG00000109079_TNFAIP1,9.924077569,mid
ENSG00000090263_MRPS33,9.924060887,mid
ENSG00000179335_CLK3,9.923538259,mid
ENSG00000146085_MMUT,9.923181621,mid
ENSG00000139517_LNX2,9.92268825,mid
ENSG00000120868_APAF1,9.922231284,mid
ENSG00000150764_DIXDC1,9.922219157,mid
ENSG00000108509_CAMTA2,9.921907822,mid
ENSG00000126878_AIF1L,9.921435199,mid
ENSG00000117000_RLF,9.921353593,mid
ENSG00000174718_RESF1,9.921027137,mid
ENSG00000178502_KLHL11,9.919661061,mid
ENSG00000034713_GABARAPL2,9.919157052,mid
ENSG00000141068_KSR1,9.919057191,mid
ENSG00000143207_COP1,9.918143627,mid
ENSG00000109046_WSB1,9.917871288,mid
ENSG00000121940_CLCC1,9.917814852,mid
ENSG00000153046_CDYL,9.917785995,mid
ENSG00000168394_TAP1,9.917530803,mid
ENSG00000157978_LDLRAP1,9.917031961,mid
ENSG00000081014_AP4E1,9.916036335,mid
ENSG00000100297_MCM5,9.914874876,mid
ENSG00000100099_HPS4,9.914788314,mid
ENSG00000179933_C14orf119,9.914230462,mid
ENSG00000081177_EXD2,9.913427164,mid
ENSG00000171824_EXOSC10,9.912844923,mid
ENSG00000181396_OGFOD3,9.912681642,mid
ENSG00000154370_TRIM11,9.912388938,mid
ENSG00000125741_OPA3,9.912382846,mid
ENSG00000164896_FASTK,9.911734192,mid
ENSG00000280987_MATR3,9.911350066,mid
ENSG00000118412_CASP8AP2,9.911163117,mid
ENSG00000063241_ISOC2,9.910677839,mid
ENSG00000109270_LAMTOR3,9.910675005,mid
ENSG00000159111_MRPL10,9.910133986,mid
ENSG00000015133_CCDC88C,9.910058908,mid
ENSG00000157450_RNF111,9.909527373,mid
ENSG00000135778_NTPCR,9.909477142,mid
ENSG00000124802_EEF1E1,9.909180639,mid
ENSG00000102882_MAPK3,9.908707939,mid
ENSG00000114209_PDCD10,9.908578116,mid
ENSG00000111344_RASAL1,9.90847901,mid
ENSG00000006695_COX10,9.908284046,mid
ENSG00000150779_TIMM8B,9.907549565,mid
ENSG00000146386_ABRACL,9.907273718,mid
ENSG00000122965_RBM19,9.907045799,mid
ENSG00000080823_MOK,9.906929022,mid
ENSG00000104660_LEPROTL1,9.906912438,mid
ENSG00000280071_GATD3B,9.906763028,mid
ENSG00000111269_CREBL2,9.906295204,mid
ENSG00000091073_DTX2,9.906122537,mid
ENSG00000196227_FAM217B,9.905259412,mid
ENSG00000112983_BRD8,9.905153538,mid
ENSG00000048162_NOP16,9.904808029,mid
ENSG00000114861_FOXP1,9.904587961,mid
ENSG00000118454_ANKRD13C,9.90456794,mid
ENSG00000140367_UBE2Q2,9.904371817,mid
ENSG00000138663_COPS4,9.904200497,mid
ENSG00000182973_CNOT10,9.904169028,mid
ENSG00000152683_SLC30A6,9.903968616,mid
ENSG00000197375_SLC22A5,9.903445628,mid
ENSG00000146540_C7orf50,9.903362392,mid
ENSG00000109323_MANBA,9.903223756,mid
ENSG00000215256_DHRS4-AS1,9.903175853,mid
ENSG00000184047_DIABLO,9.902419261,mid
ENSG00000185024_BRF1,9.901816587,mid
ENSG00000105671_DDX49,9.901378313,mid
ENSG00000214114_MYCBP,9.901139723,mid
ENSG00000111906_HDDC2,9.901094658,mid
ENSG00000178234_GALNT11,9.900876103,mid
ENSG00000054611_TBC1D22A,9.900377031,mid
ENSG00000204231_RXRB,9.89997673,mid
ENSG00000119013_NDUFB3,9.899891382,mid
ENSG00000150907_FOXO1,9.899577748,mid
ENSG00000067533_RRP15,9.898973766,mid
ENSG00000146476_ARMT1,9.898878687,mid
ENSG00000101343_CRNKL1,9.898347963,mid
ENSG00000156970_BUB1B,9.898198331,mid
ENSG00000054148_PHPT1,9.897821975,mid
ENSG00000211450_SELENOH,9.897128504,mid
ENSG00000168246_UBTD2,9.896274489,mid
ENSG00000113318_MSH3,9.895827976,mid
ENSG00000180329_CCDC43,9.894809526,mid
ENSG00000137177_KIF13A,9.893893729,mid
ENSG00000198246_SLC29A3,9.892832011,mid
ENSG00000165868_HSPA12A,9.891262531,mid
ENSG00000142197_DOP1B,9.890973888,mid
ENSG00000156381_ANKRD9,9.890585849,mid
ENSG00000007080_CCDC124,9.889797845,mid
ENSG00000111602_TIMELESS,9.889664033,mid
ENSG00000105821_DNAJC2,9.889512325,mid
ENSG00000091640_SPAG7,9.889081156,mid
ENSG00000127554_GFER,9.888827369,mid
ENSG00000173540_GMPPB,9.888633284,mid
ENSG00000146909_NOM1,9.88763921,mid
ENSG00000171262_FAM98B,9.887219657,mid
ENSG00000144233_AMMECR1L,9.886611838,mid
ENSG00000179833_SERTAD2,9.88540183,mid
ENSG00000165704_HPRT1,9.885356098,mid
ENSG00000116127_ALMS1,9.885280697,mid
ENSG00000112584_FAM120B,9.885265288,mid
ENSG00000168216_LMBRD1,9.885048153,mid
ENSG00000073803_MAP3K13,9.883926102,mid
ENSG00000169592_INO80E,9.883578365,mid
ENSG00000125503_PPP1R12C,9.883497021,mid
ENSG00000100226_GTPBP1,9.883494335,mid
ENSG00000140836_ZFHX3,9.883021408,mid
ENSG00000146842_TMEM209,9.881317971,mid
ENSG00000112624_BICRAL,9.880648316,mid
ENSG00000166483_WEE1,9.880509802,mid
ENSG00000103932_RPAP1,9.880315303,mid
ENSG00000089048_ESF1,9.88030866,mid
ENSG00000185219_ZNF445,9.88000918,mid
ENSG00000117360_PRPF3,9.879844664,mid
ENSG00000181026_AEN,9.879621,mid
