gene,baseline_mean,region
ENSG00000185008_ROBO2,2.765740851,mid
ENSG00000258813_AL442663.3,2.765313168,mid
ENSG00000205090_TMEM240,2.763629879,mid
ENSG00000271926_AC008972.1,2.7630725,mid
ENSG00000214842_RAD51AP2,2.761342967,mid
ENSG00000177453_NIM1K,2.760513245,mid
ENSG00000103528_SYT17,2.759997595,mid
ENSG00000259775_AL138976.2,2.757230693,mid
ENSG00000258689_LINC01269,2.757230693,mid
ENSG00000118298_CA14,2.756891069,mid
ENSG00000259818_AL606760.3,2.755936887,mid
ENSG00000225380_IGKV1OR9-2,2.755283882,mid
ENSG00000165695_AK8,2.75521178,mid
ENSG00000272509_AC087752.4,2.753809928,mid
ENSG00000267277_AC024575.1,2.75364187,mid
ENSG00000205809_KLRC2,2.750993253,mid
ENSG00000174123_TLR10,2.750372347,mid
ENSG00000273472_AC096733.2,2.749432663,mid
ENSG00000261229_AC021483.2,2.748275532,mid
ENSG00000134007_ADAM20,2.748275532,mid
ENSG00000197558_SSPO,2.748237738,mid
ENSG00000287765_AL136295.17,2.748237738,mid
ENSG00000273568_AC131009.3,2.746330558,mid
ENSG00000121769_FABP3,2.746167207,mid
ENSG00000212766_EWSAT1,2.74562887,mid
ENSG00000272567_AC109347.2,2.744433587,mid
ENSG00000166292_TMEM100,2.744237729,mid
ENSG00000272205_AL451050.2,2.744204042,mid
ENSG00000255389_Z97989.1,2.740404479,mid
ENSG00000240401_AC012358.3,2.739497014,mid
ENSG00000142959_BEST4,2.739159313,mid
ENSG00000163116_STPG2,2.738801027,mid
ENSG00000259460_AC078909.1,2.73878382,mid
ENSG00000091844_RGS17,2.73761538,mid
ENSG00000286324_AL033381.3,2.737286247,mid
ENSG00000274667_AC090517.2,2.737115613,mid
ENSG00000287016_AC010996.1,2.736292672,mid
ENSG00000189410_SH2D5,2.734993201,mid
ENSG00000237870_AC073130.1,2.734070887,mid
ENSG00000245017_LINC02453,2.732964505,mid
ENSG00000259319_AF111167.2,2.732391381,mid
ENSG00000287218_AL359962.3,2.730298436,mid
ENSG00000231742_LINC01273,2.724418307,mid
ENSG00000272081_AC008972.2,2.723959603,mid
ENSG00000270210_AC104695.3,2.721992251,mid
ENSG00000285597_AC051619.11,2.721836077,mid
ENSG00000183150_GPR19,2.721231146,mid
ENSG00000272755_AC245297.2,2.72024375,mid
ENSG00000091262_ABCC6,2.720186451,mid
ENSG00000138400_MDH1B,2.719633992,mid
ENSG00000269889_AC078802.1,2.71538934,mid
ENSG00000260328_AC104024.2,2.715244501,mid
ENSG00000160318_CLDND2,2.714481875,mid
ENSG00000164185_ZNF474,2.714415779,mid
ENSG00000286835_AL133477.2,2.713440736,mid
ENSG00000266896_AL354892.3,2.712960819,mid
ENSG00000232284_GNG12-AS1,2.711507182,mid
ENSG00000253392_AC119403.1,2.710470481,mid
ENSG00000223799_IL10RB-DT,2.708883154,mid
ENSG00000271427_AL358072.1,2.707484703,mid
ENSG00000277130_AC073569.3,2.707200039,mid
ENSG00000073670_ADAM11,2.70714165,mid
ENSG00000228274_AL021707.2,2.706884173,mid
ENSG00000132000_PODNL1,2.704220632,mid
ENSG00000263753_LINC00667,2.70390948,mid
ENSG00000273113_AC133528.1,2.701558982,mid
ENSG00000100365_NCF4,2.699841114,mid
ENSG00000203985_LDLRAD1,2.698993344,mid
ENSG00000278396_AL122023.1,2.698510084,mid
ENSG00000164867_NOS3,2.69806813,mid
ENSG00000170298_LGALS9B,2.697680003,mid
ENSG00000267390_AC036176.1,2.697143045,mid
ENSG00000250337_PURPL,2.697038933,mid
ENSG00000161298_ZNF382,2.69687435,mid
ENSG00000223776_LGALS8-AS1,2.6961268,mid
ENSG00000058866_DGKG,2.695664707,mid
ENSG00000142233_NTN5,2.693944577,mid
ENSG00000186280_KDM4D,2.69215457,mid
ENSG00000074966_TXK,2.69187655,mid
ENSG00000248367_AC008610.1,2.691114266,mid
ENSG00000240990_HOXA11-AS,2.689165003,mid
ENSG00000254973_AC105219.4,2.688790523,mid
ENSG00000230325_AL359921.1,2.686202771,mid
ENSG00000272008_AL139274.2,2.685769134,mid
ENSG00000120051_CFAP58,2.684438875,mid
ENSG00000260302_AP005482.1,2.683487349,mid
ENSG00000169918_OTUD7A,2.682842423,mid
ENSG00000269930_AC091057.3,2.680801368,mid
ENSG00000229539_AL353194.1,2.679783274,mid
ENSG00000175920_DOK7,2.679690166,mid
ENSG00000270084_GAS5-AS1,2.679690166,mid
ENSG00000286808_AC092338.3,2.679193589,mid
ENSG00000236204_LINC01376,2.679086624,mid
ENSG00000178301_AQP11,2.678957576,mid
ENSG00000167476_JSRP1,2.678202036,mid
ENSG00000261187_AC079322.1,2.678071692,mid
ENSG00000269894_AC018809.1,2.675736493,mid
ENSG00000170989_S1PR1,2.675356539,mid
ENSG00000106624_AEBP1,2.67517577,mid
ENSG00000144671_SLC22A14,2.674720636,mid
ENSG00000159761_C16orf86,2.674514596,mid
ENSG00000278611_ZNF426-DT,2.674098277,mid
ENSG00000254665_AC091053.1,2.673890936,mid
ENSG00000244541_LINC01213,2.673146762,mid
ENSG00000145002_FAM86B2,2.671168323,mid
ENSG00000139985_ADAM21,2.670828711,mid
ENSG00000232671_ZNF687-AS1,2.670749186,mid
ENSG00000148832_PAOX,2.66723276,mid
ENSG00000146859_TMEM140,2.66723276,mid
ENSG00000276571_AC002550.2,2.665509521,mid
ENSG00000278112_AC145423.3,2.665260991,mid
ENSG00000230615_AL139220.2,2.664112303,mid
ENSG00000229178_AC233280.1,2.662562029,mid
ENSG00000260648_AC020658.3,2.662218188,mid
ENSG00000274372_LINC02804,2.662026181,mid
ENSG00000257829_AC121757.1,2.661687783,mid
ENSG00000262228_AC087392.3,2.661112881,mid
ENSG00000110799_VWF,2.661075087,mid
ENSG00000162728_KCNJ9,2.660801103,mid
ENSG00000257139_LINC02821,2.659543963,mid
ENSG00000273080_AC009309.1,2.658568628,mid
ENSG00000258458_AL160314.2,2.656455086,mid
ENSG00000137098_SPAG8,2.655950903,mid
ENSG00000063438_AHRR,2.653638554,mid
ENSG00000237772_LINC02631,2.653082796,mid
ENSG00000270953_AC007938.3,2.652892304,mid
ENSG00000185345_PRKN,2.651393321,mid
ENSG00000287656_AL591069.1,2.650313248,mid
ENSG00000251602_AL928654.1,2.649890358,mid
ENSG00000205129_C4orf47,2.648328205,mid
ENSG00000121380_BCL2L14,2.647997787,mid
ENSG00000145335_SNCA,2.647896181,mid
ENSG00000215244_LINC02649,2.64787821,mid
ENSG00000286563_AC078983.1,2.647003571,mid
ENSG00000235978_AC018816.1,2.64685631,mid
ENSG00000180139_ACTA2-AS1,2.646758353,mid
ENSG00000262312_AC004494.1,2.643745365,mid
ENSG00000107317_PTGDS,2.643745365,mid
ENSG00000110375_UPK2,2.642961116,mid
ENSG00000185837_HDHD5-AS1,2.64292485,mid
ENSG00000287337_AC005962.2,2.64292485,mid
ENSG00000269967_AL136115.2,2.642710671,mid
ENSG00000281376_ABALON,2.642694418,mid
ENSG00000180535_BHLHA15,2.642553005,mid
ENSG00000231327_LINC01816,2.639767799,mid
ENSG00000286802_AC104459.1,2.637840023,mid
ENSG00000271843_AC012557.1,2.637164262,mid
ENSG00000250765_AC138035.2,2.637146657,mid
ENSG00000177519_RPRM,2.636947413,mid
ENSG00000246523_FZD4-DT,2.636867888,mid
ENSG00000269921_AC068620.1,2.634339766,mid
ENSG00000264548_AC132872.2,2.633070083,mid
ENSG00000260025_CRIM1-DT,2.63266477,mid
ENSG00000246090_AP002026.1,2.631454881,mid
ENSG00000251396_LINC01301,2.62948672,mid
ENSG00000224046_AC005076.1,2.628900632,mid
ENSG00000261476_AC009163.4,2.628900632,mid
ENSG00000276282_AC022960.2,2.627531652,mid
ENSG00000166349_RAG1,2.627319224,mid
ENSG00000262185_AC005736.1,2.627248312,mid
ENSG00000256973_AC053513.2,2.62522816,mid
ENSG00000254535_PABPC4L,2.624386207,mid
ENSG00000228606_AL139011.1,2.624386207,mid
ENSG00000276867_AC074050.4,2.623425567,mid
ENSG00000233922_LINC01694,2.623031168,mid
ENSG00000248712_CCDC153,2.622011706,mid
ENSG00000260278_AC098818.2,2.621504534,mid
ENSG00000281731_METTL14-DT,2.621065285,mid
ENSG00000248517_LINC02437,2.620833824,mid
ENSG00000270894_AC015849.4,2.620410489,mid
ENSG00000276075_AC027682.6,2.619721522,mid
ENSG00000109182_CWH43,2.619289913,mid
ENSG00000223379_AL391987.3,2.618589288,mid
ENSG00000280191_LINC01669,2.617803483,mid
ENSG00000268333_AL132655.1,2.617617016,mid
ENSG00000273004_AL078644.2,2.614603891,mid
ENSG00000261118_AC092123.1,2.614178034,mid
ENSG00000272572_AL138762.1,2.613734877,mid
ENSG00000236263_AC234582.2,2.612917007,mid
ENSG00000274031_AC092140.2,2.612635406,mid
ENSG00000276445_AC005393.1,2.611849141,mid
ENSG00000272902_TBC1D8-AS1,2.611849141,mid
ENSG00000240137_ERICH6-AS1,2.611213436,mid
ENSG00000272148_AC013403.2,2.608552815,mid
ENSG00000099338_CATSPERG,2.60676209,mid
ENSG00000172508_CARNS1,2.606558105,mid
ENSG00000224609_AC093425.1,2.606054827,mid
ENSG00000198542_ITGBL1,2.605843796,mid
ENSG00000261342_AC006538.1,2.605037704,mid
ENSG00000267547_AC060766.4,2.603796386,mid
ENSG00000287808_AL355999.1,2.603732748,mid
ENSG00000138798_EGF,2.60312131,mid
ENSG00000251393_AC005280.1,2.601960648,mid
ENSG00000261668_AC093591.2,2.601545145,mid
ENSG00000277342_AC048344.4,2.601349931,mid
ENSG00000100399_CHADL,2.601066481,mid
ENSG00000091513_TF,2.60063342,mid
ENSG00000081148_IMPG2,2.600068182,mid
ENSG00000271659_AL161729.4,2.599470686,mid
ENSG00000147003_CLTRN,2.598621688,mid
ENSG00000099937_SERPIND1,2.598129572,mid
ENSG00000141665_FBXO15,2.598112762,mid
ENSG00000205325_AC005863.1,2.597594025,mid
ENSG00000286809_AC008964.1,2.597106237,mid
ENSG00000272202_AC097358.2,2.597085451,mid
ENSG00000262413_AC145207.2,2.596984956,mid
ENSG00000272529_AC090948.3,2.596502695,mid
ENSG00000154548_SRSF12,2.596368759,mid
ENSG00000272692_AC010997.4,2.596324698,mid
ENSG00000171564_FGB,2.59563853,mid
ENSG00000170482_SLC23A1,2.59559523,mid
ENSG00000159784_FAM131B,2.593191825,mid
ENSG00000277728_AC097641.2,2.591412594,mid
ENSG00000227308_LINC02832,2.591363015,mid
ENSG00000286535_AC139019.1,2.589946398,mid
ENSG00000272986_AC009570.1,2.589437824,mid
ENSG00000273812_BX640514.2,2.588229049,mid
ENSG00000244558_KCNK15-AS1,2.587905755,mid
ENSG00000274444_AC078909.2,2.587290128,mid
ENSG00000276934_AC009704.2,2.586883682,mid
ENSG00000136490_LIMD2,2.585220837,mid
ENSG00000179133_C10orf67,2.584786868,mid
ENSG00000227591_HSD11B1-AS1,2.584001262,mid
ENSG00000237978_KCNMB2-AS1,2.582994848,mid
ENSG00000261357_AC099518.2,2.582658003,mid
ENSG00000187808_SOWAHD,2.582117465,mid
ENSG00000259920_AC007938.1,2.580969906,mid
ENSG00000125910_S1PR4,2.579979014,mid
ENSG00000260625_AC026471.2,2.579509817,mid
ENSG00000272009_AL121944.1,2.577741468,mid
ENSG00000267213_AC007773.1,2.576997003,mid
ENSG00000267481_AC011477.2,2.576956243,mid
ENSG00000122877_EGR2,2.576260809,mid
ENSG00000284959_AC007262.2,2.574784965,mid
ENSG00000288093_AL592295.5,2.574164324,mid
ENSG00000100505_TRIM9,2.573638453,mid
ENSG00000164199_ADGRV1,2.573328267,mid
ENSG00000225300_AL591623.1,2.573004972,mid
ENSG00000267298_AC006116.5,2.573004972,mid
ENSG00000272844_AC074044.1,2.572591259,mid
ENSG00000272799_AC006238.1,2.572506219,mid
ENSG00000274001_AL512506.1,2.572248675,mid
ENSG00000273355_AP000894.4,2.572232422,mid
ENSG00000277873_AC131159.2,2.571675371,mid
ENSG00000197776_KLHDC1,2.569274052,mid
ENSG00000268401_AC007785.3,2.568387373,mid
ENSG00000145703_IQGAP2,2.567748117,mid
ENSG00000286373_AC022387.2,2.566711461,mid
ENSG00000265933_LINC00668,2.565707348,mid
ENSG00000266933_AC005775.1,2.565532176,mid
ENSG00000258944_AC004846.2,2.564427432,mid
ENSG00000262884_AC015921.1,2.56138627,mid
ENSG00000273165_AL121652.1,2.56053281,mid
ENSG00000260288_AC019294.2,2.560150659,mid
ENSG00000140488_CELF6,2.559146641,mid
ENSG00000171227_TMEM37,2.559114738,mid
ENSG00000188124_OR2AG2,2.558954635,mid
ENSG00000272777_AC019131.2,2.558714617,mid
ENSG00000229261_AL596223.1,2.556269442,mid
ENSG00000074370_ATP2A3,2.555752672,mid
ENSG00000186710_CFAP73,2.554709347,mid
ENSG00000278075_AC114341.1,2.554161733,mid
ENSG00000270190_AC068491.3,2.553260724,mid
ENSG00000287601_BX323046.2,2.552936904,mid
ENSG00000272477_AC144521.1,2.552872811,mid
ENSG00000261839_AL358933.1,2.551102169,mid
ENSG00000229951_AC104695.2,2.550469181,mid
ENSG00000228137_AP001469.2,2.549766027,mid
ENSG00000212126_TAS2R50,2.549388234,mid
ENSG00000228033_AC010967.1,2.548858562,mid
ENSG00000273951_AL031667.3,2.547540316,mid
ENSG00000157734_SNX22,2.547385709,mid
ENSG00000276724_AC123768.4,2.546315972,mid
ENSG00000237280_AL136982.3,2.545561923,mid
ENSG00000245685_FRG1-DT,2.545473699,mid
ENSG00000259577_CERNA1,2.544583964,mid
ENSG00000204241_LINC02731,2.543832193,mid
ENSG00000258377_AL139099.1,2.543058664,mid
ENSG00000205853_RFPL3S,2.542904141,mid
ENSG00000275198_AL512791.2,2.542670703,mid
ENSG00000183018_SPNS2,2.542664041,mid
ENSG00000226310_AL022157.1,2.541467744,mid
ENSG00000114654_EFCC1,2.539066879,mid
ENSG00000163157_TMOD4,2.535842635,mid
ENSG00000234776_C11orf94,2.535355451,mid
ENSG00000204805_AL391987.2,2.534673944,mid
ENSG00000237505_PKN2-AS1,2.53380145,mid
ENSG00000230337_EXOSC10-AS1,2.533221549,mid
ENSG00000179066_AC020907.1,2.53277315,mid
ENSG00000168062_BATF2,2.528352441,mid
ENSG00000224712_NPIPA3,2.527428104,mid
ENSG00000269189_AL445223.1,2.526968953,mid
ENSG00000204758_AC008429.1,2.526308843,mid
ENSG00000267296_CEBPA-DT,2.526298243,mid
ENSG00000172901_LVRN,2.525664762,mid
ENSG00000158859_ADAMTS4,2.525664762,mid
ENSG00000260367_AC109460.1,2.524486281,mid
ENSG00000242136_AC093904.2,2.523066076,mid
ENSG00000232732_AC097717.1,2.522078681,mid
ENSG00000144045_DQX1,2.520628391,mid
ENSG00000146005_PSD2,2.52055132,mid
ENSG00000286989_AL691432.4,2.520435398,mid
ENSG00000224093_AL109613.1,2.51999491,mid
ENSG00000277595_AC007546.1,2.51999491,mid
ENSG00000165816_VWA2,2.519098217,mid
ENSG00000273002_AL355388.2,2.51799996,mid
ENSG00000089692_LAG3,2.517875053,mid
ENSG00000165555_NOXRED1,2.517875053,mid
ENSG00000049540_ELN,2.517875053,mid
ENSG00000163803_PLB1,2.517801374,mid
ENSG00000254568_AP003501.1,2.517385794,mid
ENSG00000269106_AC012313.7,2.51702657,mid
ENSG00000229388_LINC01715,2.515597959,mid
ENSG00000274677_AC040169.3,2.51538272,mid
ENSG00000164082_GRM2,2.513848359,mid
ENSG00000224066_AL049795.1,2.512486467,mid
ENSG00000249685_AC079921.2,2.511998067,mid
ENSG00000197748_CFAP43,2.511784219,mid
ENSG00000166743_ACSM1,2.510816114,mid
ENSG00000237689_AC007064.2,2.510402272,mid
ENSG00000235269_LINC02331,2.509048167,mid
ENSG00000186765_FSCN2,2.508232657,mid
ENSG00000074276_CDHR2,2.50812359,mid
ENSG00000287879_AC114341.2,2.507903887,mid
ENSG00000231212_AL590399.3,2.506262964,mid
ENSG00000277589_AC244093.4,2.506218557,mid
ENSG00000273523_AL139082.1,2.504777735,mid
ENSG00000228793_AL033523.1,2.50473242,mid
ENSG00000163884_KLF15,2.504208358,mid
ENSG00000265692_LINC01970,2.502440834,mid
ENSG00000278546_AC003101.2,2.500959784,mid
ENSG00000256139_AC007637.1,2.499220012,mid
ENSG00000236305_SLC12A9-AS1,2.499220012,mid
ENSG00000244502_HDAC11-AS1,2.498074211,mid
ENSG00000225891_AL513365.2,2.497624217,mid
ENSG00000257135_ODC1-DT,2.496854852,mid
ENSG00000286966_AL137800.1,2.490405697,mid
ENSG00000265967_AC100830.3,2.489682122,mid
ENSG00000228113_AC003991.1,2.489434562,mid
ENSG00000228395_AL356481.1,2.48880901,mid
ENSG00000259408_AC010809.2,2.488497487,mid
ENSG00000256603_AP003170.4,2.484407516,mid
ENSG00000271980_AC012640.4,2.484294367,mid
ENSG00000238005_AL391832.2,2.483477273,mid
ENSG00000150637_CD226,2.482936443,mid
ENSG00000134716_CYP2J2,2.481701014,mid
ENSG00000228044_AL160408.1,2.481701014,mid
ENSG00000227195_MIR663AHG,2.48114601,mid
ENSG00000270885_RASL10B,2.480313337,mid
ENSG00000259347_AC087482.1,2.480092488,mid
ENSG00000204421_LY6G6C,2.479507531,mid
ENSG00000274825_AL023803.2,2.478000193,mid
ENSG00000259146_AC005476.2,2.477713093,mid
ENSG00000156006_NAT2,2.476835816,mid
ENSG00000227477_STK4-AS1,2.476806498,mid
ENSG00000152284_TCF7L1,2.476752279,mid
ENSG00000203721_LINC00862,2.476752279,mid
ENSG00000243224_AC006252.1,2.47574189,mid
ENSG00000231305_AC112484.1,2.474056006,mid
ENSG00000273141_AP001269.4,2.473305683,mid
ENSG00000235072_AC012074.1,2.472449939,mid
ENSG00000230587_LINC02580,2.472225992,mid
ENSG00000271993_AC126118.1,2.471227084,mid
ENSG00000135424_ITGA7,2.471158503,mid
ENSG00000266903_AC243964.3,2.470873863,mid
ENSG00000260647_AC127537.1,2.470758263,mid
ENSG00000213988_ZNF90,2.468848868,mid
ENSG00000272910_AC090425.3,2.467314434,mid
ENSG00000167874_TMEM88,2.466891599,mid
ENSG00000270060_AC090589.3,2.465499061,mid
ENSG00000105737_GRIK5,2.464866788,mid
ENSG00000236914_LINC01852,2.464478552,mid
ENSG00000259863_SH3RF3-AS1,2.462991611,mid
ENSG00000287244_AL020997.5,2.461695911,mid
ENSG00000281566_AL157778.1,2.461695911,mid
ENSG00000269873_AC245884.10,2.461695911,mid
ENSG00000272735_AC007881.3,2.461237207,mid
ENSG00000170423_KRT78,2.45850366,mid
ENSG00000128655_PDE11A,2.457828653,mid
ENSG00000267096_AC008735.1,2.45739221,mid
ENSG00000273300_AC000068.3,2.456120376,mid
ENSG00000272663_AC093635.1,2.456061839,mid
ENSG00000270557_AC013731.1,2.455796686,mid
ENSG00000246548_LINC02288,2.45535535,mid
ENSG00000163576_EFHB,2.45535535,mid
ENSG00000161860_SYCE2,2.454908617,mid
ENSG00000255471_AP001528.1,2.454758957,mid
ENSG00000166313_APBB1,2.453906203,mid
ENSG00000226604_PAPPA-AS2,2.453906203,mid
ENSG00000230928_AL139241.1,2.453764412,mid
ENSG00000276718_AC005840.4,2.453764412,mid
ENSG00000100053_CRYBB3,2.453639505,mid
ENSG00000265222_AC079336.2,2.453284495,mid
ENSG00000243902_FP325335.1,2.452316814,mid
ENSG00000260966_AP001486.2,2.451821131,mid
ENSG00000236308_AL138921.2,2.449617961,mid
ENSG00000162461_SLC25A34,2.448744224,mid
ENSG00000281849_AL732314.6,2.447894862,mid
ENSG00000103723_AP3B2,2.44685108,mid
ENSG00000213886_UBD,2.445685625,mid
ENSG00000163491_NEK10,2.444845144,mid
ENSG00000249116_AC025183.1,2.444614156,mid
ENSG00000287655_AC023283.1,2.443964292,mid
ENSG00000081189_MEF2C,2.44346995,mid
ENSG00000166839_ANKDD1A,2.441983009,mid
ENSG00000272542_AL137246.1,2.440660876,mid
ENSG00000257743_MGAM2,2.440576353,mid
ENSG00000272574_AL596325.2,2.440404834,mid
ENSG00000175728_C11orf44,2.438812526,mid
ENSG00000130649_CYP2E1,2.436983187,mid
ENSG00000094963_FMO2,2.436359527,mid
ENSG00000254419_AL139349.1,2.435835348,mid
ENSG00000232934_AL157786.1,2.435794209,mid
ENSG00000126860_EVI2A,2.435175863,mid
ENSG00000275759_AC026367.3,2.434105361,mid
ENSG00000236137_AL445231.1,2.433002174,mid
ENSG00000286977_Z83745.1,2.430497788,mid
ENSG00000164047_CAMP,2.429905625,mid
ENSG00000204683_C10orf113,2.429701351,mid
ENSG00000269688_AC008982.2,2.42814941,mid
ENSG00000230185_C9orf147,2.423749386,mid
ENSG00000278390_AL354696.2,2.422300239,mid
ENSG00000215022_AL008729.1,2.421638046,mid
ENSG00000231246_AL445426.1,2.419537539,mid
ENSG00000272677_AC124016.1,2.419508422,mid
ENSG00000128482_RNF112,2.418694587,mid
ENSG00000147082_CCNB3,2.417363851,mid
ENSG00000231663_COA6-AS1,2.417302602,mid
ENSG00000236723_AL606760.2,2.41655961,mid
ENSG00000163661_PTX3,2.412600268,mid
ENSG00000271795_AC011337.1,2.410296436,mid
ENSG00000198754_OXCT2,2.410196839,mid
ENSG00000263307_AC007216.4,2.409970272,mid
ENSG00000254485_AC026191.1,2.409690496,mid
ENSG00000264608_AC005726.3,2.409536729,mid
ENSG00000272108_AC244517.1,2.40868585,mid
ENSG00000260296_AC095057.3,2.407556436,mid
ENSG00000272103_AC026741.1,2.407556436,mid
ENSG00000238039_AC244197.2,2.407082629,mid
ENSG00000271917_AL357568.2,2.406541296,mid
ENSG00000188916_INSYN2A,2.406034428,mid
ENSG00000137101_CD72,2.405988661,mid
ENSG00000128383_APOBEC3A,2.405203148,mid
ENSG00000268307_LINC02560,2.403811036,mid
ENSG00000274370_AC130371.2,2.403795578,mid
ENSG00000226051_ZNF503-AS1,2.403222796,mid
ENSG00000226009_KCNIP2-AS1,2.401806124,mid
ENSG00000139574_NPFF,2.401615349,mid
ENSG00000111275_ALDH2,2.400673791,mid
ENSG00000130783_CCDC62,2.400629444,mid
ENSG00000237594_AP000251.1,2.400629444,mid
ENSG00000250222_AC008443.5,2.400594365,mid
ENSG00000233077_LINC01271,2.400476605,mid
ENSG00000189233_NUGGC,2.399686326,mid
ENSG00000287133_AC007279.2,2.399259576,mid
ENSG00000229109_AL137847.1,2.399069145,mid
ENSG00000273035_AC007684.2,2.399022761,mid
ENSG00000260898_ADPGK-AS1,2.399019366,mid
ENSG00000276651_AC007950.2,2.395375253,mid
ENSG00000188050_RNF133,2.395225953,mid
ENSG00000267469_AC005944.1,2.394936998,mid
ENSG00000229587_AL158825.2,2.394495497,mid
ENSG00000287236_Z73420.1,2.394172231,mid
ENSG00000139914_FITM1,2.39325626,mid
ENSG00000259172_AC023024.1,2.393236142,mid
ENSG00000177938_CAPZA3,2.393017648,mid
ENSG00000283646_LINC02009,2.392777438,mid
ENSG00000198569_SLC34A3,2.391131773,mid
ENSG00000277449_CEBPB-AS1,2.390673069,mid
ENSG00000229563_LINC01204,2.39030636,mid
ENSG00000245975_AC090515.2,2.389670655,mid
ENSG00000072818_ACAP1,2.38916208,mid
ENSG00000288018_AP003120.1,2.389077659,mid
ENSG00000273375_AC055764.2,2.387510439,mid
ENSG00000231170_AC002451.1,2.383977139,mid
ENSG00000099365_STX1B,2.383302416,mid
ENSG00000275709_AC090527.3,2.383157578,mid
ENSG00000271387_AL445228.2,2.383027772,mid
ENSG00000187486_KCNJ11,2.382989743,mid
ENSG00000280587_LINC01348,2.381853269,mid
ENSG00000248015_AC005329.1,2.3810953,mid
ENSG00000126759_CFP,2.380083449,mid
ENSG00000263429_TMEM238L,2.380083449,mid
ENSG00000163359_COL6A3,2.379378254,mid
ENSG00000263603_AC127024.2,2.378582766,mid
ENSG00000170390_DCLK2,2.37821212,mid
ENSG00000228812_LAMA5-AS1,2.378074192,mid
ENSG00000189045_ANKDD1B,2.37727938,mid
ENSG00000175202_HIGD2B,2.377213082,mid
ENSG00000271991_AC013400.1,2.377070254,mid
ENSG00000227507_LTB,2.376427858,mid
ENSG00000286529_AC090398.2,2.376409176,mid
ENSG00000261794_GOLGA8H,2.375655827,mid
ENSG00000232618_AL355304.1,2.375650309,mid
ENSG00000228444_AL137244.1,2.375583688,mid
ENSG00000246225_AC006299.1,2.37543007,mid
ENSG00000224940_PRRT4,2.373774973,mid
ENSG00000267682_AC016590.2,2.373707569,mid
ENSG00000109099_PMP22,2.373097362,mid
ENSG00000171916_LGALS9C,2.372961084,mid
ENSG00000250508_LINC02701,2.372462891,mid
ENSG00000224738_AC099850.1,2.372401335,mid
ENSG00000260160_AC011468.1,2.372163797,mid
ENSG00000271869_AC026979.2,2.371094626,mid
ENSG00000174827_PDZK1,2.370379523,mid
ENSG00000086730_LAT2,2.369749565,mid
ENSG00000273261_AC092953.2,2.368546391,mid
ENSG00000249307_LINC01088,2.366932086,mid
ENSG00000168124_OR1F1,2.366372703,mid
ENSG00000286136_AC107071.1,2.365279936,mid
ENSG00000148483_TMEM236,2.36446767,mid
ENSG00000205639_MFSD2B,2.36435548,mid
ENSG00000232807_AL137186.2,2.363978401,mid
ENSG00000173809_TDRD12,2.363773574,mid
ENSG00000233672_RNASEH2B-AS1,2.363773574,mid
ENSG00000279571_AL162426.1,2.363464638,mid
ENSG00000169896_ITGAM,2.362857592,mid
ENSG00000145700_ANKRD31,2.362163496,mid
ENSG00000279066_HEXD-IT1,2.362163496,mid
ENSG00000280273_AF131216.4,2.361954224,mid
ENSG00000231999_LRRC8C-DT,2.358270531,mid
ENSG00000254554_AC080023.1,2.358185546,mid
ENSG00000226237_GAS1RR,2.358185546,mid
ENSG00000186897_C1QL4,2.356775768,mid
ENSG00000273338_AC103591.3,2.356509606,mid
ENSG00000227456_LINC00310,2.354386389,mid
ENSG00000264812_AC132938.2,2.353912893,mid
ENSG00000228613_AC141930.1,2.353508881,mid
ENSG00000275902_AC139530.3,2.353508881,mid
ENSG00000287355_AL451123.2,2.353242183,mid
ENSG00000274737_AC004466.2,2.352588903,mid
ENSG00000265800_AC022211.3,2.352346115,mid
ENSG00000172014_ANKRD20A4,2.34894204,mid
ENSG00000197934_CYYR1-AS1,2.346519592,mid
ENSG00000256571_AC079866.2,2.346060888,mid
ENSG00000280734_LINC01232,2.341056538,mid
ENSG00000272172_AC138696.2,2.339974174,mid
ENSG00000113494_PRLR,2.337570576,mid
ENSG00000279968_GVQW2,2.336781767,mid
ENSG00000271871_AC005740.4,2.336625514,mid
ENSG00000266498_AC055811.3,2.335396887,mid
ENSG00000117643_MAN1C1,2.335375897,mid
ENSG00000109927_TECTA,2.335136718,mid
ENSG00000270006_AC010531.6,2.334783479,mid
ENSG00000231971_CT69,2.332374888,mid
ENSG00000165197_VEGFD,2.332374888,mid
ENSG00000262585_LINC01979,2.3302012,mid
ENSG00000235313_HM13-IT1,2.328465687,mid
ENSG00000239332_LINC01119,2.328050267,mid
ENSG00000105928_GSDME,2.328006983,mid
ENSG00000224020_MIR181A2HG,2.327577441,mid
ENSG00000122432_SPATA1,2.323926371,mid
ENSG00000273211_AC137630.4,2.323858874,mid
ENSG00000203808_BVES-AS1,2.323541589,mid
ENSG00000235027_AC068580.3,2.321902917,mid
ENSG00000272562_AL512343.2,2.321240724,mid
ENSG00000232034_AC092168.2,2.32080993,mid
ENSG00000250803_AC010255.3,2.319413526,mid
ENSG00000243232_PCDHAC2,2.319083837,mid
ENSG00000271784_AL031055.1,2.318708193,mid
ENSG00000103056_SMPD3,2.318700084,mid
ENSG00000274929_AL157813.1,2.318007885,mid
ENSG00000284657_AL031432.5,2.317182398,mid
ENSG00000226904_AL353608.2,2.315847901,mid
ENSG00000165511_C10orf25,2.315847901,mid
