baseline_mode,baseline_label,condition_label,comparison_id,window,baseline_rank,median,q25,q75,n_genes,time_h,dox,tam,cpt_level
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12491,53.0,-111.0,152.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12492,101.0,-111.0,193.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12493,102.0,-111.0,196.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12494,102.0,-151.0,196.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12495,102.0,-151.0,193.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12496,102.0,-151.0,179.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12497,105.0,-111.0,193.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12498,102.0,-151.0,179.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12499,26.0,-151.0,160.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12500,26.0,-151.0,160.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12501,26.0,-151.0,160.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12502,41.0,-111.0,160.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12503,41.0,-151.0,160.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12504,70.0,-82.0,179.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12505,70.0,-82.0,179.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12506,70.0,-82.0,179.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12507,70.0,-82.0,179.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12508,70.0,-82.0,193.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12509,70.0,-151.0,193.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12510,41.0,-285.0,193.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12511,41.0,-285.0,224.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12512,4.0,-304.0,224.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12513,-13.0,-336.0,224.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12514,41.0,-336.0,224.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12515,41.0,-304.0,224.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12516,41.0,-304.0,224.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12517,23.0,-304.0,224.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12518,23.0,-304.0,179.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12519,23.0,-304.0,179.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12520,4.0,-336.0,160.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12521,-20.0,-360.0,119.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12522,-77.0,-360.0,99.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12523,-77.0,-360.0,99.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12524,-20.0,-360.0,119.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12525,-20.0,-360.0,224.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12526,4.0,-304.0,224.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12527,-20.0,-304.0,224.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12528,4.0,-292.0,224.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12529,4.0,-292.0,224.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12530,4.0,-292.0,224.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12531,-20.0,-292.0,222.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12532,-20.0,-292.0,222.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12533,-20.0,-292.0,222.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12534,-20.0,-292.0,222.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12535,4.0,-284.0,222.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12536,4.0,-284.0,139.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12537,23.0,-95.0,222.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12538,23.0,-95.0,222.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12539,4.0,-241.0,222.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12540,4.0,-241.0,222.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12541,74.0,-241.0,222.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12542,74.0,-284.0,222.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12543,-14.0,-284.0,222.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12544,-14.0,-292.0,222.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12545,1.0,-284.0,222.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12546,74.0,-241.0,222.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12547,78.0,-95.0,222.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12548,94.0,-61.0,239.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12549,94.0,-61.0,239.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12550,94.0,-61.0,222.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12551,78.0,-95.0,193.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12552,88.0,-95.0,193.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12553,88.0,-224.0,193.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12554,78.0,-224.0,159.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12555,78.0,-100.0,159.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12556,88.0,-100.0,162.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12557,88.0,-100.0,162.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12558,78.0,-222.0,159.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12559,78.0,-222.0,159.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12560,78.0,-222.0,159.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12561,78.0,-222.0,162.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12562,1.0,-222.0,159.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12563,78.0,-155.0,162.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12564,78.0,-100.0,162.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12565,1.0,-155.0,162.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12566,1.0,-155.0,165.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12567,78.0,-100.0,193.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12568,78.0,-100.0,193.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12569,78.0,-100.0,193.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12570,88.0,-100.0,239.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12571,132.0,-100.0,239.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12572,88.0,-155.0,239.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12573,69.0,-155.0,193.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12574,69.0,-155.0,193.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12575,69.0,-155.0,165.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12576,69.0,-155.0,165.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12577,69.0,-155.0,215.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12578,104.0,-135.0,215.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12579,132.0,-135.0,244.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12580,132.0,-155.0,244.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12581,104.0,-155.0,244.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12582,69.0,-207.0,215.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12583,104.0,-155.0,244.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12584,104.0,-155.0,244.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12585,69.0,-155.0,244.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12586,-17.0,-183.0,215.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12587,-17.0,-183.0,215.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12588,-39.0,-207.0,215.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12589,-17.0,-207.0,244.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12590,-17.0,-207.0,244.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12591,-17.0,-207.0,215.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12592,-39.0,-270.0,214.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12593,-43.0,-270.0,214.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12594,-43.0,-237.0,214.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12595,-43.0,-237.0,214.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12596,-58.0,-270.0,214.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12597,-58.0,-270.0,214.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12598,-43.0,-270.0,214.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12599,-58.0,-276.0,140.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12600,-153.0,-286.0,140.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12601,-58.0,-276.0,140.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12602,-58.0,-276.0,72.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12603,-153.0,-286.0,48.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12604,-183.0,-290.0,26.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12605,-153.0,-286.0,48.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12606,-153.0,-286.0,48.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12607,-153.0,-290.0,48.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12608,-183.0,-423.0,26.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12609,-191.0,-423.0,26.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12610,-191.0,-423.0,48.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12611,-237.0,-423.0,48.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12612,-237.0,-423.0,72.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12613,-191.0,-423.0,72.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12614,-191.0,-423.0,72.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12615,-185.0,-290.0,80.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12616,-185.0,-290.0,72.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12617,-171.0,-290.0,72.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12618,-171.0,-290.0,72.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12619,-171.0,-423.0,72.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12620,-171.0,-423.0,69.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12621,-87.0,-423.0,72.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12622,-72.0,-290.0,80.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12623,-72.0,-290.0,80.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12624,-53.0,-286.0,100.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12625,-53.0,-286.0,100.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12626,-53.0,-286.0,100.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12627,-72.0,-290.0,100.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12628,-53.0,-286.0,107.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12629,10.0,-191.0,107.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12630,10.0,-191.0,107.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12631,12.0,-191.0,118.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12632,69.0,-185.0,118.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12633,69.0,-171.0,118.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12634,80.0,-87.0,216.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12635,69.0,-158.0,216.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12636,80.0,-87.0,224.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12637,69.0,-158.0,224.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12638,69.0,-158.0,224.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12639,21.0,-171.0,224.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12640,12.0,-171.0,216.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12641,21.0,-171.0,216.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12642,21.0,-158.0,216.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12643,69.0,-158.0,224.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12644,69.0,-158.0,224.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12645,21.0,-158.0,224.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12646,12.0,-217.0,216.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12647,12.0,-217.0,224.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12648,12.0,-295.0,224.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12649,-56.0,-295.0,224.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12650,-25.0,-217.0,224.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12651,-25.0,-217.0,276.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12652,12.0,-206.0,276.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12653,12.0,-206.0,248.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12654,21.0,-206.0,276.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12655,21.0,-206.0,276.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12656,-25.0,-206.0,248.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12657,-25.0,-206.0,274.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12658,-25.0,-206.0,274.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12659,-25.0,-206.0,248.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12660,-25.0,-217.0,248.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12661,-25.0,-217.0,248.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12662,-25.0,-455.0,248.0,17430,24,None_Dox,MYC,None_CPT
matched,24 h Ctrl,24 h Tam,matched::24 h Ctrl__vs__24 h Tam,25,12663,35.0,-206.0,248.0,17430,24,None_Dox,MYC,None_CPT
