baseline_mode,baseline_label,condition_label,comparison_id,window,baseline_rank,median,q25,q75,n_genes,time_h,dox,tam,cpt_level
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13036,-198.0,-341.0,142.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13037,-198.0,-341.0,142.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13038,-198.0,-341.0,142.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13039,-198.0,-341.0,196.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13040,-198.0,-341.0,255.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13041,-162.0,-341.0,418.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13042,-162.0,-341.0,418.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13043,-162.0,-341.0,259.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13044,-162.0,-341.0,259.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13045,-103.0,-320.0,259.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13046,-103.0,-320.0,259.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13047,-103.0,-320.0,259.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13048,-24.0,-320.0,381.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13049,-24.0,-320.0,381.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13050,-24.0,-320.0,381.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13051,-24.0,-239.0,381.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13052,-24.0,-239.0,381.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13053,26.0,-239.0,381.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13054,44.0,-191.0,381.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13055,44.0,-166.0,381.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13056,44.0,-166.0,381.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13057,143.0,-126.0,381.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13058,44.0,-166.0,259.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13059,26.0,-191.0,259.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13060,-16.0,-258.0,259.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13061,26.0,-191.0,381.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13062,26.0,-191.0,381.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13063,26.0,-191.0,381.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13064,-16.0,-258.0,381.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13065,-16.0,-258.0,259.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13066,-100.0,-312.0,238.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13067,-16.0,-258.0,251.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13068,-100.0,-311.0,238.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13069,-100.0,-311.0,238.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13070,-16.0,-311.0,238.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13071,-16.0,-311.0,179.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13072,-16.0,-311.0,179.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13073,-100.0,-312.0,163.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13074,-16.0,-312.0,163.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13075,-5.0,-311.0,163.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13076,-5.0,-312.0,163.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13077,-5.0,-311.0,163.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13078,-5.0,-311.0,163.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13079,-5.0,-311.0,163.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13080,-5.0,-311.0,179.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13081,9.0,-311.0,251.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13082,-5.0,-312.0,251.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13083,-5.0,-311.0,251.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13084,-5.0,-258.0,251.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13085,-5.0,-249.0,251.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13086,-5.0,-249.0,251.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13087,-5.0,-258.0,179.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13088,-98.0,-258.0,163.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13089,-5.0,-249.0,179.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13090,-98.0,-258.0,179.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13091,-98.0,-258.0,179.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13092,-98.0,-258.0,179.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13093,-5.0,-249.0,215.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13094,-5.0,-258.0,215.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13095,-98.0,-393.0,215.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13096,-98.0,-393.0,311.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13097,-98.0,-393.0,317.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13098,-98.0,-393.0,317.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13099,-98.0,-393.0,372.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13100,-98.0,-393.0,460.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13101,-98.0,-338.0,460.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13102,-98.0,-338.0,460.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13103,-109.0,-459.0,372.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13104,-109.0,-459.0,372.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13105,-208.0,-459.0,317.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13106,-208.0,-459.0,311.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13107,-109.0,-455.0,317.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13108,-98.0,-455.0,460.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13109,-47.0,-455.0,460.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13110,-47.0,-455.0,460.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13111,-59.0,-455.0,403.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13112,-47.0,-455.0,403.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13113,-32.0,-455.0,403.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13114,-47.0,-459.0,403.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13115,-47.0,-455.0,403.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13116,-47.0,-338.0,403.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13117,-47.0,-338.0,403.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13118,-47.0,-338.0,403.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13119,-32.0,-251.0,403.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13120,-32.0,-251.0,403.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13121,-32.0,-251.0,318.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13122,-47.0,-310.0,318.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13123,-32.0,-251.0,403.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13124,-47.0,-251.0,318.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13125,-59.0,-310.0,301.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13126,-59.0,-251.0,301.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13127,-120.0,-310.0,301.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13128,-120.0,-310.0,301.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13129,-90.0,-310.0,301.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13130,-90.0,-310.0,301.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13131,-90.0,-310.0,301.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13132,-120.0,-531.0,239.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13133,-183.0,-531.0,93.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13134,-183.0,-531.0,-9.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13135,-136.0,-531.0,93.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13136,-183.0,-531.0,93.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13137,-183.0,-531.0,239.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13138,-183.0,-531.0,301.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13139,-136.0,-330.0,301.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13140,-120.0,-330.0,301.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13141,-90.0,-330.0,301.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13142,-120.0,-531.0,301.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13143,-136.0,-531.0,239.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13144,-240.0,-531.0,77.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13145,-136.0,-460.0,239.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13146,-136.0,-460.0,135.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13147,-136.0,-504.0,135.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13148,-240.0,-504.0,77.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13149,-245.0,-531.0,77.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13150,-245.0,-531.0,77.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13151,-245.0,-531.0,112.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13152,-136.0,-504.0,135.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13153,-136.0,-504.0,135.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13154,-245.0,-504.0,135.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13155,-245.0,-504.0,135.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13156,-283.0,-504.0,112.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13157,-245.0,-460.0,135.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13158,-136.0,-460.0,135.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13159,31.0,-460.0,135.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13160,17.0,-460.0,112.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13161,17.0,-460.0,112.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13162,17.0,-460.0,112.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13163,17.0,-460.0,112.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13164,-158.0,-460.0,112.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13165,-158.0,-460.0,135.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13166,-283.0,-504.0,135.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13167,-158.0,-460.0,194.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13168,-158.0,-504.0,194.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13169,17.0,-504.0,289.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13170,17.0,-504.0,231.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13171,17.0,-504.0,231.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13172,17.0,-553.0,231.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13173,17.0,-553.0,231.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13174,63.0,-531.0,289.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13175,99.0,-414.0,289.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13176,99.0,-414.0,289.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13177,99.0,-414.0,436.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13178,125.0,-316.0,436.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13179,131.0,-316.0,436.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13180,131.0,-316.0,436.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13181,131.0,-316.0,436.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13182,131.0,-316.0,425.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13183,131.0,-316.0,425.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13184,131.0,-316.0,425.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13185,133.0,-316.0,425.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13186,133.0,-413.0,425.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13187,131.0,-462.0,412.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13188,125.0,-462.0,322.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13189,125.0,-462.0,322.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13190,-15.0,-462.0,322.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13191,99.0,-413.0,322.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13192,99.0,-413.0,322.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13193,99.0,-413.0,322.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13194,-15.0,-413.0,246.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13195,-15.0,-413.0,246.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13196,-15.0,-413.0,246.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13197,-15.0,-413.0,246.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13198,64.0,-298.0,308.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13199,-15.0,-413.0,246.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13200,-81.0,-445.0,246.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13201,-81.0,-445.0,308.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13202,-91.0,-462.0,133.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13203,-93.0,-462.0,122.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13204,-285.0,-500.0,99.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13205,-93.0,-500.0,122.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13206,-91.0,-462.0,133.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13207,-91.0,-462.0,221.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13208,-91.0,-462.0,308.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13209,-91.0,-462.0,308.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13210,-91.0,-462.0,308.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13211,-71.0,-450.0,308.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13212,53.0,-445.0,308.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13213,64.0,-445.0,367.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13214,72.0,-445.0,367.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13215,72.0,-450.0,367.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13216,64.0,-500.0,367.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13217,64.0,-500.0,367.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13218,72.0,-450.0,441.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13219,72.0,-500.0,441.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13220,64.0,-599.0,441.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13221,53.0,-599.0,441.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13222,53.0,-564.0,441.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13223,-45.0,-583.0,441.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13224,53.0,-583.0,451.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13225,53.0,-583.0,451.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13226,-45.0,-583.0,441.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13227,-45.0,-564.0,441.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13228,53.0,-564.0,441.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13229,72.0,-368.0,451.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13230,53.0,-564.0,441.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13231,53.0,-564.0,451.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13232,53.0,-564.0,441.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13233,-45.0,-564.0,367.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13234,-71.0,-564.0,367.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13235,-71.0,-564.0,367.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13236,-77.0,-583.0,367.0,17430,24,Dox,MYC,None_CPT
matched,24 h D,24 h DT,matched::24 h D__vs__24 h DT,25,13237,-77.0,-583.0,441.0,17430,24,Dox,MYC,None_CPT
