gene_id,x_comparison_id,x_baseline_mode,x_baseline_label,x_condition_label,x_baseline_rank,x_condition_rank,x_rank_shift,x_band,y_comparison_id,y_baseline_mode,y_baseline_label,y_condition_label,y_baseline_rank,y_condition_rank,y_rank_shift,y_band,x_axis_label,y_axis_label
ENSG00000180263_FGD6,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5155,4982,173,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4774,5097,-323,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000147533_GOLGA7,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5156,5376,-220,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5661,6956,-1295,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000153029_MR1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5157,6063,-906,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,7145,7784,-639,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000165392_WRN,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5158,5056,102,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4811,4677,134,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000113739_STC2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5159,4753,406,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5199,4592,607,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000104756_KCTD9,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5160,4585,575,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4418,5234,-816,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000149503_INCENP,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5161,3245,1916,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,2730,2614,116,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000114491_UMPS,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5162,4851,311,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5110,4879,231,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000176715_ACSF3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5163,5716,-553,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5563,4629,934,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000129473_BCL2L2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5164,5231,-67,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4986,5476,-490,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000166483_WEE1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5165,3972,1193,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,3236,3517,-281,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000135250_SRPK2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5166,4990,176,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4911,5501,-590,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000116685_KIAA2013,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5167,5284,-117,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4968,4876,92,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000151576_QTRT2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5168,5302,-134,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5265,5719,-454,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000083099_LYRM2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5169,5708,-539,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5878,6531,-653,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000265354_TIMM23,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5170,4721,449,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5414,5768,-354,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000075240_GRAMD4,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5171,5299,-128,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5186,4633,553,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000117593_DARS2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5172,4263,909,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4137,4860,-723,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000138778_CENPE,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5173,2364,2809,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,1796,1804,-8,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000102178_UBL4A,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5174,4601,573,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5180,5454,-274,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000151135_TMEM263,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5175,6154,-979,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,6724,8525,-1801,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000047578_KIAA0556,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5176,5510,-334,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5016,3169,1847,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000173456_RNF26,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5177,3797,1380,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,3733,4049,-316,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000126756_UXT,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5178,5217,-39,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5955,6872,-917,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000125447_GGA3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5179,5557,-378,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4330,2723,1607,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000166851_PLK1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5180,2317,2863,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,1781,2149,-368,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000176731_RBIS,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5181,5697,-516,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,6390,7790,-1400,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000085871_MGST2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5182,5354,-172,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5657,6683,-1026,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000008853_RHOBTB2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5183,5624,-441,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5302,4250,1052,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000125870_SNRPB2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5184,5092,92,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5394,6585,-1191,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000105379_ETFB,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5185,4823,362,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5238,5535,-297,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000116750_UCHL5,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5186,4503,683,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4837,5676,-839,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000007392_LUC7L,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5187,5397,-210,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4966,3032,1934,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000154134_ROBO3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5188,5525,-337,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4553,2386,2167,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000012061_ERCC1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5189,6125,-936,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,6216,5626,590,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000185324_CDK10,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5190,5596,-406,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4611,2393,2218,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000148308_GTF3C5,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5191,4724,467,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4634,4514,120,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000163755_HPS3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5192,4681,511,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5197,5351,-154,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000136379_ABHD17C,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5193,5084,109,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5484,6310,-826,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000136868_SLC31A1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5194,5252,-58,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5861,6794,-933,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000107819_SFXN3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5195,4397,798,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4836,4317,519,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000120727_PAIP2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5196,4455,741,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5121,5903,-782,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000169410_PTPN9,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5197,5214,-17,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4994,5268,-274,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000109814_UGDH,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5198,5166,32,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5779,7017,-1238,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000122390_NAA60,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5199,5548,-349,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5455,5029,426,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000144597_EAF1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5200,4914,286,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5449,6008,-559,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000150712_MTMR12,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5201,5144,57,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5745,6051,-306,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000172943_PHF8,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5202,5377,-175,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5060,4374,686,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000129245_FXR2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5203,4830,373,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5185,4546,639,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000090061_CCNK,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5204,4808,396,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5123,5242,-119,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000141030_COPS3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5205,4471,734,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5129,5436,-307,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000010803_SCMH1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5206,5360,-154,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5159,5004,155,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000111269_CREBL2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5207,5465,-258,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5765,7438,-1673,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000107960_STN1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5208,5150,58,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5654,5825,-171,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000095002_MSH2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5209,5079,130,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4873,5222,-349,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000101138_CSTF1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5210,5152,58,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5518,5951,-433,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000179958_DCTPP1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5211,5468,-257,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5748,6586,-838,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000188191_PRKAR1B,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5212,5243,-31,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5257,4842,415,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000181722_ZBTB20,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5213,6134,-921,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5643,7172,-1529,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000128274_A4GALT,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5214,5338,-124,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4338,3926,412,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000167964_RAB26,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5215,7345,-2130,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,7752,6092,1660,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000157796_WDR19,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5216,5236,-20,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4476,3830,646,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000112640_PPP2R5D,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5217,4126,1091,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,3964,4410,-446,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000102805_CLN5,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5218,5742,-524,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,6199,7082,-883,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000198478_SH3BGRL2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5219,5975,-756,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,6502,8467,-1965,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000138073_PREB,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5220,5712,-492,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5859,5389,470,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000232388_SMIM26,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5221,5318,-97,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,6036,7166,-1130,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000135164_DMTF1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5222,5581,-359,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4616,3106,1510,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000139428_MMAB,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5223,4875,348,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5764,5869,-105,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000177034_MTX3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5224,5065,159,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5562,6772,-1210,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000178234_GALNT11,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5225,5213,12,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5919,5677,242,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000172262_ZNF131,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5226,5163,63,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4969,5011,-42,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000148019_CEP78,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5227,4300,927,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4199,4524,-325,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000132359_RAP1GAP2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5228,6048,-820,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4980,4944,36,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000130764_LRRC47,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5229,5311,-82,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5547,5682,-135,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000196912_ANKRD36B,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5230,5727,-497,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4381,2123,2258,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000178826_TMEM139,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5231,6162,-931,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5892,5931,-39,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
