gene_id,x_comparison_id,x_baseline_mode,x_baseline_label,x_condition_label,x_baseline_rank,x_condition_rank,x_rank_shift,x_band,y_comparison_id,y_baseline_mode,y_baseline_label,y_condition_label,y_baseline_rank,y_condition_rank,y_rank_shift,y_band,x_axis_label,y_axis_label
ENSG00000060982_BCAT1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14894,14735,159,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,17238,16793,445,tail,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000061455_PRDM6,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14895,14792,103,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14544,14780,-236,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000121577_POPDC2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14896,16595,-1699,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,15072,15221,-149,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000171786_NHLH1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14897,15567,-670,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14732,15954,-1222,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000183128_CALHM3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14898,14740,158,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14640,15914,-1274,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000225269_LINC00705,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14899,14032,867,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,13514,14003,-489,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000247363_AC090061.1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14900,16541,-1641,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,16469,16623,-154,tail,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000271797_AC008494.3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14901,14486,415,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,15448,16136,-688,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000277440_AC012676.4,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14902,15129,-227,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14435,13918,517,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000076716_GPC4,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14903,17089,-2186,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,16363,17102,-739,tail,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000113209_PCDHB5,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14904,15429,-525,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,16360,15419,941,tail,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000139055_ERP27,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14905,14737,168,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,15436,15462,-26,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000176533_GNG7,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14906,15487,-581,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,15946,16612,-666,tail,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000183423_LRIT3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14907,14348,559,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,13649,13629,20,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000248050_AC079061.1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14908,14700,208,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14694,15251,-557,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000276814_AC004801.6,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14909,15615,-706,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,15463,15277,186,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000288093_AL592295.5,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14910,14382,528,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,13653,14252,-599,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000188269_OR7A5,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14911,13672,1239,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,13382,14836,-1454,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000139187_KLRG1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14912,13746,1166,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14067,14697,-630,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000161298_ZNF382,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14913,14738,175,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,15610,15209,401,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000237978_KCNMB2-AS1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14914,15193,-279,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14380,13939,441,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000277130_AC073569.3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14915,14206,709,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14456,16780,-2324,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000286808_AC092338.3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14916,13947,969,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14350,14420,-70,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000170298_LGALS9B,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14917,16875,-1958,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,15932,16308,-376,tail,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000204962_PCDHA8,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14918,16009,-1091,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,16111,14870,1241,tail,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000250765_AC138035.2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14919,14650,269,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14617,13835,782,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000229544_NKX1-2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14920,14481,439,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,15350,15341,9,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000274370_AC130371.2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14921,15848,-927,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14850,15514,-664,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000099256_PRTFDC1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14922,14007,915,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14218,14402,-184,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000109743_BST1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14923,15081,-158,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,15577,15193,384,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000196972_SMIM10L2B,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14924,15809,-885,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,15438,17020,-1582,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000229539_AL353194.1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14925,15627,-702,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,15281,14636,645,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000244265_SIAH2-AS1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14926,14344,582,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14381,15120,-739,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000256812_CAPNS2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14927,16113,-1186,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,15837,15253,584,tail,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000262172_AC116025.2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14928,14824,104,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,13941,13990,-49,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000264608_AC005726.3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14929,15524,-595,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14969,14965,4,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000269997_AC068790.3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14930,14297,633,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,13621,13642,-21,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000273343_AC007663.4,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14931,14776,155,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14538,14517,21,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000278075_AC114341.1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14932,15559,-627,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,13983,13608,375,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000091844_RGS17,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14933,15948,-1015,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,15291,16374,-1083,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000101230_ISM1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14934,14772,162,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,15687,15192,495,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000103355_PRSS33,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14935,15905,-970,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,17146,16840,306,tail,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000169282_KCNAB1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14936,16311,-1375,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,15822,17093,-1271,tail,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000170558_CDH2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14937,13902,1035,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,13886,14392,-506,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000179133_C10orf67,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14938,14755,183,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,15143,16247,-1104,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000205923_CEMP1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14939,14956,-17,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,15562,14816,746,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000206073_SERPINB4,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14940,14349,591,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,17163,17055,108,tail,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000230368_FAM41C,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14941,14441,500,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14948,14170,778,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000259209_AC004943.1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14942,14880,62,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,15597,14432,1165,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000260468_LINC01290,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14943,14701,242,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14472,13705,767,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000261737_AL049597.2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14944,14536,408,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14137,14180,-43,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000263603_AC127024.2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14945,14154,791,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,13686,12980,706,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000270084_GAS5-AS1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14946,14104,842,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14832,15970,-1138,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000272168_CASC15,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14947,15422,-475,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,15570,14949,621,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000277728_AC097641.2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14948,14765,183,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14910,13962,948,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000287601_BX323046.2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14949,14871,78,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14741,14906,-165,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000122877_EGR2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14950,15507,-557,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,15256,15109,147,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000175003_SLC22A1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14951,15622,-671,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14499,14438,61,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000198542_ITGBL1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14952,16163,-1211,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14167,13911,256,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000213760_ATP6V1G2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14953,15465,-512,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14641,14993,-352,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000239474_KLHL41,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14954,15120,-166,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14442,15316,-874,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000243224_AC006252.1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14955,15215,-260,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14792,14917,-125,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000262413_AC145207.2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14956,15229,-273,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,15406,15055,351,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000268069_AC004466.1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14957,14472,485,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14933,14852,81,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000274315_AC009318.3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14958,14288,670,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14631,15936,-1305,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000187627_RGPD1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14959,15708,-749,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,15521,15695,-174,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000272489_AL132656.3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14960,15879,-919,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14543,14401,142,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000179930_ZNF648,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14961,15433,-472,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,16061,16613,-552,tail,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000103196_CRISPLD2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14962,15427,-465,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14714,15457,-743,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000120051_CFAP58,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14963,14751,212,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14266,14193,73,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000128655_PDE11A,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14964,14330,634,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14890,15906,-1016,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000137098_SPAG8,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14965,15587,-622,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,14952,14376,576,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000164047_CAMP,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14966,14688,278,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,16182,17344,-1162,tail,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000166743_ACSM1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14967,15855,-888,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,15426,15703,-277,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000188629_ZNF177,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14968,15689,-721,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,15454,14477,977,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000227591_HSD11B1-AS1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14969,14902,67,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,16438,16917,-479,tail,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000232316_LINC02518,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14970,15015,-45,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,15300,15551,-251,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000236305_SLC12A9-AS1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,14971,15493,-522,other,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,16526,17178,-652,tail,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
