type,band,a,b,c,d,odds_ratio,conf_low,conf_high,p_value,y
EBOX,head,9,7,10,21,2.7,0.779721726486734,9.34948937853411,0.130796944303902,2.7
EBOX,mid,621,529,501,986,2.31033585003905,1.97237924911148,2.70619950112545,1.53525250598027e-25,2.31033585003905
EBOX,tail,293,409,146,277,1.35916200555984,1.05812546470358,1.74584339851886,0.0165986431832275,1.35916200555984
TETO,head,5,11,10,21,0.954545454545455,0.260680287271513,3.49530466737735,1,0.954545454545455
TETO,mid,261,889,358,1129,0.925869252376972,0.771701114303064,1.11083663948221,0.430990244071983,0.925869252376972
TETO,tail,159,543,105,318,0.886819258089976,0.668455683913921,1.17651538530493,0.424634388806131,0.886819258089976
