type,band,a,b,c,d,odds_ratio,conf_low,conf_high,y
EBOX,head,837,905,6768,8917,1.21852738920889,1.10349399162315,1.34555240855294,1.21852738920889
EBOX,mid,6096,7846,1509,1976,1.01740614178807,0.943988076342545,1.09653425004965,1.01740614178807
EBOX,tail,672,1071,6933,8751,0.791983777500615,0.715562044812466,0.876567319873052,0.791983777500615
TETO,head,355,1387,3426,12259,0.915839938112681,0.810184354808051,1.03527399321474,0.915839938112681
TETO,mid,3031,10911,750,2735,1.01301866617786,0.925591772039478,1.10870347924939,1.01301866617786
TETO,tail,395,1348,3386,12298,1.06427715098477,0.945425515197033,1.19806990175444,1.06427715098477
