timepoint	condition	x	density
4h	Ctrl	5.419354838709678	0.05080509816485533
4h	Ctrl	5.440860215053764	0.050628442835477204
4h	Ctrl	5.46236559139785	0.050462951697111416
4h	Ctrl	5.483870967741936	0.05031091174269441
4h	Ctrl	5.505376344086022	0.05017532089196205
4h	Ctrl	5.526881720430108	0.050058423855096616
4h	Ctrl	5.548387096774194	0.049962302091867694
4h	Ctrl	5.56989247311828	0.04988841463121388
4h	Ctrl	5.591397849462366	0.049837389158309084
4h	Ctrl	5.612903225806452	0.04981076494518569
4h	Ctrl	5.634408602150538	0.04980840198057839
4h	Ctrl	5.655913978494624	0.049830045686270384
4h	Ctrl	5.67741935483871	0.049874709375246414
4h	Ctrl	5.698924731182796	0.04994189541149942
4h	Ctrl	5.720430107526882	0.05003004729587342
4h	Ctrl	5.741935483870968	0.05013723273722033
4h	Ctrl	5.763440860215054	0.0502609147734202
4h	Ctrl	5.78494623655914	0.05039918364473177
4h	Ctrl	5.806451612903226	0.050549468314738666
4h	Ctrl	5.827956989247312	0.05070951870963179
4h	Ctrl	5.849462365591398	0.050876041094869685
4h	Ctrl	5.870967741935484	0.05104657726502276
4h	Ctrl	5.89247311827957	0.05121880036806488
4h	Ctrl	5.913978494623656	0.05139026041445038
4h	Ctrl	5.935483870967742	0.05155841176290901
4h	Ctrl	5.956989247311828	0.05172113176302628
4h	Ctrl	5.978494623655915	0.05187652877315117
4h	Ctrl	6.000000000000001	0.0520229273685809
4h	Ctrl	6.021505376344087	0.05215915074444504
4h	Ctrl	6.043010752688173	0.05228385549844631
4h	Ctrl	6.064516129032259	0.05239610145177022
4h	Ctrl	6.086021505376345	0.05249505822763159
4h	Ctrl	6.107526881720431	0.052580086581814844
4h	Ctrl	6.129032258064517	0.05265043656361551
4h	Ctrl	6.150537634408603	0.05270665237203938
4h	Ctrl	6.172043010752689	0.05274871581886117
4h	Ctrl	6.193548387096775	0.052776409527627625
4h	Ctrl	6.215053763440861	0.05279039827696664
4h	Ctrl	6.236559139784947	0.05279093330672472
4h	Ctrl	6.258064516129033	0.052779019533025585
4h	Ctrl	6.279569892473119	0.052755403148188856
4h	Ctrl	6.301075268817205	0.05272123944463367
