timepoint	condition	x	density
4h	DT	12.623655913978496	0.034069543407177556
4h	DT	12.645161290322582	0.0332977883486244
4h	DT	12.666666666666668	0.03255392201114897
4h	DT	12.688172043010754	0.03183810079039322
4h	DT	12.70967741935484	0.031150068523180804
4h	DT	12.731182795698926	0.030488965959467523
4h	DT	12.752688172043012	0.02985363154498825
4h	DT	12.774193548387098	0.029243435155808146
4h	DT	12.795698924731184	0.0286563699235997
4h	DT	12.81720430107527	0.02809171862360785
4h	DT	12.838709677419356	0.02754733992569947
4h	DT	12.860215053763442	0.027021425824295297
4h	DT	12.881720430107528	0.026512401852106786
4h	DT	12.903225806451614	0.026018819727754695
4h	DT	12.9247311827957	0.02553867054066986
4h	DT	12.946236559139786	0.02507038205957214
4h	DT	12.967741935483872	0.02461233400769126
4h	DT	12.989247311827958	0.024163166827063445
4h	DT	13.010752688172044	0.023721707229709323
4h	DT	13.03225806451613	0.023286751737143986
4h	DT	13.053763440860216	0.022857726475642975
4h	DT	13.075268817204302	0.02243298407321505
4h	DT	13.096774193548388	0.022012525427185226
4h	DT	13.118279569892474	0.02159591773652259
4h	DT	13.13978494623656	0.021182507813937358
4h	DT	13.161290322580646	0.020772292264936744
4h	DT	13.182795698924732	0.02036492918025104
4h	DT	13.204301075268818	0.019960886340039983
4h	DT	13.225806451612904	0.01956027419308902
4h	DT	13.24731182795699	0.019163436730319516
4h	DT	13.268817204301076	0.018770716076121987
4h	DT	13.290322580645162	0.018382218226797392
4h	DT	13.311827956989248	0.017998882503560132
4h	DT	13.333333333333334	0.01762056674177577
4h	DT	13.35483870967742	0.01724807233250501
4h	DT	13.376344086021506	0.01688189408140223
4h	DT	13.397849462365592	0.016522044679955824
4h	DT	13.419354838709678	0.01616927994756853
4h	DT	13.440860215053764	0.015823800051231254
4h	DT	13.46236559139785	0.015485841987516949
4h	DT	13.483870967741936	0.015156004198395934
4h	DT	13.505376344086022	0.01483409376425351
4h	DT	13.526881720430108	0.014520450379734182
4h	DT	13.548387096774194	0.0142147840654872
4h	DT	13.56989247311828	0.013917597480672754
4h	DT	13.591397849462366	0.013628791275686572
4h	DT	13.612903225806452	0.013348008855221562
4h	DT	13.634408602150538	0.013075630035853464
4h	DT	13.655913978494624	0.012811192039456602
4h	DT	13.67741935483871	0.012554555603886434
4h	DT	13.698924731182796	0.01230561412876877
4h	DT	13.720430107526882	0.012064414507141854
4h	DT	13.741935483870968	0.011830464911582508
4h	DT	13.763440860215056	0.011603309048150356
4h	DT	13.784946236559142	0.01138246079232127
4h	DT	13.806451612903228	0.011167873296394128
4h	DT	13.827956989247314	0.010958766943337602
4h	DT	13.8494623655914	0.010755118533076691
4h	DT	13.870967741935486	0.010556232342113373
4h	DT	13.892473118279572	0.010361870800635728
4h	DT	13.913978494623658	0.010171721994355766
4h	DT	13.935483870967744	0.009985341453057415
4h	DT	13.95698924731183	0.009802337963697824
4h	DT	13.978494623655916	0.00962265598711571
4h	DT	14.000000000000002	0.009446077223746125
4h	DT	14.021505376344088	0.009272755693391303
4h	DT	14.043010752688174	0.00910241927337379
4h	DT	14.06451612903226	0.008934871616990745
4h	DT	14.086021505376346	0.00877071092142765
4h	DT	14.107526881720432	0.008609808346656376
4h	DT	14.129032258064518	0.00845241984692567
4h	DT	14.150537634408604	0.008298643461598905
4h	DT	14.17204301075269	0.008148522333432063
4h	DT	14.193548387096776	0.008002234542073976
4h	DT	14.215053763440862	0.007859838449368769
4h	DT	14.236559139784948	0.0077212401056864916
4h	DT	14.258064516129034	0.007586168461878091
4h	DT	14.27956989247312	0.007454803957097914
4h	DT	14.301075268817206	0.007326650703014144
4h	DT	14.322580645161292	0.007201461117486408
4h	DT	14.344086021505378	0.007078676132859013
4h	DT	14.365591397849464	0.0069580193671555275
4h	DT	14.38709677419355	0.006839108687402124
4h	DT	14.408602150537636	0.006721322623811797
4h	DT	14.430107526881722	0.006604342048226902
4h	DT	14.451612903225808	0.006487727422018964
4h	DT	14.473118279569894	0.006371000555570898
4h	DT	14.49462365591398	0.006253932045101377
4h	DT	14.516129032258066	0.006136491049313002
4h	DT	14.537634408602152	0.006018358784784783
4h	DT	14.559139784946238	0.005899429180705536
4h	DT	14.580645161290324	0.005779822554600774
4h	DT	14.60215053763441	0.005659667809526351
4h	DT	14.623655913978496	0.005539045947223156
4h	DT	14.645161290322582	0.005418303274848821
4h	DT	14.666666666666668	0.00529756616964606
4h	DT	14.688172043010754	0.005177265913048452
4h	DT	14.70967741935484	0.005057819507169492
4h	DT	14.731182795698926	0.004939457502531361
4h	DT	14.752688172043012	0.004822561162956078
4h	DT	14.774193548387098	0.004707481480710585
4h	DT	14.795698924731184	0.004594619492069383
4h	DT	14.81720430107527	0.004483898367588842
4h	DT	14.838709677419356	0.0043758080771797775
4h	DT	14.860215053763442	0.0042703998527101215
4h	DT	14.881720430107528	0.0041676750162993005
4h	DT	14.903225806451614	0.004067921572439064
4h	DT	14.9247311827957	0.003970827219103985
4h	DT	14.946236559139786	0.0038765705660185152
4h	DT	14.967741935483872	0.0037850909788618684
4h	DT	14.989247311827958	0.003696164700291942
4h	DT	15.010752688172044	0.0036095907701398215
4h	DT	15.03225806451613	0.003525350699170028
4h	DT	15.053763440860216	0.003443171413278054
4h	DT	15.075268817204302	0.0033628422792181976
4h	DT	15.096774193548388	0.003284244685481179
4h	DT	15.118279569892474	0.003207309765866469
4h	DT	15.13978494623656	0.003132031390298552
4h	DT	15.161290322580646	0.00305827385007619
4h	DT	15.182795698924732	0.0029859903755985857
4h	DT	15.204301075268818	0.002915136831226115
4h	DT	15.225806451612904	0.0028457729000340966
4h	DT	15.24731182795699	0.0027779703816252785
4h	DT	15.268817204301076	0.002711997836092585
4h	DT	15.290322580645162	0.0026478409651591304
4h	DT	15.311827956989248	0.002585625662806279
4h	DT	15.333333333333334	0.0025256627767276563
4h	DT	15.35483870967742	0.002468004095357379
4h	DT	15.376344086021506	0.0024126384535669556
4h	DT	15.397849462365592	0.0023598158881870408
4h	DT	15.419354838709678	0.0023095363652476824
4h	DT	15.440860215053764	0.0022618828393626707
4h	DT	15.46236559139785	0.002216713066911796
4h	DT	15.483870967741936	0.0021739177165408137
4h	DT	15.505376344086022	0.0021333711362512223
4h	DT	15.526881720430108	0.002094846977737897
4h	DT	15.548387096774194	0.002058413482985027
4h	DT	15.56989247311828	0.002023520395034094
4h	DT	15.591397849462366	0.0019899037554447514
4h	DT	15.612903225806454	0.0019574037870343374
4h	DT	15.63440860215054	0.0019256304150094457
4h	DT	15.655913978494626	0.0018943232722319079
4h	DT	15.677419354838712	0.001863265746978256
4h	DT	15.698924731182798	0.0018321230307140248
4h	DT	15.720430107526884	0.001800596119013461
4h	DT	15.74193548387097	0.0017687644421561309
4h	DT	15.763440860215056	0.0017364443079283943
4h	DT	15.784946236559142	0.001703523641433704
4h	DT	15.806451612903228	0.0016699464282046229
4h	DT	15.827956989247314	0.0016356597714281464
4h	DT	15.8494623655914	0.0016008160034946008
4h	DT	15.870967741935486	0.0015654147317725733
4h	DT	15.892473118279572	0.0015295230504299533
4h	DT	15.913978494623658	0.0014932655143506306
4h	DT	15.935483870967744	0.0014567976763841086
4h	DT	15.95698924731183	0.001420246431003097
4h	DT	15.978494623655916	0.0013836498395608052
4h	DT	16.0	0.001347195303301886
4h	DT	16.021505376344088	0.0013108774706524727
4h	DT	16.043010752688172	0.001274809860812565
4h	DT	16.06451612903226	0.0012390569408175544
4h	DT	16.086021505376344	0.001203672370592288
4h	DT	16.107526881720432	0.001168675721380163
4h	DT	16.129032258064516	0.0011342663831466948
4h	DT	16.150537634408604	0.0011002455254786484
4h	DT	16.172043010752688	0.0010667904217759657
4h	DT	16.193548387096776	0.001033976915763934
4h	DT	16.21505376344086	0.001001821569235023
4h	DT	16.236559139784948	0.0009703731730345145
4h	DT	16.258064516129032	0.000939803847513885
4h	DT	16.27956989247312	0.0009101424649714253
4h	DT	16.301075268817204	0.000881474515669641
4h	DT	16.322580645161292	0.0008539263121585283
4h	DT	16.344086021505376	0.0008277038488056428
4h	DT	16.365591397849464	0.0008028955017924585
4h	DT	16.387096774193548	0.0007795628872696879
4h	DT	16.408602150537636	0.000757792194004917
4h	DT	16.43010752688172	0.0007377492664276751
4h	DT	16.451612903225808	0.0007195105666040988
4h	DT	16.473118279569892	0.0007031841042245354
4h	DT	16.49462365591398	0.0006887350468832594
4h	DT	16.516129032258064	0.0006761739621735419
4h	DT	16.537634408602152	0.0006655190487720557
4h	DT	16.55913978494624	0.0006566641221557957
4h	DT	16.580645161290324	0.0006495967370064369
4h	DT	16.60215053763441	0.0006441305771713711
4h	DT	16.623655913978496	0.0006402260340139578
4h	DT	16.645161290322584	0.0006376230381043974
4h	DT	16.666666666666668	0.0006363106572648447
4h	DT	16.688172043010756	0.0006360632199725772
4h	DT	16.70967741935484	0.0006366329463756286
4h	DT	16.731182795698928	0.0006378617772480238
4h	DT	16.752688172043012	0.0006395536865304536
4h	DT	16.7741935483871	0.0006415151468018561
4h	DT	16.795698924731184	0.0006435327985338632
4h	DT	16.81720430107527	0.0006455140936255831
4h	DT	16.838709677419356	0.0006471978260632929
4h	DT	16.860215053763444	0.0006484951328777738
4h	DT	16.881720430107528	0.0006492116694755403
4h	DT	16.903225806451616	0.0006492924839421934
4h	DT	16.9247311827957	0.0006486057401955626
4h	DT	16.946236559139788	0.0006470751976852982
4h	DT	16.967741935483872	0.0006446439059198302
4h	DT	16.98924731182796	0.000641248109601035
4h	DT	17.010752688172044	0.0006369281215067174
4h	DT	17.03225806451613	0.0006316205442866342
4h	DT	17.053763440860216	0.0006254001648190519
4h	DT	17.075268817204304	0.0006182349251769614
4h	DT	17.096774193548388	0.0006102012670492983
4h	DT	17.118279569892476	0.0006013759352139171
4h	DT	17.13978494623656	0.0005917844684744191
4h	DT	17.161290322580648	0.000581467911259009
4h	DT	17.182795698924732	0.0005705291372022675
4h	DT	17.20430107526882	0.0005590608100615365
4h	DT	17.225806451612904	0.0005471303612664002
4h	DT	17.24731182795699	0.00053474119342652
4h	DT	17.268817204301076	0.0005219491950547261
4h	DT	17.290322580645164	0.0005088353986616223
4h	DT	17.311827956989248	0.0004954616098504727
4h	DT	17.333333333333336	0.00048182103185230075
4h	DT	17.35483870967742	0.000467970459714475
4h	DT	17.376344086021508	0.00045383713487405725
4h	DT	17.397849462365592	0.000439512841236555
4h	DT	17.41935483870968	0.0004249638948270113
4h	DT	17.440860215053764	0.0004101915973830927
4h	DT	17.46236559139785	0.0003951987085224448
4h	DT	17.483870967741936	0.0003799926102737783
4h	DT	17.505376344086024	0.0003645883856856003
4h	DT	17.526881720430108	0.00034901162204327614
4h	DT	17.548387096774196	0.00033327481910376517
4h	DT	17.56989247311828	0.00031749056420653265
4h	DT	17.591397849462368	0.00030169164012068983
4h	DT	17.612903225806452	0.00028593701466744277
4h	DT	17.63440860215054	0.0002703860122255938
4h	DT	17.655913978494624	0.0002551158715033119
4h	DT	17.67741935483871	0.0002402511254562877
4h	DT	17.698924731182796	0.000225923919702785
4h	DT	17.720430107526884	0.00021227030659296193
4h	DT	17.741935483870968	0.0001994260828838326
4h	DT	17.763440860215056	0.00018752235056287818
4h	DT	17.78494623655914	0.00017665505109686687
4h	DT	17.806451612903228	0.00016696604546699264
4h	DT	17.827956989247312	0.00015856953777904325
4h	DT	17.8494623655914	0.00015149928051497378
4h	DT	17.870967741935484	0.00014583729890056278
4h	DT	17.89247311827957	0.00014154327843978183
4h	DT	17.913978494623656	0.00013860806298228177
4h	DT	17.935483870967744	0.0001370271421691254
4h	DT	17.956989247311828	0.00013675748470908642
4h	DT	17.978494623655916	0.00013766967152103413
4h	DT	18.0	0.0001396452416520293
4h	DT	18.021505376344088	0.0001425431256085277
4h	DT	18.043010752688172	0.000146203399725783
4h	DT	18.06451612903226	0.00015045166397877722
4h	DT	18.086021505376344	0.0001551039144476084
4h	DT	18.107526881720432	0.00015997176116400307
4h	DT	18.129032258064516	0.00016481594717285316
4h	DT	18.150537634408604	0.0001695746337746936
4h	DT	18.172043010752688	0.00017398091674444957
4h	DT	18.193548387096776	0.00017794266427548162
4h	DT	18.21505376344086	0.00018129283802551866
4h	DT	18.236559139784948	0.0001839249242902225
4h	DT	18.258064516129032	0.00018575917431200775
4h	DT	18.27956989247312	0.0001867444505871527
4h	DT	18.301075268817204	0.00018685901382614012
4h	DT	18.322580645161292	0.00018611021807566472
4h	DT	18.344086021505376	0.00018453312552578558
4h	DT	18.365591397849464	0.00018216215881471746
4h	DT	18.38709677419355	0.00017913921368672698
4h	DT	18.408602150537636	0.0001755286686754265
4h	DT	18.430107526881724	0.0001714444466517646
4h	DT	18.451612903225808	0.0001670083562258586
4h	DT	18.473118279569896	0.0001623448434249856
4h	DT	18.49462365591398	0.00015757579383918503
4h	DT	18.516129032258068	0.00015281561386276685
4h	DT	18.537634408602152	0.00014814086555193866
4h	DT	18.55913978494624	0.00014369796465806207
4h	DT	18.580645161290324	0.0001394934502243322
4h	DT	18.60215053763441	0.00013563523524622275
4h	DT	18.623655913978496	0.0001321142186718267
4h	DT	18.645161290322584	0.00012893615590891378
4h	DT	18.666666666666668	0.0001260861826875142
4h	DT	18.688172043010756	0.00012353081624485063
4h	DT	18.70967741935484	0.00012122071795472147
4h	DT	18.731182795698928	0.00011909405911250066
4h	DT	18.752688172043012	0.00011708030619698739
4h	DT	18.7741935483871	0.0001151042270150902
4h	DT	18.795698924731184	0.00011308991528634047
4h	DT	18.81720430107527	0.00011096463836967352
4h	DT	18.838709677419356	0.00010866233025087046
4h	DT	18.860215053763444	0.00010612657827261692
4h	DT	18.881720430107528	0.0001033129855705926
4h	DT	18.903225806451616	0.00010019082956744291
4h	DT	18.9247311827957	9.674397773050388e-05
4h	DT	18.946236559139788	9.297106261206121e-05
4h	DT	18.967741935483872	8.888495655839224e-05
4h	DT	18.98924731182796	8.451162025133734e-05
4h	DT	19.010752688172044	7.988842668427422e-05
4h	DT	19.03225806451613	7.506208202172838e-05
4h	DT	19.053763440860216	7.008627635796e-05
4h	DT	19.075268817204304	6.501920056401744e-05
4h	DT	19.096774193548388	5.9921060638640354e-05
4h	DT	19.118279569892476	5.485170918824441e-05
4h	DT	19.13978494623656	4.986849617648614e-05
4h	DT	19.161290322580648	4.5024419492571574e-05
4h	DT	19.182795698924732	4.036663190935251e-05
4h	DT	19.20430107526882	3.597192858340747e-05
4h	DT	19.225806451612904	3.178837872116595e-05
4h	DT	19.24731182795699	2.7927388453419827e-05
4h	DT	19.268817204301076	2.437148201140751e-05
4h	DT	19.290322580645164	2.1132439549293742e-05
4h	DT	19.311827956989248	1.8215438153185664e-05
4h	DT	19.333333333333336	1.5619981583924433e-05
4h	DT	19.35483870967742	1.3315026403398745e-05
4h	DT	19.376344086021508	1.1351566282043208e-05
4h	DT	19.397849462365592	9.682912947801026e-06
4h	DT	19.41935483870968	8.297600780661238e-06
4h	DT	19.440860215053764	7.183894445322398e-06
4h	DT	19.46236559139785	6.330770509369175e-06
4h	DT	19.483870967741936	5.728753411114155e-06
4h	DT	19.505376344086024	5.370584963084615e-06
4h	DT	19.526881720430108	5.251712396809165e-06
4h	DT	19.548387096774196	5.370584963084615e-06
4h	DT	19.56989247311828	5.728753411114155e-06
4h	DT	19.591397849462368	6.330770509369175e-06
4h	DT	19.612903225806452	7.183894445322398e-06
4h	DT	19.63440860215054	8.297600780661238e-06
4h	DT	19.655913978494624	9.682912947801026e-06
4h	DT	19.67741935483871	1.1351566282043208e-05
4h	DT	19.698924731182796	1.3315026403398745e-05
4h	DT	19.720430107526884	1.5583389354884552e-05
4h	DT	19.741935483870968	1.816419806394401e-05
4h	DT	19.763440860215056	2.1061217044901773e-05
4h	DT	19.78494623655914	2.427321427430688e-05
4h	DT	19.806451612903228	2.779280520045562e-05
4h	DT	19.827956989247312	3.1605418178953406e-05
4h	DT	19.8494623655914	3.5688442541085857e-05
4h	DT	19.870967741935484	3.9984680296914256e-05
4h	DT	19.89247311827957	4.4513478426087185e-05
4h	DT	19.913978494623656	4.918988293832343e-05
4h	DT	19.935483870967744	5.3956826275079556e-05
4h	DT	19.956989247311828	5.874938919629702e-05
4h	DT	19.978494623655916	6.349604369088904e-05
4h	DT	20.0	6.81202648688685e-05
4h	DT	20.021505376344088	7.254247039120183e-05
4h	DT	20.043010752688172	7.668222498480757e-05
4h	DT	20.06451612903226	8.046062869648621e-05
4h	DT	20.086021505376344	8.380279221304218e-05
4h	DT	20.107526881720432	8.664029210269203e-05
4h	DT	20.129032258064516	8.891349421941739e-05
4h	DT	20.150537634408604	9.057363537854818e-05
4h	DT	20.172043010752688	9.158456192544905e-05
4h	DT	20.193548387096776	9.192403865801564e-05
4h	DT	20.215053763440864	9.158456192544905e-05
4h	DT	20.236559139784948	9.057363537854818e-05
4h	DT	20.258064516129036	8.891349421941739e-05
4h	DT	20.27956989247312	8.664029210269203e-05
4h	DT	20.301075268817208	8.380279221304218e-05
4h	DT	20.322580645161292	8.046062869648621e-05
4h	DT	20.34408602150538	7.668222498480757e-05
4h	DT	20.365591397849464	7.254247039120183e-05
4h	DT	20.38709677419355	6.81202648688685e-05
4h	DT	20.408602150537636	6.349604369088904e-05
4h	DT	20.430107526881724	5.874938919629702e-05
4h	DT	20.451612903225808	5.3956826275079556e-05
4h	DT	20.473118279569896	4.918988293832343e-05
4h	DT	20.49462365591398	4.4513478426087185e-05
4h	DT	20.516129032258068	3.9984680296914256e-05
4h	DT	20.537634408602152	3.565185031204598e-05
4h	DT	20.55913978494624	3.1554178089711757e-05
4h	DT	20.580645161290324	2.772158269606365e-05
4h	DT	20.60215053763441	2.4174946537206246e-05
4h	DT	20.623655913978496	2.0926633791937565e-05
4h	DT	20.645161290322584	1.798123752173148e-05
4h	DT	20.666666666666668	1.5336495541602825e-05
4h	DT	20.688172043010756	1.2984314880202143e-05
4h	DT	20.70967741935484	1.0911847719950795e-05
4h	DT	20.731182795698928	9.102567446738954e-06
4h	DT	20.752688172043012	7.537301120460587e-06
4h	DT	20.7741935483871	6.195183545191593e-06
4h	DT	20.795698924731184	5.0545074495225125e-06
4h	DT	20.81720430107527	4.0934534452192505e-06
4h	DT	20.838709677419356	3.2906918946504804e-06
4h	DT	20.860215053763444	2.6258561984045826e-06
4h	DT	20.881720430107528	2.079893068434135e-06
4h	DT	20.903225806451616	1.6352999658949047e-06
4h	DT	20.9247311827957	1.2762630598466623e-06
4h	DT	20.946236559139788	9.887109001308044e-07
4h	DT	20.967741935483872	7.60299660200651e-07
4h	DT	20.98924731182796	5.803455010620717e-07
4h	DT	21.010752688172044	4.3971856209241325e-07
4h	DT	21.03225806451613	3.3071152319660084e-07
4h	DT	21.053763440860216	2.4689381328172805e-07
4h	DT	21.075268817204304	1.829605422125319e-07
4h	DT	21.096774193548388	1.345832529642074e-07
4h	DT	21.118279569892476	9.826773710063253e-08
4h	DT	21.13978494623656	7.122250439197014e-08
4h	DT	21.161290322580648	5.124008924165244e-08
4h	DT	21.182795698924732	3.659222903988058e-08
4h	DT	21.20430107526882	0.0
4h	DT	21.225806451612904	0.0
4h	DT	21.24731182795699	0.0
4h	DT	21.268817204301076	0.0
4h	DT	21.290322580645164	0.0
4h	DT	21.311827956989248	0.0
4h	DT	21.333333333333336	0.0
4h	DT	21.35483870967742	0.0
4h	DT	21.376344086021508	0.0
4h	DT	21.397849462365592	0.0
4h	DT	21.41935483870968	0.0
4h	DT	21.440860215053764	0.0
4h	DT	21.46236559139785	0.0
4h	DT	21.483870967741936	0.0
4h	DT	21.505376344086024	0.0
4h	DT	21.526881720430108	0.0
4h	DT	21.548387096774196	0.0
4h	DT	21.56989247311828	0.0
4h	DT	21.591397849462368	0.0
4h	DT	21.612903225806452	0.0
4h	DT	21.63440860215054	0.0
4h	DT	21.655913978494624	0.0
4h	DT	21.67741935483871	0.0
4h	DT	21.698924731182796	0.0
4h	DT	21.720430107526884	0.0
4h	DT	21.741935483870968	0.0
4h	DT	21.763440860215056	0.0
4h	DT	21.78494623655914	0.0
4h	DT	21.806451612903228	0.0
4h	DT	21.827956989247312	0.0
4h	DT	21.8494623655914	0.0
4h	DT	21.870967741935484	0.0
4h	DT	21.89247311827957	0.0
4h	DT	21.913978494623656	0.0
4h	DT	21.935483870967744	0.0
4h	DT	21.956989247311828	0.0
4h	DT	21.978494623655916	0.0
4h	DT	22.0	0.0
4h	D_L_CPT	0.0	0.012558346209447492
4h	D_L_CPT	0.021505376344086023	0.01269098736263083
4h	D_L_CPT	0.043010752688172046	0.012773967152209634
4h	D_L_CPT	0.06451612903225806	0.012807489180823415
4h	D_L_CPT	0.08602150537634409	0.012800040579581454
4h	D_L_CPT	0.10752688172043012	0.01276289186312424
4h	D_L_CPT	0.12903225806451613	0.012706978713063857
4h	D_L_CPT	0.15053763440860216	0.012643869468869626
4h	D_L_CPT	0.17204301075268819	0.012585503024201118
4h	D_L_CPT	0.19354838709677422	0.012543616548470044
4h	D_L_CPT	0.21505376344086025	0.012529314136121227
4h	D_L_CPT	0.23655913978494625	0.012552707993024983
4h	D_L_CPT	0.25806451612903225	0.012622305751061087
4h	D_L_CPT	0.2795698924731183	0.012744919506478625
4h	D_L_CPT	0.3010752688172043	0.012925419945374658
4h	D_L_CPT	0.32258064516129037	0.0131663966245235
4h	D_L_CPT	0.34408602150537637	0.013468351700280797
4h	D_L_CPT	0.3655913978494624	0.013832068446209647
4h	D_L_CPT	0.38709677419354843	0.014252490821821274
4h	D_L_CPT	0.40860215053763443	0.014722621039498314
4h	D_L_CPT	0.4301075268817205	0.015236108586646268
4h	D_L_CPT	0.4516129032258065	0.01578587420162369
4h	D_L_CPT	0.4731182795698925	0.016363546150149292
4h	D_L_CPT	0.49462365591397855	0.016960598309130832
4h	D_L_CPT	0.5161290322580645	0.017568634941471293
4h	D_L_CPT	0.5376344086021506	0.01817999069012056
4h	D_L_CPT	0.5591397849462366	0.01878781505907968
4h	D_L_CPT	0.5806451612903226	0.019386497710608238
4h	D_L_CPT	0.6021505376344086	0.01997182176245715
4h	D_L_CPT	0.6236559139784946	0.020541529259595147
4h	D_L_CPT	0.6451612903225807	0.021097670192020985
4h	D_L_CPT	0.6666666666666667	0.021636740779016228
4h	D_L_CPT	0.6881720430107527	0.02215818203465192
4h	D_L_CPT	0.7096774193548387	0.022666346738256994
4h	D_L_CPT	0.7311827956989247	0.02316414871137356
4h	D_L_CPT	0.7526881720430109	0.023654895535748177
4h	D_L_CPT	0.7741935483870969	0.024141925546731377
4h	D_L_CPT	0.7956989247311829	0.0246283518762781
4h	D_L_CPT	0.8172043010752689	0.02511689417781263
4h	D_L_CPT	0.8387096774193549	0.025609465864587677
4h	D_L_CPT	0.860215053763441	0.026110649575809906
4h	D_L_CPT	0.881720430107527	0.026618855313790896
4h	D_L_CPT	0.903225806451613	0.027131173181724557
4h	D_L_CPT	0.924731182795699	0.02764859987819171
4h	D_L_CPT	0.946236559139785	0.028170145071309993
4h	D_L_CPT	0.967741935483871	0.028694016467836286
4h	D_L_CPT	0.9892473118279571	0.029218434757644
4h	D_L_CPT	1.010752688172043	0.029738538700600385
4h	D_L_CPT	1.032258064516129	0.030260457925618392
4h	D_L_CPT	1.0537634408602152	0.030781046198659102
4h	D_L_CPT	1.0752688172043012	0.031301135532683134
4h	D_L_CPT	1.0967741935483872	0.03181533988675279
4h	D_L_CPT	1.1182795698924732	0.0323280324080218
4h	D_L_CPT	1.1397849462365592	0.03284131871456136
4h	D_L_CPT	1.1612903225806452	0.03335762522802594
4h	D_L_CPT	1.1827956989247312	0.03387983072199487
4h	D_L_CPT	1.2043010752688172	0.03441125144838734
4h	D_L_CPT	1.2258064516129032	0.03495687100917889
4h	D_L_CPT	1.2473118279569892	0.035522088854664964
4h	D_L_CPT	1.2688172043010755	0.0361039646838009
4h	D_L_CPT	1.2903225806451615	0.036707724596668864
4h	D_L_CPT	1.3118279569892475	0.037336085868397435
4h	D_L_CPT	1.3333333333333335	0.037990462393931675
4h	D_L_CPT	1.3548387096774195	0.03867167389248167
4h	D_L_CPT	1.3763440860215055	0.03938064480411497
4h	D_L_CPT	1.3978494623655915	0.04012039920677685
4h	D_L_CPT	1.4193548387096775	0.04088233993535361
4h	D_L_CPT	1.4408602150537635	0.04166717466355325
4h	D_L_CPT	1.4623655913978495	0.04247261189167616
4h	D_L_CPT	1.4838709677419355	0.04329575732323361
4h	D_L_CPT	1.5053763440860217	0.04413338936473176
4h	D_L_CPT	1.5268817204301077	0.04498457172238722
4h	D_L_CPT	1.5483870967741937	0.045842663699022165
4h	D_L_CPT	1.5698924731182797	0.04670361257378292
4h	D_L_CPT	1.5913978494623657	0.04756499041126501
4h	D_L_CPT	1.6129032258064517	0.04842150727482321
4h	D_L_CPT	1.6344086021505377	0.04927346909464839
4h	D_L_CPT	1.6559139784946237	0.05012323536770024
4h	D_L_CPT	1.6774193548387097	0.050962119486160584
4h	D_L_CPT	1.6989247311827957	0.05178815931435605
4h	D_L_CPT	1.720430107526882	0.05260144044192786
4h	D_L_CPT	1.741935483870968	0.05340123331183067
4h	D_L_CPT	1.763440860215054	0.05418833031563716
4h	D_L_CPT	1.78494623655914	0.05496397937984491
4h	D_L_CPT	1.806451612903226	0.05572381332565098
4h	D_L_CPT	1.827956989247312	0.05647016012621494
4h	D_L_CPT	1.849462365591398	0.05720361613010671
4h	D_L_CPT	1.870967741935484	0.05792638303658913
4h	D_L_CPT	1.89247311827957	0.05863843989833855
4h	D_L_CPT	1.913978494623656	0.05933703976663542
4h	D_L_CPT	1.935483870967742	0.06002406583900494
4h	D_L_CPT	1.9569892473118282	0.06069942221917131
4h	D_L_CPT	1.9784946236559142	0.06136537190450898
4h	D_L_CPT	2.0	0.06201872460479134
4h	D_L_CPT	2.021505376344086	0.06265796393813225
4h	D_L_CPT	2.043010752688172	0.06327949296497684
4h	D_L_CPT	2.064516129032258	0.06389057005228232
4h	D_L_CPT	2.0860215053763445	0.06448797446251014
4h	D_L_CPT	2.1075268817204305	0.06506622202000815
4h	D_L_CPT	2.1290322580645165	0.06562511532564563
4h	D_L_CPT	2.1505376344086025	0.0661645543402184
4h	D_L_CPT	2.1720430107526885	0.06668455848662636
4h	D_L_CPT	2.1935483870967745	0.06718041688002792
4h	D_L_CPT	2.2150537634408605	0.06765275908817832
4h	D_L_CPT	2.2365591397849465	0.06810222653569507
4h	D_L_CPT	2.2580645161290325	0.06852852242038908
4h	D_L_CPT	2.2795698924731185	0.06892987950551421
4h	D_L_CPT	2.3010752688172045	0.0693073956837465
4h	D_L_CPT	2.3225806451612905	0.0696647627901946
4h	D_L_CPT	2.3440860215053765	0.06999880367821779
4h	D_L_CPT	2.3655913978494625	0.0703095711686494
4h	D_L_CPT	2.3870967741935485	0.07060185553117172
4h	D_L_CPT	2.4086021505376345	0.07087957487604439
4h	D_L_CPT	2.4301075268817205	0.07114046017681935
4h	D_L_CPT	2.4516129032258065	0.07138675463146726
4h	D_L_CPT	2.4731182795698925	0.0716224964798249
4h	D_L_CPT	2.4946236559139785	0.07184507582797513
4h	D_L_CPT	2.5161290322580645	0.07205772932336713
4h	D_L_CPT	2.537634408602151	0.07226340805761212
4h	D_L_CPT	2.559139784946237	0.07246085654476572
4h	D_L_CPT	2.580645161290323	0.07265068246309661
4h	D_L_CPT	2.602150537634409	0.07283564647179432
4h	D_L_CPT	2.623655913978495	0.07301262099979149
4h	D_L_CPT	2.645161290322581	0.07318021039271183
4h	D_L_CPT	2.666666666666667	0.07334368343892836
4h	D_L_CPT	2.688172043010753	0.07350051331882708
4h	D_L_CPT	2.709677419354839	0.07364835493928219
4h	D_L_CPT	2.731182795698925	0.07378738711534674
4h	D_L_CPT	2.752688172043011	0.07391410905220805
4h	D_L_CPT	2.774193548387097	0.07402963969799166
