contrast_id	timepoint	numerator	denominator	x	delta_density
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	3.548387096774194	0.003923583068768971
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	3.56989247311828	0.00388261751744709
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	3.591397849462366	0.003843123530761744
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	3.612903225806452	0.0038074247380072285
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	3.634408602150538	0.003776474300715406
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	3.655913978494624	0.003747714174140729
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	3.67741935483871	0.0037272140389418146
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	3.698924731182796	0.0037143481057010305
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	3.720430107526882	0.0037060579685351397
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	3.741935483870968	0.0037015749341665766
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	3.763440860215054	0.0036999617124083214
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	3.78494623655914	0.0036996434681813503
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	3.806451612903226	0.003703321867899151
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	3.827956989247312	0.003705914683488243
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	3.849462365591398	0.003707298054536304
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	3.870967741935484	0.003703454583892936
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	3.89247311827957	0.0036934224213211533
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	3.9139784946236564	0.003679648877310218
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	3.9354838709677424	0.003658861677416074
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	3.9569892473118284	0.0036294910173259795
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	3.9784946236559144	0.003589271769245818
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.0	0.0035426558002923936
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.021505376344086	0.0034892650129115174
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.043010752688172	0.003429743216524263
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.064516129032258	0.0033642736994985295
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.086021505376344	0.0032946434432942
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.10752688172043	0.0032256724641958195
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.129032258064516	0.003158434190307133
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.150537634408603	0.0030951990635433926
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.172043010752689	0.0030379261477794864
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.193548387096775	0.002993944413341304
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.215053763440861	0.0029632416860249366
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.236559139784947	0.0029481330520175902
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.258064516129033	0.0029512864153737398
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.279569892473119	0.00297749299182562
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.301075268817205	0.0030252525359462795
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.322580645161291	0.0030954206216903535
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.344086021505377	0.003192104455910262
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.365591397849463	0.0033140099545407448
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.387096774193549	0.0034582482137291773
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.408602150537635	0.0036241058847768237
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.430107526881721	0.0038125555888195786
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.451612903225807	0.004018050914458261
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.473118279569893	0.004237546484135518
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.494623655913979	0.004470714555787576
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.516129032258065	0.004711622578100219
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.537634408602151	0.0049559049912118874
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.559139784946237	0.00520156703746897
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.580645161290323	0.005444293533647358
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.602150537634409	0.005677291122441065
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.623655913978495	0.005900492625730121
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.645161290322581	0.006108834454719082
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.666666666666667	0.006298281519145486
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.688172043010753	0.006467967850442964
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.709677419354839	0.006614222938521111
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.731182795698925	0.006733722458922772
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.752688172043011	0.006828173789038876
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.774193548387097	0.006894736584676951
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.795698924731183	0.006933000766799952
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.817204301075269	0.0069435851582431984
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.838709677419355	0.006925777845858967
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.860215053763441	0.006882655858434186
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.881720430107527	0.006813522761874059
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.903225806451613	0.006721382738808408
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.924731182795699	0.006608346647993674
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.946236559139785	0.006476061467916704
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.967741935483871	0.006328862278732944
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	4.989247311827957	0.006166650186123536
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.010752688172043	0.005996141818739871
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.032258064516129	0.005817801844520916
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.053763440860216	0.005636295854483962
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.075268817204302	0.005454109253147529
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.096774193548388	0.005275425281189378
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.118279569892474	0.0051022332807814375
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.13978494623656	0.004938175234723549
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.161290322580646	0.00478514324101606
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.182795698924732	0.004645144014831563
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.204301075268818	0.004521430227740951
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.225806451612904	0.004415114926903045
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.24731182795699	0.0043269618750474415
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.268817204301076	0.004257607487736598
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.290322580645162	0.004207637672077533
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.311827956989248	0.004176728295381606
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.333333333333334	0.0041635809961863
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.35483870967742	0.004167447931878468
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.376344086021506	0.004186096571248812
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.397849462365592	0.0042166496605348935
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.419354838709678	0.004257688042369319
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.440860215053764	0.00430538926704236
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.46236559139785	0.004357371249436352
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.483870967741936	0.0044102941466855755
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.505376344086022	0.004461155381315543
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.526881720430108	0.00450717601678971
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.548387096774194	0.004544487921519819
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.56989247311828	0.004571794511498924
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.591397849462366	0.004587201060304358
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.612903225806452	0.004588530647793833
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.634408602150538	0.004575611814352586
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.655913978494624	0.00454834196111456
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.67741935483871	0.004507055997258522
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.698924731182796	0.0044517920010688425
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.720430107526882	0.004385442359530103
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.741935483870968	0.004309636530266198
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.763440860215054	0.004227382210062129
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.78494623655914	0.004141230339222035
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.806451612903226	0.004054752390775691
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.827956989247312	0.00397123430561689
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.849462365591398	0.00389350241509976
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.870967741935484	0.003825213163738801
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.89247311827957	0.0037695376010448214
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.913978494623656	0.0037288208153946067
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.935483870967742	0.003704882231129733
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.956989247311828	0.0037001550747977965
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	5.978494623655915	0.003714875920932559
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.000000000000001	0.003749127492219312
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.021505376344087	0.003802882936607535
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.043010752688173	0.003875017968112071
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.064516129032259	0.003965143738414584
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.086021505376345	0.0040699619427724334
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.107526881720431	0.00418813770398252
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.129032258064517	0.004315462208028496
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.150537634408603	0.00445038109638355
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.172043010752689	0.0045892613337634725
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.193548387096775	0.0047291323786301034
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.215053763440861	0.004867879051102475
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.236559139784947	0.005001753011492034
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.258064516129033	0.005129379647001296
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.279569892473119	0.00524848885821156
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.301075268817205	0.0053580948166552025
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.322580645161291	0.005456273399669587
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.344086021505377	0.005543407111993304
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.365591397849463	0.005619734614648632
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.387096774193549	0.005685080702575396
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.408602150537635	0.00574104859361204
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.430107526881721	0.005788520970989593
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.451612903225807	0.005829431741505714
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.473118279569893	0.005863975021941879
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.494623655913979	0.00589454869429841
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.516129032258065	0.0059233177870986475
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.537634408602151	0.005951386504796256
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.559139784946237	0.0059792960832940195
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.580645161290323	0.006008669867313729
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.602150537634409	0.006040955977849774
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.623655913978495	0.006076208252282715
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.645161290322581	0.006114320154585365
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.666666666666667	0.0061557974450169445
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.688172043010753	0.006200773239293522
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.709677419354839	0.006247093391097441
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.731182795698925	0.006295260317256426
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.752688172043011	0.006343436780795547
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.774193548387097	0.00639138988490303
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.795698924731183	0.006438411450283128
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.817204301075269	0.006483251195376877
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.838709677419355	0.006524738322406555
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.860215053763441	0.006562097454241807
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.881720430107528	0.0065953237170894505
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.903225806451614	0.00662291491765854
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.9247311827957	0.006645130993086036
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.946236559139786	0.006661928221324581
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.967741935483872	0.006672848457806843
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	6.989247311827958	0.006678725873136136
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.010752688172044	0.006678786804928498
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.03225806451613	0.006674794533482721
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.053763440860216	0.006666868490513268
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.075268817204302	0.006655041334635771
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.096774193548388	0.006640278990222168
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.118279569892474	0.006624952435063086
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.13978494623656	0.006608337356984455
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.161290322580646	0.006592008851820805
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.182795698924732	0.006577028484069075
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.204301075268818	0.006563076896403314
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.225806451612904	0.006551959010890035
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.24731182795699	0.006543623278820132
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.268817204301076	0.006540181891419056
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.290322580645162	0.0065411598601340035
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.311827956989248	0.006547816176744187
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.333333333333334	0.006560166942957385
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.35483870967742	0.006579622623410997
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.376344086021506	0.006605397003845534
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.397849462365592	0.006638784007889545
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.419354838709678	0.0066794744928460464
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.440860215053764	0.0067281618161739165
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.46236559139785	0.00678543002980142
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.483870967741936	0.0068505134719688415
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.505376344086022	0.006924774609529699
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.526881720430108	0.007006783498679961
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.548387096774194	0.007097700477358124
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.56989247311828	0.007197580507188481
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.591397849462366	0.007305223955393861
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.612903225806452	0.007420939866725679
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.634408602150538	0.007543329942872851
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.655913978494624	0.007672036201839663
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.67741935483871	0.00780619644055798
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.698924731182796	0.007945415727130423
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.720430107526882	0.008087127757987755
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.741935483870968	0.008231269283172735
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.763440860215054	0.008375041469768321
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.78494623655914	0.0085165303625645
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.806451612903227	0.008653609412629854
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.827956989247313	0.008785114975596517
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.849462365591399	0.008907996881133334
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.870967741935485	0.009018642916933009
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.892473118279571	0.009116165241360899
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.913978494623657	0.0091975303577716
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.935483870967743	0.009260689015637327
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.956989247311829	0.009302622943110267
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	7.978494623655915	0.009322110591743746
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.0	0.009317425573309654
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.021505376344086	0.009286642853183008
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.043010752688172	0.0092293509812654
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.064516129032258	0.009144131304917924
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.086021505376344	0.009031227654440505
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.10752688172043	0.008890890380739785
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.129032258064516	0.008723854889568006
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.150537634408602	0.008530565554954558
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.172043010752688	0.008313904927236895
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.193548387096774	0.008074455296936983
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.21505376344086	0.007814592768979112
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.236559139784946	0.007537656057410108
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.258064516129032	0.007245346588000648
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.27956989247312	0.006939957956811904
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.301075268817206	0.006625873966932011
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.322580645161292	0.0063054030921057685
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.344086021505378	0.005980301244514402
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.365591397849464	0.005652854785210784
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.38709677419355	0.005326100705345921
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.408602150537636	0.0050005090021786325
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.430107526881722	0.004677645612526926
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.451612903225808	0.004358594630503115
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.473118279569894	0.004043825468147785
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.49462365591398	0.003732336435049416
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.516129032258066	0.003423168844189195
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.537634408602152	0.003115797740562115
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.559139784946238	0.0028094738191470903
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.580645161290324	0.002502238876801649
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.60215053763441	0.002191559415306632
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.623655913978496	0.0018765292526879418
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.645161290322582	0.001554816235565873
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.666666666666668	0.0012262106542232226
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.688172043010754	0.0008876285182067289
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.70967741935484	0.0005397021552762532
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.731182795698926	0.00018133114057734823
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.752688172043012	-0.0001863893583347459
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.774193548387098	-0.000563577107410132
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.795698924731184	-0.0009481868250331427
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.81720430107527	-0.0013382003211567656
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.838709677419356	-0.0017296995393844272
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.860215053763442	-0.0021200263234547323
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.881720430107528	-0.002505691121045525
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.903225806451614	-0.0028808648214287136
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.9247311827957	-0.0032405996251300417
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.946236559139786	-0.0035813543118508318
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.967741935483872	-0.0038968169925703566
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	8.989247311827958	-0.00418167667774455
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.010752688172044	-0.004431724668809617
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.03225806451613	-0.004643924019803597
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.053763440860216	-0.004812913002867292
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.075268817204302	-0.004936625392697569
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.096774193548388	-0.005013108291542195
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.118279569892474	-0.005040838467644332
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.13978494623656	-0.005020448046679865
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.161290322580646	-0.004952696898857967
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.182795698924732	-0.004838749852679847
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.204301075268818	-0.0046814793747179395
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.225806451612904	-0.004486716523509876
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.24731182795699	-0.004256904502515035
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.268817204301076	-0.003999212988092998
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.290322580645162	-0.0037182061075821393
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.311827956989248	-0.0034202608386521005
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.333333333333334	-0.003112944911066895
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.35483870967742	-0.002801591905496309
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.376344086021506	-0.0024921530698241434
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.397849462365592	-0.00219204693182809
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.419354838709678	-0.001905639851960017
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.440860215053764	-0.0016388322141647205
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.46236559139785	-0.0013939781138823382
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.483870967741936	-0.0011757171526727839
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.505376344086022	-0.000986481287134272
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.526881720430108	-0.0008271875398603301
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.548387096774194	-0.0007005532702146766
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.56989247311828	-0.0006067089407692516
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.591397849462366	-0.0005441243822222053
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.612903225806452	-0.0005119667485349033
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.634408602150538	-0.0005080810052789098
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.655913978494624	-0.000532096119850084
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.67741935483871	-0.0005803268839609799
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.698924731182796	-0.0006518063321166445
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.720430107526882	-0.0007436005361554365
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.741935483870968	-0.0008537373552756355
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.763440860215054	-0.0009791762673092008
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.78494623655914	-0.0011172114709317449
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.806451612903226	-0.0012665722560087356
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.827956989247312	-0.001425913711244925
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.849462365591398	-0.0015927226194885902
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.870967741935484	-0.0017649512640827425
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.89247311827957	-0.001941991950925287
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.913978494623656	-0.0021219225956453647
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.935483870967742	-0.002304028919689838
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.956989247311828	-0.0024866279140077774
D_L_CPT_vs_D_4h	4h	D_L_CPT	D	9.978494623655914	-0.00266733529259941
