gene_id	log_expression	timepoint	condition
ENSG00000184343_SRPK3	2.471274837747193	4h	Tam
ENSG00000184349_EFNA5	11.448766873964228	4h	Tam
ENSG00000184350_MRGPRE	1.8283941057629376	4h	Tam
ENSG00000184357_HIST1H1B	10.699652422733783	4h	Tam
ENSG00000184363_PKP3	12.217754776910287	4h	Tam
ENSG00000184368_MAP7D2	3.9224839463687586	4h	Tam
ENSG00000184371_CSF1	8.550375700225594	4h	Tam
ENSG00000184374_COLEC10	4.142004297010019	4h	Tam
ENSG00000184378_ACTRT3	6.064137638217543	4h	Tam
ENSG00000184381_PLA2G6	7.10107766370706	4h	Tam
ENSG00000184384_MAML2	10.845734538141855	4h	Tam
ENSG00000184402_SS18L1	9.029901475397816	4h	Tam
ENSG00000184428_TOP1MT	10.87041413639682	4h	Tam
ENSG00000184432_COPB2	12.05040956904181	4h	Tam
ENSG00000184436_THAP7	9.01409859585555	4h	Tam
ENSG00000184441_AP001062.1	6.072374256056279	4h	Tam
ENSG00000184445_KNTC1	9.374440047618725	4h	Tam
ENSG00000184451_CCR10	2.625232053014835	4h	Tam
ENSG00000184465_WDR27	9.553350403621973	4h	Tam
ENSG00000184470_TXNRD2	9.110556686201665	4h	Tam
ENSG00000184481_FOXO4	8.742179635604217	4h	Tam
ENSG00000184489_PTP4A3	3.384501197529482	4h	Tam
ENSG00000184492_FOXD4L1	3.1941342918602946	4h	Tam
ENSG00000184497_TMEM255B	2.9918744168034452	4h	Tam
ENSG00000184500_PROS1	6.863984777653656	4h	Tam
ENSG00000184502_GAST	0.0	4h	Tam
ENSG00000184508_HDDC3	8.737336635226418	4h	Tam
ENSG00000184517_ZFP1	7.844697836012405	4h	Tam
ENSG00000184545_DUSP8	5.508654360859881	4h	Tam
ENSG00000184557_SOCS3	5.089723904062765	4h	Tam
ENSG00000184564_SLITRK6	9.589382140827711	4h	Tam
ENSG00000184574_LPAR5	9.414603987502106	4h	Tam
ENSG00000184575_XPOT	12.566489253589667	4h	Tam
ENSG00000184584_TMEM173	7.8353760563028505	4h	Tam
ENSG00000184588_PDE4B	8.430112721913439	4h	Tam
ENSG00000184602_SNN	8.703870867857766	4h	Tam
ENSG00000184619_KRBA2	4.886865064155292	4h	Tam
ENSG00000184634_MED12	10.237401484167174	4h	Tam
ENSG00000184635_ZNF93	5.330502014716568	4h	Tam
ENSG00000184640_SEPTIN9	13.437389867574002	4h	Tam
ENSG00000184659_FOXD4L4	3.819603287486793	4h	Tam
ENSG00000184661_CDCA2	8.935652428576267	4h	Tam
ENSG00000184675_AMER1	9.803553698042519	4h	Tam
ENSG00000184677_ZBTB40	9.503803032203734	4h	Tam
ENSG00000184678_HIST2H2BE	10.438495271342353	4h	Tam
ENSG00000184697_CLDN6	0.4678961541805967	4h	Tam
ENSG00000184702_SEPTIN5	3.1663698229801645	4h	Tam
ENSG00000184708_EIF4ENIF1	9.3155305928027	4h	Tam
ENSG00000184709_LRRC26	8.488630776847884	4h	Tam
ENSG00000184716_SERINC4	1.340484950869871	4h	Tam
ENSG00000184719_RNLS	7.298186703210409	4h	Tam
ENSG00000184730_APOBR	5.147936332503995	4h	Tam
ENSG00000184731_FAM110C	8.480390935596592	4h	Tam
ENSG00000184743_ATL3	12.328808295805965	4h	Tam
ENSG00000184752_NDUFA12	10.013795119769819	4h	Tam
ENSG00000184786_TCTE3	6.408887631841202	4h	Tam
ENSG00000184787_UBE2G2	11.349360584577454	4h	Tam
ENSG00000184792_OSBP2	11.229552430208344	4h	Tam
ENSG00000184809_B3GALT5-AS1	2.5484272010306968	4h	Tam
ENSG00000184828_ZBTB7C	10.309083689193917	4h	Tam
ENSG00000184831_APOO	7.819572574966501	4h	Tam
ENSG00000184840_TMED9	11.206493612259514	4h	Tam
ENSG00000184857_TMEM186	7.856622336596552	4h	Tam
ENSG00000184860_SDR42E1	8.778338719146427	4h	Tam
ENSG00000184863_RBM33	10.828812710557006	4h	Tam
ENSG00000184887_BTBD6	9.451146565014096	4h	Tam
ENSG00000184897_H1FX	11.01695964599959	4h	Tam
ENSG00000184898_RBM43	7.660848399909248	4h	Tam
ENSG00000184900_SUMO3	10.809932404107805	4h	Tam
ENSG00000184903_IMMP2L	8.694976863003438	4h	Tam
ENSG00000184916_JAG2	10.278835818474919	4h	Tam
ENSG00000184922_FMNL1	7.213265453228856	4h	Tam
ENSG00000184923_NUTM2A	4.538969183817433	4h	Tam
ENSG00000184924_PTRHD1	9.03427767061973	4h	Tam
ENSG00000184925_LCN12	3.7276538087513256	4h	Tam
ENSG00000184933_OR6A2	2.99118734288568	4h	Tam
ENSG00000184939_ZFP90	9.010919915587689	4h	Tam
ENSG00000184949_FAM227A	7.0567454886331005	4h	Tam
ENSG00000184967_NOC4L	9.631594254626782	4h	Tam
ENSG00000184979_USP18	7.080014994917838	4h	Tam
ENSG00000184983_NDUFA6	10.192280755761324	4h	Tam
ENSG00000184984_CHRM5	0.8206341304824724	4h	Tam
ENSG00000184985_SORCS2	1.776095940129225	4h	Tam
ENSG00000184988_TMEM106A	4.959364294875865	4h	Tam
ENSG00000184990_SIVA1	9.276359518727599	4h	Tam
ENSG00000184992_BRI3BP	11.469262591474779	4h	Tam
ENSG00000184995_IFNE	3.2162986778852907	4h	Tam
ENSG00000185000_DGAT1	10.270620075610132	4h	Tam
ENSG00000185008_ROBO2	3.3757414522847577	4h	Tam
ENSG00000185009_AP3M1	10.706229028121067	4h	Tam
ENSG00000185010_F8	6.048735106460991	4h	Tam
ENSG00000185015_CA13	9.447284747213626	4h	Tam
ENSG00000185019_UBOX5	7.454298338019804	4h	Tam
ENSG00000185022_MAFF	8.678349781757976	4h	Tam
ENSG00000185024_BRF1	10.043322421512922	4h	Tam
ENSG00000185033_SEMA4B	10.536006629226058	4h	Tam
ENSG00000185043_CIB1	10.48136504423164	4h	Tam
ENSG00000185046_ANKS1B	4.701116706684223	4h	Tam
ENSG00000185049_NELFA	9.688028141311934	4h	Tam
ENSG00000185065_AC000068.1	4.594546478707935	4h	Tam
ENSG00000185070_FLRT2	6.76246908045249	4h	Tam
ENSG00000185085_INTS5	9.754023975311831	4h	Tam
ENSG00000185088_RPS27L	11.266361458920642	4h	Tam
ENSG00000185090_MANEAL	10.775516536681593	4h	Tam
ENSG00000185100_ADSSL1	7.650817721224988	4h	Tam
ENSG00000185101_ANO9	9.137759306864993	4h	Tam
ENSG00000185104_FAF1	10.359112062490773	4h	Tam
ENSG00000185112_FAM43A	9.175989283883755	4h	Tam
ENSG00000185115_NSMCE3	7.04777102667724	4h	Tam
ENSG00000185122_HSF1	11.699190681668332	4h	Tam
ENSG00000185127_C6orf120	9.402763307181015	4h	Tam
ENSG00000185129_PURA	10.854180182086456	4h	Tam
ENSG00000185130_HIST1H2BL	9.446868061023796	4h	Tam
ENSG00000185133_INPP5J	5.970288328615055	4h	Tam
ENSG00000185158_LRRC37B	6.9152799512070615	4h	Tam
ENSG00000185163_DDX51	9.610629681671472	4h	Tam
ENSG00000185164_NOMO2	11.929639603409088	4h	Tam
ENSG00000185168_LINC00482	1.6346430121253428	4h	Tam
ENSG00000185186_LINC00313	4.734639074741127	4h	Tam
ENSG00000185187_SIGIRR	8.558608804661228	4h	Tam
ENSG00000185189_NRBP2	9.120635253684114	4h	Tam
ENSG00000185201_IFITM2	11.526479548691594	4h	Tam
ENSG00000185215_TNFAIP2	13.294350727848284	4h	Tam
ENSG00000185219_ZNF445	9.887526015981909	4h	Tam
ENSG00000185220_PGBD2	7.603676126031106	4h	Tam
ENSG00000185222_TCEAL9	7.066385900898184	4h	Tam
ENSG00000185236_RAB11B	10.529003155409494	4h	Tam
ENSG00000185238_PRMT3	10.408502661013596	4h	Tam
ENSG00000185246_PRPF39	10.184259231682086	4h	Tam
ENSG00000185250_PPIL6	6.414372577252592	4h	Tam
ENSG00000185252_ZNF74	9.178232772687965	4h	Tam
ENSG00000185261_KIAA0825	7.016117904520666	4h	Tam
ENSG00000185262_UBALD2	8.683447712601492	4h	Tam
ENSG00000185267_CDNF	4.420812366594065	4h	Tam
ENSG00000185271_KLHL33	0.0	4h	Tam
ENSG00000185278_ZBTB37	8.633776961902882	4h	Tam
ENSG00000185298_CCDC137	9.259753606398686	4h	Tam
ENSG00000185305_ARL15	8.507508946036795	4h	Tam
ENSG00000185324_CDK10	9.609509409563133	4h	Tam
ENSG00000185332_AC027601.1	3.311787003976768	4h	Tam
ENSG00000185338_SOCS1	4.433530357888926	4h	Tam
ENSG00000185339_TCN2	6.108907539992128	4h	Tam
ENSG00000185340_GAS2L1	9.208532103866627	4h	Tam
ENSG00000185344_ATP6V0A2	9.736676361442708	4h	Tam
ENSG00000185345_PRKN	2.6973116310035263	4h	Tam
ENSG00000185347_TEDC1	7.918433039300988	4h	Tam
ENSG00000185359_HGS	10.824388461597978	4h	Tam
ENSG00000185361_TNFAIP8L1	7.909554421751775	4h	Tam
ENSG00000185379_RAD51D	8.086248109278104	4h	Tam
ENSG00000185386_MAPK11	5.77569652807708	4h	Tam
ENSG00000185404_SP140L	7.814404368605155	4h	Tam
ENSG00000185414_MRPL30	11.12961689315071	4h	Tam
ENSG00000185418_TARSL2	8.85927222508481	4h	Tam
ENSG00000185420_SMYD3	7.96298325756197	4h	Tam
ENSG00000185432_METTL7A	12.84835677343574	4h	Tam
ENSG00000185436_IFNLR1	7.239104139274553	4h	Tam
ENSG00000185437_SH3BGR	4.3457399942584125	4h	Tam
ENSG00000185442_FAM174B	3.4532268412561784	4h	Tam
ENSG00000185453_ZSWIM9	7.515929468220073	4h	Tam
ENSG00000185467_KPNA7	4.800157213766552	4h	Tam
ENSG00000185475_TMEM179B	8.92694683724063	4h	Tam
ENSG00000185477_GPRIN3	5.851164519531782	4h	Tam
ENSG00000185479_KRT6B	12.627825694989534	4h	Tam
ENSG00000185480_PARPBP	9.477331215022126	4h	Tam
ENSG00000185482_STAC3	4.463272327138153	4h	Tam
ENSG00000185483_ROR1	8.553306549728111	4h	Tam
ENSG00000185499_MUC1	13.742756904446592	4h	Tam
ENSG00000185504_FAAP100	9.659649648390506	4h	Tam
ENSG00000185507_IRF7	7.756256778097093	4h	Tam
ENSG00000185513_L3MBTL1	7.2786545505689455	4h	Tam
ENSG00000185515_BRCC3	10.588883769984593	4h	Tam
ENSG00000185519_FAM131C	3.0597290421447645	4h	Tam
ENSG00000185522_LMNTD2	5.4864483479192705	4h	Tam
ENSG00000185527_PDE6G	1.8283941057629376	4h	Tam
ENSG00000185532_PRKG1	4.672576838996597	4h	Tam
ENSG00000185551_NR2F2	11.003689185979882	4h	Tam
ENSG00000185561_TLCD2	7.668964705461433	4h	Tam
ENSG00000185567_AHNAK2	14.6149020925851	4h	Tam
ENSG00000185585_OLFML2A	6.3376931973615465	4h	Tam
ENSG00000185591_SP1	11.867438412152573	4h	Tam
ENSG00000185608_MRPL40	9.207588375442722	4h	Tam
ENSG00000185614_INKA1	3.4866434746494543	4h	Tam
ENSG00000185619_PCGF3	10.331239920015022	4h	Tam
ENSG00000185621_LMLN	8.75608413742824	4h	Tam
ENSG00000185624_P4HB	13.675602937667586	4h	Tam
ENSG00000185627_PSMD13	10.88156908752696	4h	Tam
ENSG00000185630_PBX1	10.288697899523457	4h	Tam
ENSG00000185633_NDUFA4L2	2.1102287598349987	4h	Tam
ENSG00000185634_SHC4	1.952814086878764	4h	Tam
ENSG00000185650_ZFP36L1	12.674706348187673	4h	Tam
ENSG00000185651_UBE2L3	11.47254764788369	4h	Tam
ENSG00000185658_BRWD1	11.84256529500145	4h	Tam
ENSG00000185664_PMEL	4.416547999175676	4h	Tam
ENSG00000185666_SYN3	6.748812891808478	4h	Tam
ENSG00000185668_POU3F1	0.4678961541805967	4h	Tam
ENSG00000185670_ZBTB3	7.486908075841062	4h	Tam
ENSG00000185697_MYBL1	6.644121616977412	4h	Tam
ENSG00000185716_MOSMO	8.153427285703764	4h	Tam
ENSG00000185721_DRG1	10.392209922899085	4h	Tam
ENSG00000185722_ANKFY1	11.490843435177132	4h	Tam
ENSG00000185728_YTHDF3	11.09462290396333	4h	Tam
ENSG00000185730_ZNF696	8.816197813077665	4h	Tam
ENSG00000185736_ADARB2	6.964590316876239	4h	Tam
ENSG00000185739_SRL	1.6922225350131397	4h	Tam
ENSG00000185745_IFIT1	6.162475303192708	4h	Tam
ENSG00000185753_CXorf38	9.501924943978143	4h	Tam
ENSG00000185760_KCNQ5	8.541978061495806	4h	Tam
ENSG00000185761_ADAMTSL5	5.87796198950969	4h	Tam
ENSG00000185787_MORF4L1	12.19859435047139	4h	Tam
ENSG00000185798_WDR53	6.937226442059759	4h	Tam
ENSG00000185800_DMWD	9.559967742653448	4h	Tam
ENSG00000185803_SLC52A2	10.812718774968973	4h	Tam
ENSG00000185808_PIGP	9.089710720084735	4h	Tam
ENSG00000185813_PCYT2	10.283803099715156	4h	Tam
ENSG00000185825_BCAP31	11.369217393915255	4h	Tam
ENSG00000185829_ARL17A	8.386083805078695	4h	Tam
ENSG00000185837_HDHD5-AS1	2.73971012544555	4h	Tam
ENSG00000185838_GNB1L	8.302689616346202	4h	Tam
ENSG00000185842_DNAH14	7.99475962116993	4h	Tam
ENSG00000185862_EVI2B	1.3760577977746862	4h	Tam
ENSG00000185864_NPIPB4	7.849350046441048	4h	Tam
ENSG00000185869_ZNF829	6.432436773952522	4h	Tam
ENSG00000185875_THNSL1	9.564766217728625	4h	Tam
ENSG00000185880_TRIM69	8.54538505226421	4h	Tam
ENSG00000185883_ATP6V0C	11.805219901973658	4h	Tam
ENSG00000185885_IFITM1	7.151491679729302	4h	Tam
ENSG00000185896_LAMP1	12.850675485529482	4h	Tam
ENSG00000185900_POMK	9.37765455413722	4h	Tam
ENSG00000185904_LINC00839	8.176553461594333	4h	Tam
ENSG00000185909_KLHDC8B	6.909955727487236	4h	Tam
ENSG00000185917_SETD4	8.076104671430098	4h	Tam
ENSG00000185920_PTCH1	7.985980163594642	4h	Tam
ENSG00000185924_RTN4RL1	9.883321860470927	4h	Tam
ENSG00000185942_NKAIN3	2.289934857286677	4h	Tam
ENSG00000185946_RNPC3	9.043149375213689	4h	Tam
ENSG00000185947_ZNF267	9.027096660642094	4h	Tam
ENSG00000185950_IRS2	9.70513242833148	4h	Tam
ENSG00000185955_C7orf61	1.9991787558103424	4h	Tam
ENSG00000185963_BICD2	10.950808266596905	4h	Tam
ENSG00000185973_TMLHE	9.257371149833817	4h	Tam
ENSG00000185988_PLK5	0.4678961541805967	4h	Tam
ENSG00000185989_RASA3	9.184923604761043	4h	Tam
ENSG00000186001_LRCH3	9.638142088418464	4h	Tam
ENSG00000186007_LEMD1	8.420716614248894	4h	Tam
ENSG00000186010_NDUFA13	11.289101788671006	4h	Tam
ENSG00000186017_ZNF566	8.097166687399978	4h	Tam
ENSG00000186019_AC021092.1	3.7485675694578013	4h	Tam
ENSG00000186020_ZNF529	8.14531978332892	4h	Tam
ENSG00000186026_ZNF284	7.596625502744185	4h	Tam
ENSG00000186047_DLEU7	3.176502271972897	4h	Tam
ENSG00000186056_MATN1-AS1	6.531352814807095	4h	Tam
ENSG00000186063_AIDA	10.45779326998681	4h	Tam
ENSG00000186073_C15orf41	8.239177017630906	4h	Tam
ENSG00000186081_KRT5	15.731284485757332	4h	Tam
ENSG00000186088_GSAP	7.972114245091904	4h	Tam
ENSG00000186104_CYP2R1	8.58668259143544	4h	Tam
ENSG00000186105_LRRC70	3.8022466008866367	4h	Tam
ENSG00000186106_ANKRD46	8.690802682188327	4h	Tam
ENSG00000186111_PIP5K1C	10.41407069349053	4h	Tam
ENSG00000186115_CYP4F2	0.0	4h	Tam
ENSG00000186130_ZBTB6	9.234473088736278	4h	Tam
ENSG00000186132_C2orf76	6.2960289905060245	4h	Tam
ENSG00000186141_POLR3C	9.507524184762401	4h	Tam
ENSG00000186153_WWOX	7.512437153170903	4h	Tam
ENSG00000186160_CYP4Z1	7.970297022911308	4h	Tam
ENSG00000186166_CCDC84	7.770235807878779	4h	Tam
ENSG00000186174_BCL9L	12.567988706436447	4h	Tam
ENSG00000186184_POLR1D	11.971137669179935	4h	Tam
ENSG00000186185_KIF18B	9.017509553843318	4h	Tam
ENSG00000186187_ZNRF1	9.054922952531742	4h	Tam
ENSG00000186193_SAPCD2	11.824888271923019	4h	Tam
ENSG00000186204_CYP4F12	9.398658766215512	4h	Tam
ENSG00000186205_MARC1	9.77849253426333	4h	Tam
ENSG00000186212_SOWAHB	6.632163325049491	4h	Tam
ENSG00000186222_BLOC1S4	8.463360350120842	4h	Tam
ENSG00000186226_LCE1E	0.0	4h	Tam
ENSG00000186230_ZNF749	8.473977325105697	4h	Tam
ENSG00000186260_MRTFB	11.25722231513658	4h	Tam
ENSG00000186272_ZNF17	7.472570732319793	4h	Tam
ENSG00000186280_KDM4D	2.363730909515785	4h	Tam
ENSG00000186281_GPAT2	10.09726037236539	4h	Tam
ENSG00000186283_TOR3A	9.332684642896275	4h	Tam
ENSG00000186298_PPP1CC	12.698952868231526	4h	Tam
ENSG00000186300_ZNF555	7.047859710770834	4h	Tam
ENSG00000186314_PRELID2	6.727351500139617	4h	Tam
ENSG00000186318_BACE1	9.6333522833758	4h	Tam
ENSG00000186326_RGS9BP	5.750201923740127	4h	Tam
ENSG00000186350_RXRA	11.748715837846222	4h	Tam
ENSG00000186352_ANKRD37	5.683800590948797	4h	Tam
ENSG00000186364_NUDT17	4.917547164266864	4h	Tam
ENSG00000186376_ZNF75D	8.261537605163282	4h	Tam
ENSG00000186377_CYP4X1	10.609781462517573	4h	Tam
ENSG00000186395_KRT10	12.269270580347246	4h	Tam
ENSG00000186399_GOLGA8R	2.9459131546173256	4h	Tam
ENSG00000186409_CCDC30	6.145482611277507	4h	Tam
ENSG00000186416_NKRF	9.701276881656765	4h	Tam
ENSG00000186432_KPNA4	11.56257953336142	4h	Tam
ENSG00000186446_ZNF501	6.395754872539279	4h	Tam
ENSG00000186448_ZNF197	9.579252866942921	4h	Tam
ENSG00000186451_SPATA12	2.80719724702715	4h	Tam
ENSG00000186468_RPS23	14.74499170379232	4h	Tam
ENSG00000186469_GNG2	6.775114875421389	4h	Tam
ENSG00000186470_BTN3A2	9.7953233345712	4h	Tam
ENSG00000186472_PCLO	8.322863182429113	4h	Tam
ENSG00000186480_INSIG1	12.043147476550446	4h	Tam
ENSG00000186493_C5orf38	9.618589495321883	4h	Tam
ENSG00000186496_ZNF396	4.2278381519674575	4h	Tam
ENSG00000186501_TMEM222	9.357116327319435	4h	Tam
ENSG00000186517_ARHGAP30	4.295257600412193	4h	Tam
ENSG00000186522_SEPTIN10	10.285670354660315	4h	Tam
ENSG00000186523_FAM86B1	7.595702168309996	4h	Tam
ENSG00000186526_CYP4F8	3.2745725103772143	4h	Tam
ENSG00000186529_CYP4F3	9.316389167197848	4h	Tam
ENSG00000186532_SMYD4	8.28577398096506	4h	Tam
ENSG00000186564_FOXD2	6.896867183486828	4h	Tam
ENSG00000186566_GPATCH8	10.726714455107413	4h	Tam
ENSG00000186567_CEACAM19	7.472497536153127	4h	Tam
ENSG00000186575_NF2	11.896478867193549	4h	Tam
ENSG00000186577_SMIM29	6.309016126418386	4h	Tam
ENSG00000186591_UBE2H	12.310202615751768	4h	Tam
ENSG00000186594_MIR22HG	8.080828315427416	4h	Tam
ENSG00000186603_HPDL	2.579275808584085	4h	Tam
ENSG00000186615_KTN1-AS1	7.689230029143043	4h	Tam
ENSG00000186625_KATNA1	8.220120889107685	4h	Tam
ENSG00000186635_ARAP1	10.749558874730843	4h	Tam
ENSG00000186638_KIF24	7.601855585915756	4h	Tam
ENSG00000186648_CARMIL3	4.294700855305074	4h	Tam
ENSG00000186652_PRG2	5.490754379269971	4h	Tam
ENSG00000186654_PRR5	9.431014379945982	4h	Tam
ENSG00000186660_ZFP91	11.851654494263938	4h	Tam
ENSG00000186665_C17orf58	7.441605745514372	4h	Tam
ENSG00000186666_BCDIN3D	7.779912089796483	4h	Tam
ENSG00000186684_CYP27C1	6.383594218418975	4h	Tam
ENSG00000186687_LYRM7	9.920207939179775	4h	Tam
ENSG00000186710_CFAP73	2.9326650065115305	4h	Tam
ENSG00000186716_BCR	11.422134913739237	4h	Tam
ENSG00000186723_OR10H1	0.4678961541805967	4h	Tam
ENSG00000186765_FSCN2	2.3813426637183843	4h	Tam
ENSG00000186767_SPIN4	9.632283952220202	4h	Tam
ENSG00000186777_ZNF732	6.7098764382924925	4h	Tam
ENSG00000186787_SPIN2B	7.267811114463937	4h	Tam
ENSG00000186790_FOXE3	1.3760577977746862	4h	Tam
ENSG00000186792_HYAL3	8.307916959375845	4h	Tam
ENSG00000186806_VSIG10L	5.469834521383655	4h	Tam
ENSG00000186812_ZNF397	9.52997298014584	4h	Tam
ENSG00000186814_ZSCAN30	7.788286712028156	4h	Tam
ENSG00000186815_TPCN1	11.051205767806836	4h	Tam
ENSG00000186827_TNFRSF4	0.9203821951490829	4h	Tam
ENSG00000186832_KRT16	13.099950535613196	4h	Tam
ENSG00000186834_HEXIM1	10.772584274919794	4h	Tam
ENSG00000186847_KRT14	8.652469483558944	4h	Tam
ENSG00000186854_TRABD2A	8.341708681238265	4h	Tam
ENSG00000186862_PDZD7	5.276701093577143	4h	Tam
ENSG00000186866_POFUT2	8.52855588427853	4h	Tam
ENSG00000186867_QRFPR	9.329268938481317	4h	Tam
ENSG00000186868_MAPT	6.367049205220647	4h	Tam
ENSG00000186871_ERCC6L	7.6028504750436205	4h	Tam
ENSG00000186889_TMEM17	6.531234658022296	4h	Tam
ENSG00000186897_C1QL4	2.3813426637183843	4h	Tam
ENSG00000186907_RTN4RL2	3.8156510783543887	4h	Tam
ENSG00000186908_ZDHHC17	9.175803256047466	4h	Tam
ENSG00000186912_P2RY4	1.3760577977746862	4h	Tam
ENSG00000186918_ZNF395	11.157353642977663	4h	Tam
ENSG00000186919_ZACN	0.8713700649299048	4h	Tam
ENSG00000186951_PPARA	10.354070335492578	4h	Tam
ENSG00000186952_TMEM232	2.4837010515280955	4h	Tam
ENSG00000186976_EFCAB6	3.102830919953384	4h	Tam
ENSG00000186994_KANK3	2.0889489920833832	4h	Tam
ENSG00000187013_C17orf82	1.4107745829922622	4h	Tam
ENSG00000187017_ESPN	7.336802749363678	4h	Tam
ENSG00000187024_PTRH1	8.227733916661036	4h	Tam
ENSG00000187049_TMEM216	7.304512353686416	4h	Tam
ENSG00000187051_RPS19BP1	9.608761911999839	4h	Tam
ENSG00000187079_TEAD1	11.614031682091513	4h	Tam
ENSG00000187091_PLCD1	9.830706877914563	4h	Tam
ENSG00000187097_ENTPD5	8.877537372710272	4h	Tam
ENSG00000187098_MITF	9.40733720594644	4h	Tam
ENSG00000187105_HEATR4	3.7349324344228267	4h	Tam
ENSG00000187109_NAP1L1	13.764159537520436	4h	Tam
ENSG00000187118_CMC1	8.530007428688318	4h	Tam
ENSG00000187134_AKR1C1	9.651218539110392	4h	Tam
ENSG00000187147_RNF220	10.75957002657665	4h	Tam
ENSG00000187164_SHTN1	10.771381518256502	4h	Tam
ENSG00000187185_AC092118.1	0.8206341304824724	4h	Tam
ENSG00000187186_AL162231.1	4.394515481219279	4h	Tam
ENSG00000187187_ZNF546	6.607777133366784	4h	Tam
ENSG00000187189_TSPYL4	9.184212125743844	4h	Tam
ENSG00000187193_MT1X	8.369848533355356	4h	Tam
ENSG00000187210_GCNT1	9.286422575738326	4h	Tam
ENSG00000187231_SESTD1	11.854756020753594	4h	Tam
ENSG00000187239_FNBP1	10.277838483378556	4h	Tam
ENSG00000187240_DYNC2H1	9.886057886545899	4h	Tam
ENSG00000187244_BCAM	7.426776937732543	4h	Tam
ENSG00000187257_RSBN1L	9.86054832381494	4h	Tam
ENSG00000187266_EPOR	3.39320807624995	4h	Tam
ENSG00000187325_TAF9B	7.933918952157972	4h	Tam
ENSG00000187372_PCDHB13	5.924939553794488	4h	Tam
ENSG00000187446_CHP1	13.656135104521766	4h	Tam
ENSG00000187486_KCNJ11	2.766763831540556	4h	Tam
ENSG00000187498_COL4A1	10.274355081512246	4h	Tam
ENSG00000187514_PTMA	15.109720557078768	4h	Tam
ENSG00000187522_HSPA14	9.248621547155597	4h	Tam
ENSG00000187531_SIRT7	9.020044885742005	4h	Tam
ENSG00000187535_IFT140	9.147897754322031	4h	Tam
ENSG00000187553_CYP26C1	1.4107745829922622	4h	Tam
ENSG00000187554_TLR5	8.450930146786547	4h	Tam
ENSG00000187555_USP7	12.02197142517885	4h	Tam
ENSG00000187559_FOXD4L3	3.3015605987540715	4h	Tam
ENSG00000187583_PLEKHN1	5.4511934427310385	4h	Tam
ENSG00000187605_TET3	10.794320758764016	4h	Tam
ENSG00000187607_ZNF286A	9.827279694387084	4h	Tam
ENSG00000187608_ISG15	5.062199136494369	4h	Tam
ENSG00000187609_EXD3	7.459582594910488	4h	Tam
ENSG00000187624_C17orf97	5.865220409212811	4h	Tam
ENSG00000187626_ZKSCAN4	7.777414501349507	4h	Tam
ENSG00000187627_RGPD1	1.2387705364063297	4h	Tam
ENSG00000187630_DHRS4L2	9.061636347511842	4h	Tam
ENSG00000187634_SAMD11	5.802481505238893	4h	Tam
ENSG00000187650_VMAC	6.288021057612714	4h	Tam
ENSG00000187676_B3GLCT	7.119021464092966	4h	Tam
ENSG00000187678_SPRY4	3.312337195572505	4h	Tam
ENSG00000187689_AMTN	1.6346430121253428	4h	Tam
ENSG00000187699_C2orf88	4.84266919332748	4h	Tam
ENSG00000187713_TMEM203	9.38241253207768	4h	Tam
ENSG00000187720_THSD4	8.97390026755519	4h	Tam
ENSG00000187726_DNAJB13	1.9290607425696618	4h	Tam
ENSG00000187733_AMY1C	3.171544799224853	4h	Tam
ENSG00000187735_TCEA1	11.397657315017408	4h	Tam
ENSG00000187736_NHEJ1	8.81225108031626	4h	Tam
ENSG00000187741_FANCA	8.661258916977904	4h	Tam
ENSG00000187742_SECISBP2	9.981743749261835	4h	Tam
ENSG00000187753_C9orf153	3.0032938926964086	4h	Tam
ENSG00000187764_SEMA4D	8.91771310646164	4h	Tam
ENSG00000187778_MCRS1	10.138173864501873	4h	Tam
ENSG00000187790_FANCM	8.35581385548434	4h	Tam
ENSG00000187792_ZNF70	7.663073063991787	4h	Tam
ENSG00000187796_CARD9	4.6195851408577555	4h	Tam
ENSG00000187800_PEAR1	5.846227011151877	4h	Tam
ENSG00000187801_ZFP69B	6.711617859523799	4h	Tam
ENSG00000187808_SOWAHD	2.80719724702715	4h	Tam
ENSG00000187815_ZFP69	7.578408050481745	4h	Tam
ENSG00000187824_TMEM220	4.780182142335759	4h	Tam
ENSG00000187837_HIST1H1C	11.864996881012354	4h	Tam
ENSG00000187838_PLSCR3	8.87652098122108	4h	Tam
ENSG00000187840_EIF4EBP1	10.326383826065609	4h	Tam
ENSG00000187860_CCDC157	5.621734644716394	4h	Tam
ENSG00000187866_FAM122A	8.908859903035289	4h	Tam
ENSG00000187867_PALM3	4.372668916019467	4h	Tam
ENSG00000187889_FYB2	0.0	4h	Tam
ENSG00000187908_DMBT1	2.7113052610645716	4h	Tam
ENSG00000187944_C2orf66	1.8283941057629376	4h	Tam
ENSG00000187950_OVCH1	3.789111746534508	4h	Tam
ENSG00000187954_CYHR1	10.633224847503497	4h	Tam
ENSG00000187955_COL14A1	2.845768368280397	4h	Tam
ENSG00000187957_DNER	9.725552413955294	4h	Tam
ENSG00000187961_KLHL17	6.370426260661393	4h	Tam
ENSG00000187987_ZSCAN23	5.993720868626182	4h	Tam
ENSG00000187994_RINL	8.57340371587048	4h	Tam
ENSG00000188001_TPRG1	2.433935162176917	4h	Tam
ENSG00000188004_SNHG28	3.1137854415873267	4h	Tam
ENSG00000188010_MORN2	8.043021206776844	4h	Tam
ENSG00000188015_S100A3	5.568340826803383	4h	Tam
