contrast_id	timepoint	numerator	denominator	x	ci_low	ci_high
D_vs_Ctrl_4h	4h	D	Ctrl	1.870967741935484	-0.00493411947037642	0.006425771647197293
D_vs_Ctrl_4h	4h	D	Ctrl	1.89247311827957	-0.004869710253337567	0.006453070577040371
D_vs_Ctrl_4h	4h	D	Ctrl	1.913978494623656	-0.004833051864165706	0.006448143664564027
D_vs_Ctrl_4h	4h	D	Ctrl	1.935483870967742	-0.004741036344878615	0.006495772809365978
D_vs_Ctrl_4h	4h	D	Ctrl	1.9569892473118282	-0.004713145858315787	0.0065347749239486
D_vs_Ctrl_4h	4h	D	Ctrl	1.9784946236559142	-0.004634951580594963	0.00662108574230479
D_vs_Ctrl_4h	4h	D	Ctrl	2.0	-0.004593471530399853	0.006755778957399431
D_vs_Ctrl_4h	4h	D	Ctrl	2.021505376344086	-0.004521140878686247	0.006879282293491303
D_vs_Ctrl_4h	4h	D	Ctrl	2.043010752688172	-0.004464399508182303	0.0068914099881557675
D_vs_Ctrl_4h	4h	D	Ctrl	2.064516129032258	-0.004455086401485763	0.007056785559728896
D_vs_Ctrl_4h	4h	D	Ctrl	2.0860215053763445	-0.004394724005433344	0.007191029461058996
D_vs_Ctrl_4h	4h	D	Ctrl	2.1075268817204305	-0.004324159798375069	0.007293328798666921
D_vs_Ctrl_4h	4h	D	Ctrl	2.1290322580645165	-0.004236585973161443	0.007372174238869811
D_vs_Ctrl_4h	4h	D	Ctrl	2.1505376344086025	-0.004094312109432288	0.00755649635560723
D_vs_Ctrl_4h	4h	D	Ctrl	2.1720430107526885	-0.003981346289951406	0.0076962123572485944
D_vs_Ctrl_4h	4h	D	Ctrl	2.1935483870967745	-0.0038781046190434717	0.007781521928739286
D_vs_Ctrl_4h	4h	D	Ctrl	2.2150537634408605	-0.0038104774764257067	0.007863451623723514
D_vs_Ctrl_4h	4h	D	Ctrl	2.2365591397849465	-0.0036769550198048674	0.0078917596834381
D_vs_Ctrl_4h	4h	D	Ctrl	2.2580645161290325	-0.0036452154840136207	0.007989116532023896
D_vs_Ctrl_4h	4h	D	Ctrl	2.2795698924731185	-0.0036156973965582677	0.008104130219484884
D_vs_Ctrl_4h	4h	D	Ctrl	2.3010752688172045	-0.00355760417965222	0.008224248402951176
D_vs_Ctrl_4h	4h	D	Ctrl	2.3225806451612905	-0.0034408305566500934	0.008340056918565954
D_vs_Ctrl_4h	4h	D	Ctrl	2.3440860215053765	-0.003458518261446691	0.00845218395218154
D_vs_Ctrl_4h	4h	D	Ctrl	2.3655913978494625	-0.0034132234368934268	0.008567085428895772
D_vs_Ctrl_4h	4h	D	Ctrl	2.3870967741935485	-0.0033233786544049435	0.008690828683683259
D_vs_Ctrl_4h	4h	D	Ctrl	2.4086021505376345	-0.003347502511744451	0.008707560593696177
D_vs_Ctrl_4h	4h	D	Ctrl	2.4301075268817205	-0.003350336400240762	0.008766948545627706
D_vs_Ctrl_4h	4h	D	Ctrl	2.4516129032258065	-0.003321270377641979	0.008783515638821777
D_vs_Ctrl_4h	4h	D	Ctrl	2.4731182795698925	-0.003369496708506675	0.008804976404785165
D_vs_Ctrl_4h	4h	D	Ctrl	2.4946236559139785	-0.003376951644724414	0.008793323167175331
D_vs_Ctrl_4h	4h	D	Ctrl	2.5161290322580645	-0.0033744503650390283	0.008837029517381868
D_vs_Ctrl_4h	4h	D	Ctrl	2.537634408602151	-0.00339255079980662	0.008845362008513926
