contrast_id	gene_id	baseline_bin	n_methods	spread_iqr	phase
DT_vs_D_4h	ENSG00000140848_CPNE2	Non-head	6	0.35312038782373983	Early
DT_vs_D_4h	ENSG00000140853_NLRC5	Non-head	6	0.6479537695293839	Early
DT_vs_D_4h	ENSG00000140854_KATNB1	Non-head	6	0.8259634294049673	Early
DT_vs_D_4h	ENSG00000140859_KIFC3	Non-head	6	0.29495379630170926	Early
DT_vs_D_4h	ENSG00000140876_NUDT7	Non-head	6	0.11067662813739412	Early
DT_vs_D_4h	ENSG00000140905_GCSH	Non-head	6	0.35191622210939794	Early
DT_vs_D_4h	ENSG00000140931_CMTM3	Non-head	6	0.4011215480037074	Early
DT_vs_D_4h	ENSG00000140932_CMTM2	Non-head	6	0.17515944493915275	Early
DT_vs_D_4h	ENSG00000140939_NOL3	Non-head	6	1.4592732310765029	Early
DT_vs_D_4h	ENSG00000140941_MAP1LC3B	Non-head	6	1.0117895581636462	Early
DT_vs_D_4h	ENSG00000140943_MBTPS1	Head	6	0.2791754816480762	Early
DT_vs_D_4h	ENSG00000140948_ZCCHC14	Non-head	6	0.1253592367574636	Early
DT_vs_D_4h	ENSG00000140950_MEAK7	Non-head	6	0.21863075917397728	Early
DT_vs_D_4h	ENSG00000140961_OSGIN1	Non-head	6	0.1556167968853448	Early
DT_vs_D_4h	ENSG00000140983_RHOT2	Non-head	6	0.8389562430512864	Early
DT_vs_D_4h	ENSG00000140987_ZSCAN32	Non-head	6	0.928968500444308	Early
DT_vs_D_4h	ENSG00000140988_RPS2	Head	6	0.8493034719388549	Early
DT_vs_D_4h	ENSG00000140990_NDUFB10	Non-head	6	0.1788182816951283	Early
DT_vs_D_4h	ENSG00000140992_PDPK1	Non-head	6	1.2306276892378891	Early
DT_vs_D_4h	ENSG00000140993_TIGD7	Non-head	6	0.37601626882113504	Early
DT_vs_D_4h	ENSG00000140995_DEF8	Non-head	6	0.6535825992738253	Early
DT_vs_D_4h	ENSG00000141002_TCF25	Non-head	6	1.124495612480367	Early
DT_vs_D_4h	ENSG00000141012_GALNS	Non-head	6	0.9695221159112061	Early
DT_vs_D_4h	ENSG00000141013_GAS8	Non-head	6	0.17601348978610937	Early
DT_vs_D_4h	ENSG00000141026_MED9	Non-head	6	0.3894647061123252	Early
DT_vs_D_4h	ENSG00000141027_NCOR1	Head	6	0.666103135806979	Early
DT_vs_D_4h	ENSG00000141030_COPS3	Non-head	6	1.3565604614607916	Early
DT_vs_D_4h	ENSG00000141034_GID4	Non-head	6	0.5070598288401994	Early
DT_vs_D_4h	ENSG00000141068_KSR1	Non-head	6	1.5668705721034568	Early
DT_vs_D_4h	ENSG00000141076_UTP4	Non-head	6	1.2411455646057516	Early
DT_vs_D_4h	ENSG00000141084_RANBP10	Non-head	6	0.8266753481343414	Early
DT_vs_D_4h	ENSG00000141086_CTRL	Non-head	6	0.4765153247071541	Early
DT_vs_D_4h	ENSG00000141098_GFOD2	Non-head	6	0.26708198640132363	Early
DT_vs_D_4h	ENSG00000141101_NOB1	Non-head	6	0.3997417183947981	Early
DT_vs_D_4h	ENSG00000141127_PRPSAP2	Non-head	6	0.5632787533986475	Early
DT_vs_D_4h	ENSG00000141179_PCTP	Non-head	6	0.030743945908900346	Early
DT_vs_D_4h	ENSG00000141198_TOM1L1	Non-head	6	0.15356417516002288	Early
DT_vs_D_4h	ENSG00000141219_C17orf80	Non-head	6	0.1894166576930178	Early
DT_vs_D_4h	ENSG00000141232_TOB1	Head	6	1.5356491419034644	Early
DT_vs_D_4h	ENSG00000141252_VPS53	Non-head	6	0.40925740652140324	Early
DT_vs_D_4h	ENSG00000141258_SGSM2	Non-head	6	0.8980919406323192	Early
DT_vs_D_4h	ENSG00000141279_NPEPPS	Head	6	0.37474935332991277	Early
DT_vs_D_4h	ENSG00000141294_LRRC46	Non-head	6	0.10206621387632786	Early
DT_vs_D_4h	ENSG00000141295_SCRN2	Non-head	6	1.2111507190581356	Early
DT_vs_D_4h	ENSG00000141298_SSH2	Non-head	6	0.2745645161628508	Early
DT_vs_D_4h	ENSG00000141337_ARSG	Non-head	6	0.20244169140524026	Early
DT_vs_D_4h	ENSG00000141349_G6PC3	Non-head	6	0.048219934720299173	Early
DT_vs_D_4h	ENSG00000141367_CLTC	Head	6	0.7906822059504905	Early
DT_vs_D_4h	ENSG00000141376_BCAS3	Non-head	6	0.6455945095758362	Early
DT_vs_D_4h	ENSG00000141378_PTRH2	Non-head	6	1.3303729412040666	Early
DT_vs_D_4h	ENSG00000141380_SS18	Non-head	6	0.8515520584393903	Early
DT_vs_D_4h	ENSG00000141384_TAF4B	Non-head	6	1.7963950498653574	Early
DT_vs_D_4h	ENSG00000141385_AFG3L2	Head	6	0.38076305135298333	Early
DT_vs_D_4h	ENSG00000141391_PRELID3A	Non-head	6	0.6969960769730278	Early
DT_vs_D_4h	ENSG00000141401_IMPA2	Head	6	1.0867302550293343	Early
DT_vs_D_4h	ENSG00000141404_GNAL	Non-head	6	0.2099096379840768	Early
DT_vs_D_4h	ENSG00000141424_SLC39A6	Non-head	6	1.0648454309797988	Early
DT_vs_D_4h	ENSG00000141425_RPRD1A	Non-head	6	0.747475647249527	Early
DT_vs_D_4h	ENSG00000141428_C18orf21	Non-head	6	0.8244226328166138	Early
DT_vs_D_4h	ENSG00000141429_GALNT1	Non-head	6	0.7302306404262502	Early
DT_vs_D_4h	ENSG00000141441_GAREM1	Non-head	6	0.7923494016389436	Early
DT_vs_D_4h	ENSG00000141446_ESCO1	Non-head	6	0.564076042639854	Early
DT_vs_D_4h	ENSG00000141447_OSBPL1A	Non-head	6	0.7088733140390511	Early
DT_vs_D_4h	ENSG00000141448_GATA6	Non-head	6	0.18212560163142513	Early
DT_vs_D_4h	ENSG00000141449_GREB1L	Non-head	6	0.73774868431621	Early
DT_vs_D_4h	ENSG00000141452_RMC1	Non-head	6	0.9019544503613177	Early
DT_vs_D_4h	ENSG00000141456_PELP1	Non-head	6	0.7289372515888999	Early
DT_vs_D_4h	ENSG00000141458_NPC1	Non-head	6	0.5378672512998572	Early
DT_vs_D_4h	ENSG00000141480_ARRB2	Non-head	6	1.0344391368825978	Early
DT_vs_D_4h	ENSG00000141497_ZMYND15	Non-head	6	0.012928967575210448	Early
DT_vs_D_4h	ENSG00000141499_WRAP53	Non-head	6	0.24962493307354988	Early
DT_vs_D_4h	ENSG00000141503_MINK1	Head	6	0.4205904706234345	Early
DT_vs_D_4h	ENSG00000141504_SAT2	Non-head	6	1.5404045931024237	Early
DT_vs_D_4h	ENSG00000141510_TP53	Head	6	1.278854039824079	Early
DT_vs_D_4h	ENSG00000141519_CCDC40	Non-head	6	0.20697920953564153	Early
DT_vs_D_4h	ENSG00000141522_ARHGDIA	Head	6	0.5313302370007288	Early
DT_vs_D_4h	ENSG00000141524_TMC6	Non-head	6	1.5631390302078985	Early
DT_vs_D_4h	ENSG00000141526_SLC16A3	Head	6	0.07067933709984511	Early
DT_vs_D_4h	ENSG00000141527_CARD14	Non-head	6	1.0071122057725646	Early
DT_vs_D_4h	ENSG00000141540_TTYH2	Non-head	6	0.06737398236338388	Early
DT_vs_D_4h	ENSG00000141542_RAB40B	Non-head	6	0.5417988785796286	Early
DT_vs_D_4h	ENSG00000141543_EIF4A3	Non-head	6	0.8806902403097607	Early
DT_vs_D_4h	ENSG00000141551_CSNK1D	Non-head	6	0.7230457886626481	Early
DT_vs_D_4h	ENSG00000141552_ANAPC11	Non-head	6	0.6374745586222289	Early
DT_vs_D_4h	ENSG00000141556_TBCD	Non-head	6	0.5614758101994399	Early
DT_vs_D_4h	ENSG00000141560_FN3KRP	Non-head	6	0.9517856315428883	Early
DT_vs_D_4h	ENSG00000141562_NARF	Non-head	6	0.5363224518451544	Early
DT_vs_D_4h	ENSG00000141564_RPTOR	Non-head	6	0.40562873726494453	Early
DT_vs_D_4h	ENSG00000141568_FOXK2	Non-head	6	1.016902100655847	Early
DT_vs_D_4h	ENSG00000141569_TRIM65	Non-head	6	0.5910381854787103	Early
DT_vs_D_4h	ENSG00000141570_CBX8	Non-head	6	0.3934728038391453	Early
DT_vs_D_4h	ENSG00000141574_SECTM1	Non-head	6	1.2037154371627299	Early
DT_vs_D_4h	ENSG00000141577_CEP131	Non-head	6	0.1444681764746873	Early
DT_vs_D_4h	ENSG00000141580_WDR45B	Non-head	6	0.725380215374746	Early
DT_vs_D_4h	ENSG00000141582_CBX4	Non-head	6	0.6190998074341767	Early
DT_vs_D_4h	ENSG00000141622_RNF165	Non-head	6	1.4544711132371417	Early
DT_vs_D_4h	ENSG00000141627_DYM	Non-head	6	0.28940539374961927	Early
DT_vs_D_4h	ENSG00000141639_MAPK4	Non-head	6	1.1530488813323967	Early
DT_vs_D_4h	ENSG00000141642_ELAC1	Non-head	6	0.4171300771678388	Early
DT_vs_D_4h	ENSG00000141644_MBD1	Non-head	6	0.30423458971250406	Early
DT_vs_D_4h	ENSG00000141646_SMAD4	Non-head	6	0.21942359014227353	Early
DT_vs_D_4h	ENSG00000141655_TNFRSF11A	Non-head	6	0.4103488527299579	Early
DT_vs_D_4h	ENSG00000141664_ZCCHC2	Non-head	6	0.8940175201408791	Early
DT_vs_D_4h	ENSG00000141665_FBXO15	Non-head	6	0.5287398273595799	Early
DT_vs_D_4h	ENSG00000141682_PMAIP1	Non-head	6	1.6404572817568217	Early
DT_vs_D_4h	ENSG00000141696_P3H4	Non-head	6	0.7353706344687214	Early
DT_vs_D_4h	ENSG00000141698_NT5C3B	Non-head	6	0.25451941239407555	Early
DT_vs_D_4h	ENSG00000141699_RETREG3	Non-head	6	0.7880766405821761	Early
DT_vs_D_4h	ENSG00000141736_ERBB2	Head	6	2.416049095699024	Early
DT_vs_D_4h	ENSG00000141738_GRB7	Non-head	6	1.016817640844153	Early
DT_vs_D_4h	ENSG00000141741_MIEN1	Non-head	6	0.8928327034898381	Early
DT_vs_D_4h	ENSG00000141750_STAC2	Non-head	6	0.8276768083599353	Early
DT_vs_D_4h	ENSG00000141753_IGFBP4	Non-head	6	0.802940625894662	Early
DT_vs_D_4h	ENSG00000141756_FKBP10	Non-head	6	0.13281314145033646	Early
DT_vs_D_4h	ENSG00000141759_TXNL4A	Non-head	6	0.2150356746410845	Early
DT_vs_D_4h	ENSG00000141837_CACNA1A	Non-head	6	0.5935646457136965	Early
DT_vs_D_4h	ENSG00000141854_MISP3	Non-head	6	0.3647076603086722	Early
DT_vs_D_4h	ENSG00000141858_SAMD1	Non-head	6	1.1404265358317112	Early
DT_vs_D_4h	ENSG00000141867_BRD4	Head	6	0.06130792768377951	Early
DT_vs_D_4h	ENSG00000141873_SLC39A3	Non-head	6	0.6660081486908043	Early
DT_vs_D_4h	ENSG00000141905_NFIC	Head	6	0.4810191647307478	Early
DT_vs_D_4h	ENSG00000141933_TPGS1	Non-head	6	1.3186374869861663	Early
DT_vs_D_4h	ENSG00000141934_PLPP2	Non-head	6	0.6341482463042158	Early
DT_vs_D_4h	ENSG00000141956_PRDM15	Non-head	6	0.6787178760774712	Early
DT_vs_D_4h	ENSG00000141959_PFKL	Head	6	1.109615436251651	Early
DT_vs_D_4h	ENSG00000141965_FEM1A	Non-head	6	0.07772265914551411	Early
DT_vs_D_4h	ENSG00000141971_MVB12A	Non-head	6	0.8041413401631458	Early
DT_vs_D_4h	ENSG00000141985_SH3GL1	Head	6	0.23509621030081207	Early
DT_vs_D_4h	ENSG00000141994_DUS3L	Non-head	6	0.324421981779039	Early
DT_vs_D_4h	ENSG00000142002_DPP9	Non-head	6	0.2363955819906779	Early
DT_vs_D_4h	ENSG00000142039_CCDC97	Non-head	6	0.5259023160492343	Early
DT_vs_D_4h	ENSG00000142046_TMEM91	Non-head	6	0.3755262597869264	Early
DT_vs_D_4h	ENSG00000142065_ZFP14	Non-head	6	0.6238745133195736	Early
DT_vs_D_4h	ENSG00000142082_SIRT3	Non-head	6	0.9295695900713793	Early
DT_vs_D_4h	ENSG00000142089_IFITM3	Head	6	0.9698062376742677	Early
DT_vs_D_4h	ENSG00000142102_PGGHG	Non-head	6	0.1331431071606462	Early
DT_vs_D_4h	ENSG00000142166_IFNAR1	Non-head	6	0.20084302698625223	Early
DT_vs_D_4h	ENSG00000142168_SOD1	Head	6	0.3065569983845653	Early
DT_vs_D_4h	ENSG00000142178_SIK1	Non-head	6	1.1206836318876388	Early
DT_vs_D_4h	ENSG00000142185_TRPM2	Non-head	6	0.5166350794336544	Early
DT_vs_D_4h	ENSG00000142186_SCYL1	Non-head	6	0.14052021378550578	Early
DT_vs_D_4h	ENSG00000142188_TMEM50B	Non-head	6	0.22530975980793966	Early
DT_vs_D_4h	ENSG00000142192_APP	Head	6	0.039715773041787	Early
DT_vs_D_4h	ENSG00000142197_DOP1B	Non-head	6	0.5687354036946131	Early
DT_vs_D_4h	ENSG00000142207_URB1	Non-head	6	0.11596002923796472	Early
DT_vs_D_4h	ENSG00000142208_AKT1	Head	6	0.0447556487473456	Early
DT_vs_D_4h	ENSG00000142224_IL19	Non-head	6	0.24031970101672645	Early
DT_vs_D_4h	ENSG00000142227_EMP3	Non-head	6	0.6079939031849244	Early
DT_vs_D_4h	ENSG00000142230_SAE1	Non-head	6	0.6186984759079559	Early
DT_vs_D_4h	ENSG00000142233_NTN5	Non-head	6	0.4656541533715548	Early
DT_vs_D_4h	ENSG00000142235_LMTK3	Non-head	6	1.3545888528359753	Early
DT_vs_D_4h	ENSG00000142252_GEMIN7	Non-head	6	0.5297396194959817	Early
DT_vs_D_4h	ENSG00000142273_CBLC	Non-head	6	0.5347382256910882	Early
DT_vs_D_4h	ENSG00000142279_WTIP	Non-head	6	0.09585249313765279	Early
DT_vs_D_4h	ENSG00000142327_RNPEPL1	Head	6	1.5793361199906482	Early
DT_vs_D_4h	ENSG00000142330_CAPN10	Non-head	6	0.17547801793038922	Early
DT_vs_D_4h	ENSG00000142347_MYO1F	Non-head	6	0.43836546928132736	Early
DT_vs_D_4h	ENSG00000142396_ERVK3-1	Non-head	6	0.878841855950665	Early
DT_vs_D_4h	ENSG00000142409_ZNF787	Non-head	6	0.5858551218419547	Early
DT_vs_D_4h	ENSG00000142444_TIMM29	Non-head	6	0.7488333633794744	Early
DT_vs_D_4h	ENSG00000142449_FBN3	Non-head	6	0.18021958549128053	Early
DT_vs_D_4h	ENSG00000142453_CARM1	Non-head	6	0.0611144821728964	Early
DT_vs_D_4h	ENSG00000142459_EVI5L	Non-head	6	1.7963297130559863	Early
DT_vs_D_4h	ENSG00000142507_PSMB6	Non-head	6	0.11840974586923181	Early
DT_vs_D_4h	ENSG00000142528_ZNF473	Non-head	6	1.5130407578672957	Early
DT_vs_D_4h	ENSG00000142530_FAM71E1	Non-head	6	0.4642242005698877	Early
DT_vs_D_4h	ENSG00000142534_RPS11	Head	6	0.31822781120240584	Early
DT_vs_D_4h	ENSG00000142541_RPL13A	Head	6	0.9392924104450061	Early
DT_vs_D_4h	ENSG00000142544_CTU1	Non-head	6	0.2980255952374473	Early
DT_vs_D_4h	ENSG00000142546_NOSIP	Non-head	6	0.9443053230796904	Early
DT_vs_D_4h	ENSG00000142556_ZNF614	Non-head	6	1.0993172953624248	Early
DT_vs_D_4h	ENSG00000142583_SLC2A5	Non-head	6	0.07186458795431733	Early
DT_vs_D_4h	ENSG00000142599_RERE	Non-head	6	0.8493833506223233	Early
DT_vs_D_4h	ENSG00000142619_PADI3	Non-head	6	0.19057962715523108	Early
DT_vs_D_4h	ENSG00000142621_FHAD1	Non-head	6	0.07182699610940614	Early
DT_vs_D_4h	ENSG00000142623_PADI1	Non-head	6	1.3607113693649986	Early
DT_vs_D_4h	ENSG00000142627_EPHA2	Non-head	6	0.431863877577213	Early
DT_vs_D_4h	ENSG00000142632_ARHGEF19	Non-head	6	0.8727775512048285	Early
DT_vs_D_4h	ENSG00000142634_EFHD2	Non-head	6	0.8631611121815497	Early
DT_vs_D_4h	ENSG00000142655_PEX14	Non-head	6	0.1472991465100486	Early
DT_vs_D_4h	ENSG00000142657_PGD	Non-head	6	0.24533629077960417	Early
DT_vs_D_4h	ENSG00000142661_MYOM3	Non-head	6	0.4989031595456184	Early
DT_vs_D_4h	ENSG00000142669_SH3BGRL3	Non-head	6	0.2906901869092726	Early
DT_vs_D_4h	ENSG00000142675_CNKSR1	Non-head	6	0.961030648055127	Early
DT_vs_D_4h	ENSG00000142676_RPL11	Head	6	0.5040129295615678	Early
DT_vs_D_4h	ENSG00000142677_IL22RA1	Non-head	6	0.05196110604718135	Early
DT_vs_D_4h	ENSG00000142684_ZNF593	Non-head	6	0.2831846638042441	Early
DT_vs_D_4h	ENSG00000142686_C1orf216	Non-head	6	0.3816493154969398	Early
DT_vs_D_4h	ENSG00000142687_KIAA0319L	Non-head	6	1.0884803616469085	Early
DT_vs_D_4h	ENSG00000142694_EVA1B	Non-head	6	0.41578480763721726	Early
DT_vs_D_4h	ENSG00000142731_PLK4	Non-head	6	0.9330431530303525	Early
DT_vs_D_4h	ENSG00000142733_MAP3K6	Non-head	6	0.44544209173007165	Early
DT_vs_D_4h	ENSG00000142751_GPN2	Non-head	6	0.2964447587157269	Early
DT_vs_D_4h	ENSG00000142765_SYTL1	Non-head	6	0.8642446333831444	Early
DT_vs_D_4h	ENSG00000142784_WDTC1	Non-head	6	1.4325864903432808	Early
DT_vs_D_4h	ENSG00000142794_NBPF3	Non-head	6	0.2791481846889882	Early
DT_vs_D_4h	ENSG00000142798_HSPG2	Head	6	1.431206954624825	Early
DT_vs_D_4h	ENSG00000142856_ITGB3BP	Non-head	6	1.3524727375805405	Early
DT_vs_D_4h	ENSG00000142864_SERBP1	Head	6	1.0780288400384015	Early
DT_vs_D_4h	ENSG00000142867_BCL10	Non-head	6	1.0503204215115098	Early
DT_vs_D_4h	ENSG00000142871_CCN1	Non-head	6	0.1006631732072106	Early
DT_vs_D_4h	ENSG00000142875_PRKACB	Non-head	6	0.20601653793702338	Early
DT_vs_D_4h	ENSG00000142892_PIGK	Non-head	6	0.3436679952523552	Early
DT_vs_D_4h	ENSG00000142910_TINAGL1	Head	6	0.6949194211837849	Early
DT_vs_D_4h	ENSG00000142920_AZIN2	Non-head	6	0.8203227651766066	Early
DT_vs_D_4h	ENSG00000142937_RPS8	Head	6	0.4502873072108201	Early
DT_vs_D_4h	ENSG00000142945_KIF2C	Non-head	6	1.111021787770316	Early
DT_vs_D_4h	ENSG00000142949_PTPRF	Head	6	1.344827598562392	Early
DT_vs_D_4h	ENSG00000142959_BEST4	Non-head	6	0.19750259613780152	Early
DT_vs_D_4h	ENSG00000142961_MOB3C	Non-head	6	0.3670225273578712	Early
DT_vs_D_4h	ENSG00000142973_CYP4B1	Non-head	6	0.9592631189911804	Early
DT_vs_D_4h	ENSG00000143001_TMEM61	Non-head	6	0.7940143413331582	Early
DT_vs_D_4h	ENSG00000143013_LMO4	Non-head	6	0.6436991585668528	Early
DT_vs_D_4h	ENSG00000143028_SYPL2	Non-head	6	0.8989569362337411	Early
DT_vs_D_4h	ENSG00000143033_MTF2	Non-head	6	0.7389484454423104	Early
DT_vs_D_4h	ENSG00000143036_SLC44A3	Non-head	6	0.2921232425924997	Early
DT_vs_D_4h	ENSG00000143061_IGSF3	Non-head	6	0.847045293062713	Early
DT_vs_D_4h	ENSG00000143067_ZNF697	Non-head	6	0.7343854518543167	Early
DT_vs_D_4h	ENSG00000143079_CTTNBP2NL	Non-head	6	0.4335411392362092	Early
DT_vs_D_4h	ENSG00000143093_STRIP1	Non-head	6	0.47271840307523094	Early
DT_vs_D_4h	ENSG00000143106_PSMA5	Non-head	6	0.46534940147338555	Early
DT_vs_D_4h	ENSG00000143107_FNDC7	Non-head	6	0.021625406567308922	Early
DT_vs_D_4h	ENSG00000143110_C1orf162	Non-head	6	0.1803047498708525	Early
DT_vs_D_4h	ENSG00000143126_CELSR2	Non-head	6	0.4971584760964152	Early
DT_vs_D_4h	ENSG00000143127_ITGA10	Non-head	6	0.0523036628460852	Early
DT_vs_D_4h	ENSG00000143147_GPR161	Non-head	6	1.030651353039311	Early
DT_vs_D_4h	ENSG00000143149_ALDH9A1	Non-head	6	0.8189974002967458	Early
DT_vs_D_4h	ENSG00000143153_ATP1B1	Head	6	1.170688342167404	Early
DT_vs_D_4h	ENSG00000143155_TIPRL	Non-head	6	0.34849607710334796	Early
DT_vs_D_4h	ENSG00000143156_NME7	Non-head	6	0.11954081578997919	Early
DT_vs_D_4h	ENSG00000143157_POGK	Non-head	6	1.3975318408000021	Early
DT_vs_D_4h	ENSG00000143158_MPC2	Non-head	6	0.4387473426033609	Early
DT_vs_D_4h	ENSG00000143162_CREG1	Head	6	0.6392575804225724	Early
DT_vs_D_4h	ENSG00000143164_DCAF6	Non-head	6	0.2054413827149967	Early
DT_vs_D_4h	ENSG00000143178_TBX19	Non-head	6	0.36972802643799196	Early
DT_vs_D_4h	ENSG00000143179_UCK2	Non-head	6	0.8380484994975714	Early
DT_vs_D_4h	ENSG00000143183_TMCO1	Non-head	6	0.36443136411371846	Early
DT_vs_D_4h	ENSG00000143190_POU2F1	Non-head	6	0.8281793616373432	Early
DT_vs_D_4h	ENSG00000143198_MGST3	Non-head	6	1.306588281334279	Early
DT_vs_D_4h	ENSG00000143199_ADCY10	Non-head	6	0.4264816971660681	Early
DT_vs_D_4h	ENSG00000143207_COP1	Non-head	6	0.08720007874606839	Early
DT_vs_D_4h	ENSG00000143217_NECTIN4	Non-head	6	1.4097834052016975	Early
DT_vs_D_4h	ENSG00000143222_UFC1	Non-head	6	0.24193581602927236	Early
DT_vs_D_4h	ENSG00000143224_PPOX	Non-head	6	0.6945813748038125	Early
DT_vs_D_4h	ENSG00000143226_FCGR2A	Non-head	6	1.1978677859138283	Early
DT_vs_D_4h	ENSG00000143228_NUF2	Non-head	6	0.8996088859195621	Early
DT_vs_D_4h	ENSG00000143248_RGS5	Non-head	6	0.5923518270436621	Early
DT_vs_D_4h	ENSG00000143252_SDHC	Head	6	0.705041750623575	Early
DT_vs_D_4h	ENSG00000143256_PFDN2	Non-head	6	1.2559828134924838	Early
DT_vs_D_4h	ENSG00000143258_USP21	Non-head	6	1.3429602316682674	Early
DT_vs_D_4h	ENSG00000143294_PRCC	Non-head	6	0.42857743895100775	Early
DT_vs_D_4h	ENSG00000143303_RRNAD1	Non-head	6	1.2691781685840429	Early
DT_vs_D_4h	ENSG00000143314_MRPL24	Non-head	6	0.46670304462917056	Early
DT_vs_D_4h	ENSG00000143315_PIGM	Non-head	6	0.5908045139598271	Early
DT_vs_D_4h	ENSG00000143319_ISG20L2	Non-head	6	1.4609008085136748	Early
DT_vs_D_4h	ENSG00000143320_CRABP2	Non-head	6	0.8977080957834938	Early
DT_vs_D_4h	ENSG00000143321_HDGF	Head	6	0.30665367800360643	Early
DT_vs_D_4h	ENSG00000143322_ABL2	Non-head	6	0.5155601969872828	Early
DT_vs_D_4h	ENSG00000143324_XPR1	Non-head	6	0.9059865459224836	Early
DT_vs_D_4h	ENSG00000143333_RGS16	Non-head	6	0.8126148152892902	Early
DT_vs_D_4h	ENSG00000143337_TOR1AIP1	Non-head	6	0.4586686079435636	Early
DT_vs_D_4h	ENSG00000143341_HMCN1	Non-head	6	0.5834692746278654	Early
DT_vs_D_4h	ENSG00000143344_RGL1	Non-head	6	1.536794502803263	Early
DT_vs_D_4h	ENSG00000143353_LYPLAL1	Non-head	6	0.12080484465283743	Early
DT_vs_D_4h	ENSG00000143355_LHX9	Non-head	6	0.4162152355246817	Early
DT_vs_D_4h	ENSG00000143363_PRUNE1	Non-head	6	1.1213467767036356	Early
DT_vs_D_4h	ENSG00000143365_RORC	Non-head	6	1.1337812481057044	Early
DT_vs_D_4h	ENSG00000143367_TUFT1	Non-head	6	0.15944105776951542	Early
DT_vs_D_4h	ENSG00000143368_SF3B4	Non-head	6	0.2849906153134135	Early
DT_vs_D_4h	ENSG00000143369_ECM1	Non-head	6	0.28543862248263396	Early
DT_vs_D_4h	ENSG00000143373_ZNF687	Non-head	6	1.0466022082495474	Early
DT_vs_D_4h	ENSG00000143374_TARS2	Non-head	6	0.7448607806229317	Early
DT_vs_D_4h	ENSG00000143375_CGN	Non-head	6	0.3969670047776795	Early
DT_vs_D_4h	ENSG00000143376_SNX27	Non-head	6	0.8716624167819753	Early
DT_vs_D_4h	ENSG00000143379_SETDB1	Non-head	6	0.024803124506112783	Early
DT_vs_D_4h	ENSG00000143382_ADAMTSL4	Non-head	6	0.7425420124523362	Early
DT_vs_D_4h	ENSG00000143384_MCL1	Head	6	0.08701433770499915	Early
DT_vs_D_4h	ENSG00000143387_CTSK	Non-head	6	0.43167952293993683	Early
DT_vs_D_4h	ENSG00000143390_RFX5	Non-head	6	0.6065938447621628	Early
DT_vs_D_4h	ENSG00000143393_PI4KB	Non-head	6	0.8567106627473907	Early
DT_vs_D_4h	ENSG00000143398_PIP5K1A	Non-head	6	0.6604981114512556	Early
DT_vs_D_4h	ENSG00000143401_ANP32E	Non-head	6	0.19209150750168005	Early
DT_vs_D_4h	ENSG00000143409_MINDY1	Non-head	6	0.68202424817485	Early
DT_vs_D_4h	ENSG00000143412_ANXA9	Non-head	6	1.4535012699832	Early
DT_vs_D_4h	ENSG00000143416_SELENBP1	Non-head	6	1.2165719436518456	Early
DT_vs_D_4h	ENSG00000143418_CERS2	Head	6	0.15323702257781402	Early
DT_vs_D_4h	ENSG00000143420_ENSA	Head	6	0.17536388537961006	Early
DT_vs_D_4h	ENSG00000143434_SEMA6C	Non-head	6	1.2679894042730422	Early
DT_vs_D_4h	ENSG00000143436_MRPL9	Non-head	6	0.25423335875258324	Early
DT_vs_D_4h	ENSG00000143437_ARNT	Non-head	6	1.3444744525670873	Early
DT_vs_D_4h	ENSG00000143442_POGZ	Non-head	6	0.23606678477213533	Early
DT_vs_D_4h	ENSG00000143443_C1orf56	Non-head	6	0.4883382661928631	Early
DT_vs_D_4h	ENSG00000143450_OAZ3	Non-head	6	0.041309251463784516	Early
DT_vs_D_4h	ENSG00000143457_GOLPH3L	Non-head	6	1.1857769571175076	Early
DT_vs_D_4h	ENSG00000143458_GABPB2	Non-head	6	0.7477380428017625	Early
DT_vs_D_4h	ENSG00000143469_SYT14	Non-head	6	0.5316603474975992	Early
DT_vs_D_4h	ENSG00000143476_DTL	Non-head	6	1.837392251563614	Early
DT_vs_D_4h	ENSG00000143479_DYRK3	Non-head	6	0.44326500611578545	Early
DT_vs_D_4h	ENSG00000143486_EIF2D	Non-head	6	0.29313260774530697	Early
DT_vs_D_4h	ENSG00000143493_INTS7	Non-head	6	0.533919752457359	Early
DT_vs_D_4h	ENSG00000143494_VASH2	Non-head	6	0.7676367239514077	Early
DT_vs_D_4h	ENSG00000143498_TAF1A	Non-head	6	0.8761357475248606	Early
DT_vs_D_4h	ENSG00000143499_SMYD2	Non-head	6	1.517191414959754	Early
DT_vs_D_4h	ENSG00000143502_SUSD4	Non-head	6	0.3353965466955814	Early
DT_vs_D_4h	ENSG00000143507_DUSP10	Non-head	6	0.2611600946581857	Early
DT_vs_D_4h	ENSG00000143512_HHIPL2	Non-head	6	0.07726935383736831	Early
DT_vs_D_4h	ENSG00000143514_TP53BP2	Non-head	6	0.7265745416813343	Early
DT_vs_D_4h	ENSG00000143537_ADAM15	Head	6	1.076651721528754	Early
DT_vs_D_4h	ENSG00000143543_JTB	Non-head	6	0.4411365214628304	Early
DT_vs_D_4h	ENSG00000143545_RAB13	Non-head	6	0.5980468679258157	Early
DT_vs_D_4h	ENSG00000143546_S100A8	Non-head	6	0.8105163265340587	Early
DT_vs_D_4h	ENSG00000143549_TPM3	Head	6	1.2450081001167728	Early
DT_vs_D_4h	ENSG00000143553_SNAPIN	Non-head	6	0.134843077155873	Early
