contrast_id	gene_id	baseline_bin	n_methods	spread_iqr	phase
DT_vs_D_24h	ENSG00000095321_CRAT	Non-head	6	0.08815449067465986	Late
DT_vs_D_24h	ENSG00000095370_SH2D3C	Non-head	6	0.28084287068052166	Late
DT_vs_D_24h	ENSG00000095380_NANS	Non-head	6	0.17951772502700436	Late
DT_vs_D_24h	ENSG00000095383_TBC1D2	Non-head	6	0.36129331219560423	Late
DT_vs_D_24h	ENSG00000095397_WHRN	Non-head	6	0.4152340830234083	Late
DT_vs_D_24h	ENSG00000095485_CWF19L1	Non-head	6	0.13698590900299684	Late
DT_vs_D_24h	ENSG00000095539_SEMA4G	Non-head	6	0.3204237716596883	Late
DT_vs_D_24h	ENSG00000095564_BTAF1	Non-head	6	0.1292812068580249	Late
DT_vs_D_24h	ENSG00000095574_IKZF5	Non-head	6	0.4214044695157999	Late
DT_vs_D_24h	ENSG00000095585_BLNK	Non-head	6	0.17845858023789307	Late
DT_vs_D_24h	ENSG00000095587_TLL2	Non-head	6	0.3052363622198972	Late
DT_vs_D_24h	ENSG00000095637_SORBS1	Non-head	6	0.09315342613937039	Late
DT_vs_D_24h	ENSG00000095739_BAMBI	Non-head	6	0.059098730736952265	Late
DT_vs_D_24h	ENSG00000095752_IL11	Non-head	6	0.5424861077984662	Late
DT_vs_D_24h	ENSG00000095787_WAC	Head	6	0.5439365393945574	Late
DT_vs_D_24h	ENSG00000095794_CREM	Non-head	6	0.4460998490459532	Late
DT_vs_D_24h	ENSG00000095906_NUBP2	Non-head	6	0.45883761042758014	Late
DT_vs_D_24h	ENSG00000095932_SMIM24	Non-head	6	0.07880402811145332	Late
DT_vs_D_24h	ENSG00000095951_HIVEP1	Non-head	6	0.01349068772158657	Late
DT_vs_D_24h	ENSG00000095970_TREM2	Non-head	6	0.03639504935936066	Late
DT_vs_D_24h	ENSG00000096060_FKBP5	Head	6	0.20539441394969593	Late
DT_vs_D_24h	ENSG00000096063_SRPK1	Head	6	0.18727396513010985	Late
DT_vs_D_24h	ENSG00000096070_BRPF3	Non-head	6	0.5462021673616306	Late
DT_vs_D_24h	ENSG00000096080_MRPS18A	Non-head	6	0.6314198677317066	Late
DT_vs_D_24h	ENSG00000096088_PGC	Non-head	6	0.12934496765892653	Late
DT_vs_D_24h	ENSG00000096092_TMEM14A	Non-head	6	0.30717763039782375	Late
DT_vs_D_24h	ENSG00000096093_EFHC1	Non-head	6	0.2657358850755014	Late
DT_vs_D_24h	ENSG00000096384_HSP90AB1	Head	6	0.18685008306270956	Late
DT_vs_D_24h	ENSG00000096401_CDC5L	Non-head	6	0.17599440061423022	Late
DT_vs_D_24h	ENSG00000096433_ITPR3	Head	6	0.7692221450263811	Late
DT_vs_D_24h	ENSG00000096654_ZNF184	Non-head	6	0.1802123807188012	Late
DT_vs_D_24h	ENSG00000096696_DSP	Head	6	0.5934796569681251	Late
DT_vs_D_24h	ENSG00000096717_SIRT1	Non-head	6	0.5753503184403117	Late
DT_vs_D_24h	ENSG00000096746_HNRNPH3	Non-head	6	0.1634142625111411	Late
DT_vs_D_24h	ENSG00000096872_IFT74	Non-head	6	0.1962931522314283	Late
DT_vs_D_24h	ENSG00000096968_JAK2	Non-head	6	0.10001471859550515	Late
DT_vs_D_24h	ENSG00000097007_ABL1	Non-head	6	0.23747063793291723	Late
DT_vs_D_24h	ENSG00000097021_ACOT7	Non-head	6	0.4010824906080751	Late
DT_vs_D_24h	ENSG00000097033_SH3GLB1	Head	6	0.9806538645974372	Late
DT_vs_D_24h	ENSG00000097046_CDC7	Non-head	6	0.49833799911843363	Late
DT_vs_D_24h	ENSG00000097096_SYDE2	Non-head	6	0.03786049315446176	Late
DT_vs_D_24h	ENSG00000099139_PCSK5	Non-head	6	0.09331965558858024	Late
DT_vs_D_24h	ENSG00000099194_SCD	Head	6	0.35057919743165944	Late
DT_vs_D_24h	ENSG00000099203_TMED1	Non-head	6	0.29485940768004726	Late
DT_vs_D_24h	ENSG00000099204_ABLIM1	Head	6	0.19799813734237948	Late
DT_vs_D_24h	ENSG00000099219_ERMP1	Head	6	0.25536204456480394	Late
DT_vs_D_24h	ENSG00000099246_RAB18	Non-head	6	0.3530231964651154	Late
DT_vs_D_24h	ENSG00000099250_NRP1	Non-head	6	0.41244265889259363	Late
DT_vs_D_24h	ENSG00000099256_PRTFDC1	Non-head	6	0.10842006629231916	Late
DT_vs_D_24h	ENSG00000099260_PALMD	Non-head	6	0.46248718074667033	Late
DT_vs_D_24h	ENSG00000099282_TSPAN15	Non-head	6	0.15416032203054703	Late
DT_vs_D_24h	ENSG00000099284_H2AFY2	Non-head	6	0.2925862804700581	Late
DT_vs_D_24h	ENSG00000099290_WASHC2A	Non-head	6	0.13568176575507745	Late
DT_vs_D_24h	ENSG00000099308_MAST3	Non-head	6	0.5409632046786691	Late
DT_vs_D_24h	ENSG00000099326_MZF1	Non-head	6	1.761636993466495	Late
DT_vs_D_24h	ENSG00000099330_OCEL1	Non-head	6	0.24977427824944343	Late
DT_vs_D_24h	ENSG00000099331_MYO9B	Non-head	6	0.7930585268206705	Late
DT_vs_D_24h	ENSG00000099337_KCNK6	Non-head	6	0.1696460909297699	Late
DT_vs_D_24h	ENSG00000099338_CATSPERG	Non-head	6	0.27340124254781817	Late
DT_vs_D_24h	ENSG00000099341_PSMD8	Non-head	6	0.2838385036848434	Late
DT_vs_D_24h	ENSG00000099364_FBXL19	Non-head	6	0.17695870988098739	Late
DT_vs_D_24h	ENSG00000099365_STX1B	Non-head	6	0.21425966502282387	Late
DT_vs_D_24h	ENSG00000099377_HSD3B7	Non-head	6	0.4562120294249068	Late
DT_vs_D_24h	ENSG00000099381_SETD1A	Non-head	6	0.3327994915694378	Late
DT_vs_D_24h	ENSG00000099385_BCL7C	Non-head	6	0.608202662144712	Late
DT_vs_D_24h	ENSG00000099617_EFNA2	Non-head	6	0.40513834092410816	Late
DT_vs_D_24h	ENSG00000099622_CIRBP	Non-head	6	0.3883644618483402	Late
DT_vs_D_24h	ENSG00000099624_ATP5F1D	Head	6	0.38530012545607406	Late
DT_vs_D_24h	ENSG00000099625_CBARP	Non-head	6	0.3806679358198769	Late
DT_vs_D_24h	ENSG00000099783_HNRNPM	Head	6	0.29373544466761947	Late
DT_vs_D_24h	ENSG00000099785_MARCH2	Non-head	6	0.027177844634172235	Late
DT_vs_D_24h	ENSG00000099795_NDUFB7	Non-head	6	0.07259115005266165	Late
DT_vs_D_24h	ENSG00000099797_TECR	Non-head	6	0.18945933580400476	Late
DT_vs_D_24h	ENSG00000099800_TIMM13	Non-head	6	0.030557443947904717	Late
DT_vs_D_24h	ENSG00000099804_CDC34	Non-head	6	0.19432060109427485	Late
DT_vs_D_24h	ENSG00000099812_MISP	Non-head	6	0.13627233865004615	Late
DT_vs_D_24h	ENSG00000099814_CEP170B	Head	6	0.7368405798424049	Late
DT_vs_D_24h	ENSG00000099817_POLR2E	Non-head	6	0.3729284996585187	Late
DT_vs_D_24h	ENSG00000099821_POLRMT	Non-head	6	0.1221584413155794	Late
DT_vs_D_24h	ENSG00000099822_HCN2	Non-head	6	0.09098135264111462	Late
DT_vs_D_24h	ENSG00000099840_IZUMO4	Non-head	6	0.5671025292325813	Late
DT_vs_D_24h	ENSG00000099849_RASSF7	Non-head	6	0.25381510595415135	Late
DT_vs_D_24h	ENSG00000099860_GADD45B	Non-head	6	0.5815531359420627	Late
DT_vs_D_24h	ENSG00000099866_MADCAM1	Non-head	6	0.2593588736118025	Late
DT_vs_D_24h	ENSG00000099875_MKNK2	Head	6	0.15705406703547636	Late
DT_vs_D_24h	ENSG00000099889_ARVCF	Non-head	6	0.8367715378890295	Late
DT_vs_D_24h	ENSG00000099899_TRMT2A	Non-head	6	0.8247001944609349	Late
DT_vs_D_24h	ENSG00000099901_RANBP1	Non-head	6	0.47970492561969724	Late
DT_vs_D_24h	ENSG00000099904_ZDHHC8	Non-head	6	0.9576673630608474	Late
DT_vs_D_24h	ENSG00000099910_KLHL22	Non-head	6	0.13760858757623728	Late
DT_vs_D_24h	ENSG00000099917_MED15	Non-head	6	0.320584342917409	Late
DT_vs_D_24h	ENSG00000099937_SERPIND1	Non-head	6	0.4793121394047295	Late
DT_vs_D_24h	ENSG00000099940_SNAP29	Non-head	6	0.38616838935471143	Late
DT_vs_D_24h	ENSG00000099942_CRKL	Non-head	6	0.46517717039021156	Late
DT_vs_D_24h	ENSG00000099949_LZTR1	Non-head	6	1.0786143095787692	Late
DT_vs_D_24h	ENSG00000099953_MMP11	Non-head	6	0.44148940323034036	Late
DT_vs_D_24h	ENSG00000099956_SMARCB1	Non-head	6	0.14188953316050223	Late
DT_vs_D_24h	ENSG00000099957_P2RX6	Non-head	6	0.540670567216703	Late
DT_vs_D_24h	ENSG00000099968_BCL2L13	Non-head	6	0.4749708997215809	Late
DT_vs_D_24h	ENSG00000099974_DDTL	Non-head	6	0.02540588226757241	Late
DT_vs_D_24h	ENSG00000099977_DDT	Non-head	6	0.17766695680494748	Late
DT_vs_D_24h	ENSG00000099991_CABIN1	Non-head	6	0.9417298834955605	Late
DT_vs_D_24h	ENSG00000099992_TBC1D10A	Non-head	6	0.4442682540041828	Late
DT_vs_D_24h	ENSG00000099994_SUSD2	Non-head	6	0.3302831271477344	Late
DT_vs_D_24h	ENSG00000099995_SF3A1	Head	6	0.14538789188278	Late
DT_vs_D_24h	ENSG00000099998_GGT5	Non-head	6	0.24299855745917287	Late
DT_vs_D_24h	ENSG00000099999_RNF215	Non-head	6	0.5991071864314458	Late
DT_vs_D_24h	ENSG00000100003_SEC14L2	Non-head	6	0.1263302952440362	Late
DT_vs_D_24h	ENSG00000100014_SPECC1L	Non-head	6	0.19226242750795342	Late
DT_vs_D_24h	ENSG00000100023_PPIL2	Non-head	6	0.6132767938654773	Late
DT_vs_D_24h	ENSG00000100027_YPEL1	Non-head	6	0.0703444147949425	Late
DT_vs_D_24h	ENSG00000100028_SNRPD3	Non-head	6	0.2932148579726548	Late
DT_vs_D_24h	ENSG00000100029_PES1	Non-head	6	0.08038943002921761	Late
DT_vs_D_24h	ENSG00000100030_MAPK1	Head	6	0.17289680717786138	Late
DT_vs_D_24h	ENSG00000100031_GGT1	Non-head	6	0.43524089069264105	Late
DT_vs_D_24h	ENSG00000100033_PRODH	Non-head	6	0.117421923824229	Late
DT_vs_D_24h	ENSG00000100034_PPM1F	Non-head	6	0.4027488429876631	Late
DT_vs_D_24h	ENSG00000100036_SLC35E4	Non-head	6	0.04217051137659089	Late
DT_vs_D_24h	ENSG00000100038_TOP3B	Non-head	6	1.274630797309506	Late
DT_vs_D_24h	ENSG00000100053_CRYBB3	Non-head	6	0.23555014131294516	Late
DT_vs_D_24h	ENSG00000100055_CYTH4	Non-head	6	0.2932609603145174	Late
DT_vs_D_24h	ENSG00000100056_ESS2	Non-head	6	0.6413021903883035	Late
DT_vs_D_24h	ENSG00000100060_MFNG	Non-head	6	0.6834239506141611	Late
DT_vs_D_24h	ENSG00000100065_CARD10	Non-head	6	0.8046337272386638	Late
DT_vs_D_24h	ENSG00000100068_LRP5L	Non-head	6	1.2448492976797914	Late
DT_vs_D_24h	ENSG00000100075_SLC25A1	Non-head	6	0.14334659751372467	Late
DT_vs_D_24h	ENSG00000100077_GRK3	Non-head	6	0.4201042971331155	Late
DT_vs_D_24h	ENSG00000100083_GGA1	Non-head	6	1.023084482655451	Late
DT_vs_D_24h	ENSG00000100084_HIRA	Non-head	6	0.3627275250957005	Late
DT_vs_D_24h	ENSG00000100092_SH3BP1	Non-head	6	0.28648747456345247	Late
DT_vs_D_24h	ENSG00000100097_LGALS1	Non-head	6	0.36551302626322046	Late
DT_vs_D_24h	ENSG00000100099_HPS4	Non-head	6	0.15429912664565537	Late
DT_vs_D_24h	ENSG00000100100_PIK3IP1	Non-head	6	0.5173346317746441	Late
DT_vs_D_24h	ENSG00000100104_SRRD	Non-head	6	0.2458778472241233	Late
DT_vs_D_24h	ENSG00000100105_PATZ1	Non-head	6	0.6366961284989303	Late
DT_vs_D_24h	ENSG00000100106_TRIOBP	Non-head	6	0.06403213511829065	Late
DT_vs_D_24h	ENSG00000100109_TFIP11	Non-head	6	0.04409551460463391	Late
DT_vs_D_24h	ENSG00000100116_GCAT	Non-head	6	0.017315021363692742	Late
DT_vs_D_24h	ENSG00000100124_ANKRD54	Non-head	6	0.2445065518363474	Late
DT_vs_D_24h	ENSG00000100129_EIF3L	Head	6	0.6991986252461286	Late
DT_vs_D_24h	ENSG00000100138_SNU13	Non-head	6	0.19341452092767597	Late
DT_vs_D_24h	ENSG00000100139_MICALL1	Head	6	0.10877211607335602	Late
DT_vs_D_24h	ENSG00000100142_POLR2F	Non-head	6	0.221718416790259	Late
DT_vs_D_24h	ENSG00000100147_CCDC134	Non-head	6	0.3654179210120605	Late
DT_vs_D_24h	ENSG00000100150_DEPDC5	Non-head	6	0.8814862929511365	Late
DT_vs_D_24h	ENSG00000100151_PICK1	Non-head	6	0.9448108702510285	Late
DT_vs_D_24h	ENSG00000100162_CENPM	Non-head	6	0.1889714780244848	Late
DT_vs_D_24h	ENSG00000100167_SEPTIN3	Non-head	6	0.2432495278307324	Late
DT_vs_D_24h	ENSG00000100170_SLC5A1	Non-head	6	0.18942167522525277	Late
DT_vs_D_24h	ENSG00000100196_KDELR3	Non-head	6	0.5475118713492108	Late
DT_vs_D_24h	ENSG00000100197_CYP2D6	Non-head	6	0.676554447865926	Late
DT_vs_D_24h	ENSG00000100201_DDX17	Head	6	0.2528772376479719	Late
DT_vs_D_24h	ENSG00000100206_DMC1	Non-head	6	0.16708526384300157	Late
DT_vs_D_24h	ENSG00000100207_TCF20	Head	6	0.1470874941212954	Late
DT_vs_D_24h	ENSG00000100209_HSCB	Non-head	6	0.5998582866842056	Late
DT_vs_D_24h	ENSG00000100211_CBY1	Non-head	6	0.09329416707906961	Late
DT_vs_D_24h	ENSG00000100216_TOMM22	Non-head	6	0.3120637430427933	Late
DT_vs_D_24h	ENSG00000100219_XBP1	Non-head	6	0.03460009258142982	Late
DT_vs_D_24h	ENSG00000100220_RTCB	Non-head	6	0.22923064085568057	Late
DT_vs_D_24h	ENSG00000100221_JOSD1	Non-head	6	0.21020846727980003	Late
DT_vs_D_24h	ENSG00000100225_FBXO7	Non-head	6	0.05846726101930577	Late
DT_vs_D_24h	ENSG00000100226_GTPBP1	Non-head	6	0.22187862076295461	Late
DT_vs_D_24h	ENSG00000100227_POLDIP3	Non-head	6	0.3162967823560532	Late
DT_vs_D_24h	ENSG00000100228_RAB36	Non-head	6	0.4251831479097749	Late
DT_vs_D_24h	ENSG00000100234_TIMP3	Non-head	6	0.4059792571061215	Late
DT_vs_D_24h	ENSG00000100239_PPP6R2	Non-head	6	1.2797966660743416	Late
DT_vs_D_24h	ENSG00000100241_SBF1	Head	6	0.7205972115555845	Late
DT_vs_D_24h	ENSG00000100242_SUN2	Head	6	0.24706959029646558	Late
DT_vs_D_24h	ENSG00000100243_CYB5R3	Head	6	0.07908080060607126	Late
DT_vs_D_24h	ENSG00000100246_DNAL4	Non-head	6	0.1326690217144025	Late
DT_vs_D_24h	ENSG00000100258_LMF2	Non-head	6	0.0730591916536335	Late
DT_vs_D_24h	ENSG00000100263_RHBDD3	Non-head	6	0.582341077443806	Late
DT_vs_D_24h	ENSG00000100266_PACSIN2	Non-head	6	0.14940683355613182	Late
DT_vs_D_24h	ENSG00000100271_TTLL1	Non-head	6	0.6043026913608036	Late
DT_vs_D_24h	ENSG00000100276_RASL10A	Non-head	6	0.2821240344179673	Late
DT_vs_D_24h	ENSG00000100280_AP1B1	Non-head	6	0.4159834235239331	Late
DT_vs_D_24h	ENSG00000100281_HMGXB4	Non-head	6	0.23640020071530676	Late
DT_vs_D_24h	ENSG00000100284_TOM1	Non-head	6	0.22634170163783895	Late
DT_vs_D_24h	ENSG00000100288_CHKB	Non-head	6	1.282299066315657	Late
DT_vs_D_24h	ENSG00000100290_BIK	Non-head	6	0.1999603974313131	Late
DT_vs_D_24h	ENSG00000100292_HMOX1	Non-head	6	0.13852961357738125	Late
DT_vs_D_24h	ENSG00000100294_MCAT	Non-head	6	0.08166925775969586	Late
DT_vs_D_24h	ENSG00000100296_THOC5	Non-head	6	0.38336812726061975	Late
DT_vs_D_24h	ENSG00000100297_MCM5	Non-head	6	0.36443182279048114	Late
DT_vs_D_24h	ENSG00000100298_APOBEC3H	Non-head	6	0.09138771076834998	Late
DT_vs_D_24h	ENSG00000100299_ARSA	Non-head	6	0.9426299428991718	Late
DT_vs_D_24h	ENSG00000100300_TSPO	Head	6	0.2496025647503799	Late
DT_vs_D_24h	ENSG00000100302_RASD2	Non-head	6	0.05498525058487136	Late
DT_vs_D_24h	ENSG00000100304_TTLL12	Head	6	0.2853920155951477	Late
DT_vs_D_24h	ENSG00000100307_CBX7	Non-head	6	0.5814306185161755	Late
DT_vs_D_24h	ENSG00000100311_PDGFB	Non-head	6	0.2965684821338437	Late
DT_vs_D_24h	ENSG00000100316_RPL3	Head	6	0.16650523385391258	Late
DT_vs_D_24h	ENSG00000100319_ZMAT5	Non-head	6	0.07447112844847738	Late
DT_vs_D_24h	ENSG00000100320_RBFOX2	Head	6	0.16133671503543123	Late
DT_vs_D_24h	ENSG00000100321_SYNGR1	Non-head	6	0.3658818389765488	Late
DT_vs_D_24h	ENSG00000100324_TAB1	Non-head	6	0.5645731185966631	Late
DT_vs_D_24h	ENSG00000100325_ASCC2	Non-head	6	0.32461468346347716	Late
DT_vs_D_24h	ENSG00000100330_MTMR3	Non-head	6	0.23998050205396887	Late
DT_vs_D_24h	ENSG00000100335_MIEF1	Non-head	6	0.3203003962411647	Late
DT_vs_D_24h	ENSG00000100342_APOL1	Non-head	6	0.35189818479387003	Late
DT_vs_D_24h	ENSG00000100344_PNPLA3	Non-head	6	0.7794384620914385	Late
DT_vs_D_24h	ENSG00000100345_MYH9	Head	6	0.3519016703970157	Late
DT_vs_D_24h	ENSG00000100347_SAMM50	Non-head	6	0.27449172200729965	Late
DT_vs_D_24h	ENSG00000100348_TXN2	Non-head	6	0.14606360726195056	Late
DT_vs_D_24h	ENSG00000100350_FOXRED2	Non-head	6	0.3383229889193243	Late
DT_vs_D_24h	ENSG00000100353_EIF3D	Head	6	0.3368484323829334	Late
DT_vs_D_24h	ENSG00000100354_TNRC6B	Head	6	0.255913250247775	Late
DT_vs_D_24h	ENSG00000100359_SGSM3	Non-head	6	0.6330591762660245	Late
DT_vs_D_24h	ENSG00000100360_IFT27	Non-head	6	0.4532130309500078	Late
DT_vs_D_24h	ENSG00000100364_KIAA0930	Non-head	6	0.08619760317952892	Late
DT_vs_D_24h	ENSG00000100365_NCF4	Non-head	6	0.21803680723171937	Late
DT_vs_D_24h	ENSG00000100372_SLC25A17	Non-head	6	0.2745401621366198	Late
DT_vs_D_24h	ENSG00000100376_FAM118A	Non-head	6	0.25894446782378655	Late
DT_vs_D_24h	ENSG00000100379_KCTD17	Non-head	6	0.45612411328894525	Late
DT_vs_D_24h	ENSG00000100380_ST13	Head	6	1.227698885920537	Late
DT_vs_D_24h	ENSG00000100387_RBX1	Non-head	6	0.3212777447662851	Late
DT_vs_D_24h	ENSG00000100393_EP300	Head	6	0.10309688325455124	Late
DT_vs_D_24h	ENSG00000100395_L3MBTL2	Non-head	6	0.4646210641844136	Late
DT_vs_D_24h	ENSG00000100399_CHADL	Non-head	6	0.5131492628821422	Late
DT_vs_D_24h	ENSG00000100401_RANGAP1	Head	6	0.15201377471582833	Late
DT_vs_D_24h	ENSG00000100403_ZC3H7B	Head	6	0.40110917253081024	Late
DT_vs_D_24h	ENSG00000100410_PHF5A	Non-head	6	0.10640730374693674	Late
DT_vs_D_24h	ENSG00000100412_ACO2	Head	6	0.09006069782588	Late
DT_vs_D_24h	ENSG00000100413_POLR3H	Non-head	6	0.5145679293570922	Late
DT_vs_D_24h	ENSG00000100416_TRMU	Non-head	6	1.1312145284461796	Late
DT_vs_D_24h	ENSG00000100417_PMM1	Non-head	6	0.5107910361961133	Late
DT_vs_D_24h	ENSG00000100418_DESI1	Non-head	6	0.3614627602906988	Late
DT_vs_D_24h	ENSG00000100422_CERK	Non-head	6	0.13424753713260557	Late
DT_vs_D_24h	ENSG00000100425_BRD1	Non-head	6	0.4675887192756346	Late
DT_vs_D_24h	ENSG00000100426_ZBED4	Non-head	6	0.5049806881506662	Late
DT_vs_D_24h	ENSG00000100429_HDAC10	Non-head	6	1.2933020311866756	Late
DT_vs_D_24h	ENSG00000100439_ABHD4	Non-head	6	0.32275859256261774	Late
DT_vs_D_24h	ENSG00000100441_KHNYN	Head	6	0.16527570556909743	Late
DT_vs_D_24h	ENSG00000100442_FKBP3	Non-head	6	0.39335942838500526	Late
DT_vs_D_24h	ENSG00000100445_SDR39U1	Non-head	6	0.09302061741731626	Late
DT_vs_D_24h	ENSG00000100461_RBM23	Non-head	6	0.0692166538074347	Late
DT_vs_D_24h	ENSG00000100462_PRMT5	Non-head	6	0.4355042913489785	Late
DT_vs_D_24h	ENSG00000100478_AP4S1	Non-head	6	0.2964699852294609	Late
DT_vs_D_24h	ENSG00000100479_POLE2	Non-head	6	0.060428870315268016	Late
DT_vs_D_24h	ENSG00000100483_VCPKMT	Non-head	6	0.35484873447278664	Late
DT_vs_D_24h	ENSG00000100485_SOS2	Non-head	6	0.22010187907399065	Late
DT_vs_D_24h	ENSG00000100490_CDKL1	Non-head	6	0.02198109648224302	Late
DT_vs_D_24h	ENSG00000100503_NIN	Non-head	6	0.15918515835576766	Late
DT_vs_D_24h	ENSG00000100504_PYGL	Head	6	0.4916902533967113	Late
DT_vs_D_24h	ENSG00000100505_TRIM9	Non-head	6	0.3347745226640422	Late
DT_vs_D_24h	ENSG00000100519_PSMC6	Non-head	6	0.31524249786853265	Late
DT_vs_D_24h	ENSG00000100522_GNPNAT1	Non-head	6	0.3082721635455612	Late
DT_vs_D_24h	ENSG00000100523_DDHD1	Non-head	6	0.16484676806614462	Late
DT_vs_D_24h	ENSG00000100526_CDKN3	Non-head	6	0.41971528712424755	Late
DT_vs_D_24h	ENSG00000100528_CNIH1	Head	6	1.1886186023607226	Late
DT_vs_D_24h	ENSG00000100532_CGRRF1	Non-head	6	0.017003343638964642	Late
DT_vs_D_24h	ENSG00000100554_ATP6V1D	Non-head	6	0.1212643151643309	Late
DT_vs_D_24h	ENSG00000100558_PLEK2	Non-head	6	0.1551140528752376	Late
DT_vs_D_24h	ENSG00000100564_PIGH	Non-head	6	0.557021150484017	Late
DT_vs_D_24h	ENSG00000100567_PSMA3	Non-head	6	0.24606847178256275	Late
DT_vs_D_24h	ENSG00000100568_VTI1B	Non-head	6	0.03378559955738902	Late
DT_vs_D_24h	ENSG00000100575_TIMM9	Non-head	6	0.8554505671102306	Late
DT_vs_D_24h	ENSG00000100577_GSTZ1	Non-head	6	0.42358961534425355	Late
DT_vs_D_24h	ENSG00000100578_KIAA0586	Non-head	6	0.08716079734454996	Late
DT_vs_D_24h	ENSG00000100580_TMED8	Non-head	6	0.020244741943777345	Late
DT_vs_D_24h	ENSG00000100583_SAMD15	Non-head	6	0.45153626496248056	Late
DT_vs_D_24h	ENSG00000100591_AHSA1	Non-head	6	0.08551615066652762	Late
DT_vs_D_24h	ENSG00000100592_DAAM1	Non-head	6	0.3915703225003583	Late
DT_vs_D_24h	ENSG00000100596_SPTLC2	Non-head	6	0.6315922860035339	Late
DT_vs_D_24h	ENSG00000100599_RIN3	Non-head	6	0.19596012345734415	Late
DT_vs_D_24h	ENSG00000100600_LGMN	Non-head	6	0.07450507267028983	Late
DT_vs_D_24h	ENSG00000100601_ALKBH1	Non-head	6	0.015264195606461889	Late
DT_vs_D_24h	ENSG00000100603_SNW1	Non-head	6	0.26283560315449117	Late
DT_vs_D_24h	ENSG00000100605_ITPK1	Head	6	0.13153018914390147	Late
DT_vs_D_24h	ENSG00000100612_DHRS7	Non-head	6	0.15043119795426252	Late
DT_vs_D_24h	ENSG00000100614_PPM1A	Non-head	6	0.5322048531441379	Late
DT_vs_D_24h	ENSG00000100625_SIX4	Non-head	6	0.7688180327236005	Late
DT_vs_D_24h	ENSG00000100629_CEP128	Non-head	6	0.5704623964339202	Late
DT_vs_D_24h	ENSG00000100632_ERH	Non-head	6	0.24281733763302404	Late
DT_vs_D_24h	ENSG00000100644_HIF1A	Head	6	0.09792664624354663	Late
DT_vs_D_24h	ENSG00000100647_SUSD6	Non-head	6	0.6075887444639502	Late
DT_vs_D_24h	ENSG00000100650_SRSF5	Head	6	0.27924356692781127	Late
DT_vs_D_24h	ENSG00000100664_EIF5	Head	6	0.2509903789448711	Late
DT_vs_D_24h	ENSG00000100697_DICER1	Non-head	6	0.11854823036067808	Late
DT_vs_D_24h	ENSG00000100711_ZFYVE21	Non-head	6	0.3360383796206804	Late
DT_vs_D_24h	ENSG00000100714_MTHFD1	Head	6	0.15160491598371628	Late
DT_vs_D_24h	ENSG00000100722_ZC3H14	Non-head	6	0.08436993177623632	Late
DT_vs_D_24h	ENSG00000100726_TELO2	Non-head	6	0.4338260316329945	Late
DT_vs_D_24h	ENSG00000100731_PCNX1	Non-head	6	0.5916404738440975	Late
DT_vs_D_24h	ENSG00000100739_BDKRB1	Non-head	6	0.20010770471752837	Late
DT_vs_D_24h	ENSG00000100744_GSKIP	Non-head	6	0.16706724563943687	Late
DT_vs_D_24h	ENSG00000100749_VRK1	Non-head	6	0.608157983924638	Late
DT_vs_D_24h	ENSG00000100764_PSMC1	Non-head	6	0.14771891052031139	Late
DT_vs_D_24h	ENSG00000100767_PAPLN	Non-head	6	0.6528921760010268	Late
DT_vs_D_24h	ENSG00000100784_RPS6KA5	Non-head	6	0.3195678970499971	Late
DT_vs_D_24h	ENSG00000100796_PPP4R3A	Non-head	6	0.07858078137232104	Late
DT_vs_D_24h	ENSG00000100802_C14orf93	Non-head	6	0.2713386772601233	Late
DT_vs_D_24h	ENSG00000100804_PSMB5	Non-head	6	0.16132824236114596	Late
DT_vs_D_24h	ENSG00000100811_YY1	Head	6	0.7243507859937979	Late
DT_vs_D_24h	ENSG00000100813_ACIN1	Head	6	0.35221378365533973	Late
DT_vs_D_24h	ENSG00000100814_CCNB1IP1	Non-head	6	0.1680744960546514	Late
DT_vs_D_24h	ENSG00000100815_TRIP11	Non-head	6	0.08873313607747005	Late
DT_vs_D_24h	ENSG00000100823_APEX1	Head	6	0.1582478433605321	Late
DT_vs_D_24h	ENSG00000100836_PABPN1	Head	6	0.3885178146323648	Late
DT_vs_D_24h	ENSG00000100852_ARHGAP5	Head	6	1.6719396010300742	Late
DT_vs_D_24h	ENSG00000100865_CINP	Non-head	6	0.32545815771545805	Late
DT_vs_D_24h	ENSG00000100867_DHRS2	Non-head	6	0.21614953627448041	Late
DT_vs_D_24h	ENSG00000100883_SRP54	Non-head	6	0.025749779581642485	Late
DT_vs_D_24h	ENSG00000100888_CHD8	Head	6	0.3235843633347498	Late
DT_vs_D_24h	ENSG00000100889_PCK2	Non-head	6	0.44232039685790603	Late
DT_vs_D_24h	ENSG00000100890_PRORP	Non-head	6	0.25414245969983396	Late
DT_vs_D_24h	ENSG00000100897_DCAF11	Non-head	6	0.25547688385669465	Late
DT_vs_D_24h	ENSG00000100902_PSMA6	Non-head	6	0.30291754210550303	Late
DT_vs_D_24h	ENSG00000100906_NFKBIA	Head	6	0.40930506649236065	Late
DT_vs_D_24h	ENSG00000100908_EMC9	Non-head	6	0.2703288994964783	Late
DT_vs_D_24h	ENSG00000100911_PSME2	Non-head	6	0.4611729854834486	Late
DT_vs_D_24h	ENSG00000100916_BRMS1L	Non-head	6	0.19735103443500668	Late
DT_vs_D_24h	ENSG00000100918_REC8	Non-head	6	0.8582972547784682	Late
