gene_id	contrast_id	method_raw	method	signed_effect	signed_score_input	baseline_expression	pval	padj	direction_input	method_note	direction_input_norm	q_for_score	has_q	sig_from_q	sig_from_direction_only	sig	direction	neglog10	signed_score	score_for_agreement
ENSG00000287918_AF274853.1	DT_vs_D_24h	DESeq2	DESeq2	0.49147297834286174	NA	-2.5832585785558324	NA	NA	NA	DESeq2 native	NA	NA	FALSE	FALSE	FALSE	FALSE	NS	NA	NA	0.49183754295871773
ENSG00000128581_IFT22	DT_vs_D_24h	DESeq2	DESeq2	-0.3506636808637362	-0.8435648988935791	3.288075849463012	0.06966415981812585	0.1433623466202867	NA	DESeq2 native; rounded RSEM expected counts	NA	0.1433623466202867	TRUE	FALSE	FALSE	FALSE	NS	0.8435648988935791	-0.8435648988935791	-0.7714377539991346
ENSG00000221909_FAM200A	DT_vs_D_24h	DESeq2	DESeq2	-0.49084358359345465	-1.06381467363413	2.72528947579168	0.03719595660103882	0.08633468849520268	NA	DESeq2 native; rounded RSEM expected counts	NA	0.08633468849520268	TRUE	FALSE	FALSE	FALSE	NS	1.06381467363413	-1.06381467363413	-0.8628159485956495
ENSG00000176919_C8G	DT_vs_D_24h	DESeq2	DESeq2	0.924948517625512	NA	-2.03105721145975	NA	NA	NA	DESeq2 native	NA	NA	FALSE	FALSE	FALSE	FALSE	NS	NA	NA	0.790851921214425
ENSG00000163435_ELF3	DT_vs_D_24h	DESeq2	DESeq2	-0.10238076865415702	-0.6687770767572326	9.446423131131551	0.11678516012368942	0.2143990828648293	NA	DESeq2 native; rounded RSEM expected counts	NA	0.2143990828648293	TRUE	FALSE	FALSE	FALSE	NS	0.6687770767572326	-0.6687770767572326	-0.6783765255082101
ENSG00000120437_ACAT2	DT_vs_D_24h	DESeq2	DESeq2	-0.14116513805361983	-0.4573684428497098	5.092066101594471	0.22032331745875924	0.3488442405637837	NA	DESeq2 native; rounded RSEM expected counts	NA	0.3488442405637837	TRUE	FALSE	FALSE	FALSE	NS	0.4573684428497098	-0.4573684428497098	-0.5426394320315433
ENSG00000227544_AC018647.1	DT_vs_D_24h	DESeq2	DESeq2	0	NA	-4.5963897908012	NA	NA	NA	DESeq2 native	NA	NA	FALSE	FALSE	FALSE	FALSE	NS	NA	NA	-0.05676396601424593
ENSG00000185900_POMK	DT_vs_D_24h	DESeq2	DESeq2	0.07961919590959986	0.1789200528442681	4.503763878699225	0.529806309975837	0.6623384191333468	NA	DESeq2 native; rounded RSEM expected counts	NA	0.6623384191333468	TRUE	FALSE	FALSE	FALSE	NS	0.1789200528442681	0.1789200528442681	0.20822344445557522
ENSG00000197381_ADARB1	DT_vs_D_24h	DESeq2	DESeq2	0.754230105548911	6.188066687770276	3.887326661104958	4.262585695947677e-8	6.485348406107284e-7	NA	DESeq2 native; rounded RSEM expected counts	NA	6.485348406107284e-7	TRUE	TRUE	FALSE	TRUE	Up	6.188066687770276	6.188066687770276	1.8428760989480453
ENSG00000242265_PEG10	DT_vs_D_24h	DESeq2	DESeq2	-0.4817371044971771	-6.1953278583521465	7.328379309320216	4.173443378368196e-8	6.377818290294793e-7	NA	DESeq2 native; rounded RSEM expected counts	NA	6.377818290294793e-7	TRUE	FALSE	FALSE	FALSE	NS	6.1953278583521465	-6.1953278583521465	-2.0245410258750662
ENSG00000234545_FAM133B	DT_vs_D_24h	DESeq2	DESeq2	-0.24689697790458728	-0.9431710437953642	4.635951240383233	0.05222668140265883	0.11398007967073064	NA	DESeq2 native; rounded RSEM expected counts	NA	0.11398007967073064	TRUE	FALSE	FALSE	FALSE	NS	0.9431710437953643	-0.9431710437953642	-0.8155724826926888
ENSG00000171903_CYP4F11	DT_vs_D_24h	DESeq2	DESeq2	0.14635559519109745	0.1534628430035928	2.116040491436504	0.5753767235508149	0.7023234299535799	NA	DESeq2 native; rounded RSEM expected counts	NA	0.7023234299535799	TRUE	FALSE	FALSE	FALSE	NS	0.1534628430035928	0.1534628430035928	0.1795008326747943
ENSG00000161996_WDR90	DT_vs_D_24h	DESeq2	DESeq2	0.770937638226969	12.994091471004886	5.854890573873076	8.592450408499672e-16	1.0136978584388179e-13	NA	DESeq2 native; rounded RSEM expected counts	NA	1.0136978584388179e-13	TRUE	TRUE	FALSE	TRUE	Up	12.994091471004886	12.994091471004886	2.52966656147144
ENSG00000069535_MAOB	DT_vs_D_24h	DESeq2	DESeq2	-0.677976738450822	NA	-3.08315895638504	NA	NA	NA	DESeq2 native	NA	NA	FALSE	FALSE	FALSE	FALSE	NS	NA	NA	-0.6849985946289668
ENSG00000143036_SLC44A3	DT_vs_D_24h	DESeq2	DESeq2	-0.3661533629442664	-1.0704427562709051	3.5344526223462394	0.03643764357711667	0.0850270758763684	NA	DESeq2 native; rounded RSEM expected counts	NA	0.0850270758763684	TRUE	FALSE	FALSE	FALSE	NS	1.0704427562709053	-1.0704427562709051	-0.866578013618779
ENSG00000197114_ZGPAT	DT_vs_D_24h	DESeq2	DESeq2	0.618218257234881	5.603768458828207	4.593617544311286	1.9827357323825833e-7	2.490184589544723e-6	NA	DESeq2 native; rounded RSEM expected counts	NA	2.490184589544723e-6	TRUE	TRUE	FALSE	TRUE	Up	5.603768458828207	5.603768458828207	1.779150164045976
ENSG00000181904_C5orf24	DT_vs_D_24h	DESeq2	DESeq2	-0.270350016666986	-2.03786871233395	6.224536364195558	0.00255979988581718	0.00916497506382259	NA	DESeq2 native; rounded RSEM expected counts	NA	0.00916497506382259	TRUE	FALSE	FALSE	FALSE	NS	2.03786871233395	-2.03786871233395	-1.1661702679090376
ENSG00000148225_WDR31	DT_vs_D_24h	DESeq2	DESeq2	-0.4615301423883814	-1.1306611257591836	2.964593079740163	0.03071708953373555	0.07401826044852769	NA	DESeq2 native; rounded RSEM expected counts	NA	0.07401826044852769	TRUE	FALSE	FALSE	FALSE	NS	1.1306611257591836	-1.1306611257591836	-0.8904820283250684
ENSG00000251323_LINC02728	DT_vs_D_24h	DESeq2	DESeq2	0.7277366641512153	0.4800602391155646	-0.5255794284401499	0.2050506098321647	0.33108519489727917	NA	DESeq2 native; rounded RSEM expected counts	NA	0.33108519489727917	TRUE	FALSE	FALSE	FALSE	NS	0.48006023911556467	0.4800602391155646	0.4846278807281965
ENSG00000169871_TRIM56	DT_vs_D_24h	DESeq2	DESeq2	0.17303725559743985	1.1519752748960943	6.737404295572315	0.02884935699474255	0.07047331894523583	NA	DESeq2 native; rounded RSEM expected counts	NA	0.07047331894523583	TRUE	FALSE	FALSE	FALSE	NS	1.1519752748960945	1.1519752748960943	0.922362267980128
ENSG00000114854_TNNC1	DT_vs_D_24h	DESeq2	DESeq2	-1.9628862203824384	NA	-2.1022513205037927	NA	NA	NA	DESeq2 native	NA	NA	FALSE	FALSE	FALSE	FALSE	NS	NA	NA	-1.1465256035199083
ENSG00000100813_ACIN1	DT_vs_D_24h	DESeq2	DESeq2	0.30055309594548185	3.055055567418865	7.811362601495837	1.661127432938027e-4	8.809361511524326e-4	NA	DESeq2 native; rounded RSEM expected counts	NA	8.809361511524326e-4	TRUE	FALSE	FALSE	FALSE	NS	3.055055567418865	3.055055567418865	1.4309717045968053
ENSG00000090266_NDUFB2	DT_vs_D_24h	DESeq2	DESeq2	-0.08708911263097663	-0.23085445766057855	5.312478294075527	0.44738959413763335	0.5876862670825004	NA	DESeq2 native; rounded RSEM expected counts	NA	0.5876862670825004	TRUE	FALSE	FALSE	FALSE	NS	0.23085445766057855	-0.23085445766057855	-0.3630324979641161
ENSG00000260442_ATP2A1-AS1	DT_vs_D_24h	DESeq2	DESeq2	-0.8432810835487344	-0.5583330967800881	-0.6123768249772259	0.27648202599629895	NA	NA	DESeq2 native; rounded RSEM expected counts	NA	0.27648202599629895	TRUE	FALSE	FALSE	FALSE	NS	0.5583330967800881	-0.5583330967800881	-0.6113561051613764
ENSG00000203760_CENPW	DT_vs_D_24h	DESeq2	DESeq2	-0.25620486993261576	-0.6227024087084073	3.5551310008385313	0.13398174339147298	0.2383952463817842	NA	DESeq2 native; rounded RSEM expected counts	NA	0.2383952463817842	TRUE	FALSE	FALSE	FALSE	NS	0.6227024087084073	-0.6227024087084073	-0.6533357127597414
ENSG00000271828_AC008937.3	DT_vs_D_24h	DESeq2	DESeq2	-0.6557650718472714	NA	-2.3614270360625835	NA	NA	NA	DESeq2 native	NA	NA	FALSE	FALSE	FALSE	FALSE	NS	NA	NA	-0.6720544180703094
ENSG00000126777_KTN1	DT_vs_D_24h	DESeq2	DESeq2	-0.1833818552988207	-1.5399922000093833	8.600799075993853	0.00994691135079113	0.02884083301207429	NA	DESeq2 native; rounded RSEM expected counts	NA	0.02884083301207429	TRUE	FALSE	FALSE	FALSE	NS	1.5399922000093833	-1.5399922000093833	-1.020085539042754
ENSG00000142959_BEST4	DT_vs_D_24h	DESeq2	DESeq2	1.0321483244510887	0.7226684682541498	-1.6023011367490594	0.1893788747543373	NA	NA	DESeq2 native; rounded RSEM expected counts	NA	0.1893788747543373	TRUE	FALSE	FALSE	FALSE	NS	0.7226684682541498	0.7226684682541498	0.6601157137900747
ENSG00000080823_MOK	DT_vs_D_24h	DESeq2	DESeq2	0.4387922829177533	3.766673846455819	5.185499789406842	2.5967339870005654e-5	1.7113000125869573e-4	NA	DESeq2 native; rounded RSEM expected counts	NA	1.7113000125869573e-4	TRUE	FALSE	FALSE	FALSE	NS	3.766673846455819	3.766673846455819	1.523879856147338
ENSG00000177595_PIDD1	DT_vs_D_24h	DESeq2	DESeq2	0.8812039610098311	9.976910028526508	4.234616359762809	2.124890935988336e-12	1.0546053531613833e-10	NA	DESeq2 native; rounded RSEM expected counts	NA	1.0546053531613833e-10	TRUE	TRUE	FALSE	TRUE	Up	9.976910028526508	9.976910028526508	2.242068109043664
ENSG00000171503_ETFDH	DT_vs_D_24h	DESeq2	DESeq2	-0.12427211000049504	-0.33145001658355044	4.934330030320973	0.32457100491970475	0.4661760776179334	NA	DESeq2 native; rounded RSEM expected counts	NA	0.4661760776179334	TRUE	FALSE	FALSE	FALSE	NS	0.33145001658355044	-0.33145001658355044	-0.4479117785050496
ENSG00000279932_AP006248.4	DT_vs_D_24h	DESeq2	DESeq2	0.18389628064018823	NA	-2.111838947953213	NA	NA	NA	DESeq2 native	NA	NA	FALSE	FALSE	FALSE	FALSE	NS	NA	NA	0.2136641753655913
ENSG00000135249_RINT1	DT_vs_D_24h	DESeq2	DESeq2	-0.08270671160723558	-0.19913330430973464	4.75615336270285	0.4961369877632035	0.6322177658145894	NA	DESeq2 native; rounded RSEM expected counts	NA	0.6322177658145894	TRUE	FALSE	FALSE	FALSE	NS	0.19913330430973464	-0.19913330430973464	-0.33088101076947574
ENSG00000234913_AC016027.2	DT_vs_D_24h	DESeq2	DESeq2	0.7736911550040076	0.53977398807108	-0.5321481906097848	0.17197318255472438	0.28855327774657824	NA	DESeq2 native; rounded RSEM expected counts	NA	0.28855327774657824	TRUE	FALSE	FALSE	FALSE	NS	0.53977398807108	0.53977398807108	0.528282177588527
ENSG00000278546_AC003101.2	DT_vs_D_24h	DESeq2	DESeq2	0.7398879099002837	0.4700841017226968	-1.404444728177178	0.33877854485620357	NA	NA	DESeq2 native; rounded RSEM expected counts	NA	0.33877854485620357	TRUE	FALSE	FALSE	FALSE	NS	0.4700841017226968	0.4700841017226968	0.47414187685826903
ENSG00000224063_AC007319.1	DT_vs_D_24h	DESeq2	DESeq2	-0.02725973595653474	NA	-3.3571347326784897	NA	NA	NA	DESeq2 native	NA	NA	FALSE	FALSE	FALSE	FALSE	NS	NA	NA	-0.10973200641432027
ENSG00000233221_AC133785.1	DT_vs_D_24h	DESeq2	DESeq2	0.34952322093575705	NA	-1.9910693426974533	NA	NA	NA	DESeq2 native	NA	NA	FALSE	FALSE	FALSE	FALSE	NS	NA	NA	0.3743460531307419
ENSG00000159200_RCAN1	DT_vs_D_24h	DESeq2	DESeq2	-0.4010530031372089	-0.969733471080318	3.2324343920462386	0.04845021807023068	0.10721771043739704	NA	DESeq2 native; rounded RSEM expected counts	NA	0.10721771043739704	TRUE	FALSE	FALSE	FALSE	NS	0.969733471080318	-0.969733471080318	-0.8264506887050376
ENSG00000272072_AC004492.1	DT_vs_D_24h	DESeq2	DESeq2	-0.35027771255552453	NA	-1.741507887657446	NA	NA	NA	DESeq2 native	NA	NA	FALSE	FALSE	FALSE	FALSE	NS	NA	NA	-0.4619469912779398
ENSG00000168216_LMBRD1	DT_vs_D_24h	DESeq2	DESeq2	-0.4800891152089285	-2.6193817786539895	5.203160476203399	5.322570409418647e-4	0.00240225010670312	NA	DESeq2 native; rounded RSEM expected counts	NA	0.00240225010670312	TRUE	FALSE	FALSE	FALSE	NS	2.61938177865399	-2.6193817786539895	-1.3073104802906805
ENSG00000267348_GEMIN7-AS1	DT_vs_D_24h	DESeq2	DESeq2	0.28182747397810437	0.13214781105055404	-1.3417457044605383	0.7376531289864587	NA	NA	DESeq2 native; rounded RSEM expected counts	NA	0.7376531289864587	TRUE	FALSE	FALSE	FALSE	NS	0.13214781105055404	0.13214781105055404	0.15325332336288805
ENSG00000118454_ANKRD13C	DT_vs_D_24h	DESeq2	DESeq2	-0.14429378706643853	-0.5593452738165297	5.381300883495502	0.16203805170611743	0.2758384007340211	NA	DESeq2 native; rounded RSEM expected counts	NA	0.2758384007340211	TRUE	FALSE	FALSE	FALSE	NS	0.5593452738165297	-0.5593452738165297	-0.6122231425991158
ENSG00000167880_EVPL	DT_vs_D_24h	DESeq2	DESeq2	0.34777764049832577	4.28219020914723	7.4606458017080115	6.548407114991526e-6	5.221674438009586e-5	NA	DESeq2 native; rounded RSEM expected counts	NA	5.221674438009586e-5	TRUE	FALSE	FALSE	FALSE	NS	4.28219020914723	4.28219020914723	1.6055338834597122
ENSG00000145916_RMND5B	DT_vs_D_24h	DESeq2	DESeq2	0.475939293714151	3.773512691969176	4.886162519255923	2.5486267245099473e-5	1.6845631958087e-4	NA	DESeq2 native; rounded RSEM expected counts	NA	1.6845631958087e-4	TRUE	FALSE	FALSE	FALSE	NS	3.773512691969186	3.773512691969176	1.525719453728495
ENSG00000173432_SAA1	DT_vs_D_24h	DESeq2	DESeq2	-0.16288091096464247	-0.9824012637579472	6.9823225118809695	0.04672626174654366	0.10413548312749692	NA	DESeq2 native; rounded RSEM expected counts	NA	0.10413548312749692	TRUE	FALSE	FALSE	FALSE	NS	0.9824012637579473	-0.9824012637579472	-0.8320282471770923
ENSG00000164620_RELL2	DT_vs_D_24h	DESeq2	DESeq2	0.4999183700875721	2.137760433377377	3.524751396272402	0.00195186809201955	0.007281813750243	NA	DESeq2 native; rounded RSEM expected counts	NA	0.007281813750243	TRUE	FALSE	FALSE	FALSE	NS	2.1377604333773776	2.137760433377377	1.245294483609593
ENSG00000235568_NFAM1	DT_vs_D_24h	DESeq2	DESeq2	0.4785404395681242	0.2006912695301359	-1.0021867498419024	0.493594721330329	0.6299538441627686	NA	DESeq2 native; rounded RSEM expected counts	NA	0.6299538441627686	TRUE	FALSE	FALSE	FALSE	NS	0.20069126953013594	0.2006912695301359	0.23238837905232063
ENSG00000163507_CIP2A	DT_vs_D_24h	DESeq2	DESeq2	2.398495656968282e-4	5.122076963540352e-4	4.832132107267745	0.9984049154699586	0.9988212934148268	NA	DESeq2 native; rounded RSEM expected counts	NA	0.9988212934148268	TRUE	FALSE	FALSE	FALSE	NS	5.122076963539869e-4	5.122076963540352e-4	-0.05229918328357826
ENSG00000142459_EVI5L	DT_vs_D_24h	DESeq2	DESeq2	0.20377957657005188	0.6308612735145455	4.162722416590401	0.1304679152412106	0.2339584451691183	NA	DESeq2 native; rounded RSEM expected counts	NA	0.2339584451691183	TRUE	FALSE	FALSE	FALSE	NS	0.6308612735145455	0.6308612735145455	0.5965140075396619
ENSG00000260236_AC099778.1	DT_vs_D_24h	DESeq2	DESeq2	0.4893611656002668	0.45368409306411295	0.5730130286131938	0.22282895427838884	0.35181625953769574	NA	DESeq2 native; rounded RSEM expected counts	NA	0.35181625953769574	TRUE	FALSE	FALSE	FALSE	NS	0.45368409306411295	0.45368409306411295	0.4614670326389969
ENSG00000170348_TMED10	DT_vs_D_24h	DESeq2	DESeq2	-0.3832098758259848	-4.9370112926233665	8.16366627701866	1.1518250869758225e-6	1.1560821810908658e-5	NA	DESeq2 native; rounded RSEM expected counts	NA	1.1560821810908658e-5	TRUE	FALSE	FALSE	FALSE	NS	4.9370112926233665	-4.9370112926233665	-1.7840722028343892
ENSG00000068796_KIF2A	DT_vs_D_24h	DESeq2	DESeq2	-0.19774755981865985	-0.920822587035598	5.594282325388608	0.0556765738364219	0.11999894088463917	NA	DESeq2 native; rounded RSEM expected counts	NA	0.11999894088463917	TRUE	FALSE	FALSE	FALSE	NS	0.920822587035598	-0.920822587035598	-0.8061823855340776
ENSG00000238121_LINC00426	DT_vs_D_24h	DESeq2	DESeq2	-0.12663351448300064	NA	-2.1776798510004167	NA	NA	NA	DESeq2 native	NA	NA	FALSE	FALSE	FALSE	FALSE	NS	NA	NA	-0.2507491835868445
ENSG00000144730_IL17RD	DT_vs_D_24h	DESeq2	DESeq2	-0.3964328898296625	-1.3138080802275414	3.6755489034127966	0.01856231060258139	0.04855030021751155	NA	DESeq2 native; rounded RSEM expected counts	NA	0.04855030021751155	TRUE	FALSE	FALSE	FALSE	NS	1.3138080802275414	-1.3138080802275414	-0.9503406596012388
ENSG00000167107_ACSF2	DT_vs_D_24h	DESeq2	DESeq2	0.10323396962740115	0.43415938655250774	6.3657331761249925	0.23580925615095524	0.3679938946929037	NA	DESeq2 native; rounded RSEM expected counts	NA	0.3679938946929037	TRUE	FALSE	FALSE	FALSE	NS	0.43415938655250774	0.43415938655250774	0.45029783888370906
ENSG00000184497_TMEM255B	DT_vs_D_24h	DESeq2	DESeq2	-0.5726827151481446	NA	-1.0384191530509064	NA	NA	NA	DESeq2 native	NA	NA	FALSE	FALSE	FALSE	FALSE	NS	NA	NA	-0.6196987934925283
ENSG00000276603_AL109614.1	DT_vs_D_24h	DESeq2	DESeq2	-0.00389002665465574	-0.00160090299323207	0.2968967092488702	0.99353074078156145	0.996320570383848	NA	DESeq2 native; rounded RSEM expected counts	NA	0.996320570383848	TRUE	FALSE	FALSE	FALSE	NS	0.0016009029932320218	-0.00160090299323207	-0.06382354707100339
ENSG00000065000_AP3D1	DT_vs_D_24h	DESeq2	DESeq2	0.19016136863693328	1.6074004595355502	7.58627774941489	0.00825921391179315	0.02469446038041678	NA	DESeq2 native; rounded RSEM expected counts	NA	0.02469446038041678	TRUE	FALSE	FALSE	FALSE	NS	1.6074004595355502	1.6074004595355502	1.1028115587610519
ENSG00000229337_AC079305.3	DT_vs_D_24h	DESeq2	DESeq2	-0.123135247503495	-0.05793044395156321	0.23866921172310784	0.8047151474574208	0.875123922731746	NA	DESeq2 native; rounded RSEM expected counts	NA	0.875123922731746	TRUE	FALSE	FALSE	FALSE	NS	0.05793044395156321	-0.05793044395156321	-0.15995026502615176
ENSG00000257815_AC025159.1	DT_vs_D_24h	DESeq2	DESeq2	0.10382134061009918	0.1090570943250944	2.215370855618324	0.6708081893251222	0.777934273544153	NA	DESeq2 native; rounded RSEM expected counts	NA	0.777934273544153	TRUE	FALSE	FALSE	FALSE	NS	0.10905709432509439	0.1090570943250944	0.11986538218863498
ENSG00000140497_SCAMP2	DT_vs_D_24h	DESeq2	DESeq2	0.03808002803726335	0.11778071334819896	6.540153315748759	0.6499526769193786	0.7624639008279387	NA	DESeq2 native; rounded RSEM expected counts	NA	0.7624639008279387	TRUE	FALSE	FALSE	FALSE	NS	0.11778071334819896	0.11778071334819896	0.13523401977008512
ENSG00000130182_ZSCAN10	DT_vs_D_24h	DESeq2	DESeq2	1.5786999169926568	NA	-4.5963897908012	NA	NA	NA	DESeq2 native	NA	NA	FALSE	FALSE	FALSE	FALSE	NS	NA	NA	1.0929586998818264
ENSG00000131149_GSE1	DT_vs_D_24h	DESeq2	DESeq2	0.26975601786800285	2.3340082954142582	6.898112327475216	0.00114426218708247	0.00463438067568853	NA	DESeq2 native; rounded RSEM expected counts	NA	0.00463438067568853	TRUE	FALSE	FALSE	FALSE	NS	2.334008295414259	2.3340082954142582	1.2932443433754701
ENSG00000104205_SGK3	DT_vs_D_24h	DESeq2	DESeq2	-0.00113272679944008	-0.00148905842868003	3.493687770444009	0.9946612993928142	0.9965771874835134	NA	DESeq2 native; rounded RSEM expected counts	NA	0.9965771874835134	TRUE	FALSE	FALSE	FALSE	NS	0.001489058428680031	-0.00148905842868003	-0.06324714025020048
ENSG00000168010_ATG16L2	DT_vs_D_24h	DESeq2	DESeq2	1.136921364897876	15.055291764147768	4.654187190358085	4.526772096537686e-18	8.804571727765801e-16	NA	DESeq2 native; rounded RSEM expected counts	NA	8.804571727765801e-16	TRUE	TRUE	FALSE	TRUE	Up	15.055291764147768	15.055291764147768	2.6730824573704255
ENSG00000141867_BRD4	DT_vs_D_24h	DESeq2	DESeq2	0.08954289619490287	0.4421865406734724	7.273094525479297	0.23060541503893936	0.36125466112255294	NA	DESeq2 native; rounded RSEM expected counts	NA	0.36125466112255294	TRUE	FALSE	FALSE	FALSE	NS	0.4421865406734724	0.4421865406734724	0.4537223391653389
ENSG00000119820_YIPF4	DT_vs_D_24h	DESeq2	DESeq2	-0.12481850184671896	-0.4911136631560199	5.737200900608066	0.19839514433912048	0.3227649273734555	NA	DESeq2 native; rounded RSEM expected counts	NA	0.3227649273734555	TRUE	FALSE	FALSE	FALSE	NS	0.4911136631560199	-0.4911136631560199	-0.5670462920370649
ENSG00000099290_WASHC2A	DT_vs_D_24h	DESeq2	DESeq2	0.05917776728843599	0.18806984844761995	6.221768274510961	0.51425514266089	0.6485301207673873	NA	DESeq2 native; rounded RSEM expected counts	NA	0.6485301207673873	TRUE	FALSE	FALSE	FALSE	NS	0.18806984844761995	0.18806984844761995	0.21712305168989954
ENSG00000047932_GOPC	DT_vs_D_24h	DESeq2	DESeq2	-0.3438426796540846	-3.0355151186044336	6.4453585942280425	1.7478179815018748e-4	9.214778098079298e-4	NA	DESeq2 native; rounded RSEM expected counts	NA	9.214778098079298e-4	TRUE	FALSE	FALSE	FALSE	NS	3.0355151186044336	-3.0355151186044336	-1.4054189675023296
ENSG00000189334_S100A14	DT_vs_D_24h	DESeq2	DESeq2	-0.26312160206335394	-2.8350347385148735	8.864497954340948	2.992586266823379e-4	0.00146206022194123	NA	DESeq2 native; rounded RSEM expected counts	NA	0.00146206022194123	TRUE	FALSE	FALSE	FALSE	NS	2.835034738514876	-2.8350347385148735	-1.3554553702399
ENSG00000143774_GUK1	DT_vs_D_24h	DESeq2	DESeq2	0.19146322274731023	1.4234992434247231	6.92181899489841	0.01368036353592471	0.03771384020156983	NA	DESeq2 native; rounded RSEM expected counts	NA	0.03771384020156983	TRUE	FALSE	FALSE	FALSE	NS	1.4234992434247231	1.4234992434247231	1.038773850897753
ENSG00000267058_AC006213.2	DT_vs_D_24h	DESeq2	DESeq2	0.44059032664959114	0.3277053747663645	0.2790560277221236	0.32911315841978384	0.4702129927671182	NA	DESeq2 native; rounded RSEM expected counts	NA	0.4702129927671182	TRUE	FALSE	FALSE	FALSE	NS	0.3277053747663645	0.3277053747663645	0.35314246209841854
ENSG00000280164_CU638689.5	DT_vs_D_24h	DESeq2	DESeq2	0.4445198456408369	0.5098500960279179	1.070540071826755	0.1878056819798764	0.3091362283550276	NA	DESeq2 native; rounded RSEM expected counts	NA	0.3091362283550276	TRUE	FALSE	FALSE	FALSE	NS	0.5098500960279179	0.5098500960279179	0.5031491146379795
ENSG00000258655_ARHGAP5-AS1	DT_vs_D_24h	DESeq2	DESeq2	-0.13855622127649997	-0.15177456965749564	2.272970856434438	0.5787724243063621	0.705058950744094	NA	DESeq2 native; rounded RSEM expected counts	NA	0.705058950744094	TRUE	FALSE	FALSE	FALSE	NS	0.15177456965749564	-0.15177456965749564	-0.2812934026327671
ENSG00000185271_KLHL33	DT_vs_D_24h	DESeq2	DESeq2	-0.6895969425549211	NA	-3.37554059833131	NA	NA	NA	DESeq2 native	NA	NA	FALSE	FALSE	FALSE	FALSE	NS	NA	NA	-0.6914681791192597
ENSG00000272459_AC139795.3	DT_vs_D_24h	DESeq2	DESeq2	-0.1046459420267829	NA	-2.1022513205037927	NA	NA	NA	DESeq2 native	NA	NA	FALSE	FALSE	FALSE	FALSE	NS	NA	NA	-0.22235310706824715
ENSG00000145979_TBC1D7	DT_vs_D_24h	DESeq2	DESeq2	-0.297254352613082	-0.8371342435469371	3.710480920112638	0.07096619874821342	0.14550092572407916	NA	DESeq2 native; rounded RSEM expected counts	NA	0.14550092572407916	TRUE	FALSE	FALSE	FALSE	NS	0.8371342435469371	-0.8371342435469371	-0.7685362303315318
ENSG00000153721_CNKSR3	DT_vs_D_24h	DESeq2	DESeq2	-0.0866248137036965	-0.21010175540178497	4.715467630621724	0.4782385079194067	0.6164505502851532	NA	DESeq2 native; rounded RSEM expected counts	NA	0.6164505502851532	TRUE	FALSE	FALSE	FALSE	NS	0.21010175540178494	-0.21010175540178497	-0.34397335763982234
ENSG00000117054_ACADM	DT_vs_D_24h	DESeq2	DESeq2	-0.6121908054866024	-7.472308755436003	6.122580866533397	1.4659334418909574e-9	3.370476042993059e-8	NA	DESeq2 native; rounded RSEM expected counts	NA	3.370476042993059e-8	TRUE	TRUE	FALSE	TRUE	Down	7.472308755436003	-7.472308755436003	-2.258343239332173
ENSG00000003249_DBNDD1	DT_vs_D_24h	DESeq2	DESeq2	-0.1872367523879026	-0.9144640483599336	5.683697954274219	0.05668386159503495	0.12176877909512508	NA	DESeq2 native; rounded RSEM expected counts	NA	0.12176877909512508	TRUE	FALSE	FALSE	FALSE	NS	0.9144640483599337	-0.9144640483599336	-0.8028034402691061
ENSG00000188338_SLC38A3	DT_vs_D_24h	DESeq2	DESeq2	1.429642534406252	NA	-4.149217631882769	NA	NA	NA	DESeq2 native	NA	NA	FALSE	FALSE	FALSE	FALSE	NS	NA	NA	1.0403785032913144
ENSG00000100767_PAPLN	DT_vs_D_24h	DESeq2	DESeq2	0.578466579088613	3.768128698553355	4.126278402408273	2.584503368063398e-5	1.705576884526176e-4	NA	DESeq2 native; rounded RSEM expected counts	NA	1.705576884526176e-4	TRUE	FALSE	FALSE	FALSE	NS	3.7681286985533555	3.768128698553355	1.5245691007126145
ENSG00000130363_RSPH3	DT_vs_D_24h	DESeq2	DESeq2	-0.11732741442784418	-0.3415855366934255	5.055196519273448	0.314710760768634	0.4554224793628543	NA	DESeq2 native; rounded RSEM expected counts	NA	0.4554224793628543	TRUE	FALSE	FALSE	FALSE	NS	0.34158553669342556	-0.3415855366934255	-0.45603489139775943
ENSG00000235138_AL445931.1	DT_vs_D_24h	DESeq2	DESeq2	-0.6808115020792678	NA	-2.0339393252128297	NA	NA	NA	DESeq2 native	NA	NA	FALSE	FALSE	FALSE	FALSE	NS	NA	NA	-0.6870001781221766
ENSG00000122033_MTIF3	DT_vs_D_24h	DESeq2	DESeq2	-0.42312768084225894	-2.213452176920674	4.658869479638241	0.00158145255677086	0.00611713159086348	NA	DESeq2 native; rounded RSEM expected counts	NA	0.00611713159086348	TRUE	FALSE	FALSE	FALSE	NS	2.213452176920674	-2.213452176920674	-1.2146542408898828
ENSG00000251359_WWC2-AS2	DT_vs_D_24h	DESeq2	DESeq2	1.096922912900652	0.9693992387580324	-0.6605128543311969	0.04849497466120155	0.1073002567715102	NA	DESeq2 native; rounded RSEM expected counts	NA	0.1073002567715102	TRUE	FALSE	FALSE	FALSE	NS	0.9693992387580325	0.9693992387580324	0.8161742903798916
