gene_id	contrast_id	method	pval	padj	method_log2FC	signed_score	direction	baseline_expression	k_up	k_down	k_any	method_note
ENSG00000106780_MEGF9	DT_vs_D_24h	PenDA	0.04000000000000001	0.046467780429594284	-0.44179167664202357	-1.3328480714462636	Down	5.350101753787228	0	2	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000168495_POLR3D	DT_vs_D_24h	PenDA	0.04000000000000001	0.046467780429594284	-0.16810152214814256	-1.3328480714462636	Down	5.3509708803887825	0	2	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000076248_UNG	DT_vs_D_24h	PenDA	0.04000000000000001	0.046467780429594284	-0.13688140649475677	-1.3328480714462636	Down	5.352359412587912	0	2	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000165819_METTL3	DT_vs_D_24h	PenDA	0.04000000000000001	0.046467780429594284	0.39093273442774645	1.3328480714462636	Up	5.352545489254799	2	0	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000203668_CHML	DT_vs_D_24h	PenDA	0.04000000000000001	0.046467780429594284	-0.1654138325958856	-1.3328480714462636	Down	5.352952917103932	0	2	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000163874_ZC3H12A	DT_vs_D_24h	PenDA	0.04000000000000001	0.046467780429594284	0.3448591794267184	1.3328480714462636	Up	5.352983447071921	2	0	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000121274_TENT4B	DT_vs_D_24h	PenDA	0.04000000000000001	0.046467780429594284	-0.3902546098984754	-1.3328480714462636	Down	5.353006080934552	0	2	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000112144_ICK	DT_vs_D_24h	PenDA	0.04000000000000001	0.046467780429594284	-0.39365958858827277	-1.3328480714462636	Down	5.353064712526086	0	2	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000162032_SPSB3	DT_vs_D_24h	PenDA	0.35999999999999976	0.3681026333558404	0.1035406463059596	0.4340310756589579	Up	5.353173164482508	1	0	1	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000125356_NDUFA1	DT_vs_D_24h	PenDA	0.04000000000000001	0.046467780429594284	-0.37036183449011073	-1.3328480714462636	Down	5.353400578034194	0	2	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000145604_SKP2	DT_vs_D_24h	PenDA	0.04000000000000001	0.046467780429594284	-0.25386600692358563	-1.3328480714462636	Down	5.353641435433426	0	2	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000179918_SEPHS2	DT_vs_D_24h	PenDA	0.04000000000000001	0.046467780429594284	-0.4718842391247433	-1.3328480714462636	Down	5.35403559657866	0	2	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000145216_FIP1L1	DT_vs_D_24h	PenDA	0.04000000000000001	0.046467780429594284	0.14704222604361927	1.3328480714462636	Up	5.354677089696582	2	0	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000157538_VPS26C	DT_vs_D_24h	PenDA	0.04000000000000001	0.046467780429594284	-0.11620910140597296	-1.3328480714462636	Down	5.3547161495186035	0	2	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000169891_REPS2	DT_vs_D_24h	PenDA	0.04000000000000001	0.046467780429594284	-0.7020064636855352	-1.3328480714462636	Down	5.354822043723734	0	2	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000125875_TBC1D20	DT_vs_D_24h	PenDA	0.04000000000000001	0.046467780429594284	0.07830763735410073	1.3328480714462636	Up	5.355090070013901	2	0	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000117899_MESD	DT_vs_D_24h	PenDA	0.04000000000000001	0.046467780429594284	-0.037944509816632	1.3328480714462636	Up	5.35549861502099	1	1	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000139618_BRCA2	DT_vs_D_24h	PenDA	0.04000000000000001	0.046467780429594284	-0.2059560798669544	-1.3328480714462636	Down	5.356535594697924	0	2	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000119684_MLH3	DT_vs_D_24h	PenDA	0.04000000000000001	0.046467780429594284	0.16420591582686583	1.3328480714462636	Up	5.356736627081938	2	0	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000165105_RASEF	DT_vs_D_24h	PenDA	0.04000000000000001	0.046467780429594284	0.10096761107306218	1.3328480714462636	Up	5.357072501023157	2	0	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000165997_ARL5B	DT_vs_D_24h	PenDA	0.04000000000000001	0.046467780429594284	-0.47856655447650365	-1.3328480714462636	Down	5.357193980637805	0	2	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000275066_SYNRG	DT_vs_D_24h	PenDA	0.04000000000000001	0.046467780429594284	0.17548438477370532	1.3328480714462636	Up	5.35738488213366	2	0	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
