gene_id	contrast_id	method	pval	padj	method_log2FC	signed_score	direction	baseline_expression	k_up	k_down	k_any	method_note
ENSG00000115602_IL1RL1	DT_vs_D_4h	PenDA	0.04000000000000001	0.0494375402743257	4.565900969518241	1.30594314535981	Up	-3.2468056953785434	2	0	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000123685_BATF3	DT_vs_D_4h	PenDA	0.04000000000000001	0.0494375402743257	2.7918700091219266	1.30594314535981	Up	-2.3509351374183587	2	0	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000125384_PTGER2	DT_vs_D_4h	PenDA	0.04000000000000001	0.0494375402743257	2.2096359777509895	1.30594314535981	Up	-2.1065636865716453	2	0	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000277067_CU634019.1	DT_vs_D_4h	PenDA	0.35999999999999976	0.37404117009750787	0.7730084269703803	0.4270805930879615	Up	-1.8911573463210631	1	0	1	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000198542_ITGBL1	DT_vs_D_4h	PenDA	0.04000000000000001	0.0494375402743257	2.046336163203164	1.30594314535981	Up	-1.7790213316609544	2	0	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000115318_LOXL3	DT_vs_D_4h	PenDA	0.04000000000000001	0.0494375402743257	1.9689654651874156	1.30594314535981	Up	-1.7707800649895398	2	0	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000107242_PIP5K1B	DT_vs_D_4h	PenDA	0.04000000000000001	0.0494375402743257	2.277965592361979	1.30594314535981	Up	-1.664529045416832	2	0	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000275793_RIMBP3	DT_vs_D_4h	PenDA	0.04000000000000001	0.0494375402743257	1.603446768036276	1.30594314535981	Up	-1.6002354975774618	2	0	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000169783_LINGO1	DT_vs_D_4h	PenDA	0.04000000000000001	0.0494375402743257	2.4369283417127767	1.30594314535981	Up	-1.5657442959703451	2	0	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000171368_TPPP	DT_vs_D_4h	PenDA	0.04000000000000001	0.0494375402743257	1.6746233530011592	1.30594314535981	Up	-1.5657442959703451	2	0	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000110427_KIAA1549L	DT_vs_D_4h	PenDA	0.04000000000000001	0.0494375402743257	1.4515280658991205	1.30594314535981	Up	-1.5466850399611212	2	0	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000163216_SPRR2D	DT_vs_D_4h	PenDA	0.04000000000000001	0.0494375402743257	2.6456489126959886	1.30594314535981	Up	-1.4227528705118409	2	0	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000250950_AC093752.2	DT_vs_D_4h	PenDA	0.04000000000000001	0.0494375402743257	1.2417013212880714	1.30594314535981	Up	-1.3313511136401714	2	0	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000206073_SERPINB4	DT_vs_D_4h	PenDA	0.04000000000000001	0.0494375402743257	1.1673933868391857	1.30594314535981	Up	-1.2779516177105577	2	0	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000248323_LUCAT1	DT_vs_D_4h	PenDA	0.04000000000000001	0.0494375402743257	1.0932073468140084	1.30594314535981	Up	-1.2675503623185214	2	0	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000236671_PRKG1-AS1	DT_vs_D_4h	PenDA	0.04000000000000001	0.0494375402743257	0.9511343386777888	1.30594314535981	Up	-1.2320986052333136	2	0	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000187678_SPRY4	DT_vs_D_4h	PenDA	0.04000000000000001	0.0494375402743257	2.3189541808471104	1.30594314535981	Up	-1.226822365751887	2	0	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000236200_KDM4A-AS1	DT_vs_D_4h	PenDA	0.04000000000000001	0.0494375402743257	1.0655569070350868	1.30594314535981	Up	-1.226822365751887	2	0	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000111913_RIPOR2	DT_vs_D_4h	PenDA	0.04000000000000001	0.0494375402743257	1.8309946425356212	1.30594314535981	Up	-1.2089368809436922	2	0	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000183287_CCBE1	DT_vs_D_4h	PenDA	0.04000000000000001	0.0494375402743257	1.8481646417498823	1.30594314535981	Up	-1.2077671664035525	2	0	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000246695_RASSF8-AS1	DT_vs_D_4h	PenDA	0.04000000000000001	0.0494375402743257	1.033179448231043	1.30594314535981	Up	-1.1639295438173887	2	0	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000127863_TNFRSF19	DT_vs_D_4h	PenDA	0.04000000000000001	0.0494375402743257	1.897773917473561	1.30594314535981	Up	-1.156826266925828	2	0	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
ENSG00000154764_WNT7A	DT_vs_D_4h	PenDA	0.04000000000000001	0.0494375402743257	1.4079575092127237	1.30594314535981	Up	-1.156826266925828	2	0	2	PenDA native penda_test; threshold_lh=0.99; s_max=50; threshold_test=0.03; iterations=12; input=TMM logCPM from rounded RSEM expected counts
