gene,baseline_value,baseline_band,baseline_source_matrix
FOXE3,2.4535652200462748,tail,size_factor_normalized_counts
FOXG1-AS1,0,tail,size_factor_normalized_counts
FOXH1,7.441973665838688,NA,size_factor_normalized_counts
FOXI1,196.81945845050922,mid,size_factor_normalized_counts
FOXJ2,752.704685991509,mid,size_factor_normalized_counts
FOXJ3,1438.1996425928864,NA,size_factor_normalized_counts
FOXK1,3277.7640892009904,head,size_factor_normalized_counts
FOXK2,2371.280332545879,NA,size_factor_normalized_counts
FOXL1,23.87132224899151,mid,size_factor_normalized_counts
FOXL2NB,0,tail,size_factor_normalized_counts
FOXM1,1429.2057742942252,NA,size_factor_normalized_counts
FOXN2,1052.9856479506302,mid,size_factor_normalized_counts
FOXN3,507.7144745841199,mid,size_factor_normalized_counts
FOXN3-AS1,9.177023597280485,NA,size_factor_normalized_counts
FOXO1,975.5098139823841,mid,size_factor_normalized_counts
FOXO3,3246.787017615081,head,size_factor_normalized_counts
FOXO3B,246.48535739501784,mid,size_factor_normalized_counts
FOXO4,390.9209183766531,mid,size_factor_normalized_counts
FOXO6,42.0086280950195,mid,size_factor_normalized_counts
FOXP1,965.8039237764656,mid,size_factor_normalized_counts
FOXP1-IT1,50.52132174082875,mid,size_factor_normalized_counts
FOXP4,1129.1274477777647,mid,size_factor_normalized_counts
FOXP4-AS1,22.007302356063757,NA,size_factor_normalized_counts
FOXQ1,1522.901828021616,NA,size_factor_normalized_counts
FOXRED1,398.85705345803814,mid,size_factor_normalized_counts
FOXRED2,531.5999027389837,mid,size_factor_normalized_counts
FP236241.1,188.43695090796996,mid,size_factor_normalized_counts
FP236383.3,93.50156205892372,mid,size_factor_normalized_counts
FP236383.4,9.341525290761416,NA,size_factor_normalized_counts
FP236383.5,9.341525290761416,NA,size_factor_normalized_counts
FP325318.1,7.523251671538553,NA,size_factor_normalized_counts
FP325332.1,9.12283826014724,NA,size_factor_normalized_counts
FP325335.1,2.4535652200462748,tail,size_factor_normalized_counts
FP326651.1,0.8268859628709654,tail,size_factor_normalized_counts
FP565260.1,359.4680909066961,mid,size_factor_normalized_counts
FP565260.3,80.31057717894696,mid,size_factor_normalized_counts
FP565260.6,315.40993624399846,mid,size_factor_normalized_counts
FP671120.4,12.421119194259703,NA,size_factor_normalized_counts
FP671120.6,9.341525290761416,NA,size_factor_normalized_counts
FPGS,1807.7222840846357,NA,size_factor_normalized_counts
FPGT,607.1651440016939,mid,size_factor_normalized_counts
FPR1,92.95693915156704,mid,size_factor_normalized_counts
FRA10AC1,356.91671660602424,mid,size_factor_normalized_counts
FRAS1,1251.0795809669485,NA,size_factor_normalized_counts
FRAT1,125.04942907348212,mid,size_factor_normalized_counts
FRAT2,1013.7080051426702,mid,size_factor_normalized_counts
FRG1,559.2971723625651,mid,size_factor_normalized_counts
FRG1-DT,4.053151808654962,NA,size_factor_normalized_counts
FRG2,0,tail,size_factor_normalized_counts
FRG2B,0,tail,size_factor_normalized_counts
FRK,2548.289233080577,NA,size_factor_normalized_counts
FRMD3,184.19942765891176,mid,size_factor_normalized_counts
FRMD4A,69.50611283694718,mid,size_factor_normalized_counts
FRMD4B,741.4663812968092,mid,size_factor_normalized_counts
FRMD5,53.00197962944165,mid,size_factor_normalized_counts
FRMD6,797.2600249317909,mid,size_factor_normalized_counts
FRMD6-AS1,34.64793243488068,mid,size_factor_normalized_counts
FRMD8,681.1849840129286,mid,size_factor_normalized_counts
FRMPD2,19.309903118917887,NA,size_factor_normalized_counts
FRRS1,476.78808855374757,mid,size_factor_normalized_counts
FRS2,1077.8670114611118,mid,size_factor_normalized_counts
FRS3,70.38718413695139,mid,size_factor_normalized_counts
FRY,198.92731236053658,mid,size_factor_normalized_counts
FRYL,2257.4768206916224,NA,size_factor_normalized_counts
FSBP,213.97533354387284,mid,size_factor_normalized_counts
FSCN1,3837.9875011421836,head,size_factor_normalized_counts
FSCN2,5.869479745796622,NA,size_factor_normalized_counts
FSCN3,3.566652700643994,tail,size_factor_normalized_counts
FSD1L,218.23721547945445,mid,size_factor_normalized_counts
FSIP1,10.268342864470512,NA,size_factor_normalized_counts
FSIP2,7.042077018686516,NA,size_factor_normalized_counts
FSIP2-AS1,4.534326461506998,NA,size_factor_normalized_counts
FST,22.40719900321593,mid,size_factor_normalized_counts
FSTL1,1700.4037708286824,NA,size_factor_normalized_counts
FSTL3,2192.7054314724865,NA,size_factor_normalized_counts
FTCDNL1,30.750843256278294,mid,size_factor_normalized_counts
FTH1,169060.57431667735,head,size_factor_normalized_counts
FTL,4880.2366183381855,head,size_factor_normalized_counts
FTO,1246.2743278197754,NA,size_factor_normalized_counts
FTSJ1,1521.4789033502793,NA,size_factor_normalized_counts
FTSJ3,775.117259232894,mid,size_factor_normalized_counts
FTX,1279.438656864839,NA,size_factor_normalized_counts
FUBP1,4068.282294754684,head,size_factor_normalized_counts
FUBP3,1739.3822751392313,NA,size_factor_normalized_counts
FUCA1,292.2028701535559,mid,size_factor_normalized_counts
FUCA2,2911.8405175336106,head,size_factor_normalized_counts
FUNDC1,251.10240602710724,mid,size_factor_normalized_counts
FUNDC2,729.5236672193773,mid,size_factor_normalized_counts
FUOM,147.39594935821765,mid,size_factor_normalized_counts
FURIN,3508.1813593936295,head,size_factor_normalized_counts
FUS,5117.064102504775,head,size_factor_normalized_counts
FUT1,162.4695453698614,mid,size_factor_normalized_counts
FUT10,525.9200716731534,mid,size_factor_normalized_counts
FUT11,485.42325877969563,mid,size_factor_normalized_counts
FUT2,410.3391921698375,mid,size_factor_normalized_counts
FUT3,623.8594812662918,mid,size_factor_normalized_counts
FUT4,54.1470812246751,mid,size_factor_normalized_counts
FUT5,0,tail,size_factor_normalized_counts
FUT6,11.792589451600431,NA,size_factor_normalized_counts
FUT8,346.65598626607886,mid,size_factor_normalized_counts
FUT8-AS1,10.695332180189308,NA,size_factor_normalized_counts
FUT9,2.507750557179518,tail,size_factor_normalized_counts
FUZ,79.48292972853201,mid,size_factor_normalized_counts
FXN,492.7297691027012,mid,size_factor_normalized_counts
FXR1,3936.2472122860045,head,size_factor_normalized_counts
FXR2,993.1930378441267,mid,size_factor_normalized_counts
FXYD1,1.253875278589759,tail,size_factor_normalized_counts
FXYD2,48.86754981508682,mid,size_factor_normalized_counts
FXYD3,10314.324054310797,head,size_factor_normalized_counts
FXYD5,3155.1335201544625,head,size_factor_normalized_counts
FXYD6,15.6566479574151,NA,size_factor_normalized_counts
FYB1,2307.021687220875,NA,size_factor_normalized_counts
FYB2,0,tail,size_factor_normalized_counts
FYCO1,1745.0762121109337,NA,size_factor_normalized_counts
FYN,14.138339374506275,NA,size_factor_normalized_counts
FYTTD1,2847.7845076512663,head,size_factor_normalized_counts
FZD1,326.26775064266525,mid,size_factor_normalized_counts
FZD2,239.47831059112764,mid,size_factor_normalized_counts
FZD3,1273.0380722240484,NA,size_factor_normalized_counts
FZD4,388.2506118080738,mid,size_factor_normalized_counts
FZD4-DT,5.442490430077829,NA,size_factor_normalized_counts
FZD5,661.3061348541116,mid,size_factor_normalized_counts
FZD6,1634.077351024911,NA,size_factor_normalized_counts
FZD7,140.06234636664544,mid,size_factor_normalized_counts
FZD8,513.2523489257699,mid,size_factor_normalized_counts
FZR1,1141.6791873263564,mid,size_factor_normalized_counts
G0S2,132.91189867369246,mid,size_factor_normalized_counts
G2E3,921.4359952297939,mid,size_factor_normalized_counts
G3BP1,8771.56643618166,head,size_factor_normalized_counts
G3BP2,5890.239421268576,head,size_factor_normalized_counts
G6PC3,936.0837210688969,mid,size_factor_normalized_counts
G6PD,2302.674771152978,NA,size_factor_normalized_counts
GAA,971.4360628865097,mid,size_factor_normalized_counts
GAB1,675.7501061073758,mid,size_factor_normalized_counts
GAB2,124.37211235931659,mid,size_factor_normalized_counts
GAB3,1.707957262875174,tail,size_factor_normalized_counts
GABARAP,3211.615450457669,head,size_factor_normalized_counts
GABARAPL1,376.8844562950662,mid,size_factor_normalized_counts
GABARAPL2,982.0760905863877,mid,size_factor_normalized_counts
GABBR1,215.41084628082262,mid,size_factor_normalized_counts
GABBR2,0.4269893157187935,tail,size_factor_normalized_counts
GABPA,1576.0663636624574,NA,size_factor_normalized_counts
GABPB1,566.0787857811175,mid,size_factor_normalized_counts
GABPB1-AS1,808.0442476422052,mid,size_factor_normalized_counts
GABPB1-IT1,277.644034844678,mid,size_factor_normalized_counts
GABPB2,411.1996641826222,mid,size_factor_normalized_counts
GABRA2,1.253875278589759,tail,size_factor_normalized_counts
GABRE,2433.9058052323617,NA,size_factor_normalized_counts
GABRP,577.6010039241778,mid,size_factor_normalized_counts
GABRR2,7.014984350119895,NA,size_factor_normalized_counts
GADD45A,151.2388531996868,mid,size_factor_normalized_counts
GADD45B,675.4639543726594,mid,size_factor_normalized_counts
GADD45G,17.364605220290272,NA,size_factor_normalized_counts
GADD45GIP1,862.0757486771785,mid,size_factor_normalized_counts
GAK,2513.1113148938803,NA,size_factor_normalized_counts
GAL,216.48156626079322,mid,size_factor_normalized_counts
GAL3ST1,0.8268859628709654,tail,size_factor_normalized_counts
GAL3ST3,0,tail,size_factor_normalized_counts
GAL3ST4,2.4535652200462748,tail,size_factor_normalized_counts
GALC,142.6719742167443,mid,size_factor_normalized_counts
GALE,753.5239594298548,mid,size_factor_normalized_counts
GALK1,427.5076553288143,mid,size_factor_normalized_counts
GALK2,824.3110402139582,mid,size_factor_normalized_counts
GALNS,824.4865829880523,mid,size_factor_normalized_counts
GALNT1,2638.3515117905067,NA,size_factor_normalized_counts
GALNT10,531.6269954075503,mid,size_factor_normalized_counts
GALNT11,949.5230252988401,mid,size_factor_normalized_counts
GALNT15,13.175990068802204,NA,size_factor_normalized_counts
GALNT18,503.7632000683842,mid,size_factor_normalized_counts
GALNT2,3365.1094885297325,head,size_factor_normalized_counts
GALNT3,1957.2207131147115,NA,size_factor_normalized_counts
GALNT4,1268.8841622656519,NA,size_factor_normalized_counts
GALNT5,52.06672299230419,mid,size_factor_normalized_counts
GALNT6,1160.3724524495892,mid,size_factor_normalized_counts
GALNT7,1723.6313624134218,NA,size_factor_normalized_counts
GALR2,2.026575904327481,tail,size_factor_normalized_counts
GALR3,1.6537719257419308,tail,size_factor_normalized_counts
GALT,313.29683423914895,mid,size_factor_normalized_counts
GAMT,39.582155543539855,mid,size_factor_normalized_counts
GAN,1107.8852335229133,mid,size_factor_normalized_counts
GANAB,9113.147140280358,head,size_factor_normalized_counts
GANC,659.1105095570372,mid,size_factor_normalized_counts
GAPDH,63949.74576652595,head,size_factor_normalized_counts
GAPVD1,2717.9958783872607,NA,size_factor_normalized_counts
GAR1,677.1524314914931,mid,size_factor_normalized_counts
GAREM1,711.8003639263737,mid,size_factor_normalized_counts
GAREM2,28.96810136905041,mid,size_factor_normalized_counts
GARNL3,16.483533920286064,NA,size_factor_normalized_counts
GARS,2993.2286657295094,head,size_factor_normalized_counts
GARS-DT,731.9490206276789,mid,size_factor_normalized_counts
GART,3462.28974802588,head,size_factor_normalized_counts
GAS1,73.67412870121578,mid,size_factor_normalized_counts
GAS1RR,3.2533585143506185,tail,size_factor_normalized_counts
GAS2,13.602979384520996,NA,size_factor_normalized_counts
GAS2L1,587.0901527815633,mid,size_factor_normalized_counts
GAS2L2,7.814777644424239,NA,size_factor_normalized_counts
GAS2L3,500.01568013848726,mid,size_factor_normalized_counts
GAS5,6392.375942079785,head,size_factor_normalized_counts
GAS5-AS1,4.507233792940378,NA,size_factor_normalized_counts
GAS6,577.8643180853188,mid,size_factor_normalized_counts
GAS6-AS1,155.77967304254094,mid,size_factor_normalized_counts
GAS6-DT,2.934739872898311,tail,size_factor_normalized_counts
GAS8,466.19463366647756,mid,size_factor_normalized_counts
GASAL1,30.940491936244648,mid,size_factor_normalized_counts
GASK1A,13.948690694539925,NA,size_factor_normalized_counts
GASK1B,593.6770286727865,mid,size_factor_normalized_counts
GAST,0.3998966471521719,tail,size_factor_normalized_counts
GATA2,355.6563479460873,mid,size_factor_normalized_counts
GATA2-AS1,317.3074683939177,mid,size_factor_normalized_counts
GATA3,1554.3440938979322,NA,size_factor_normalized_counts
GATA3-AS1,2.9076472043316897,tail,size_factor_normalized_counts
GATA6,403.99503115253594,mid,size_factor_normalized_counts
GATA6-AS1,9.09574559158062,NA,size_factor_normalized_counts
GATAD1,1068.3301706479401,mid,size_factor_normalized_counts
GATAD2A,3441.556920235625,head,size_factor_normalized_counts
GATAD2B,1954.5504065461323,NA,size_factor_normalized_counts
GATB,588.2551375299281,mid,size_factor_normalized_counts
GATC,1398.556808330866,NA,size_factor_normalized_counts
GATD1,1539.8459373075348,NA,size_factor_normalized_counts
GATD3A,693.0392237403428,mid,size_factor_normalized_counts
GATD3B,867.1797241415552,mid,size_factor_normalized_counts
GATM,1197.5899333033076,mid,size_factor_normalized_counts
GBA,665.0406680213143,mid,size_factor_normalized_counts
GBA2,1079.0255028281294,mid,size_factor_normalized_counts
GBE1,921.308144411486,mid,size_factor_normalized_counts
GBF1,2390.9153476875967,NA,size_factor_normalized_counts
GBP1,83.80700822285318,mid,size_factor_normalized_counts
GBP2,453.57460287488016,mid,size_factor_normalized_counts
GBP3,342.4803578772851,mid,size_factor_normalized_counts
GBP4,1.2809679471563804,tail,size_factor_normalized_counts
GBP6,4.9071304400925495,NA,size_factor_normalized_counts
GCA,114.79519211488392,mid,size_factor_normalized_counts
GCAT,354.40896604884466,mid,size_factor_normalized_counts
GCC1,727.8027231938079,mid,size_factor_normalized_counts
GCC2,2168.2115594482784,NA,size_factor_normalized_counts
GCC2-AS1,12.538752785897588,NA,size_factor_normalized_counts
GCDH,371.2382112791497,mid,size_factor_normalized_counts
GCFC2,663.326217377092,mid,size_factor_normalized_counts
GCH1,683.6992279514552,mid,size_factor_normalized_counts
GCHFR,207.2568507077266,mid,size_factor_normalized_counts
GCLC,3668.6135803828247,head,size_factor_normalized_counts
GCLM,3018.1360027653795,head,size_factor_normalized_counts
GCN1,6456.016830265927,head,size_factor_normalized_counts
GCNA,36.593230333508295,mid,size_factor_normalized_counts
GCNT1,740.3555818855777,mid,size_factor_normalized_counts
GCNT2,206.6066266621277,mid,size_factor_normalized_counts
GCNT3,398.3628920424918,mid,size_factor_normalized_counts
GCNT4,19.65561442893682,NA,size_factor_normalized_counts
GCOM1,166.56661189923506,mid,size_factor_normalized_counts
GCSH,2188.395458884038,NA,size_factor_normalized_counts
GDA,867.9062681348921,mid,size_factor_normalized_counts
GDAP1,132.10561199804096,mid,size_factor_normalized_counts
GDAP2,1104.3685608474216,mid,size_factor_normalized_counts
GDE1,2159.413251609115,NA,size_factor_normalized_counts
GDF11,387.8442217795745,mid,size_factor_normalized_counts
GDF15,690.3349149416424,mid,size_factor_normalized_counts
GDF9,8.214674291576411,NA,size_factor_normalized_counts
GDI1,946.5470868515029,mid,size_factor_normalized_counts
GDI2,9417.977875227756,head,size_factor_normalized_counts
GDNF,0.3998966471521719,tail,size_factor_normalized_counts
GDPD1,73.64703603264915,mid,size_factor_normalized_counts
GDPD2,9.522734907299412,NA,size_factor_normalized_counts
GDPD3,1637.9397350104214,NA,size_factor_normalized_counts
GDPD5,188.93638956307944,mid,size_factor_normalized_counts
GDPGP1,196.10094316190475,mid,size_factor_normalized_counts
GEM,0.3998966471521719,tail,size_factor_normalized_counts
GEMIN2,174.15431952432138,mid,size_factor_normalized_counts
GEMIN4,1582.9111794766525,NA,size_factor_normalized_counts
GEMIN5,1784.3527357757157,NA,size_factor_normalized_counts
GEMIN6,419.0892264513992,mid,size_factor_normalized_counts
GEMIN7,236.9163746968149,mid,size_factor_normalized_counts
GEMIN7-AS1,8.641663607295204,NA,size_factor_normalized_counts
GEMIN8,471.35321064819493,mid,size_factor_normalized_counts
GEN1,741.5552718270342,mid,size_factor_normalized_counts
GET1,379.97413965483906,mid,size_factor_normalized_counts
GET3,1155.8446193694292,mid,size_factor_normalized_counts
GET4,748.914848343995,mid,size_factor_normalized_counts
GFER,942.9751096957,mid,size_factor_normalized_counts
GFI1,12.294918768797995,NA,size_factor_normalized_counts
GFM1,1431.8836933873295,NA,size_factor_normalized_counts
GFM2,1143.7870412363836,mid,size_factor_normalized_counts
GFOD1,2280.7617335653085,NA,size_factor_normalized_counts
GFOD2,550.6659718408021,mid,size_factor_normalized_counts
GFPT1,2601.0245411193437,NA,size_factor_normalized_counts
GFPT2,157.2167036197499,mid,size_factor_normalized_counts
GGA1,905.0272459338605,mid,size_factor_normalized_counts
GGA2,1269.6308893660012,NA,size_factor_normalized_counts
GGA3,813.9137273880018,mid,size_factor_normalized_counts
GGCT,1517.4994170227992,NA,size_factor_normalized_counts
GGCX,904.9188752595942,mid,size_factor_normalized_counts
GGH,667.14964107451965,mid,size_factor_normalized_counts
GGN,3.7345331672026547,tail,size_factor_normalized_counts
GGNBP2,1449.9267344649634,NA,size_factor_normalized_counts
GGPS1,690.5117470627142,mid,size_factor_normalized_counts
GGT1,196.13292999393957,mid,size_factor_normalized_counts
GGT5,3.2533585143506185,tail,size_factor_normalized_counts
GGT6,58.7901813695384,mid,size_factor_normalized_counts
GGT7,200.50629966192577,mid,size_factor_normalized_counts
GHDC,441.17131343181563,mid,size_factor_normalized_counts
GHET1,3.3075438514838615,tail,size_factor_normalized_counts
GHITM,5987.035906832078,head,size_factor_normalized_counts
GHRLOS,45.13301664788416,mid,size_factor_normalized_counts
GID4,614.5800249989659,mid,size_factor_normalized_counts
GID8,1807.1533380447368,NA,size_factor_normalized_counts
GIGYF1,1311.5029349750093,NA,size_factor_normalized_counts
GIGYF2,2820.7722751037763,head,size_factor_normalized_counts
GIHCG,7.8960556501241035,NA,size_factor_normalized_counts
GIN1,234.7543354496543,mid,size_factor_normalized_counts
GINM1,751.3901319944388,mid,size_factor_normalized_counts
GINS1,459.2479405593632,mid,size_factor_normalized_counts
GINS2,190.5229893889938,mid,size_factor_normalized_counts
GINS3,183.62286909448756,mid,size_factor_normalized_counts
GINS4,209.97484923209197,mid,size_factor_normalized_counts
GIPC1,4175.621407297856,head,size_factor_normalized_counts
GIPR,1.6537719257419308,tail,size_factor_normalized_counts
GIT1,1735.5404904409402,NA,size_factor_normalized_counts
GIT2,1020.6027511990073,mid,size_factor_normalized_counts
GJA3,207.65025397353162,mid,size_factor_normalized_counts
GJA5,10.614054174489443,NA,size_factor_normalized_counts
GJA9,12.294918768797995,NA,size_factor_normalized_counts
GJB2,417.5026266254848,mid,size_factor_normalized_counts
GJB3,1510.477939291332,NA,size_factor_normalized_counts
GJB4,33.26508719480496,mid,size_factor_normalized_counts
GJB5,561.9302500608903,mid,size_factor_normalized_counts
GJB6,9.976816891584829,NA,size_factor_normalized_counts
GJC1,553.1802157793286,mid,size_factor_normalized_counts
GJC2,14.883947331677376,NA,size_factor_normalized_counts
GJC3,11.386754800227164,NA,size_factor_normalized_counts
GJD3,2.9076472043316897,tail,size_factor_normalized_counts
GK,216.41661764915563,mid,size_factor_normalized_counts
GK5,1405.4157300509335,NA,size_factor_normalized_counts
GKAP1,69.72285418548014,mid,size_factor_normalized_counts
GLA,421.32605032291247,mid,size_factor_normalized_counts
GLB1,1629.1983031166646,NA,size_factor_normalized_counts
GLB1L,34.93945840776637,mid,size_factor_normalized_counts
GLB1L2,598.2655404714267,mid,size_factor_normalized_counts
GLCCI1,512.1816289457993,mid,size_factor_normalized_counts
GLCE,1109.0600690821593,mid,size_factor_normalized_counts
GLE1,1346.1042945972822,NA,size_factor_normalized_counts
GLG1,5700.806632003594,head,size_factor_normalized_counts
GLI3,607.7493150906432,mid,size_factor_normalized_counts
GLI4,270.5748651574249,mid,size_factor_normalized_counts
GLIDR,125.75624520177567,mid,size_factor_normalized_counts
GLIPR1,114.61853019761188,mid,size_factor_normalized_counts
GLIPR1L2,2.934739872898311,tail,size_factor_normalized_counts
GLIPR2,25.443816169033575,mid,size_factor_normalized_counts
GLIS2,719.3583207910041,mid,size_factor_normalized_counts
GLIS3,25.552186843300063,mid,size_factor_normalized_counts
GLMN,369.8629785635991,mid,size_factor_normalized_counts
GLMP,461.1379339776796,mid,size_factor_normalized_counts
GLO1,2375.705169189942,NA,size_factor_normalized_counts
GLOD4,1259.8426020112047,NA,size_factor_normalized_counts
GLOD5,2.534843225746139,tail,size_factor_normalized_counts
GLP1R,2.026575904327481,tail,size_factor_normalized_counts
GLP2R,61.77261319822281,mid,size_factor_normalized_counts
GLRB,363.6130823146918,mid,size_factor_normalized_counts
GLRX,403.4867638311173,mid,size_factor_normalized_counts
GLRX2,572.6732741968658,mid,size_factor_normalized_counts
GLRX3,1612.761471288885,NA,size_factor_normalized_counts
GLRX5,989.3349089536073,mid,size_factor_normalized_counts
GLS,4372.097392724703,head,size_factor_normalized_counts
GLS2,64.65316773398787,mid,size_factor_normalized_counts
GLT8D1,551.8515558763862,mid,size_factor_normalized_counts
GLT8D2,72.15582011830696,mid,size_factor_normalized_counts
GLTP,1163.5174402896732,mid,size_factor_normalized_counts
GLUD1,4290.605202624905,head,size_factor_normalized_counts
GLUD2,21.160862573774757,NA,size_factor_normalized_counts
GLUL,14080.896190531395,head,size_factor_normalized_counts
GLYATL1,0.3998966471521719,tail,size_factor_normalized_counts
GLYATL2,169.13881840996234,mid,size_factor_normalized_counts
GLYCTK,108.9863910875677,mid,size_factor_normalized_counts
GLYR1,2389.9659851445867,NA,size_factor_normalized_counts
GM2A,1519.4989002585598,NA,size_factor_normalized_counts
GMCL1,758.7909070858385,mid,size_factor_normalized_counts
GMDS,622.6863286162759,mid,size_factor_normalized_counts
GMDS-DT,94.66489641444221,mid,size_factor_normalized_counts
GMEB1,470.70186745941794,mid,size_factor_normalized_counts
GMEB2,465.49559852191453,mid,size_factor_normalized_counts
GMFB,2328.7645562726193,NA,size_factor_normalized_counts
GMIP,517.1494381043723,mid,size_factor_normalized_counts
GMNN,499.9679881827012,mid,size_factor_normalized_counts
GMPPA,581.2607524670277,mid,size_factor_normalized_counts
GMPPB,1002.7826806864454,mid,size_factor_normalized_counts
GMPR,271.9035250603673,mid,size_factor_normalized_counts
GMPR2,1311.434643732004,NA,size_factor_normalized_counts
GMPS,2948.001384313231,head,size_factor_normalized_counts
GNA11,2758.3236418879715,NA,size_factor_normalized_counts
GNA12,1315.2645608107787,NA,size_factor_normalized_counts
GNA13,1593.3431974957007,NA,size_factor_normalized_counts
GNA15,893.3218724921811,mid,size_factor_normalized_counts
GNAI1,610.9809551745964,mid,size_factor_normalized_counts
GNAI2,1960.9617396632614,NA,size_factor_normalized_counts
GNAI3,3717.8722951773607,head,size_factor_normalized_counts
GNAL,277.67112751324464,mid,size_factor_normalized_counts
GNAO1,75.11115927842474,mid,size_factor_normalized_counts
GNAQ,2479.0215800225606,NA,size_factor_normalized_counts
GNAS,10752.942384993723,head,size_factor_normalized_counts
GNAS-AS1,20.163881750355475,NA,size_factor_normalized_counts
GNB1,3346.8638120094383,head,size_factor_normalized_counts
GNB1L,260.5059601226772,mid,size_factor_normalized_counts
GNB2,3814.383748149324,head,size_factor_normalized_counts
GNB4,1960.1825456561764,NA,size_factor_normalized_counts
GNB5,427.50653618563626,mid,size_factor_normalized_counts
GNE,697.6013458333871,mid,size_factor_normalized_counts
GNG10,2474.903272922713,NA,size_factor_normalized_counts
GNG12,5036.066221622868,head,size_factor_normalized_counts
GNG12-AS1,4.961315777225792,NA,size_factor_normalized_counts
GNG2,72.84074935699766,mid,size_factor_normalized_counts
GNG5,1951.7370241101949,NA,size_factor_normalized_counts
GNG7,4.215707820054692,NA,size_factor_normalized_counts
GNL1,977.3727147321339,mid,size_factor_normalized_counts
GNL2,1448.4138001202236,NA,size_factor_normalized_counts
GNL3,4022.5998122109418,head,size_factor_normalized_counts
GNL3L,2723.697427883488,NA,size_factor_normalized_counts
GNMT,1.6537719257419308,tail,size_factor_normalized_counts
GNPAT,1207.9937395106112,mid,size_factor_normalized_counts
GNPDA1,964.2173239505512,mid,size_factor_normalized_counts
GNPDA2,442.7979926889909,mid,size_factor_normalized_counts
GNPNAT1,3197.2126777788435,head,size_factor_normalized_counts
GNPTAB,1819.503561293846,NA,size_factor_normalized_counts
GNPTG,578.1157646269436,mid,size_factor_normalized_counts
GNRH1,34.13966511346202,mid,size_factor_normalized_counts
GNRH2,1.6266792571753093,tail,size_factor_normalized_counts
GNS,3919.9239960907616,head,size_factor_normalized_counts
GOLGA1,730.1049321427981,mid,size_factor_normalized_counts
GOLGA2,1348.3811979000563,NA,size_factor_normalized_counts
GOLGA3,3798.036796715049,head,size_factor_normalized_counts
GOLGA4,5103.486198980187,head,size_factor_normalized_counts
GOLGA5,1107.4040588700614,mid,size_factor_normalized_counts
GOLGA6L10,19.315646321698573,NA,size_factor_normalized_counts
GOLGA6L4,83.79443146621753,mid,size_factor_normalized_counts
GOLGA6L9,169.0708673394646,mid,size_factor_normalized_counts
GOLGA7,1083.3766739910172,mid,size_factor_normalized_counts
GOLGA7B,100.32412819305301,mid,size_factor_normalized_counts
GOLGA8A,1974.591912321689,NA,size_factor_normalized_counts
GOLGA8B,1173.0777784017587,mid,size_factor_normalized_counts
GOLGA8H,4.016681976076196,NA,size_factor_normalized_counts
GOLGA8K,1.1611623949330123,tail,size_factor_normalized_counts
GOLGA8N,71.86719366661819,mid,size_factor_normalized_counts
GOLGA8O,29.303080881628865,mid,size_factor_normalized_counts
GOLGA8Q,5.207301469278784,NA,size_factor_normalized_counts
GOLGA8R,11.758022867698692,NA,size_factor_normalized_counts
GOLGA8T,0.8753280972235266,tail,size_factor_normalized_counts
GOLGB1,5618.312160969175,head,size_factor_normalized_counts
GOLIM4,875.4478808072942,mid,size_factor_normalized_counts
GOLM1,4261.102786733671,head,size_factor_normalized_counts
GOLPH3,2330.818224845513,NA,size_factor_normalized_counts
GOLPH3L,1489.799296838211,NA,size_factor_normalized_counts
GOLT1A,19.09965515173207,NA,size_factor_normalized_counts
GOLT1B,933.3722159258787,mid,size_factor_normalized_counts
GON4L,1281.056792258783,NA,size_factor_normalized_counts
GON7,265.0510967216471,mid,size_factor_normalized_counts
GOPC,2478.0104196178922,NA,size_factor_normalized_counts
GORAB,169.72836373708088,mid,size_factor_normalized_counts
GORAB-AS1,2.053668572894103,tail,size_factor_normalized_counts
GORASP1,1031.6957417399929,mid,size_factor_normalized_counts
GORASP2,2589.090558709615,NA,size_factor_normalized_counts
GOSR1,1339.8620108728999,NA,size_factor_normalized_counts
GOSR2,903.3192886709854,mid,size_factor_normalized_counts
GOT1,1118.289039730217,mid,size_factor_normalized_counts
GOT2,4235.010984805394,head,size_factor_normalized_counts
GP6,0.3998966471521719,tail,size_factor_normalized_counts
GPAA1,2337.899262152283,NA,size_factor_normalized_counts
GPALPP1,644.0704995953073,mid,size_factor_normalized_counts
GPAM,693.4192240632461,mid,size_factor_normalized_counts
GPANK1,236.0894887339439,mid,size_factor_normalized_counts
GPAT2,985.8312230408098,mid,size_factor_normalized_counts
GPAT3,194.33230718054915,mid,size_factor_normalized_counts
GPAT4,1795.0003760001189,NA,size_factor_normalized_counts
GPATCH1,241.72162784398807,mid,size_factor_normalized_counts
GPATCH11,262.6723161259536,mid,size_factor_normalized_counts
GPATCH2,511.44251436997536,mid,size_factor_normalized_counts
GPATCH2L,1793.4896799417352,NA,size_factor_normalized_counts
GPATCH3,214.77360899791802,mid,size_factor_normalized_counts
GPATCH4,654.6704478639244,mid,size_factor_normalized_counts
GPATCH8,1728.4366155605953,NA,size_factor_normalized_counts
GPBAR1,2.080761241460724,tail,size_factor_normalized_counts
GPBP1,2233.766935310852,NA,size_factor_normalized_counts
GPBP1L1,2982.6687968921533,head,size_factor_normalized_counts
GPC1,2729.872539508043,NA,size_factor_normalized_counts
GPC2,9.604012912999277,NA,size_factor_normalized_counts
GPC4,5.761109071530136,NA,size_factor_normalized_counts
