gene,baseline_value,baseline_band,baseline_source_matrix
ASAP1-IT2,14.883947331677376,NA,size_factor_normalized_counts
ASAP2,2879.4835943073767,head,size_factor_normalized_counts
ASAP3,746.1979689628076,mid,size_factor_normalized_counts
ASB1,769.3366700173224,mid,size_factor_normalized_counts
ASB13,804.0052017394225,mid,size_factor_normalized_counts
ASB16-AS1,99.30110016886854,mid,size_factor_normalized_counts
ASB3,267.8102806493339,mid,size_factor_normalized_counts
ASB4,2.026575904327481,tail,size_factor_normalized_counts
ASB6,656.2830212152274,mid,size_factor_normalized_counts
ASB7,564.1258753579647,mid,size_factor_normalized_counts
ASB8,518.661253305934,mid,size_factor_normalized_counts
ASB9,191.620802037531,mid,size_factor_normalized_counts
ASCC1,1090.0936389869044,mid,size_factor_normalized_counts
ASCC2,1163.4426556653207,mid,size_factor_normalized_counts
ASCC3,5412.415317927949,head,size_factor_normalized_counts
ASDURF,9.213077014560442,NA,size_factor_normalized_counts
ASF1A,566.105878449684,mid,size_factor_normalized_counts
ASF1B,349.1767235859527,mid,size_factor_normalized_counts
ASH1L,4120.031518248713,head,size_factor_normalized_counts
ASH1L-AS1,32.56717119341995,mid,size_factor_normalized_counts
ASH2L,878.364259679329,mid,size_factor_normalized_counts
ASIC1,318.6155290096407,mid,size_factor_normalized_counts
ASIC3,33.956509814842825,mid,size_factor_normalized_counts
ASIC4,0.3998966471521719,tail,size_factor_normalized_counts
ASL,537.7468025517937,mid,size_factor_normalized_counts
ASMTL,388.7989585607535,mid,size_factor_normalized_counts
ASMTL-AS1,22.40719900321593,mid,size_factor_normalized_counts
ASNS,594.8000797014033,mid,size_factor_normalized_counts
ASNSD1,1257.4754599540172,NA,size_factor_normalized_counts
ASPA,0,tail,size_factor_normalized_counts
ASPH,5970.6446208715515,head,size_factor_normalized_counts
ASPHD1,40.97149416496272,mid,size_factor_normalized_counts
ASPHD2,31.557129931929794,mid,size_factor_normalized_counts
ASPM,3038.9241350359453,head,size_factor_normalized_counts
ASPRV1,5.761109071530136,NA,size_factor_normalized_counts
ASPSCR1,470.70186745941794,mid,size_factor_normalized_counts
ASRGL1,2.053668572894103,tail,size_factor_normalized_counts
ASS1,16864.566026390472,head,size_factor_normalized_counts
ASTE1,153.63173970125268,mid,size_factor_normalized_counts
ASTL,0.4269893157187935,tail,size_factor_normalized_counts
ASTN2,89.56811729438331,mid,size_factor_normalized_counts
ASXL1,1822.9454493449848,NA,size_factor_normalized_counts
ASXL2,2667.1982557225965,NA,size_factor_normalized_counts
ATAD1,1877.3985654575076,NA,size_factor_normalized_counts
ATAD2,1694.9547870172573,NA,size_factor_normalized_counts
ATAD2B,1062.4889027138881,mid,size_factor_normalized_counts
ATAD3A,594.522944202376,mid,size_factor_normalized_counts
ATAD3B,569.2509314586732,mid,size_factor_normalized_counts
ATAD3C,0.8077912272473872,tail,size_factor_normalized_counts
ATAD5,449.69699384031924,mid,size_factor_normalized_counts
ATAT1,137.208884499447,mid,size_factor_normalized_counts
ATE1,1052.1663745122844,mid,size_factor_normalized_counts
ATF1,887.6084553764371,mid,size_factor_normalized_counts
ATF2,1166.6559347484103,mid,size_factor_normalized_counts
ATF3,48.28449786931545,mid,size_factor_normalized_counts
ATF4,6766.811088249795,head,size_factor_normalized_counts
ATF5,749.5726849141191,mid,size_factor_normalized_counts
ATF6,2168.835935759198,NA,size_factor_normalized_counts
ATF6B,1616.6650538488348,NA,size_factor_normalized_counts
ATF7,1637.7187385668974,NA,size_factor_normalized_counts
ATF7IP,2153.694460255202,NA,size_factor_normalized_counts
ATF7IP2,31.394573920530064,mid,size_factor_normalized_counts
ATG10,242.52142113829245,mid,size_factor_normalized_counts
ATG101,629.2938037947183,mid,size_factor_normalized_counts
ATG12,1114.4255366015282,mid,size_factor_normalized_counts
ATG13,1363.6574293543608,NA,size_factor_normalized_counts
ATG14,573.2899121925509,mid,size_factor_normalized_counts
ATG16L1,838.6466407929561,mid,size_factor_normalized_counts
ATG16L2,203.59710216487667,mid,size_factor_normalized_counts
ATG2A,863.6352558345262,mid,size_factor_normalized_counts
ATG2B,1447.6693113062306,NA,size_factor_normalized_counts
ATG3,1268.0725013518313,NA,size_factor_normalized_counts
ATG4A,284.8215752061976,mid,size_factor_normalized_counts
ATG4B,804.3032210936553,mid,size_factor_normalized_counts
ATG4C,339.7829586401392,mid,size_factor_normalized_counts
ATG4D,477.37763388086603,mid,size_factor_normalized_counts
ATG5,1038.1352866688667,mid,size_factor_normalized_counts
ATG7,551.3703812235342,mid,size_factor_normalized_counts
ATG9A,2255.821929622702,NA,size_factor_normalized_counts
ATG9B,2.4535652200462748,tail,size_factor_normalized_counts
ATIC,3139.796609981678,head,size_factor_normalized_counts
ATL1,104.21472399030824,mid,size_factor_normalized_counts
ATL2,1572.5496909869657,NA,size_factor_normalized_counts
ATL3,5283.2021280851895,head,size_factor_normalized_counts
ATM,2967.6287869304233,head,size_factor_normalized_counts
ATMIN,2124.0761348405526,NA,size_factor_normalized_counts
ATN1,2382.8502426447258,NA,size_factor_normalized_counts
ATOH7,7.123355024386381,NA,size_factor_normalized_counts
ATOH8,30.64896596335896,mid,size_factor_normalized_counts
ATOX1,690.7619042573613,mid,size_factor_normalized_counts
ATP10B,95.28153441012736,mid,size_factor_normalized_counts
ATP10D,534.2030372077354,mid,size_factor_normalized_counts
ATP11A,1875.4272940334913,NA,size_factor_normalized_counts
ATP11B,2966.8625796860324,head,size_factor_normalized_counts
ATP11C,1520.8828646418137,NA,size_factor_normalized_counts
ATP13A1,1543.57397709339,NA,size_factor_normalized_counts
ATP13A2,736.5928369066304,mid,size_factor_normalized_counts
ATP13A3,5016.3705277626705,head,size_factor_normalized_counts
ATP13A4,28.05993740047958,mid,size_factor_normalized_counts
ATP1A1,28462.138276835387,head,size_factor_normalized_counts
ATP1A1-AS1,19.09965515173207,NA,size_factor_normalized_counts
ATP1A2,4.107337145788206,NA,size_factor_normalized_counts
ATP1B1,3849.144527831183,head,size_factor_normalized_counts
ATP1B3,3604.2973922911524,head,size_factor_normalized_counts
ATP23,129.6043548222086,mid,size_factor_normalized_counts
ATP2A1,11.041043490208235,NA,size_factor_normalized_counts
ATP2A1-AS1,5.734016402963514,NA,size_factor_normalized_counts
ATP2A2,10244.095392567975,head,size_factor_normalized_counts
ATP2A3,4.507233792940378,NA,size_factor_normalized_counts
ATP2B1,2287.6629730029927,NA,size_factor_normalized_counts
ATP2B1-AS1,23.125714291820408,mid,size_factor_normalized_counts
ATP2B4,4211.842952795957,head,size_factor_normalized_counts
ATP2C1,3870.689016535259,head,size_factor_normalized_counts
ATP2C2,51.10437368660013,mid,size_factor_normalized_counts
ATP2C2-AS1,119.0108999349386,mid,size_factor_normalized_counts
ATP5F1A,13992.64352489954,head,size_factor_normalized_counts
ATP5F1B,21268.450277158336,head,size_factor_normalized_counts
ATP5F1C,5607.3306770542695,head,size_factor_normalized_counts
ATP5F1D,2935.6966147335515,head,size_factor_normalized_counts
ATP5F1E,3190.786119612664,head,size_factor_normalized_counts
ATP5IF1,1104.4552130912907,mid,size_factor_normalized_counts
ATP5MC1,1247.5552957669317,NA,size_factor_normalized_counts
ATP5MC2,5339.557105235545,head,size_factor_normalized_counts
ATP5MC3,5422.225102235423,head,size_factor_normalized_counts
ATP5MD,2349.503877444221,NA,size_factor_normalized_counts
ATP5ME,1335.6669023400646,NA,size_factor_normalized_counts
ATP5MF,2944.6622712204685,head,size_factor_normalized_counts
ATP5MG,3000.249024317798,head,size_factor_normalized_counts
ATP5MGL,1.707957262875174,tail,size_factor_normalized_counts
ATP5MPL,1521.0855000844745,NA,size_factor_normalized_counts
ATP5PB,6182.121434494324,head,size_factor_normalized_counts
ATP5PD,2359.9412697014386,NA,size_factor_normalized_counts
ATP5PF,1169.1571919242424,mid,size_factor_normalized_counts
ATP5PO,2876.6106522961363,head,size_factor_normalized_counts
ATP6AP1,2134.525394717286,NA,size_factor_normalized_counts
ATP6AP1L,66.12378436111061,mid,size_factor_normalized_counts
ATP6AP2,1952.7004925590768,NA,size_factor_normalized_counts
ATP6V0A1,1064.976053983848,mid,size_factor_normalized_counts
ATP6V0A2,863.7848250832317,mid,size_factor_normalized_counts
ATP6V0A4,16.137822610267136,NA,size_factor_normalized_counts
ATP6V0B,1630.9702043297318,NA,size_factor_normalized_counts
ATP6V0C,3896.4514513457443,head,size_factor_normalized_counts
ATP6V0D1,2143.188776754979,NA,size_factor_normalized_counts
ATP6V0D2,9.522734907299412,NA,size_factor_normalized_counts
ATP6V0E1,1658.3279706338353,NA,size_factor_normalized_counts
ATP6V0E2,409.90570947277155,mid,size_factor_normalized_counts
ATP6V0E2-AS1,48.81336447795358,mid,size_factor_normalized_counts
ATP6V1A,5785.259609177056,head,size_factor_normalized_counts
ATP6V1B1,6434.457232974219,head,size_factor_normalized_counts
ATP6V1B2,1593.2066150096896,NA,size_factor_normalized_counts
ATP6V1C1,1406.833280484101,NA,size_factor_normalized_counts
ATP6V1C2,364.6902956760095,mid,size_factor_normalized_counts
ATP6V1D,1069.937369761074,mid,size_factor_normalized_counts
ATP6V1E1,1615.7297972116971,NA,size_factor_normalized_counts
ATP6V1E2,189.35039211610393,mid,size_factor_normalized_counts
ATP6V1F,1741.9117441268081,NA,size_factor_normalized_counts
ATP6V1FNB,13.548794047387753,NA,size_factor_normalized_counts
ATP6V1G1,1314.235039405247,NA,size_factor_normalized_counts
ATP6V1G2,5.361212424377964,NA,size_factor_normalized_counts
ATP6V1H,1428.3712758068289,NA,size_factor_normalized_counts
ATP7A,638.1613258266677,mid,size_factor_normalized_counts
ATP7B,479.3912230224993,mid,size_factor_normalized_counts
ATP8A1,97.62023557456001,mid,size_factor_normalized_counts
ATP8A2,1.6266792571753093,tail,size_factor_normalized_counts
ATP8B1,2763.8973405658912,NA,size_factor_normalized_counts
ATP8B3,12.003392795912308,NA,size_factor_normalized_counts
ATP8B4,14.538236021658447,NA,size_factor_normalized_counts
ATP9A,2079.050369723757,NA,size_factor_normalized_counts
ATP9B,416.4254132641671,mid,size_factor_normalized_counts
ATPAF1,1038.2241771990916,mid,size_factor_normalized_counts
ATPAF2,326.125793918485,mid,size_factor_normalized_counts
ATPSCKMT,309.06570143377473,mid,size_factor_normalized_counts
ATR,2747.7561614478645,NA,size_factor_normalized_counts
ATRAID,1715.6345486135565,NA,size_factor_normalized_counts
ATRIP,329.4515550268134,mid,size_factor_normalized_counts
ATRN,2703.84455225006,NA,size_factor_normalized_counts
ATRX,3819.135037437085,head,size_factor_normalized_counts
ATXN1,827.8971232756335,mid,size_factor_normalized_counts
ATXN10,3124.468573946204,head,size_factor_normalized_counts
ATXN1L,1395.3069695311062,NA,size_factor_normalized_counts
ATXN2,1574.9880311579618,NA,size_factor_normalized_counts
ATXN2-AS,2.053668572894103,tail,size_factor_normalized_counts
ATXN2L,2933.1975958440753,head,size_factor_normalized_counts
ATXN3,685.8894790103604,mid,size_factor_normalized_counts
ATXN7,909.7718203625534,mid,size_factor_normalized_counts
ATXN7L1,219.7555240623633,mid,size_factor_normalized_counts
ATXN7L2,137.97509174383757,mid,size_factor_normalized_counts
ATXN7L3,1449.5440796754965,NA,size_factor_normalized_counts
ATXN7L3B,3296.98196583787,head,size_factor_normalized_counts
AUH,358.7265511618187,mid,size_factor_normalized_counts
AUNIP,300.31546092424935,mid,size_factor_normalized_counts
AUP1,3646.907433332807,head,size_factor_normalized_counts
AURKA,793.9522208748701,mid,size_factor_normalized_counts
AURKAIP1,857.0808468500388,mid,size_factor_normalized_counts
AURKB,311.5875578968265,mid,size_factor_normalized_counts
AURKC,2.934739872898311,tail,size_factor_normalized_counts
AUTS2,254.972402537143,mid,size_factor_normalized_counts
AUXG01000058.1,26.324887469037783,mid,size_factor_normalized_counts
AVEN,419.4620304299847,mid,size_factor_normalized_counts
AVIL,17.283327214590408,NA,size_factor_normalized_counts
AVL9,1595.545316174122,NA,size_factor_normalized_counts
AVPI1,2129.7266349514603,NA,size_factor_normalized_counts
AXIN1,1056.1707152219751,mid,size_factor_normalized_counts
AXL,43.44565867222846,mid,size_factor_normalized_counts
AZGP1,4272.583806302293,head,size_factor_normalized_counts
AZI2,1128.2192838091937,mid,size_factor_normalized_counts
AZIN1,2772.117389095637,NA,size_factor_normalized_counts
AZIN1-AS1,5.761109071530136,NA,size_factor_normalized_counts
AZIN2,47.90520050938275,mid,size_factor_normalized_counts
AZU1,0,tail,size_factor_normalized_counts
B2M,16015.814939365346,head,size_factor_normalized_counts
B3GALNT1,814.6116433893869,mid,size_factor_normalized_counts
B3GALNT2,1440.6066350003246,NA,size_factor_normalized_counts
B3GALT4,119.15285665911887,mid,size_factor_normalized_counts
B3GALT5,130.50602540943225,mid,size_factor_normalized_counts
B3GALT5-AS1,7.496159002971932,NA,size_factor_normalized_counts
B3GALT6,438.27015960883114,mid,size_factor_normalized_counts
B3GAT3,481.2617362967742,mid,size_factor_normalized_counts
B3GLCT,146.90828132401845,mid,size_factor_normalized_counts
B3GNT10,62.73496250392688,mid,size_factor_normalized_counts
B3GNT2,646.3138168481678,mid,size_factor_normalized_counts
B3GNT3,1553.984276682041,NA,size_factor_normalized_counts
B3GNT4,69.05852423400891,mid,size_factor_normalized_counts
B3GNT5,2985.8538641634977,head,size_factor_normalized_counts
B3GNT7,49.77571378365765,mid,size_factor_normalized_counts
B3GNT8,0.3998966471521719,tail,size_factor_normalized_counts
B3GNT9,178.43831858738162,mid,size_factor_normalized_counts
B3GNTL1,79.25208247412672,mid,size_factor_normalized_counts
B4GALNT1,9.068652923013996,NA,size_factor_normalized_counts
B4GALNT3,573.7569809395306,mid,size_factor_normalized_counts
B4GALNT4,495.6027111139411,mid,size_factor_normalized_counts
B4GALT1,19564.48437998473,head,size_factor_normalized_counts
B4GALT1-AS1,23.5527036075392,mid,size_factor_normalized_counts
B4GALT2,1588.69400697858,NA,size_factor_normalized_counts
B4GALT3,796.8883400963833,mid,size_factor_normalized_counts
B4GALT4,663.2308334655197,mid,size_factor_normalized_counts
B4GALT5,3874.9589096924465,head,size_factor_normalized_counts
B4GALT6,209.73750859633952,mid,size_factor_normalized_counts
B4GALT7,314.0270172110005,mid,size_factor_normalized_counts
B4GAT1,389.09048453363914,mid,size_factor_normalized_counts
B9D1,163.68983459853735,mid,size_factor_normalized_counts
B9D2,65.93413568114426,mid,size_factor_normalized_counts
BAALC-AS1,58.51925468387219,mid,size_factor_normalized_counts
BAAT,1.2267826100231374,tail,size_factor_normalized_counts
BABAM1,1098.1175454553363,mid,size_factor_normalized_counts
BABAM2,436.6304935889615,mid,size_factor_normalized_counts
BACE1,650.8546366910219,mid,size_factor_normalized_counts
BACE1-AS,265.0987886774333,mid,size_factor_normalized_counts
BACE2,2093.229907672702,NA,size_factor_normalized_counts
BACE2-IT1,2.507750557179518,tail,size_factor_normalized_counts
BACH1,962.9851671023589,mid,size_factor_normalized_counts
BACH1-IT1,1.6808645943085523,tail,size_factor_normalized_counts
BACH1-IT2,2.826369198631825,tail,size_factor_normalized_counts
BAD,663.3662968083529,mid,size_factor_normalized_counts
BAG1,8600.093171702258,head,size_factor_normalized_counts
BAG2,536.54061922899,mid,size_factor_normalized_counts
BAG3,1781.8720778871027,NA,size_factor_normalized_counts
BAG4,1248.700800371255,NA,size_factor_normalized_counts
BAG5,1689.098294034155,NA,size_factor_normalized_counts
BAG6,4445.320575393447,head,size_factor_normalized_counts
BAHCC1,584.5076176000312,mid,size_factor_normalized_counts
BAHD1,1241.7930675522236,mid,size_factor_normalized_counts
BAIAP2,1641.539923977969,NA,size_factor_normalized_counts
BAIAP2-DT,186.78845622179117,mid,size_factor_normalized_counts
BAIAP2L1,1189.2592758129397,mid,size_factor_normalized_counts
BAIAP2L2,206.90464601636052,mid,size_factor_normalized_counts
BAIAP3,9.787168211618477,NA,size_factor_normalized_counts
BAK1,702.6363270917876,mid,size_factor_normalized_counts
BAMBI,400.8836293623656,mid,size_factor_normalized_counts
BANF1,1711.6745424301178,NA,size_factor_normalized_counts
BANP,421.4138217099595,mid,size_factor_normalized_counts
BAP1,1779.4879230532401,NA,size_factor_normalized_counts
BARD1,581.268364991553,mid,size_factor_normalized_counts
BATF2,4.134429814354826,NA,size_factor_normalized_counts
BATF3,4.56141913007362,NA,size_factor_normalized_counts
BAX,1128.0014233174827,mid,size_factor_normalized_counts
BAZ1A,2329.12974772668,NA,size_factor_normalized_counts
BAZ1B,3884.8761670087288,head,size_factor_normalized_counts
BAZ2A,3681.4069156621604,head,size_factor_normalized_counts
BAZ2B,1704.9804150078062,NA,size_factor_normalized_counts
BBC3,242.42715636989828,mid,size_factor_normalized_counts
BBIP1,248.48628479566125,mid,size_factor_normalized_counts
BBOF1,64.178486462483,mid,size_factor_normalized_counts
BBOX1,73.43029468411618,mid,size_factor_normalized_counts
BBS1,430.2993193343543,mid,size_factor_normalized_counts
BBS10,424.97930548441525,mid,size_factor_normalized_counts
BBS12,299.5364731451281,mid,size_factor_normalized_counts
BBS2,713.0824510167081,mid,size_factor_normalized_counts
BBS4,164.50261465553604,mid,size_factor_normalized_counts
BBS5,109.14512509817291,mid,size_factor_normalized_counts
BBS7,589.4559466145627,mid,size_factor_normalized_counts
BBS9,149.17869124544552,mid,size_factor_normalized_counts
BBX,4975.432619647621,head,size_factor_normalized_counts
BCAM,196.45314785327082,mid,size_factor_normalized_counts
BCAN,1.6266792571753093,tail,size_factor_normalized_counts
BCAP29,813.8194626196076,mid,size_factor_normalized_counts
BCAP31,2520.5109708421023,NA,size_factor_normalized_counts
BCAR1,1780.836063100224,NA,size_factor_normalized_counts
BCAR3,1999.4384700337387,NA,size_factor_normalized_counts
BCAR4,0,tail,size_factor_normalized_counts
BCAS1,37.345331672026546,mid,size_factor_normalized_counts
BCAS2,722.2182760395497,mid,size_factor_normalized_counts
BCAS3,448.3217611247686,mid,size_factor_normalized_counts
BCAS4,81.83461765565895,mid,size_factor_normalized_counts
BCAT1,11.1223214959081,NA,size_factor_normalized_counts
BCAT2,777.9100423816121,mid,size_factor_normalized_counts
BCCIP,1652.391318788211,NA,size_factor_normalized_counts
BCDIN3D,195.62626189039986,mid,size_factor_normalized_counts
BCDIN3D-AS1,16.4022559145862,NA,size_factor_normalized_counts
BCHE,81.80752498709232,mid,size_factor_normalized_counts
BCKDHA,1172.4235372012877,mid,size_factor_normalized_counts
BCKDHB,758.4375832512944,mid,size_factor_normalized_counts
BCKDK,820.2372891180839,mid,size_factor_normalized_counts
BCL10,797.2210646437079,mid,size_factor_normalized_counts
BCL11A,204.79679210633319,mid,size_factor_normalized_counts
BCL11B,262.63111755151465,mid,size_factor_normalized_counts
BCL2,74.37204470260079,mid,size_factor_normalized_counts
BCL2A1,2.480657888612896,tail,size_factor_normalized_counts
BCL2L1,1952.828343377385,NA,size_factor_normalized_counts
BCL2L11,1961.3616363104134,NA,size_factor_normalized_counts
BCL2L12,263.27484821576644,mid,size_factor_normalized_counts
BCL2L13,1780.5033385528995,NA,size_factor_normalized_counts
BCL2L14,6.079727712982443,NA,size_factor_normalized_counts
BCL2L15,10.74951751732255,NA,size_factor_normalized_counts
BCL2L2,868.4098696685785,mid,size_factor_normalized_counts
BCL2L2-PABPN1,99.15392437706126,mid,size_factor_normalized_counts
BCL3,516.2553800416738,mid,size_factor_normalized_counts
BCL6,3003.522982119368,head,size_factor_normalized_counts
BCL7A,606.8530187415887,mid,size_factor_normalized_counts
BCL7B,739.2978486683014,mid,size_factor_normalized_counts
BCL7C,863.7707191773593,mid,size_factor_normalized_counts
BCL9,373.4479424820963,mid,size_factor_normalized_counts
BCL9L,6585.461986506269,head,size_factor_normalized_counts
BCLAF1,6441.713918071386,head,size_factor_normalized_counts
BCLAF3,256.40943311435194,mid,size_factor_normalized_counts
BCO1,14.19252471163952,NA,size_factor_normalized_counts
BCO2,75.66711855562949,mid,size_factor_normalized_counts
BCOR,571.4464915868426,mid,size_factor_normalized_counts
BCORL1,318.0530763510888,mid,size_factor_normalized_counts
BCR,2733.618940294762,NA,size_factor_normalized_counts
BCS1L,582.2437010599513,mid,size_factor_normalized_counts
BDH1,827.9978814253748,mid,size_factor_normalized_counts
BDH2,406.4485963725823,mid,size_factor_normalized_counts
BDKRB1,1.6808645943085523,tail,size_factor_normalized_counts
BDKRB2,67.8588342925524,mid,size_factor_normalized_counts
BDNF-AS,43.75017140780845,mid,size_factor_normalized_counts
BDP1,3165.905875245361,head,size_factor_normalized_counts
BEAN1,73.83019133126837,mid,size_factor_normalized_counts
BECN1,1808.4266934673678,NA,size_factor_normalized_counts
BEGAIN,16.856337898871615,NA,size_factor_normalized_counts
BEND3,700.9760617846985,mid,size_factor_normalized_counts
BEND6,90.90327057867295,mid,size_factor_normalized_counts
BEND7,145.53192946528992,mid,size_factor_normalized_counts
BEST1,81.72624698139246,mid,size_factor_normalized_counts
BEST2,24.860764223262205,mid,size_factor_normalized_counts
BEST4,5.415397761511207,NA,size_factor_normalized_counts
BET1,415.83586793704853,mid,size_factor_normalized_counts
BET1L,1294.8746725797416,NA,size_factor_normalized_counts
BEX3,313.1123598610825,mid,size_factor_normalized_counts
BFAR,1413.5621130995044,NA,size_factor_normalized_counts
BFSP1,52.35824896518989,mid,size_factor_normalized_counts
BGLAP,25.152290196147888,mid,size_factor_normalized_counts
BGN,9.895538885884964,NA,size_factor_normalized_counts
BHLHA15,5.679831065830271,NA,size_factor_normalized_counts
BHLHB9,140.3502184453048,mid,size_factor_normalized_counts
BHLHE40,2627.3917463059984,NA,size_factor_normalized_counts
BHLHE40-AS1,23.952600254691376,mid,size_factor_normalized_counts
BHLHE41,3166.103136449852,head,size_factor_normalized_counts
BICC1,748.7057195199873,mid,size_factor_normalized_counts
BICD1,556.901762183837,mid,size_factor_normalized_counts
BICD2,1785.7073692040467,NA,size_factor_normalized_counts
BICDL1,1380.3512112418325,NA,size_factor_normalized_counts
BICDL2,909.5951584452814,mid,size_factor_normalized_counts
BICRA,465.7405516821922,mid,size_factor_normalized_counts
BICRAL,933.3646034013535,mid,size_factor_normalized_counts
BID,2155.754622209443,NA,size_factor_normalized_counts
BIK,337.68809149280617,mid,size_factor_normalized_counts
BIN1,1383.543891037703,NA,size_factor_normalized_counts
BIN2,2.880554535765068,tail,size_factor_normalized_counts
BIN3,404.1240011140219,mid,size_factor_normalized_counts
BIRC2,1935.7216780800663,NA,size_factor_normalized_counts
BIRC3,7798.7130443397045,head,size_factor_normalized_counts
BIRC5,1366.754725238659,NA,size_factor_normalized_counts
BIRC6,6935.616284446976,head,size_factor_normalized_counts
BISPR,23.952600254691376,mid,size_factor_normalized_counts
BIVM,737.7245107262299,mid,size_factor_normalized_counts
BLACAT1,467.5168001880729,mid,size_factor_normalized_counts
BLCAP,2232.4989541263903,NA,size_factor_normalized_counts
BLID,7.84187031299086,NA,size_factor_normalized_counts
BLM,283.93401052484626,mid,size_factor_normalized_counts
BLMH,551.2685039306148,mid,size_factor_normalized_counts
BLNK,108.71546440190149,mid,size_factor_normalized_counts
BLOC1S1,750.0332602797516,mid,size_factor_normalized_counts
BLOC1S2,644.9775444207,mid,size_factor_normalized_counts
BLOC1S3,365.5583802133194,mid,size_factor_normalized_counts
BLOC1S4,296.09346595081115,mid,size_factor_normalized_counts
BLOC1S5,348.46470167869535,mid,size_factor_normalized_counts
BLOC1S6,1356.0605122016473,NA,size_factor_normalized_counts
BLVRA,604.6779927317339,mid,size_factor_normalized_counts
BLVRB,1145.806004616186,mid,size_factor_normalized_counts
BLZF1,903.7462779867042,mid,size_factor_normalized_counts
BMERB1,35.76634437063733,mid,size_factor_normalized_counts
BMF,1902.2528362994228,NA,size_factor_normalized_counts
BMI1,2526.9679791063822,NA,size_factor_normalized_counts
BMP1,1425.1763725227688,NA,size_factor_normalized_counts
BMP2,999.3258317510645,mid,size_factor_normalized_counts
BMP2K,1439.528302495829,NA,size_factor_normalized_counts
BMP3,19.763985103203304,NA,size_factor_normalized_counts
BMP4,33.021253177705375,mid,size_factor_normalized_counts
BMP5,8.75003428156169,NA,size_factor_normalized_counts
BMP6,17.947657166061646,NA,size_factor_normalized_counts
BMP8B,7.469066334405309,NA,size_factor_normalized_counts
BMPR1A,1251.7763778251556,NA,size_factor_normalized_counts
BMPR1B,1310.2696589836391,NA,size_factor_normalized_counts
BMPR2,3566.53917720928,head,size_factor_normalized_counts
BMS1,1795.617013995804,NA,size_factor_normalized_counts
BMS1P14,1.6808645943085523,tail,size_factor_normalized_counts
BMT2,354.1315459818313,mid,size_factor_normalized_counts
BNC1,1599.110799948578,NA,size_factor_normalized_counts
BNIP1,153.83437514391335,mid,size_factor_normalized_counts
BNIP2,2535.4535800836247,NA,size_factor_normalized_counts
BNIP3,679.9517080215583,mid,size_factor_normalized_counts
BNIP3L,1419.4598046570454,NA,size_factor_normalized_counts
BNIPL,25.179382864714512,mid,size_factor_normalized_counts
BOC,5.842387077230001,NA,size_factor_normalized_counts
BOD1,882.0034089349595,mid,size_factor_normalized_counts
BOD1L1,2768.6007164201455,NA,size_factor_normalized_counts
BOK,1264.5806830585502,NA,size_factor_normalized_counts
BOLA1,167.56632448992028,mid,size_factor_normalized_counts
BOLA2,845.2078408978944,mid,size_factor_normalized_counts
BOLA2B,555.8126083504467,mid,size_factor_normalized_counts
BOLA3,446.70157524894046,mid,size_factor_normalized_counts
BOLA3-AS1,67.70277166249983,mid,size_factor_normalized_counts
BOP1,3186.189995289499,head,size_factor_normalized_counts
BORA,252.86454862711568,mid,size_factor_normalized_counts
BORCS5,297.0146166820763,mid,size_factor_normalized_counts
BORCS6,232.81553093237383,mid,size_factor_normalized_counts
BORCS7,468.8508343291845,mid,size_factor_normalized_counts
BORCS8,162.96618744143717,mid,size_factor_normalized_counts
BPGM,976.4450706195216,mid,size_factor_normalized_counts
BPHL,488.65601800682674,mid,size_factor_normalized_counts
BPIFB1,3.334636520050483,tail,size_factor_normalized_counts
BPNT1,850.677126257435,mid,size_factor_normalized_counts
BPTF,4026.939115754313,head,size_factor_normalized_counts
BRAF,1255.9195393072137,NA,size_factor_normalized_counts
BRAP,612.926253073224,mid,size_factor_normalized_counts
BRAT1,1304.5757220119367,NA,size_factor_normalized_counts
BRCA1,825.8087495096477,mid,size_factor_normalized_counts
BRCA2,694.7001920104026,mid,size_factor_normalized_counts
BRCC3,1295.6837310061946,NA,size_factor_normalized_counts
BRD1,1158.569111275142,mid,size_factor_normalized_counts
BRD2,5371.298240309636,head,size_factor_normalized_counts
BRD3,1957.063531341481,NA,size_factor_normalized_counts
BRD3OS,523.8664031002593,mid,size_factor_normalized_counts
BRD4,3540.3356471772026,head,size_factor_normalized_counts
BRD7,1577.9162776495127,NA,size_factor_normalized_counts
BRD8,953.1762804603429,mid,size_factor_normalized_counts
BRD9,840.1658453956818,mid,size_factor_normalized_counts
BRF1,860.3277119830424,mid,size_factor_normalized_counts
BRF2,171.61947629857525,mid,size_factor_normalized_counts
BRI3,2080.154675753641,NA,size_factor_normalized_counts
BRI3BP,2393.15217155911,NA,size_factor_normalized_counts
BRICD5,59.062755880636445,mid,size_factor_normalized_counts
BRIP1,263.86439354288495,mid,size_factor_normalized_counts
BRIX1,1081.0802905442015,mid,size_factor_normalized_counts
BRK1,2392.886619111613,NA,size_factor_normalized_counts
BRMS1,784.714778764546,mid,size_factor_normalized_counts
BRMS1L,380.0012323234057,mid,size_factor_normalized_counts
BROX,2916.4702279066896,head,size_factor_normalized_counts
BRPF1,662.851536105587,mid,size_factor_normalized_counts
BRPF3,1335.856551020031,NA,size_factor_normalized_counts
BRSK1,1.2267826100231374,tail,size_factor_normalized_counts
BRWD1,3872.847919830606,head,size_factor_normalized_counts
BRWD1-AS2,26.7789694533232,mid,size_factor_normalized_counts
BRWD1-IT1,0.4269893157187935,tail,size_factor_normalized_counts
