x,time,contrast,delta_density,lo,hi
0.575342465753425,24 h,Tam-only,0.00219540538407442,0.00063392852624762,0.00370563071096119
0.575342465753425,4 h,Dox-only,8.20493180959357e-05,-0.00146703746563029,0.00165774312451717
0.575342465753425,4 h,Tam-only,0.0010246539807933,-0.000541127299595051,0.00259384336712404
0.616438356164384,24 h,Dox-only,-0.00133532024436487,-0.00287338346632908,0.000168096434802152
0.616438356164384,24 h,Tam-only,0.00239152179045644,0.000788931411713883,0.00393683583758979
0.616438356164384,4 h,Dox-only,-6.07307514739336e-05,-0.00166583138623673,0.00153533381597021
0.616438356164384,4 h,Tam-only,0.000970553524348886,-0.000633831325305008,0.0025756698630793
0.657534246575342,24 h,Dox-only,-0.00127025304397806,-0.00286929418865062,0.000283701519805583
0.657534246575342,24 h,Tam-only,0.00258714954355483,0.000937465194892462,0.00418003682128967
0.657534246575342,4 h,Dox-only,-0.00020238350664371,-0.00181838137347498,0.00144590071131271
0.657534246575342,4 h,Tam-only,0.000910602094556435,-0.000736621183053744,0.00257923282539195
0.698630136986301,24 h,Dox-only,-0.00120293139553864,-0.00285073328867834,0.000411195461669401
0.698630136986301,24 h,Tam-only,0.00277880446580001,0.00111693216093912,0.00441871368307153
0.698630136986301,4 h,Dox-only,-0.000344766810169088,-0.00200881520790939,0.00133457115119137
0.698630136986301,4 h,Tam-only,0.000844439133553095,-0.00084358373715961,0.00252635022572164
0.73972602739726,24 h,Dox-only,-0.00113626014311893,-0.00283771746861059,0.000520511636659403
0.73972602739726,24 h,Tam-only,0.00296796384593201,0.00128341472784253,0.00464978247196205
0.73972602739726,4 h,Dox-only,-0.000486618026168149,-0.00219120600482895,0.00123527280735774
0.73972602739726,4 h,Tam-only,0.000773187206115175,-0.000949554474163637,0.0024906530753034
0.780821917808219,24 h,Dox-only,-0.00107202082560653,-0.00279656856662962,0.000633377016168411
0.780821917808219,24 h,Tam-only,0.00315240323802929,0.00141894950271214,0.00485094016502898
0.780821917808219,4 h,Dox-only,-0.000626568495657131,-0.00235186085679478,0.0011198095614796
0.780821917808219,4 h,Tam-only,0.000697974790377969,-0.00104661076695742,0.00246071909267705
0.821917808219178,24 h,Dox-only,-0.0010120479714614,-0.00278012292177594,0.000731882427486339
0.821917808219178,24 h,Tam-only,0.00333544975147502,0.00157227898256132,0.00504166278252372
0.821917808219178,4 h,Dox-only,-0.000763149989424231,-0.00251426640392432,0.00101117979715005
0.821917808219178,4 h,Tam-only,0.000619901015510658,-0.00115375187730521,0.00242624895732132
0.863013698630137,24 h,Dox-only,-0.000958181250116659,-0.00276560487489884,0.000818600556511167
0.863013698630137,24 h,Tam-only,0.00351130790148058,0.00172627096441733,0.00521859693695268
0.863013698630137,4 h,Dox-only,-0.000894805052411667,-0.00267875655230101,0.000889039989010419
0.863013698630137,4 h,Tam-only,0.000540001850152207,-0.00124370761942706,0.00233405773142811
0.904109589041096,24 h,Dox-only,-0.000912213301752392,-0.00275967054929507,0.000905792755788254
0.904109589041096,24 h,Tam-only,0.00367514784692323,0.00183445221954978,0.00538312782180269
0.904109589041096,4 h,Dox-only,-0.00102205885967976,-0.00283342399174352,0.00081107449331955
0.904109589041096,4 h,Tam-only,0.000457170038265072,-0.00136651127065458,0.00229809820383565
0.945205479452055,24 h,Dox-only,-0.000877717474520021,-0.00277680470127797,0.000959462214026995
0.945205479452055,24 h,Tam-only,0.00382040855867355,0.00196063148868625,0.0055658261738259
0.945205479452055,4 h,Dox-only,-0.00113611477529263,-0.00299073360640428,0.000730707864375914
0.945205479452055,4 h,Tam-only,0.000376838356023805,-0.00147851918450674,0.00223996704033649
