gene_id	pfp	rankprod_table_direction	contrast_id	common_effect	direction_from_effect	called_by_rankprod_table	table_effect_direction_agree
ENSG00000000003_TSPAN6	2.275e-4	Down	DT_vs_D_4h	-0.036182250133760085	Down	FALSE	TRUE
ENSG00000000419_DPM1	0.002792	Down	DT_vs_D_4h	0.2861063685587366	Up	FALSE	FALSE
ENSG00000000457_SCYL3	0.004454	Down	DT_vs_D_4h	-0.46862203275930003	Down	FALSE	TRUE
ENSG00000000460_C1orf112	0.003969	Down	DT_vs_D_4h	0.6327747347028607	Up	TRUE	FALSE
ENSG00000000971_CFH	0.003518	Down	DT_vs_D_4h	-0.5144060208615557	Down	FALSE	TRUE
ENSG00000001036_FUCA2	0.005505	Up	DT_vs_D_4h	0.1756301512249907	Up	FALSE	TRUE
ENSG00000001084_GCLC	0.005195	Up	DT_vs_D_4h	-0.1579259616991484	Down	FALSE	FALSE
ENSG00000001167_NFYA	0.005951	Up	DT_vs_D_4h	0.22511109282742048	Up	FALSE	TRUE
ENSG00000001460_STPG1	0.005959	Up	DT_vs_D_4h	-0.2611129571742197	Down	FALSE	FALSE
ENSG00000001461_NIPAL3	0.006283	Down	DT_vs_D_4h	-0.20847720463245345	Down	FALSE	TRUE
ENSG00000001497_LAS1L	0.01031	Up	DT_vs_D_4h	0.3716999146474187	Up	FALSE	TRUE
ENSG00000001561_ENPP4	0.01053	Up	DT_vs_D_4h	-0.4771252398518413	Down	FALSE	FALSE
ENSG00000001617_SEMA3F	0.01116	Up	DT_vs_D_4h	-0.6176772087712656	Down	TRUE	FALSE
ENSG00000001629_ANKIB1	0.01417	Down	DT_vs_D_4h	0.03303709083270867	Up	FALSE	FALSE
ENSG00000001630_CYP51A1	0.01402	Up	DT_vs_D_4h	0.23860976824917657	Up	FALSE	TRUE
ENSG00000001631_KRIT1	0.01348	Up	DT_vs_D_4h	0.03449058574183539	Up	FALSE	TRUE
ENSG00000002016_RAD52	0.01332	Up	DT_vs_D_4h	-0.046282830859316615	Down	FALSE	FALSE
ENSG00000002330_BAD	0.01627	Up	DT_vs_D_4h	-0.3463031269085217	Down	FALSE	FALSE
ENSG00000002549_LAP3	0.01903	Down	DT_vs_D_4h	-5.105612863154363e-5	Down	FALSE	TRUE
ENSG00000002586_CD99	0.01919	Up	DT_vs_D_4h	-0.25669445112815836	Down	FALSE	FALSE
ENSG00000002587_HS3ST1	0.02003	Up	DT_vs_D_4h	0.7855450853407018	Up	TRUE	TRUE
ENSG00000002822_MAD1L1	0.02027	Down	DT_vs_D_4h	0.1753666427325049	Up	FALSE	FALSE
ENSG00000002834_LASP1	0.02053	Down	DT_vs_D_4h	-0.29048832644284506	Down	FALSE	TRUE
ENSG00000002919_SNX11	0.02	Down	DT_vs_D_4h	-0.10890565464996849	Down	FALSE	TRUE
ENSG00000003056_M6PR	0.02004	Down	DT_vs_D_4h	0.15321065278059365	Up	FALSE	FALSE
ENSG00000003137_CYP26B1	0.02111	Down	DT_vs_D_4h	-0.5345823015117668	Down	FALSE	TRUE
ENSG00000003147_ICA1	0.02492	Down	DT_vs_D_4h	0.23274433951334128	Up	FALSE	FALSE
ENSG00000003249_DBNDD1	0.025	Up	DT_vs_D_4h	0.07156372643200548	Up	FALSE	TRUE
ENSG00000003393_ALS2	0.024140000000000002	Up	DT_vs_D_4h	0.11485153337245002	Up	FALSE	TRUE
ENSG00000003400_CASP10	0.0237	Up	DT_vs_D_4h	-0.9877420129856418	Down	TRUE	FALSE
ENSG00000003402_CFLAR	0.02513	Up	DT_vs_D_4h	-0.16154842666936275	Down	FALSE	FALSE
ENSG00000003436_TFPI	0.02584	Up	DT_vs_D_4h	-0.1186024182097194	Down	FALSE	FALSE
ENSG00000003509_NDUFAF7	0.0255	Up	DT_vs_D_4h	0.22180291960499154	Up	FALSE	TRUE
ENSG00000003756_RBM5	0.02599	Up	DT_vs_D_4h	-0.13486722664439643	Down	FALSE	FALSE
ENSG00000003989_SLC7A2	0.02589	Up	DT_vs_D_4h	0.30629531129951726	Up	FALSE	TRUE
ENSG00000004059_ARF5	0.02642	Up	DT_vs_D_4h	-0.2130529723765786	Down	FALSE	FALSE
ENSG00000004139_SARM1	0.02837	Up	DT_vs_D_4h	-0.27745890082198854	Down	FALSE	FALSE
ENSG00000004142_POLDIP2	0.0283	Up	DT_vs_D_4h	0.03259760691778446	Up	FALSE	TRUE
ENSG00000004399_PLXND1	0.03529	Up	DT_vs_D_4h	-0.3650930119505771	Down	FALSE	FALSE
ENSG00000004455_AK2	0.03744	Up	DT_vs_D_4h	0.27581795728827174	Up	FALSE	TRUE
ENSG00000004478_FKBP4	0.03874	Up	DT_vs_D_4h	0.39069412293864403	Up	FALSE	TRUE
ENSG00000004487_KDM1A	0.04505	Down	DT_vs_D_4h	0.2652850578981809	Up	FALSE	FALSE
ENSG00000004534_RBM6	0.04401	Down	DT_vs_D_4h	0.4568473604839589	Up	FALSE	FALSE
ENSG00000004660_CAMKK1	0.0465	Up	DT_vs_D_4h	0.26951539573363714	Up	FALSE	TRUE
ENSG00000004700_RECQL	0.04633	Up	DT_vs_D_4h	0.09192109292294237	Up	FALSE	TRUE
ENSG00000004766_VPS50	0.04985	Down	DT_vs_D_4h	-0.07651218363120726	Down	FALSE	TRUE
ENSG00000004779_NDUFAB1	0.04892	Down	DT_vs_D_4h	0.21138173586127706	Up	FALSE	FALSE
ENSG00000004799_PDK4	0.05011	Down	DT_vs_D_4h	-0.6510675001122364	Down	FALSE	TRUE
ENSG00000004864_SLC25A13	0.04943	Down	DT_vs_D_4h	0.10536862013364523	Up	FALSE	FALSE
ENSG00000004866_ST7	0.05444	Up	DT_vs_D_4h	0.3215862369831761	Up	FALSE	TRUE
ENSG00000004897_CDC27	0.05389	Up	DT_vs_D_4h	0.22091060644012028	Up	FALSE	TRUE
ENSG00000004961_HCCS	0.05368	Up	DT_vs_D_4h	0.29424730437389357	Up	FALSE	TRUE
ENSG00000004975_DVL2	0.05422	Down	DT_vs_D_4h	0.010450361097596783	Up	FALSE	FALSE
ENSG00000005001_PRSS22	0.05344	Down	DT_vs_D_4h	-1.0082943535057614	Down	FALSE	TRUE
ENSG00000005007_UPF1	0.06363	Down	DT_vs_D_4h	0.006390220564755467	Up	FALSE	FALSE
ENSG00000005020_SKAP2	0.06606	Down	DT_vs_D_4h	-0.03877184403242051	Down	FALSE	TRUE
ENSG00000005022_SLC25A5	0.06927	Down	DT_vs_D_4h	-0.04951948429273756	Down	FALSE	TRUE
ENSG00000005059_MCUB	0.07266	Up	DT_vs_D_4h	0.17698795228747777	Up	FALSE	TRUE
ENSG00000005075_POLR2J	0.07306	Down	DT_vs_D_4h	0.14259063981521258	Up	FALSE	FALSE
ENSG00000005100_DHX33	0.07496	Down	DT_vs_D_4h	0.4989391980837512	Up	FALSE	FALSE
ENSG00000005156_LIG3	0.08072	Up	DT_vs_D_4h	0.09633780401505199	Up	FALSE	TRUE
ENSG00000005175_RPAP3	0.08012	Up	DT_vs_D_4h	0.4423601904873582	Up	FALSE	TRUE
ENSG00000005187_ACSM3	0.07958	Up	DT_vs_D_4h	-0.2855391290445459	Down	FALSE	FALSE
ENSG00000005189_REXO5	0.08177	Up	DT_vs_D_4h	-0.18215277113330886	Down	FALSE	FALSE
ENSG00000005194_CIAPIN1	0.08261	Up	DT_vs_D_4h	0.22799967873331095	Up	FALSE	TRUE
ENSG00000005206_SPPL2B	0.08302	Up	DT_vs_D_4h	-0.3314383850467344	Down	FALSE	FALSE
ENSG00000005238_FAM214B	0.08178	Up	DT_vs_D_4h	-0.47816255238911287	Down	FALSE	FALSE
ENSG00000005249_PRKAR2B	0.08101	Up	DT_vs_D_4h	-0.6636248756727186	Down	FALSE	FALSE
ENSG00000005302_MSL3	0.08936	Up	DT_vs_D_4h	-0.03401843910848967	Down	FALSE	FALSE
ENSG00000005339_CREBBP	0.08878	Up	DT_vs_D_4h	-0.1801906882930595	Down	FALSE	FALSE
ENSG00000005436_GCFC2	0.08759	Up	DT_vs_D_4h	0.48176012508425625	Up	FALSE	TRUE
ENSG00000005448_WDR54	0.08648	Up	DT_vs_D_4h	0.03243045727902172	Up	FALSE	TRUE
ENSG00000005469_CROT	0.0869	Up	DT_vs_D_4h	-0.18361324365050535	Down	FALSE	FALSE
ENSG00000005483_KMT2E	0.0871	Up	DT_vs_D_4h	0.04375905516134271	Up	FALSE	TRUE
ENSG00000005486_RHBDD2	0.0869	Up	DT_vs_D_4h	-0.45234444769213766	Down	FALSE	FALSE
ENSG00000005700_IBTK	0.08736	Up	DT_vs_D_4h	0.09966312519094345	Up	FALSE	TRUE
ENSG00000005801_ZNF195	0.09232	Up	DT_vs_D_4h	0.089109986962157	Up	FALSE	TRUE
ENSG00000005810_MYCBP2	0.1001	Up	DT_vs_D_4h	0.2919832326569409	Up	FALSE	TRUE
ENSG00000005812_FBXL3	0.1012	Up	DT_vs_D_4h	-0.22118637327843516	Down	FALSE	FALSE
ENSG00000005882_PDK2	0.1002	Up	DT_vs_D_4h	-0.8107976834923738	Down	FALSE	FALSE
ENSG00000005884_ITGA3	0.1021	Up	DT_vs_D_4h	0.17214087544626722	Up	FALSE	TRUE
ENSG00000005889_ZFX	0.1017	Up	DT_vs_D_4h	0.015304138635368503	Up	FALSE	TRUE
ENSG00000005893_LAMP2	0.1011	Up	DT_vs_D_4h	-0.001722411255249412	Down	FALSE	FALSE
ENSG00000006007_GDE1	0.1	Up	DT_vs_D_4h	-0.17222324901981967	Down	FALSE	FALSE
ENSG00000006015_REX1BD	0.1018	Up	DT_vs_D_4h	-0.3219592989261919	Down	FALSE	FALSE
ENSG00000006025_OSBPL7	0.1023	Up	DT_vs_D_4h	-0.31030718925374323	Down	FALSE	FALSE
ENSG00000006042_TMEM98	0.1016	Up	DT_vs_D_4h	-0.0389810215433295	Down	FALSE	FALSE
ENSG00000006047_YBX2	0.1045	Up	DT_vs_D_4h	-0.46280165815006935	Down	FALSE	FALSE
ENSG00000006062_MAP3K14	0.1036	Up	DT_vs_D_4h	-0.0045075324844008335	Down	FALSE	FALSE
ENSG00000006118_TMEM132A	0.1031	Up	DT_vs_D_4h	-0.6269761368291524	Down	FALSE	FALSE
ENSG00000006125_AP2B1	0.1028	Up	DT_vs_D_4h	-0.10498671951784466	Down	FALSE	FALSE
ENSG00000006194_ZNF263	0.1062	Up	DT_vs_D_4h	0.12244612169992841	Up	FALSE	TRUE
ENSG00000006282_SPATA20	0.1071	Up	DT_vs_D_4h	-0.4819795149475832	Down	FALSE	FALSE
ENSG00000006327_TNFRSF12A	0.1093	Up	DT_vs_D_4h	1.0034794865019876	Up	FALSE	TRUE
ENSG00000006432_MAP3K9	0.1123	Up	DT_vs_D_4h	-0.2416890831119929	Down	FALSE	FALSE
ENSG00000006451_RALA	0.1121	Up	DT_vs_D_4h	0.12089385298135635	Up	FALSE	TRUE
ENSG00000006453_BAIAP2L1	0.1119	Up	DT_vs_D_4h	-0.030167745446600946	Down	FALSE	FALSE
ENSG00000006459_KDM7A	0.111	Up	DT_vs_D_4h	-0.27671162270836813	Down	FALSE	FALSE
ENSG00000006530_AGK	0.1101	Up	DT_vs_D_4h	0.16714330076133344	Up	FALSE	TRUE
ENSG00000006534_ALDH3B1	0.1097	Up	DT_vs_D_4h	-0.5340765614210641	Down	FALSE	FALSE
ENSG00000006555_TTC22	0.1101	Up	DT_vs_D_4h	-0.15197369802131355	Down	FALSE	FALSE
ENSG00000006576_PHTF2	0.1092	Up	DT_vs_D_4h	0.3355855398982257	Up	FALSE	TRUE
ENSG00000006607_FARP2	0.1149	Up	DT_vs_D_4h	0.3484327825853857	Up	FALSE	TRUE
ENSG00000006625_GGCT	0.1158	Up	DT_vs_D_4h	0.35110092772586654	Up	FALSE	TRUE
ENSG00000006634_DBF4	0.1162	Up	DT_vs_D_4h	0.720451221423045	Up	FALSE	TRUE
ENSG00000006652_IFRD1	0.1164	Up	DT_vs_D_4h	0.010167511882325897	Up	FALSE	TRUE
ENSG00000006695_COX10	0.1157	Up	DT_vs_D_4h	0.04695828414282843	Up	FALSE	TRUE
ENSG00000006704_GTF2IRD1	0.1152	Up	DT_vs_D_4h	-0.2401275923037538	Down	FALSE	FALSE
ENSG00000006712_PAF1	0.1161	Up	DT_vs_D_4h	0.1631174733973575	Up	FALSE	TRUE
ENSG00000006715_VPS41	0.1179	Up	DT_vs_D_4h	-0.10831204514995108	Down	FALSE	FALSE
ENSG00000006744_ELAC2	0.1233	Up	DT_vs_D_4h	0.1337702221850039	Up	FALSE	TRUE
ENSG00000006756_ARSD	0.1223	Up	DT_vs_D_4h	-0.541997632014247	Down	FALSE	FALSE
ENSG00000006757_PNPLA4	0.1267	Up	DT_vs_D_4h	0.05111171642688106	Up	FALSE	TRUE
ENSG00000006831_ADIPOR2	0.1274	Up	DT_vs_D_4h	0.3014252861197635	Up	FALSE	TRUE
ENSG00000007038_PRSS21	0.1272	Up	DT_vs_D_4h	-0.13152519265064733	Down	FALSE	FALSE
ENSG00000007047_MARK4	0.1289	Up	DT_vs_D_4h	-0.5178813689204889	Down	FALSE	FALSE
ENSG00000007080_CCDC124	0.1285	Up	DT_vs_D_4h	0.2633923522660977	Up	FALSE	TRUE
ENSG00000007168_PAFAH1B1	0.129	Up	DT_vs_D_4h	-0.22768137729388727	Down	FALSE	FALSE
ENSG00000007202_KIAA0100	0.1312	Up	DT_vs_D_4h	0.11821070305918724	Up	FALSE	TRUE
ENSG00000007255_TRAPPC6A	0.1309	Up	DT_vs_D_4h	-0.3306631151055419	Down	FALSE	FALSE
ENSG00000007341_ST7L	0.1306	Up	DT_vs_D_4h	-0.003825674527521805	Down	FALSE	FALSE
ENSG00000007376_RPUSD1	0.1296	Up	DT_vs_D_4h	-6.678648560125566e-4	Down	FALSE	FALSE
ENSG00000007384_RHBDF1	0.1307	Up	DT_vs_D_4h	-0.48893021155400707	Down	FALSE	FALSE
ENSG00000007392_LUC7L	0.1319	Up	DT_vs_D_4h	-0.024211718509898894	Down	FALSE	FALSE
ENSG00000007520_TSR3	0.1342	Up	DT_vs_D_4h	-0.14831027171152122	Down	FALSE	FALSE
ENSG00000007541_PIGQ	0.1357	Up	DT_vs_D_4h	-0.4962577474154042	Down	FALSE	FALSE
ENSG00000007545_CRAMP1	0.135	Up	DT_vs_D_4h	-0.1500550597808541	Down	FALSE	FALSE
ENSG00000007866_TEAD3	0.1366	Up	DT_vs_D_4h	-0.10001732658248574	Down	FALSE	FALSE
ENSG00000007923_DNAJC11	0.139	Up	DT_vs_D_4h	0.18093198036840086	Up	FALSE	TRUE
ENSG00000007944_MYLIP	0.1382	Up	DT_vs_D_4h	-0.12280731080952778	Down	FALSE	FALSE
ENSG00000007968_E2F2	0.1378	Up	DT_vs_D_4h	0.742553422250305	Up	FALSE	TRUE
ENSG00000008018_PSMB1	0.1369	Up	DT_vs_D_4h	0.03219700737217046	Up	FALSE	TRUE
ENSG00000008083_JARID2	0.1393	Up	DT_vs_D_4h	0.35675997207220966	Up	FALSE	TRUE
ENSG00000008086_CDKL5	0.1386	Up	DT_vs_D_4h	-0.18909949773344303	Down	FALSE	FALSE
ENSG00000008128_CDK11A	0.1393	Up	DT_vs_D_4h	0.099061172731535585	Up	FALSE	TRUE
ENSG00000008130_NADK	0.1385	Up	DT_vs_D_4h	-0.41338156380329405	Down	FALSE	FALSE
ENSG00000008256_CYTH3	0.1385	Up	DT_vs_D_4h	0.35590276769793405	Up	FALSE	TRUE
ENSG00000008282_SYPL1	0.1379	Up	DT_vs_D_4h	0.013370909369877282	Up	FALSE	TRUE
ENSG00000008283_CYB561	0.137	Up	DT_vs_D_4h	-0.11597789356970356	Down	FALSE	FALSE
ENSG00000008294_SPAG9	0.1364	Up	DT_vs_D_4h	0.19895289498756874	Up	FALSE	TRUE
ENSG00000008300_CELSR3	0.1366	Up	DT_vs_D_4h	-0.3428717898388669	Down	FALSE	FALSE
ENSG00000008311_AASS	0.1373	Up	DT_vs_D_4h	-0.19102502706432523	Down	FALSE	FALSE
ENSG00000008323_PLEKHG6	0.1381	Up	DT_vs_D_4h	0.08240388712220037	Up	FALSE	TRUE
ENSG00000008324_SS18L2	0.1392	Up	DT_vs_D_4h	0.43168254696481334	Up	FALSE	TRUE
ENSG00000008382_MPND	0.1395	Up	DT_vs_D_4h	-0.19750710855373832	Down	FALSE	FALSE
ENSG00000008394_MGST1	0.1396	Up	DT_vs_D_4h	-0.030275682867488385	Down	FALSE	FALSE
ENSG00000008405_CRY1	0.1389	Up	DT_vs_D_4h	0.6887730116606123	Up	FALSE	TRUE
ENSG00000008441_NFIX	0.1391	Up	DT_vs_D_4h	-0.21068634141075826	Down	FALSE	FALSE
ENSG00000008513_ST3GAL1	0.141	Up	DT_vs_D_4h	0.647498933957082	Up	FALSE	TRUE
ENSG00000008516_MMP25	0.1406	Up	DT_vs_D_4h	-0.4743923610823799	Down	FALSE	FALSE
ENSG00000008517_IL32	0.1406	Up	DT_vs_D_4h	-0.4606957266023062	Down	FALSE	FALSE
ENSG00000008710_PKD1	0.1398	Up	DT_vs_D_4h	-0.5239951120123534	Down	FALSE	FALSE
ENSG00000008838_MED24	0.1392	Up	DT_vs_D_4h	-0.042702601818460195	Down	FALSE	FALSE
ENSG00000008853_RHOBTB2	0.1396	Up	DT_vs_D_4h	0.2193918120875349	Up	FALSE	TRUE
ENSG00000008869_HEATR5B	0.1423	Up	DT_vs_D_4h	-0.21249799852501283	Down	FALSE	FALSE
ENSG00000008952_SEC62	0.1456	Up	DT_vs_D_4h	0.1911031636704097	Up	FALSE	TRUE
ENSG00000008988_RPS20	0.1466	Up	DT_vs_D_4h	-0.19052011590843954	Down	FALSE	FALSE
ENSG00000009307_CSDE1	0.1471	Up	DT_vs_D_4h	0.07121472898575831	Up	FALSE	TRUE
ENSG00000009335_UBE3C	0.1467	Up	DT_vs_D_4h	0.434657662752584	Up	FALSE	TRUE
ENSG00000009413_REV3L	0.1544	Up	DT_vs_D_4h	0.3233418648449673	Up	FALSE	TRUE
ENSG00000009780_FAM76A	0.1539	Up	DT_vs_D_4h	0.07158710238406707	Up	FALSE	TRUE
ENSG00000009830_POMT2	0.1544	Up	DT_vs_D_4h	0.018114255989026162	Up	FALSE	TRUE
ENSG00000009844_VTA1	0.1595	Up	DT_vs_D_4h	0.12705173674818937	Up	FALSE	TRUE
ENSG00000009954_BAZ1B	0.1595	Up	DT_vs_D_4h	0.49485277936967265	Up	FALSE	TRUE
ENSG00000010017_RANBP9	0.1603	Up	DT_vs_D_4h	0.054057288418202454	Up	FALSE	TRUE
ENSG00000010072_SPRTN	0.1602	Up	DT_vs_D_4h	0.41486459489942185	Up	FALSE	TRUE
ENSG00000010165_EEF1AKNMT	0.1621	Up	DT_vs_D_4h	0.06990104369925554	Up	FALSE	TRUE
ENSG00000010219_DYRK4	0.1675	Up	DT_vs_D_4h	0.4551606253682978	Up	FALSE	TRUE
ENSG00000010244_ZNF207	0.1681	Up	DT_vs_D_4h	0.09449350358790198	Up	FALSE	TRUE
ENSG00000010256_UQCRC1	0.1671	Up	DT_vs_D_4h	-0.1697561659136495	Down	FALSE	FALSE
ENSG00000010270_STARD3NL	0.1664	Up	DT_vs_D_4h	-0.0027276970370770925	Down	FALSE	FALSE
ENSG00000010278_CD9	0.1662	Up	DT_vs_D_4h	-0.09442433610626288	Down	FALSE	FALSE
ENSG00000010292_NCAPD2	0.1703	Up	DT_vs_D_4h	-0.2998670621346351	Down	FALSE	FALSE
ENSG00000010318_PHF7	0.1696	Up	DT_vs_D_4h	0.1610372126493218	Up	FALSE	TRUE
ENSG00000010322_NISCH	0.1739	Up	DT_vs_D_4h	-0.1497250167068298	Down	FALSE	FALSE
ENSG00000010361_FUZ	0.1739	Up	DT_vs_D_4h	0.01696094352012012	Up	FALSE	TRUE
ENSG00000010404_IDS	0.1731	Up	DT_vs_D_4h	0.1432727184419047	Up	FALSE	TRUE
ENSG00000010438_PRSS3	0.175	Up	DT_vs_D_4h	1.1567860746077598	Up	FALSE	TRUE
ENSG00000010539_ZNF200	0.1752	Up	DT_vs_D_4h	0.4393014737725065	Up	FALSE	TRUE
ENSG00000010626_LRRC23	0.1752	Up	DT_vs_D_4h	-0.13292122331876177	Down	FALSE	FALSE
ENSG00000010704_HFE	0.1778	Up	DT_vs_D_4h	-0.3282326985725348	Down	FALSE	FALSE
ENSG00000010803_SCMH1	0.1773	Up	DT_vs_D_4h	-0.23968710638435375	Down	FALSE	FALSE
ENSG00000010818_HIVEP2	0.1767	Up	DT_vs_D_4h	0.2242502067756229	Up	FALSE	TRUE
ENSG00000011007_ELOA	0.1769	Up	DT_vs_D_4h	0.4205480818161824	Up	FALSE	TRUE
ENSG00000011009_LYPLA2	0.1768	Up	DT_vs_D_4h	-0.03752214274171273	Down	FALSE	FALSE
ENSG00000011021_CLCN6	0.1792	Up	DT_vs_D_4h	-0.29101360895601225	Down	FALSE	FALSE
ENSG00000011028_MRC2	0.1791	Up	DT_vs_D_4h	-0.3725017083968243	Down	FALSE	FALSE
ENSG00000011105_TSPAN9	0.1783	Up	DT_vs_D_4h	-0.23836526020632398	Down	FALSE	FALSE
ENSG00000011114_BTBD7	0.1774	Up	DT_vs_D_4h	-0.017135494686052688	Down	FALSE	FALSE
ENSG00000011132_APBA3	0.1783	Up	DT_vs_D_4h	-0.24257395973396134	Down	FALSE	FALSE
ENSG00000011143_MKS1	0.1793	Up	DT_vs_D_4h	-0.19558541885653824	Down	FALSE	FALSE
ENSG00000011198_ABHD5	0.1814	Up	DT_vs_D_4h	-0.4653721780777751	Down	FALSE	FALSE
ENSG00000011243_AKAP8L	0.1809	Up	DT_vs_D_4h	-0.15224973347199366	Down	FALSE	FALSE
ENSG00000011258_MBTD1	0.1812	Up	DT_vs_D_4h	-0.26380694653345493	Down	FALSE	FALSE
ENSG00000011260_UTP18	0.1814	Up	DT_vs_D_4h	0.5169855997141752	Up	FALSE	TRUE
ENSG00000011275_RNF216	0.1846	Up	DT_vs_D_4h	0.17801285682196077	Up	FALSE	TRUE
ENSG00000011295_TTC19	0.1881	Up	DT_vs_D_4h	0.04515045783211491	Up	FALSE	TRUE
ENSG00000011304_PTBP1	0.1884	Up	DT_vs_D_4h	0.03690425715104162	Up	FALSE	TRUE
ENSG00000011347_SYT7	0.1901	Up	DT_vs_D_4h	0.5763571344297338	Up	FALSE	TRUE
ENSG00000011376_LARS2	0.1925	Up	DT_vs_D_4h	0.06416930034071555	Up	FALSE	TRUE
ENSG00000011405_PIK3C2A	0.193	Up	DT_vs_D_4h	0.15212018591329102	Up	FALSE	TRUE
ENSG00000011422_PLAUR	0.1925	Up	DT_vs_D_4h	0.41318145110885496	Up	FALSE	TRUE
ENSG00000011426_ANLN	0.1924	Up	DT_vs_D_4h	0.5962469231601517	Up	FALSE	TRUE
ENSG00000011451_WIZ	0.1951	Up	DT_vs_D_4h	-0.27458248082636416	Down	FALSE	FALSE
ENSG00000011454_RABGAP1	0.1946	Up	DT_vs_D_4h	-0.15984571424067706	Down	FALSE	FALSE
ENSG00000011478_QPCTL	0.1943	Up	DT_vs_D_4h	-0.22855406099849107	Down	FALSE	FALSE
ENSG00000011485_PPP5C	0.1962	Up	DT_vs_D_4h	0.14677573265247723	Up	FALSE	TRUE
ENSG00000011523_CEP68	0.1959	Up	DT_vs_D_4h	0.12328742862272968	Up	FALSE	TRUE
ENSG00000011566_MAP4K3	0.1963	Up	DT_vs_D_4h	-0.20446830292065865	Down	FALSE	FALSE
ENSG00000011638_TMEM159	0.1973	Up	DT_vs_D_4h	-0.36604740771419575	Down	FALSE	FALSE
ENSG00000012048_BRCA1	0.1966	Up	DT_vs_D_4h	0.7289120547875232	Up	FALSE	TRUE
ENSG00000012061_ERCC1	0.2047	Up	DT_vs_D_4h	-0.2964784403380385	Down	FALSE	FALSE
ENSG00000012171_SEMA3B	0.2063	Up	DT_vs_D_4h	0.46218008992253523	Up	FALSE	TRUE
ENSG00000012174_MBTPS2	0.2054	Up	DT_vs_D_4h	-0.07902264854017016	Down	FALSE	FALSE
ENSG00000012211_PRICKLE3	0.205	Up	DT_vs_D_4h	-0.07144255667823707	Down	FALSE	FALSE
ENSG00000012223_LTF	0.2086	Up	DT_vs_D_4h	-0.929997495472987	Down	FALSE	FALSE
ENSG00000012232_EXTL3	0.2093	Up	DT_vs_D_4h	0.30225573944959017	Up	FALSE	TRUE
ENSG00000012660_ELOVL5	0.2085	Up	DT_vs_D_4h	0.15873638840373072	Up	FALSE	TRUE
ENSG00000012822_CALCOCO1	0.2076	Up	DT_vs_D_4h	-0.32357459064276295	Down	FALSE	FALSE
ENSG00000012963_UBR7	0.2084	Up	DT_vs_D_4h	0.41291888866420656	Up	FALSE	TRUE
ENSG00000012983_MAP4K5	0.2085	Up	DT_vs_D_4h	0.22784606481382141	Up	FALSE	TRUE
ENSG00000013275_PSMC4	0.2092	Up	DT_vs_D_4h	0.34691172426767647	Up	FALSE	TRUE
ENSG00000013288_MAN2B2	0.2104	Up	DT_vs_D_4h	-0.663126974778546	Down	FALSE	FALSE
ENSG00000013306_SLC25A39	0.2095	Up	DT_vs_D_4h	-0.13245402906099102	Down	FALSE	FALSE
ENSG00000013364_MVP	0.2093	Up	DT_vs_D_4h	-0.18371390945427635	Down	FALSE	FALSE
ENSG00000013374_NUB1	0.2085	Up	DT_vs_D_4h	0.03258449673047803	Up	FALSE	TRUE
ENSG00000013375_PGM3	0.2085	Up	DT_vs_D_4h	0.09066837077933432	Up	FALSE	TRUE
ENSG00000013392_RWDD2A	0.2079	Up	DT_vs_D_4h	0.09427103311030294	Up	FALSE	TRUE
ENSG00000013441_CLK1	0.2074	Up	DT_vs_D_4h	-0.371162674557584	Down	FALSE	FALSE
ENSG00000013503_POLR3B	0.2083	Up	DT_vs_D_4h	-0.03689042142512733	Down	FALSE	FALSE
ENSG00000013523_ANGEL1	0.2086	Up	DT_vs_D_4h	-0.16728289934039697	Down	FALSE	FALSE
ENSG00000013561_RNF14	0.2079	Up	DT_vs_D_4h	-0.23595075744051108	Down	FALSE	FALSE
ENSG00000013563_DNASE1L1	0.2082	Up	DT_vs_D_4h	0.16444573649819816	Up	FALSE	TRUE
ENSG00000013573_DDX11	0.2075	Up	DT_vs_D_4h	0.528011088895715	Up	FALSE	TRUE
ENSG00000013583_HEBP1	0.2082	Up	DT_vs_D_4h	-0.08307722698048625	Down	FALSE	FALSE
ENSG00000013588_GPRC5A	0.2084	Up	DT_vs_D_4h	0.7908280451659646	Up	FALSE	TRUE
ENSG00000013619_MAMLD1	0.2079	Up	DT_vs_D_4h	0.5458044649413782	Up	FALSE	TRUE
ENSG00000013810_TACC3	0.2074	Up	DT_vs_D_4h	0.4414335652774346	Up	FALSE	TRUE
ENSG00000014123_UFL1	0.207	Up	DT_vs_D_4h	-0.27167088013708973	Down	FALSE	FALSE
ENSG00000014138_POLA2	0.2097	Up	DT_vs_D_4h	0.6279232152456866	Up	FALSE	TRUE
ENSG00000014164_ZC3H3	0.2102	Up	DT_vs_D_4h	0.0029718419479412006	Up	FALSE	TRUE
ENSG00000014216_CAPN1	0.2101	Up	DT_vs_D_4h	-0.4310359240711428	Down	FALSE	FALSE
ENSG00000014257_ACPP	0.2093	Up	DT_vs_D_4h	-0.5909629199723194	Down	FALSE	FALSE
ENSG00000014641_MDH1	0.2087	Up	DT_vs_D_4h	-0.15562849222027264	Down	FALSE	FALSE
ENSG00000014824_SLC30A9	0.2084	Up	DT_vs_D_4h	0.06918762850838522	Up	FALSE	TRUE
ENSG00000014914_MTMR11	0.2089	Up	DT_vs_D_4h	-0.03860891371737285	Down	FALSE	FALSE
ENSG00000014919_COX15	0.2083	Up	DT_vs_D_4h	-0.26501377617476507	Down	FALSE	FALSE
