gene,ensg,baseline_expr,baseline_tpm,A_expr,B_expr,lfc,rank,band,updown,p_value,fdr,expr_scale
ENSG00000055955_ITIH4,ENSG00000055955,15.2659758891589,15.2659758891589,9.99566224107747,15.2659758891589,-0.564922883820394,13647,mid,Down,,,normcounts
ENSG00000082556_OPRK1,ENSG00000082556,15.2659758891589,15.2659758891589,12.3969689307878,15.2659758891589,-0.279950753211045,13648,mid,Neutral,,,normcounts
ENSG00000242539_AC007620.2,ENSG00000242539,15.2659758891589,15.2659758891589,19.9931030820427,15.2659758891589,0.368058052909638,13649,mid,Up,,,normcounts
ENSG00000265458_AC132938.3,ENSG00000265458,15.2659758891589,15.2659758891589,9.19700527772837,15.2659758891589,-0.673711866104862,13650,mid,Down,,,normcounts
ENSG00000174236_REP15,ENSG00000174236,15.2634670633675,15.2634670633675,11.5972448075061,15.2634670633675,-0.368526614704769,13651,mid,Down,,,normcounts
ENSG00000258561_AL359232.1,ENSG00000258561,15.2634670633675,15.2634670633675,13.1942030142267,15.2634670633675,-0.196332999564488,13652,mid,Neutral,,,normcounts
ENSG00000262265_AC002558.3,ENSG00000262265,15.2634670633675,15.2634670633675,15.5937311040495,15.2634670633675,0.029003467585083,13653,mid,Neutral,,,normcounts
ENSG00000260265_LINC02562,ENSG00000260265,15.2031387846625,15.2031387846625,8.3976368744242,15.2031387846625,-0.78590338322903,13654,mid,Down,,,normcounts
ENSG00000006837_CDKL3,ENSG00000006837,15.2006299588711,15.2006299588711,9.19700527772837,15.2006299588711,-0.667904398745192,13655,mid,Down,,,normcounts
ENSG00000152454_ZNF256,ENSG00000152454,15.2006299588711,15.2006299588711,16.7938508689383,15.2006299588711,0.135328853108439,13656,mid,Neutral,,,normcounts
ENSG00000234476_LINC02765,ENSG00000234476,15.2006299588711,15.2006299588711,19.9963045618404,15.2006299588711,0.374085516658675,13657,mid,Up,,,normcounts
ENSG00000257556_LINC02298,ENSG00000257556,15.2006299588711,15.2006299588711,12.3951903309002,15.2006299588711,-0.274334832730172,13658,mid,Neutral,,,normcounts
ENSG00000272589_ZSWIM8-AS1,ENSG00000272589,15.2006299588711,15.2006299588711,15.594798263982,15.2006299588711,0.034681178119393,13659,mid,Neutral,,,normcounts
ENSG00000275223_AL121906.2,ENSG00000275223,15.2006299588711,15.2006299588711,15.992348145769,15.2006299588711,0.0688353168852443,13660,mid,Neutral,,,normcounts
ENSG00000184185_KCNJ12,ENSG00000184185,15.1557909849544,15.1557909849544,7.56190915819583,15.1557909849544,-0.916046952708906,13661,mid,Down,,,normcounts
ENSG00000260418_AL023284.4,ENSG00000260418,15.1352840285832,15.1352840285832,16.7942065889158,15.1352840285832,0.14118863341627,13662,mid,Neutral,,,normcounts
ENSG00000176732_PFN4,ENSG00000176732,15.1327752027917,15.1327752027917,10.3974807625947,15.1327752027917,-0.501279661939746,13663,mid,Down,,,normcounts
ENSG00000066923_STAG3,ENSG00000066923,15.1176167037446,15.1176167037446,14.4343089852797,15.1176167037446,-0.0624975367223839,13664,mid,Neutral,,,normcounts
ENSG00000084110_HAL,ENSG00000084110,15.0699380982953,15.0699380982953,12.3959017708552,15.0699380982953,-0.262572669498484,13665,mid,Neutral,,,normcounts
ENSG00000135437_RDH5,ENSG00000135437,15.0699380982953,15.0699380982953,15.19653694224,15.0699380982953,0.0113210049338246,13666,mid,Neutral,,,normcounts
ENSG00000180998_GPR137C,ENSG00000180998,15.0699380982953,15.0699380982953,18.3950777153893,15.0699380982953,0.271326184973627,13667,mid,Neutral,,,normcounts
ENSG00000233554_B4GALT1-AS1,ENSG00000233554,15.0699380982953,15.0699380982953,14.3957456590258,15.0699380982953,-0.0618326289041251,13668,mid,Neutral,,,normcounts
ENSG00000274015_AL136038.5,ENSG00000274015,15.0699380982953,15.0699380982953,11.9951504092705,15.0699380982953,-0.306391039698622,13669,mid,Neutral,,,normcounts
ENSG00000285728_AC098484.4,ENSG00000285728,15.0699380982953,15.0699380982953,23.5916837768216,15.0699380982953,0.613806146985152,13670,mid,Up,,,normcounts
ENSG00000286699_AC084198.2,ENSG00000286699,15.0255781304733,15.0255781304733,10.8604029965561,15.0255781304733,-0.434223372634394,13671,mid,Down,,,normcounts
ENSG00000284052_AC006460.2,ENSG00000284052,15.0071009937989,15.0071009937989,21.990101210393,15.0071009937989,0.522300768708511,13672,mid,Up,,,normcounts
ENSG00000128271_ADORA2A,ENSG00000128271,15.0045921680074,15.0045921680074,11.9937275293604,15.0045921680074,-0.300670556160543,13673,mid,Neutral,,,normcounts
